"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",8,37,2,4,9
"2",3,24,5,5,8
"3",407,470,63,22,37
"4",8,27,7,4,8
"5",7,43,7,2,8
"6",7,28,4,2,3
"7",8,31,5,3,4
"8",8,29,5,6,9
"9",7,35,5,5,6
"10",407,470,63,22,37
"11",2,34,5,7,7
"12",407,470,63,22,37
"13",4,27,3,4,9
"14",8,32,4,6,5
"15",5,35,5,2,5
"16",5,41,8,5,6
"17",2,31,3,8,7
"18",3,26,3,4,11
"19",6,45,6,2,9
"20",3,42,6,4,6
"21",6,34,4,2,6
"22",9,33,2,3,5
"23",6,25,3,2,11
"24",5,50,5,2,4
"25",10,45,11,7,6
"26",9,39,10,4,6
"27",4,38,4,5,10
"28",7,38,5,4,7
"29",9,27,1,3,1
"30",8,41,6,3,5
"31",13,31,6,10,6
"32",407,470,63,22,37
"33",4,42,4,5,8
"34",7,42,8,6,7
"35",9,41,10,3,6
"36",5,43,4,1,5
"37",4,35,10,6,6
"38",406,470,63,22,37
"39",407,470,63,22,37
"40",5,36,4,3,6
"41",3,36,5,2,6
"42",7,36,5,5,5
"43",5,42,4,7,6
"44",4,26,1,2,6
"45",4,37,3,3,3
"46",5,38,2,3,5
"47",6,37,7,3,5
"48",4,22,4,3,6
"49",5,30,6,6,3
"50",4,36,6,4,8
"51",5,34,7,3,5
"52",2,37,3,2,7
"53",407,470,63,22,37
"54",407,470,63,22,37
"55",4,45,7,4,6
"56",406,470,62,22,37
"57",406,470,63,22,37
"58",10,32,8,4,7
"59",1,27,2,5,5
"60",7,28,5,6,6
"61",407,470,63,22,37
"62",5,51,3,6,8
"63",4,36,9,3,5
"64",4,46,2,5,7
"65",6,33,5,6,5
"66",10,31,5,2,7
"67",407,470,63,22,37
"68",4,30,2,2,5
"69",6,29,5,4,11
"70",5,31,5,5,9
"71",5,43,4,4,6
"72",4,37,5,4,7
"73",3,33,4,5,9
"74",6,32,10,1,7
"75",1,24,5,2,5
"76",9,31,6,3,5
"77",4,33,3,3,3
"78",5,35,6,8,7
"79",3,40,2,5,6
"80",6,35,1,7,8
"81",6,40,3,5,9
"82",7,33,4,5,8
"83",3,46,6,4,11
"84",6,38,5,5,6
"85",6,33,3,5,7
"86",0,37,1,3,4
"87",3,25,4,4,10
"88",4,33,7,2,7
"89",407,470,63,22,37
"90",7,52,8,3,6
"91",4,41,5,2,9
"92",407,469,63,22,37
"93",5,36,4,5,6
"94",3,25,5,3,6
"95",5,33,3,6,8
"96",407,470,63,22,37
"97",9,38,4,5,3
"98",7,29,6,3,6
"99",3,29,1,3,5
"100",3,37,5,6,8
"101",5,34,2,6,9
"102",4,35,6,4,7
"103",5,32,4,3,5
"104",12,35,5,3,7
"105",7,32,2,2,7
"106",407,470,63,22,37
"107",5,30,3,3,3
"108",6,31,3,5,9
"109",2,27,3,2,4
"110",407,470,63,22,37
"111",5,37,5,4,9
"112",3,44,6,4,10
"113",5,35,5,4,3
"114",407,470,63,22,37
"115",4,27,5,2,7
"116",407,470,63,22,37
"117",407,470,63,22,37
"118",7,25,2,6,4
"119",407,470,63,22,37
"120",1,24,3,4,4
"121",405,470,63,22,37
"122",6,30,9,4,5
"123",4,40,5,1,3
"124",5,44,3,4,6
"125",11,38,3,5,6
"126",407,470,63,22,37
"127",407,470,63,22,37
"128",3,32,4,4,5
"129",7,34,3,1,9
"130",407,470,63,22,37
"131",8,36,4,4,6
"132",1,36,4,1,9
