"","age1.I","age2_no_comorbid.I","age2_comorbid.I","age3_no_comorbid.I","age3_comorbid.I"
"1",80,83,16,5,9
"2",93,92,13,6,10
"3",0,1,0,0,0
"4",86,82,12,5,8
"5",92,96,12,6,9
"6",98,87,13,3,8
"7",90,91,16,5,11
"8",84,93,16,6,8
"9",95,89,19,5,9
"10",0,0,0,0,0
"11",96,97,18,4,9
"12",0,1,0,0,0
"13",90,93,13,4,11
"14",89,90,14,4,7
"15",90,73,14,7,9
"16",88,81,14,5,8
"17",94,93,18,5,8
"18",91,91,15,4,6
"19",91,86,15,9,8
"20",97,90,11,6,9
"21",85,110,15,5,8
"22",84,77,14,5,9
"23",85,106,13,6,5
"24",97,82,10,8,7
"25",71,79,9,5,6
"26",87,86,15,5,8
"27",77,88,11,4,7
"28",92,94,12,6,8
"29",86,85,14,5,10
"30",86,84,14,8,6
"31",91,94,10,5,12
"32",0,1,0,0,0
"33",90,81,15,5,9
"34",96,80,12,3,8
"35",82,84,9,8,8
"36",79,81,15,7,5
"37",107,83,13,5,8
"38",1,0,0,0,0
"39",0,1,0,0,0
"40",92,96,12,6,11
"41",87,107,16,8,12
"42",90,81,12,5,10
"43",96,88,14,4,11
"44",89,83,15,7,8
"45",81,92,17,7,6
"46",92,103,16,6,9
"47",88,89,18,6,7
"48",109,99,17,7,6
"49",88,89,16,6,5
"50",80,79,14,4,7
"51",82,93,18,3,6
"52",100,77,17,7,5
"53",0,1,0,0,0
"54",0,1,0,0,0
"55",94,88,16,6,8
"56",1,1,1,0,0
"57",1,1,0,0,0
"58",99,88,16,7,7
"59",90,95,16,4,9
"60",86,92,14,9,7
"61",0,1,0,0,0
"62",75,77,13,5,7
"63",89,86,11,7,8
"64",79,77,14,4,6
"65",83,99,20,4,9
"66",80,80,15,5,7
"67",0,1,0,0,0
"68",93,93,18,7,7
"69",86,91,13,6,7
"70",82,79,17,7,7
"71",85,81,14,5,6
"72",90,87,12,4,7
"73",94,98,12,5,9
"74",99,93,12,5,9
"75",75,83,14,4,11
"76",83,88,14,4,10
"77",87,97,13,7,10
"78",83,87,14,5,6
"79",85,89,13,7,10
"80",76,79,14,3,6
"81",91,75,16,6,4
"82",82,94,17,4,6
"83",72,90,13,3,5
"84",87,94,17,3,9
"85",85,81,14,5,9
"86",94,82,11,7,6
"87",79,91,12,5,8
"88",83,101,13,6,7
"89",0,1,0,0,0
"90",75,69,14,4,10
"91",101,78,13,7,5
"92",0,1,0,0,0
"93",85,91,14,7,6
"94",86,104,13,8,8
"95",85,91,19,5,6
"96",0,0,0,0,0
"97",82,96,18,6,8
"98",79,91,14,6,5
"99",76,92,15,4,9
"100",91,85,13,5,6
"101",89,95,12,5,8
"102",78,101,14,7,7
"103",94,85,20,6,7
"104",88,80,11,3,8
"105",73,87,8,5,5
"106",0,1,0,0,0
"107",85,99,25,6,12
"108",88,91,17,3,6
"109",95,100,15,4,9
"110",0,0,0,0,0
"111",88,97,15,4,7
"112",90,86,10,6,5
"113",86,85,13,4,7
"114",0,0,0,0,0
"115",102,81,14,6,7
"116",0,0,0,0,0
"117",0,1,0,0,0
"118",96,100,13,4,8
"119",0,1,0,0,0
"120",100,104,12,8,5
"121",1,0,0,0,0
"122",92,90,15,3,7
"123",86,77,12,3,12
"124",100,78,12,8,7
"125",84,96,17,4,6
"126",0,1,0,0,0
"127",0,0,0,0,0
"128",91,88,12,6,6
"129",86,85,18,8,11
"130",0,1,0,0,0
"131",101,87,15,7,6
"132",72,79,9,6,6
"133",89,79,14,5,8
"134",78,87,12,5,8
"135",100,85,18,8,7
"136",95,79,12,3,6
"137",88,78,18,6,7
"138",85,75,14,5,7
"139",89,96,14,7,7
"140",100,107,10,6,11
"141",82,79,19,4,9
"142",91,87,12,5,9
"143",80,80,14,8,7
"144",75,80,9,5,8
"145",0,1,0,0,0
"146",99,106,11,7,7
"147",83,77,14,4,6
"148",89,98,12,4,11
"149",87,76,14,5,5
"150",91,87,16,5,13
"151",86,84,13,3,7
"152",90,97,18,5,7
"153",0,0,0,0,0
"154",83,92,15,5,10
"155",83,91,14,5,4
"156",91,93,14,7,8
"157",75,86,17,4,11
"158",100,117,16,8,6
"159",75,86,11,4,6
"160",93,75,14,5,8
"161",98,97,15,7,7
"162",95,98,20,5,7
"163",100,97,12,6,8
"164",0,1,0,1,0
"165",89,93,20,6,7
"166",95,91,13,5,10
"167",0,1,0,0,0
"168",83,78,10,3,7
"169",92,100,19,3,10
"170",87,92,16,5,6
"171",0,1,0,1,0
"172",85,87,14,3,6
"173",104,81,17,4,7
"174",86,85,12,5,7
"175",92,81,16,3,6
"176",82,86,13,5,6
"177",77,80,14,4,7
"178",95,87,16,5,7
"179",84,89,13,7,7
"180",92,95,14,3,9
"181",88,95,15,7,8
"182",87,71,11,5,8
"183",83,95,16,5,5
"184",97,97,14,3,7
"185",83,82,11,6,9
"186",87,88,13,6,8
"187",88,97,15,4,8
"188",80,83,18,9,8
"189",83,88,15,4,7
"190",96,96,12,3,9
"191",97,92,15,7,8
"192",91,82,16,6,6
"193",0,1,0,0,0
"194",0,1,0,0,0
"195",101,91,16,5,10
"196",94,83,14,6,8
"197",0,1,0,0,0
