"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",5.65110565110565,9.12951167728238,36.741214057508,31.8181818181818,42.8954423592493
"2",5.40540540540541,10.4033970276008,23.961661341853,27.2727272727273,48.2573726541555
"3",0,0,0,0,0
"4",5.65110565110565,7.00636942675159,17.5718849840256,18.1818181818182,48.2573726541555
"5",8.5995085995086,10.6157112526539,22.3642172523962,13.6363636363636,48.2573726541555
"6",6.63390663390663,8.28025477707006,22.3642172523962,31.8181818181818,58.9812332439678
"7",6.87960687960688,7.64331210191083,27.1565495207668,4.54545454545455,48.2573726541555
"8",7.86240786240786,7.00636942675159,27.1565495207668,13.6363636363636,42.8954423592493
"9",8.10810810810811,8.28025477707006,27.1565495207668,18.1818181818182,48.2573726541555
"10",0,0,0,0,0
"11",9.58230958230958,7.00636942675159,23.961661341853,4.54545454545455,45.5764075067024
"12",0,0,0,0,0
"13",7.12530712530713,6.36942675159236,27.1565495207668,22.7272727272727,29.4906166219839
"14",5.8968058968059,9.12951167728238,19.1693290734824,18.1818181818182,40.2144772117963
"15",8.10810810810811,9.34182590233546,9.58466453674121,0,48.2573726541555
"16",5.65110565110565,7.64331210191083,27.1565495207668,27.2727272727273,53.6193029490617
"17",7.37100737100737,7.43099787685775,19.1693290734824,27.2727272727273,48.2573726541555
"18",6.87960687960688,5.73248407643312,27.1565495207668,13.6363636363636,40.2144772117963
"19",5.15970515970516,8.49256900212314,25.5591054313099,9.09090909090909,34.8525469168901
"20",8.5995085995086,8.06794055201699,25.5591054313099,27.2727272727273,53.6193029490617
"21",7.86240786240786,6.36942675159236,36.741214057508,9.09090909090909,42.8954423592493
"22",6.63390663390663,9.12951167728238,30.3514376996805,13.6363636363636,56.3002680965147
"23",7.37100737100737,8.06794055201699,25.5591054313099,27.2727272727273,48.2573726541555
"24",4.91400491400491,8.70488322717622,20.7667731629393,31.8181818181818,53.6193029490617
"25",9.33660933660934,9.76645435244161,17.5718849840256,22.7272727272727,37.5335120643432
"26",6.14250614250614,7.21868365180467,20.7667731629393,22.7272727272727,58.9812332439678
"27",7.61670761670762,7.21868365180467,19.1693290734824,13.6363636363636,45.5764075067024
"28",7.86240786240786,8.28025477707006,39.9361022364217,22.7272727272727,50.9383378016086
"29",8.84520884520884,7.85562632696391,38.3386581469649,27.2727272727273,48.2573726541555
"30",10.8108108108108,7.00636942675159,20.7667731629393,40.9090909090909,42.8954423592493
"31",5.8968058968059,7.85562632696391,17.5718849840256,4.54545454545455,48.2573726541555
"32",0,0,0,0,0
"33",8.10810810810811,7.64331210191083,23.961661341853,4.54545454545455,50.9383378016086
"34",7.86240786240786,9.12951167728238,19.1693290734824,13.6363636363636,56.3002680965147
"35",4.17690417690418,6.79405520169851,15.9744408945687,22.7272727272727,58.9812332439678
"36",5.8968058968059,7.00636942675159,28.7539936102236,27.2727272727273,48.2573726541555
"37",7.37100737100737,8.49256900212314,22.3642172523962,18.1818181818182,50.9383378016086
"38",0,0,0,0,0
"39",0,0,0,0,0
"40",5.8968058968059,7.85562632696391,30.3514376996805,13.6363636363636,61.6621983914209
"41",5.40540540540541,7.00636942675159,27.1565495207668,18.1818181818182,58.9812332439678
"42",8.10810810810811,8.9171974522293,27.1565495207668,22.7272727272727,37.5335120643432
"43",6.87960687960688,5.30785562632696,31.9488817891374,9.09090909090909,48.2573726541555
"44",5.8968058968059,7.21868365180467,35.1437699680511,13.6363636363636,34.8525469168901
"45",5.40540540540541,6.79405520169851,17.5718849840256,13.6363636363636,48.2573726541555
"46",5.40540540540541,5.73248407643312,25.5591054313099,18.1818181818182,56.3002680965147
"47",6.63390663390663,9.12951167728238,17.5718849840256,9.09090909090909,56.3002680965147
"48",9.58230958230958,8.70488322717622,19.1693290734824,31.8181818181818,48.2573726541555
"49",5.8968058968059,9.97876857749469,22.3642172523962,22.7272727272727,45.5764075067024
"50",11.7936117936118,8.49256900212314,20.7667731629393,31.8181818181818,45.5764075067024
"51",6.87960687960688,7.21868365180467,19.1693290734824,18.1818181818182,50.9383378016086
"52",9.82800982800983,5.9447983014862,28.7539936102236,9.09090909090909,34.8525469168901
"53",0,0,0,0,0
"54",0,0,0,0,0
"55",7.37100737100737,9.55414012738854,19.1693290734824,31.8181818181818,45.5764075067024
"56",0,0,0,0,0
"57",0,0,0,0,0
"58",6.38820638820639,8.49256900212314,20.7667731629393,13.6363636363636,53.6193029490617
"59",6.14250614250614,10.6157112526539,30.3514376996805,13.6363636363636,45.5764075067024
"60",6.87960687960688,9.97876857749469,31.9488817891374,31.8181818181818,48.2573726541555
"61",0,0.212314225053079,0,0,0
"62",8.35380835380835,7.21868365180467,27.1565495207668,22.7272727272727,45.5764075067024
"63",8.10810810810811,8.06794055201699,14.3769968051118,31.8181818181818,50.9383378016086
"64",6.38820638820639,7.64331210191083,31.9488817891374,9.09090909090909,37.5335120643432
"65",9.58230958230958,8.9171974522293,27.1565495207668,18.1818181818182,48.2573726541555
"66",9.58230958230958,8.06794055201699,33.5463258785942,18.1818181818182,61.6621983914209
"67",0,0,0,0,0
"68",8.10810810810811,7.64331210191083,17.5718849840256,13.6363636363636,42.8954423592493
"69",5.8968058968059,9.12951167728238,23.961661341853,18.1818181818182,58.9812332439678
"70",6.38820638820639,4.24628450106157,30.3514376996805,22.7272727272727,48.2573726541555
"71",8.10810810810811,7.85562632696391,28.7539936102236,18.1818181818182,48.2573726541555
"72",7.37100737100737,8.9171974522293,23.961661341853,4.54545454545455,50.9383378016086
"73",7.37100737100737,9.55414012738854,25.5591054313099,9.09090909090909,45.5764075067024
"74",5.65110565110565,7.85562632696391,19.1693290734824,27.2727272727273,42.8954423592493
"75",7.12530712530713,7.43099787685775,19.1693290734824,13.6363636363636,40.2144772117963
"76",5.8968058968059,8.06794055201699,17.5718849840256,31.8181818181818,40.2144772117963
"77",6.63390663390663,8.06794055201699,23.961661341853,22.7272727272727,50.9383378016086
"78",6.87960687960688,7.00636942675159,25.5591054313099,9.09090909090909,56.3002680965147
"79",5.8968058968059,8.9171974522293,23.961661341853,27.2727272727273,48.2573726541555
"80",7.86240786240786,8.49256900212314,30.3514376996805,13.6363636363636,45.5764075067024
"81",7.86240786240786,7.64331210191083,31.9488817891374,13.6363636363636,37.5335120643432
"82",6.14250614250614,7.21868365180467,23.961661341853,18.1818181818182,48.2573726541555
"83",8.5995085995086,7.21868365180467,25.5591054313099,9.09090909090909,40.2144772117963
"84",7.12530712530713,7.43099787685775,38.3386581469649,13.6363636363636,40.2144772117963
"85",7.37100737100737,6.36942675159236,20.7667731629393,22.7272727272727,40.2144772117963
"86",4.91400491400491,8.28025477707006,23.961661341853,18.1818181818182,53.6193029490617
"87",5.15970515970516,7.00636942675159,25.5591054313099,27.2727272727273,50.9383378016086
"88",8.10810810810811,8.06794055201699,14.3769968051118,27.2727272727273,48.2573726541555
"89",0,0,0,0,0
"90",6.14250614250614,8.06794055201699,20.7667731629393,13.6363636363636,48.2573726541555
"91",7.37100737100737,6.79405520169851,17.5718849840256,13.6363636363636,42.8954423592493
"92",0,0,0,0,0
"93",8.35380835380835,7.00636942675159,20.7667731629393,4.54545454545455,53.6193029490617
"94",6.38820638820639,5.9447983014862,27.1565495207668,18.1818181818182,48.2573726541555
"95",5.8968058968059,8.06794055201699,38.3386581469649,27.2727272727273,37.5335120643432
"96",0,0,0,0,0
"97",4.66830466830467,8.70488322717622,33.5463258785942,9.09090909090909,48.2573726541555
"98",5.8968058968059,6.58174097664544,27.1565495207668,9.09090909090909,48.2573726541555
"99",6.63390663390663,8.9171974522293,23.961661341853,9.09090909090909,45.5764075067024
"100",5.15970515970516,8.49256900212314,25.5591054313099,22.7272727272727,42.8954423592493
"101",7.86240786240786,7.64331210191083,28.7539936102236,18.1818181818182,37.5335120643432
"102",7.61670761670762,7.64331210191083,36.741214057508,27.2727272727273,50.9383378016086
"103",6.63390663390663,8.70488322717622,20.7667731629393,22.7272727272727,45.5764075067024
"104",7.37100737100737,7.21868365180467,23.961661341853,27.2727272727273,61.6621983914209
"105",7.86240786240786,8.70488322717622,17.5718849840256,18.1818181818182,40.2144772117963
"106",0,0.212314225053079,0,0,0
"107",6.87960687960688,9.12951167728238,23.961661341853,13.6363636363636,61.6621983914209
"108",6.63390663390663,7.64331210191083,27.1565495207668,18.1818181818182,40.2144772117963
"109",8.35380835380835,7.64331210191083,27.1565495207668,22.7272727272727,69.7050938337802
"110",0,0,0,0,0
"111",7.86240786240786,8.06794055201699,20.7667731629393,4.54545454545455,45.5764075067024
"112",11.0565110565111,6.58174097664544,20.7667731629393,13.6363636363636,45.5764075067024
"113",5.8968058968059,9.34182590233546,22.3642172523962,22.7272727272727,61.6621983914209
"114",0,0,0,0,0
"115",4.91400491400491,7.00636942675159,36.741214057508,18.1818181818182,45.5764075067024
"116",0,0,0,0,0
"117",0,0,0,0,0
"118",8.10810810810811,7.43099787685775,36.741214057508,18.1818181818182,48.2573726541555
"119",0,0,0,0,0
"120",6.87960687960688,8.49256900212314,31.9488817891374,9.09090909090909,53.6193029490617
"121",0,0,0,0,0
"122",9.58230958230958,8.49256900212314,20.7667731629393,27.2727272727273,50.9383378016086
"123",5.65110565110565,8.06794055201699,22.3642172523962,18.1818181818182,58.9812332439678
"124",6.63390663390663,7.43099787685775,23.961661341853,45.4545454545455,40.2144772117963
"125",6.87960687960688,7.43099787685775,28.7539936102236,9.09090909090909,40.2144772117963
"126",0,0,0,0,0
"127",0,0,0,0,0
"128",8.5995085995086,8.06794055201699,12.779552715655,22.7272727272727,64.343163538874
"129",7.61670761670762,8.06794055201699,20.7667731629393,31.8181818181818,48.2573726541555
"130",0,0.212314225053079,0,0,0
"131",7.61670761670762,7.21868365180467,20.7667731629393,18.1818181818182,56.3002680965147
"132",6.38820638820639,8.06794055201699,27.1565495207668,18.1818181818182,58.9812332439678
"133",6.87960687960688,8.49256900212314,23.961661341853,22.7272727272727,48.2573726541555
"134",4.91400491400491,8.70488322717622,22.3642172523962,13.6363636363636,42.8954423592493
"135",4.91400491400491,7.64331210191083,23.961661341853,22.7272727272727,42.8954423592493
"136",5.40540540540541,8.28025477707006,20.7667731629393,4.54545454545455,37.5335120643432
"137",5.8968058968059,9.55414012738854,19.1693290734824,13.6363636363636,48.2573726541555
"138",7.37100737100737,7.21868365180467,28.7539936102236,22.7272727272727,40.2144772117963
