"","age1.H","age2_no_comorbid.H","age2_comorbid.H","age3_no_comorbid.H","age3_comorbid.H"
"1",9,8,5,4,6
"2",6,13,6,3,5
"3",0,0,0,0,0
"4",6,12,3,1,7
"5",13,11,4,1,6
"6",9,13,5,2,5
"7",9,11,7,1,5
"8",10,9,4,2,6
"9",9,10,6,3,7
"10",0,0,0,0,0
"11",13,9,4,1,3
"12",0,0,0,0,0
"13",10,6,4,1,4
"14",8,10,3,2,4
"15",9,13,1,0,6
"16",11,8,5,3,3
"17",10,6,3,1,6
"18",13,8,4,1,4
"19",11,11,4,1,3
"20",10,10,3,3,6
"21",10,6,7,1,5
"22",7,10,5,1,5
"23",9,12,6,2,4
"24",7,13,3,4,4
"25",8,11,3,1,6
"26",7,9,5,2,5
"27",9,6,3,1,4
"28",11,12,7,1,3
"29",9,10,6,3,6
"30",12,7,3,5,4
"31",5,9,2,1,6
"32",0,0,0,0,0
"33",10,8,5,1,7
"34",12,7,4,1,6
"35",4,9,6,3,4
"36",8,9,5,3,5
"37",9,9,3,1,7
"38",0,0,0,0,0
"39",0,0,0,0,0
"40",8,11,5,1,7
"41",7,10,6,2,4
"42",10,10,5,2,3
"43",7,7,6,1,4
"44",7,9,7,1,3
"45",8,11,4,1,5
"46",8,6,6,3,5
"47",9,12,4,1,4
"48",12,10,3,1,4
"49",7,12,4,3,5
"50",10,9,4,4,3
"51",8,11,3,1,5
"52",10,9,5,1,5
"53",0,0,0,0,0
"54",0,0,0,0,0
"55",9,15,5,2,5
"56",0,0,0,0,0
"57",0,0,0,0,0
"58",7,10,4,2,8
"59",6,16,3,2,6
"60",8,12,4,4,5
"61",0,1,0,0,0
"62",8,9,6,1,4
"63",9,11,2,3,6
"64",10,10,7,1,3
"65",10,11,5,2,3
"66",11,10,8,1,4
"67",0,0,0,0,0
"68",9,7,5,2,7
"69",6,13,4,2,5
"70",8,5,4,1,5
"71",8,12,3,2,5
"72",12,12,4,1,5
"73",9,12,7,1,6
"74",10,9,3,3,2
"75",8,10,4,2,5
"76",9,10,4,2,6
"77",7,9,4,1,4
"78",11,7,3,1,6
"79",9,13,5,3,3
"80",5,10,7,1,3
"81",9,13,5,1,3
"82",10,13,5,2,5
"83",11,7,4,2,4
"84",7,7,9,1,4
"85",9,10,4,2,4
"86",5,13,5,2,5
"87",7,8,3,3,5
"88",7,12,2,4,4
"89",0,0,0,0,0
"90",7,8,3,1,7
"91",9,6,5,1,4
"92",0,0,0,0,0
"93",11,10,3,1,6
"94",8,8,8,2,5
"95",7,8,5,3,4
"96",0,0,0,0,0
"97",7,11,5,1,3
"98",5,7,6,1,5
"99",9,14,6,1,5
"100",6,14,5,2,4
"101",9,9,5,2,3
"102",9,9,4,2,4
"103",10,18,7,2,5
"104",9,7,4,3,5
"105",6,8,4,1,4
"106",0,1,0,0,0
"107",6,9,4,1,4
"108",9,8,3,3,4
"109",13,8,6,2,5
"110",0,0,0,0,0
"111",9,10,3,1,4
"112",12,7,3,1,4
"113",8,10,4,3,5
"114",0,0,0,0,0
"115",4,11,5,2,5
"116",0,0,0,0,0
"117",0,0,0,0,0
"118",12,7,4,2,4
"119",0,0,0,0,0
"120",9,8,5,1,5
"121",0,0,0,0,0
"122",14,12,3,2,4
"123",7,8,3,1,6
"124",10,9,3,3,4
"125",9,7,5,2,3
"126",0,0,0,0,0
"127",0,0,0,0,0
"128",9,14,1,1,7
"129",12,9,3,2,8
"130",0,0,0,0,0
"131",10,8,3,2,7
"132",8,11,4,2,4
"133",8,10,4,1,3
"134",7,11,5,2,5
"135",8,8,5,2,4
"136",8,8,5,1,4
"137",6,10,3,2,5
"138",11,8,3,1,5
"139",11,8,5,2,5
"140",10,9,4,2,4
"141",10,13,6,1,4
"142",11,9,3,2,4
"143",8,10,5,1,6
"144",10,10,3,1,5
"145",0,0,0,0,0
"146",12,13,4,1,4
"147",11,7,5,1,3
"148",9,8,4,2,7
"149",9,11,4,1,4
"150",6,11,5,2,5
"151",10,14,3,2,5
"152",11,9,4,1,3
"153",0,0,0,0,0
"154",12,9,4,1,7
"155",9,10,5,3,3
"156",10,9,3,0,4
"157",9,8,3,3,7
"158",11,8,4,2,3
"159",8,8,3,2,5
"160",9,6,1,1,4
"161",7,14,4,3,2
"162",8,12,6,0,4
"163",7,8,6,2,3
"164",0,0,0,0,0
"165",7,13,6,2,5
"166",8,13,3,1,4
"167",0,0,0,0,0
"168",9,8,4,1,6
"169",6,10,6,2,5
"170",10,14,2,2,6
"171",0,0,0,0,0
"172",11,9,5,2,4
"173",9,6,1,2,3
"174",6,8,4,2,6
"175",9,9,3,2,5
"176",11,11,4,3,4
"177",5,10,4,1,2
"178",10,7,4,2,6
"179",10,9,6,3,7
"180",9,11,3,1,4
"181",13,12,4,1,5
"182",8,7,4,1,5
"183",7,6,4,2,4
"184",11,6,3,1,6
"185",9,6,4,0,4
"186",11,7,7,3,6
"187",11,7,5,1,7
"188",5,6,5,4,6
"189",13,9,2,2,5
"190",10,12,3,1,7
"191",7,6,3,1,4
"192",7,7,6,1,7
"193",0,0,0,0,0
"194",0,0,0,0,0
"195",10,9,4,2,4
"196",11,7,3,1,3
"197",0,0,0,0,0
"198",0,0,0,0,0
"199",0,0,0,0,0
"200",7,7,4,1,5
"201",9,12,4,0,4
"202",0,0,0,0,0
