"","age1.R","age2_no_comorbid.R","age2_comorbid.R","age3_no_comorbid.R","age3_comorbid.R"
"1",376,391,38,11,12
"2",382,398,43,11,11
"3",0,1,0,0,0
"4",376,411,45,14,11
"5",365,378,42,17,11
"6",373,404,45,13,12
"7",371,404,41,18,15
"8",367,409,41,13,12
"9",367,397,41,13,13
"10",0,1,0,0,0
"11",366,404,43,14,13
"12",0,1,0,0,0
"13",374,414,43,13,17
"14",375,396,47,12,17
"15",369,392,52,20,14
"16",379,394,38,11,11
"17",375,405,48,8,12
"18",376,418,43,15,11
"19",380,386,41,18,15
"20",369,391,41,12,11
"21",369,407,36,18,15
"22",371,395,42,16,11
"23",371,408,44,14,8
"24",382,380,45,13,13
"25",359,380,41,10,17
"26",373,398,40,13,9
"27",372,399,47,14,10
"28",368,394,33,13,11
"29",362,407,38,13,18
"30",355,397,44,10,16
"31",370,403,46,11,13
"32",0,1,0,0,0
"33",370,393,44,16,10
"34",368,386,43,13,9
"35",381,398,43,14,9
"36",378,395,41,15,14
"37",373,396,39,12,12
"38",1,1,0,0,0
"39",0,1,0,0,0
"40",378,398,40,16,8
"41",382,402,41,16,9
"42",367,393,41,12,18
"43",374,404,39,13,13
"44",379,411,40,17,18
"45",381,402,49,16,16
"46",380,406,45,15,11
"47",374,391,45,17,11
"48",364,408,47,12,13
"49",378,394,43,11,17
"50",355,395,44,11,12
"51",374,403,44,15,13
"52",365,406,42,18,17
"53",0,1,0,0,0
"54",0,1,0,0,0
"55",373,381,44,11,14
"56",1,1,1,0,0
"57",1,1,0,0,0
"58",371,399,42,15,10
"59",381,394,42,14,15
"60",372,396,38,9,13
"61",0,0,0,0,0
"62",368,386,43,11,12
"63",370,397,45,12,13
"64",377,389,41,15,16
"65",362,396,41,12,14
"66",358,402,37,16,7
"67",0,1,0,0,0
"68",370,405,50,17,16
"69",377,399,43,14,4
"70",376,420,39,12,10
"71",369,391,41,14,13
"72",373,392,43,17,11
"73",374,393,43,15,11
"74",378,402,41,15,14
"75",377,412,46,17,17
"76",374,402,46,12,17
"77",376,400,45,14,15
"78",374,403,41,12,9
"79",380,389,46,11,13
"80",369,396,43,12,12
"81",369,395,40,14,14
"82",375,404,44,13,11
"83",369,391,41,16,11
"84",372,398,34,14,16
"85",371,408,47,12,15
"86",387,395,47,15,13
"87",383,413,43,12,8
"88",370,400,47,14,12
"89",0,1,0,0,0
"90",375,381,42,16,13
"91",373,398,47,17,12
"92",0,2,0,0,0
"93",368,402,46,16,11
"94",378,418,41,15,13
"95",378,400,36,10,15
"96",0,1,0,0,0
"97",379,392,38,15,16
"98",376,411,40,17,13
"99",377,400,47,17,15
"100",383,394,42,11,13
"101",370,401,43,12,14
"102",372,400,34,12,11
"103",375,398,46,14,15
"104",365,402,43,13,7
"105",368,398,50,16,15
"106",0,0,0,0,0
"107",374,398,45,16,11
"108",374,404,43,13,13
"109",371,408,43,15,7
"110",0,1,0,0,0
"111",370,396,45,17,11
"112",359,396,44,15,10
"113",378,392,44,13,11
"114",0,1,0,0,0
"115",383,411,35,16,13
"116",0,1,0,0,0
"117",0,1,0,0,0
"118",367,411,38,12,15
"119",0,1,0,0,0
"120",378,407,40,16,13
"121",2,1,0,0,0
"122",362,401,41,12,13
"123",380,393,44,17,12
"124",375,392,45,8,16
"125",368,398,42,15,16
"126",0,1,0,0,0
"127",0,1,0,0,0
"128",369,401,51,13,8
"129",369,399,47,14,10
"130",0,0,0,0,0
"131",368,401,46,14,10
"132",380,397,42,17,6
"133",368,396,39,14,11
"134",381,401,45,14,18
"135",380,405,44,15,17
"136",377,383,42,17,14
"137",377,397,47,14,12
"138",369,402,40,11,15
"139",378,391,40,15,17
"140",373,420,42,13,10
"141",369,396,41,14,10
"142",368,401,44,14,10
"143",370,400,38,18,10
"144",380,405,47,15,6
"145",0,1,0,0,0
"146",369,391,46,16,18
"147",375,394,38,16,13
"148",369,406,44,11,10
"149",368,394,44,16,9
"150",381,395,38,13,13
"151",373,386,48,11,15
"152",368,403,40,14,13
"153",0,1,0,0,0
"154",369,397,49,15,15
"155",383,393,45,12,10
"156",370,398,39,15,15
"157",377,404,46,12,12
"158",372,392,43,16,13
"159",372,397,47,11,10
"160",362,406,42,16,12
"161",375,390,33,13,13
"162",374,401,35,18,17
"163",374,402,41,16,18
"164",0,1,0,1,0
"165",378,409,44,14,10
"166",378,394,41,14,12
"167",0,1,0,0,0
"168",365,399,45,17,14
"169",376,416,39,11,15
"170",373,397,44,14,15
"171",0,2,0,1,0
"172",366,385,37,14,14
"173",375,404,51,13,11
"174",374,404,49,13,14
"175",375,404,47,16,8
"176",378,389,36,13,12
"177",370,396,43,12,16
"178",375,412,47,11,8
"179",376,402,43,13,11
"180",366,396,43,11,14
"181",365,405,46,13,13
"182",377,387,43,18,9
"183",373,398,47,13,11
"184",378,404,52,14,14
"185",374,390,46,15,14
"186",360,383,40,15,15
"187",365,396,43,15,12
"188",379,400,39,13,11
"189",372,391,48,13,13
"190",366,402,50,17,10
"191",380,408,44,15,17
"192",379,410,38,10,13
"193",0,1,0,0,0
"194",0,2,0,0,0
"195",371,405,47,15,15
"196",378,402,43,13,16
"197",0,1,0,0,0
"198",0,1,0,0,0
"199",0,1,0,0,0
"200",371,390,41,15,12
"201",363,403,47,16,13
"202",0,1,0,0,0
"203",0,1,0,0,0
"204",370,403,45,14,15
"205",373,397,43,11,11
"206",0,1,0,0,0
"207",1,1,0,0,0
"208",0,1,0,0,0
"209",0,1,0,0,0
"210",374,399,53,13,20
"211",361,398,48,15,8
"212",375,385,38,15,13
"213",0,1,0,0,0
"214",385,384,43,11,21
"215",367,393,41,18,9
"216",0,1,0,0,0
"217",375,405,36,13,11
"218",371,387,43,14,15
"219",372,404,41,12,16
"220",370,390,45,17,14
"221",0,1,1,0,0
"222",369,406,44,14,9
"223",373,406,37,16,15
"224",371,398,42,15,13
"225",0,1,0,0,0
"226",367,405,38,16,14
"227",369,384,43,13,15
"228",374,370,44,16,11
"229",368,399,46,13,8
"230",0,1,0,0,0
"231",368,401,45,12,13
"232",372,389,38,17,16
"233",369,393,43,21,16
"234",366,400,43,11,12
"235",0,2,0,0,0
"236",367,398,51,13,13
"237",378,402,40,15,14
"238",373,406,35,12,15
"239",370,390,44,11,13
"240",373,417,40,16,9
"241",0,1,0,0,0
"242",0,1,0,0,0
"243",371,419,43,10,11
"244",378,374,41,15,11
"245",370,388,42,16,13
"246",0,1,0,0,0
"247",377,403,48,16,15
"248",377,388,38,14,13
"249",361,402,44,19,8
"250",0,1,0,0,0
"251",379,398,40,14,12
"252",370,414,48,17,15
"253",376,409,44,13,16
"254",371,397,43,16,15
"255",377,391,47,10,13
"256",379,399,43,16,10
"257",0,1,0,0,0
"258",368,400,52,14,8
"259",378,398,43,15,11
"260",375,402,43,13,12
"261",0,1,0,0,0
"262",372,401,47,17,9
"263",379,411,39,13,15
"264",365,400,39,13,10
"265",377,407,44,17,18
"266",376,393,39,17,13
"267",371,385,44,9,11
"268",384,403,43,12,11
"269",372,393,46,15,15
"270",1,2,0,0,0
"271",374,386,46,15,13
"272",379,406,44,14,15
"273",0,1,0,0,0
"274",367,403,39,16,14
"275",0,1,0,0,0
"276",374,398,45,13,12
"277",367,409,42,13,12
"278",376,408,38,14,14
"279",369,395,41,11,10
"280",372,385,41,11,14
"281",363,387,40,14,14
"282",375,408,50,14,13
"283",1,1,0,0,0
"284",369,390,50,14,14
"285",0,1,0,0,0
"286",377,403,42,17,13
"287",376,395,40,15,16
"288",377,392,41,14,7
"289",355,395,42,11,17
"290",376,402,46,11,15
"291",381,399,47,11,11
"292",377,403,46,16,18
"293",374,417,44,16,11
"294",1,1,0,0,0
"295",1,2,0,0,0
"296",367,403,47,16,15
"297",369,386,45,14,14
"298",366,400,48,12,14
"299",365,406,46,16,13
"300",375,385,43,11,14
"301",378,401,41,18,11
"302",0,1,0,0,0
"303",361,411,40,13,13
"304",370,410,40,13,12
"305",1,1,0,0,0
"306",374,406,41,15,10
"307",377,394,44,15,14
"308",365,401,44,18,13
"309",372,418,42,13,16
"310",0,1,0,0,0
"311",378,391,42,17,12
"312",376,405,48,15,11
"313",0,0,0,0,0
"314",375,397,45,18,9
"315",369,399,35,14,7
"316",370,405,43,13,17
"317",375,402,46,11,16
"318",362,414,45,13,10
"319",375,402,43,9,16
"320",377,397,44,13,12
"321",369,402,44,10,16
"322",368,405,42,10,9
"323",371,409,46,9,11
"324",0,1,0,0,0
"325",376,410,45,14,9
"326",0,1,0,0,0
"327",368,395,44,11,10
"328",379,382,45,14,8
"329",372,386,48,12,11
"330",370,415,39,14,20
"331",368,397,44,11,12
"332",375,402,41,15,17
"333",367,403,46,16,14
"334",373,389,43,15,16
"335",372,388,49,11,13
"336",0,1,0,0,0
"337",373,388,38,12,15
"338",370,394,44,17,11
"339",369,398,42,15,15
"340",369,408,43,18,14
"341",378,402,46,14,16
"342",366,418,45,11,13
"343",378,404,44,13,12
"344",375,418,47,18,13
"345",374,390,39,13,18
"346",0,1,0,0,0
"347",379,397,38,13,13
"348",372,405,35,15,13
"349",371,394,43,14,12
"350",370,406,41,10,16
"351",0,1,0,0,0
"352",384,395,44,14,15
"353",374,408,51,12,15
"354",370,405,45,17,15
"355",369,412,49,11,8
"356",375,408,46,12,14
"357",384,396,45,16,10
"358",374,392,43,15,13
"359",367,399,47,13,13
"360",374,412,41,15,18
"361",371,399,45,18,13
"362",373,395,42,12,10
"363",382,394,40,15,15
"364",382,398,47,12,14
"365",0,3,0,0,0
"366",0,1,0,0,0
"367",0,1,0,0,0
"368",375,385,47,16,9
"369",378,398,43,15,8
"370",371,392,48,11,15
"371",374,414,39,14,15
"372",372,397,45,17,13
"373",369,398,42,15,10
"374",381,393,45,12,10
"375",367,393,39,14,13
"376",1,2,0,0,0
"377",375,395,36,10,9
"378",383,386,44,14,11
"379",0,1,0,0,0
"380",365,397,41,13,10
"381",367,393,37,15,11
"382",377,395,44,14,10
"383",371,403,46,16,20
"384",376,398,43,16,9
"385",370,397,39,13,10
"386",372,393,41,16,10
"387",371,396,40,15,11
"388",367,388,45,7,12
"389",371,413,47,18,8
"390",2,4,0,0,0
"391",368,407,44,13,12
"392",365,387,50,15,6
"393",375,394,52,17,16
"394",380,399,45,9,11
"395",366,412,48,17,20
"396",377,391,45,14,13
"397",372,386,38,14,15
"398",378,405,45,13,12
"399",381,392,48,11,17
"400",384,407,43,15,9
"401",0,1,0,0,0
"402",0,1,0,0,0
"403",1,1,0,0,0
"404",369,396,37,18,15
"405",374,407,45,14,10
"406",371,398,41,16,15
"407",371,401,46,13,9
"408",377,403,37,16,11
"409",0,2,0,0,0
"410",370,398,42,17,13
"411",381,404,42,14,17
"412",0,1,0,0,0
"413",0,1,0,0,0
"414",369,403,42,15,15
"415",366,395,49,14,10
"416",363,394,47,11,9
"417",371,407,42,13,12
"418",371,405,50,12,11
"419",371,399,41,14,7
"420",373,394,34,15,12
"421",377,395,44,17,12
"422",383,396,52,13,13
"423",0,1,0,0,0
"424",376,409,36,12,9
"425",372,392,50,14,15
"426",0,1,0,0,0
"427",374,414,42,15,10
"428",366,404,43,12,13
"429",368,389,41,15,12
"430",374,402,29,17,14
"431",376,386,45,12,8
"432",0,1,0,0,0
"433",371,409,43,16,15
"434",0,1,0,0,0
"435",0,1,0,0,0
"436",369,382,46,15,16
"437",0,1,0,0,0
"438",370,400,43,10,15
"439",0,1,0,0,0
"440",367,391,47,11,9
"441",379,406,40,13,17
"442",381,407,45,14,14
"443",0,1,0,0,0
"444",373,403,41,14,13
"445",383,396,39,15,15
"446",370,411,47,12,11
"447",0,1,0,0,0
"448",377,395,48,14,10
"449",373,394,33,11,15
"450",383,399,43,12,9
"451",378,404,42,10,17
"452",364,399,42,13,15
"453",0,1,0,0,0
"454",0,1,0,0,0
"455",0,1,0,0,0
"456",368,390,41,11,13
"457",364,389,37,10,9
"458",378,405,42,12,10
"459",368,408,41,15,10
"460",368,402,45,15,11
"461",0,1,0,0,0
"462",372,395,39,17,11
"463",384,401,42,15,12
"464",372,389,51,12,11
"465",362,397,46,11,15
"466",375,403,43,13,15
"467",374,407,45,12,12
"468",390,401,39,15,17
"469",373,405,40,14,9
"470",0,1,0,0,0
"471",375,414,44,13,12
"472",375,390,47,15,6
"473",376,408,43,15,14
"474",374,419,43,16,18
"475",373,403,39,16,12
"476",370,396,38,14,9
"477",370,402,45,16,9
"478",0,2,0,0,0
"479",365,402,40,9,16
"480",372,392,42,16,19
"481",378,385,47,14,17
"482",368,388,33,12,11
"483",379,387,44,13,12
"484",365,400,44,15,14
