"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",58,53,12,4,6
"2",59,54,10,4,6
"3",0,1,0,0,0
"4",52,55,10,3,5
"5",57,62,7,3,4
"6",63,46,8,4,7
"7",59,46,13,5,5
"8",51,55,9,4,7
"9",55,64,14,4,5
"10",0,1,0,0,0
"11",54,57,9,5,6
"12",0,1,0,0,0
"13",54,53,9,3,7
"14",67,57,9,3,6
"15",57,54,15,6,7
"16",55,49,10,5,6
"17",55,54,10,2,6
"18",66,58,11,4,6
"19",53,61,9,5,5
"20",65,54,10,2,6
"21",49,53,10,5,5
"22",51,56,10,4,6
"23",61,65,12,5,4
"24",53,53,11,7,6
"25",51,58,6,4,5
"26",62,52,10,3,7
"27",48,54,9,3,4
"28",60,63,10,6,4
"29",52,52,10,3,6
"30",58,52,10,5,6
"31",55,59,9,3,6
"32",0,1,0,0,0
"33",58,52,10,4,8
"34",54,58,13,4,5
"35",54,49,7,4,7
"36",48,50,9,6,6
"37",68,49,9,3,5
"38",1,1,0,0,0
"39",0,1,0,0,0
"40",55,60,9,5,5
"41",48,55,10,6,8
"42",60,51,8,4,7
"43",55,54,10,3,7
"44",53,61,14,4,6
"45",49,61,13,4,8
"46",60,62,12,5,6
"47",54,54,8,4,4
"48",64,68,10,3,6
"49",62,51,11,4,10
"50",59,52,10,3,5
"51",54,47,9,4,4
"52",68,55,9,5,6
"53",0,1,0,0,0
"54",0,1,0,0,0
"55",55,52,11,4,7
"56",1,1,1,0,0
"57",1,1,0,0,0
"58",63,55,8,5,4
"59",58,50,9,4,6
"60",62,55,9,5,5
"61",0,1,0,0,0
"62",56,59,8,3,6
"63",45,56,7,5,5
"64",50,47,10,3,5
"65",55,61,13,4,5
"66",52,45,12,3,6
"67",0,1,0,0,0
"68",63,58,10,6,6
"69",55,59,9,2,8
"70",59,54,10,4,7
"71",50,53,9,4,6
"72",57,50,10,4,7
"73",53,62,9,4,8
"74",64,57,9,5,7
"75",56,49,12,5,6
"76",58,51,10,4,9
"77",68,58,13,4,6
"78",47,51,11,4,6
"79",49,63,10,4,4
"80",46,41,13,4,5
"81",49,45,10,5,4
"82",55,57,9,3,5
"83",48,53,11,3,6
"84",56,53,8,3,6
"85",50,49,11,3,8
"86",56,59,9,4,5
"87",56,53,10,4,4
"88",61,55,9,6,5
"89",0,1,0,0,0
"90",49,47,11,5,5
"91",70,52,7,4,6
"92",0,1,0,0,0
"93",65,62,10,3,5
"94",58,57,9,4,6
"95",61,48,10,5,5
"96",0,1,0,0,0
"97",57,63,14,5,6
"98",51,50,9,3,8
"99",52,59,9,5,8
"100",61,58,7,5,5
"101",52,54,9,2,5
"102",60,58,9,5,8
"103",58,59,10,4,7
"104",57,53,10,3,4
"105",50,52,10,5,5
"106",0,1,0,0,0
"107",47,60,10,3,6
"108",55,54,8,4,6
"109",54,54,15,4,6
"110",0,1,0,0,0
"111",55,50,9,3,6
"112",53,68,11,6,7
"113",56,53,11,3,8
"114",0,1,0,0,0
"115",59,57,7,5,5
"116",0,1,0,0,0
"117",0,1,0,0,0
"118",63,61,8,3,5
"119",0,1,0,0,0
"120",56,63,8,6,6
"121",1,1,0,0,0
"122",64,53,11,3,7
"123",47,54,10,5,8
"124",61,56,9,4,6
"125",58,54,10,4,6
"126",0,1,0,0,0
"127",0,1,0,0,0
"128",67,61,12,5,5
"129",64,50,13,5,6
"130",0,1,0,0,0
"131",57,60,10,6,7
"132",49,46,10,6,5
"133",49,52,11,5,6
"134",52,54,9,7,5
"135",68,51,12,5,9
"136",58,52,8,6,4
"137",67,51,11,3,5
"138",61,57,13,3,7
"139",63,57,9,6,6
"140",62,60,10,4,8
"141",51,42,11,4,6
"142",54,59,10,4,7
"143",47,47,13,5,6
"144",56,52,7,3,5
"145",0,1,0,0,0
"146",55,51,11,6,6
"147",56,52,11,4,4
"148",65,55,13,5,8
"149",53,51,11,4,5
"150",57,51,10,5,8
"151",52,53,11,3,8
"152",47,53,13,3,8
"153",0,1,0,0,0
"154",58,51,11,6,9
"155",61,51,12,4,3
"156",67,47,10,3,6
"157",56,64,10,4,6
"158",60,61,10,6,6
"159",57,52,10,2,5
"160",49,56,10,3,5
"161",67,59,10,7,6
"162",61,54,9,5,8
"163",53,54,13,4,8
"164",0,1,0,1,0
"165",53,59,9,6,4
"166",55,51,10,5,5
"167",0,1,0,0,0
"168",58,60,10,4,5
"169",58,60,9,4,6
"170",60,49,10,4,5
"171",0,1,0,1,0
"172",52,60,11,5,6
"173",51,49,10,4,5
"174",56,58,8,3,8
"175",55,47,16,4,5
"176",70,59,12,3,5
"177",49,43,11,4,8
"178",67,50,8,5,6
"179",59,58,8,6,5
"180",63,64,9,5,7
"181",53,53,9,4,5
"182",58,51,8,5,6
"183",45,58,10,3,7
"184",62,56,10,5,6
"185",46,49,10,5,7
"186",50,53,7,4,6
"187",50,58,9,3,8
"188",64,52,10,7,5
"189",67,54,12,5,6
"190",53,67,10,4,5
"191",64,64,11,3,4
"192",58,46,9,3,8
"193",0,1,0,0,0
"194",0,1,0,0,0
"195",60,54,16,3,9
"196",63,60,10,4,6
"197",0,1,0,0,0
"198",0,1,0,0,0
"199",0,1,0,0,0
"200",49,52,11,5,8
"201",68,49,8,4,6
"202",0,1,0,0,0
"203",0,1,0,0,0
"204",61,51,10,5,6
"205",58,62,11,4,7
"206",0,1,0,0,0
"207",1,1,0,0,0
"208",0,1,0,0,0
"209",0,1,0,0,0
"210",44,46,7,4,8
"211",51,61,11,5,3
"212",55,50,11,4,6
"213",0,1,0,0,0
"214",56,58,9,5,6
"215",48,56,9,5,7
"216",0,1,0,0,0
"217",46,50,10,4,5
"218",52,49,8,8,5
"219",56,58,10,5,5
"220",64,59,11,4,8
"221",0,1,1,0,0
"222",52,58,13,3,6
"223",48,53,11,5,6
"224",54,66,11,3,8
"225",0,1,0,0,0
"226",56,54,13,4,7
"227",53,54,9,2,5
"228",60,47,11,4,7
"229",49,55,11,5,5
"230",0,1,0,0,0
"231",53,66,11,6,6
"232",58,56,11,5,5
"233",66,50,11,4,6
"234",49,57,8,4,5
"235",0,1,0,0,0
"236",57,55,10,4,6
"237",60,57,11,3,6
"238",54,53,10,5,7
"239",54,61,8,4,6
"240",58,64,11,6,6
"241",0,1,0,0,0
"242",0,1,0,0,0
"243",53,61,9,5,5
"244",49,47,10,4,7
"245",63,55,11,4,5
"246",0,1,0,0,0
"247",56,59,11,3,5
"248",53,62,14,3,6
"249",59,54,13,4,8
"250",0,1,0,0,0
"251",54,57,10,5,8
"252",59,53,11,4,9
"253",61,57,11,6,5
"254",57,53,11,7,6
"255",52,56,10,4,7
"256",58,52,13,4,7
"257",0,1,0,0,0
"258",55,58,8,5,6
"259",50,44,10,5,4
"260",52,52,13,3,6
"261",0,1,0,0,0
"262",65,52,10,4,5
"263",53,52,10,5,5
"264",56,51,11,3,9
"265",58,66,10,4,5
"266",52,54,11,4,4
"267",60,61,9,2,6
"268",64,53,8,4,5
"269",58,56,10,6,6
"270",1,1,0,0,0
"271",57,60,7,4,5
"272",51,51,11,4,5
"273",0,1,0,0,0
"274",47,47,8,5,6
"275",0,1,0,0,0
"276",59,51,10,4,6
"277",60,61,10,7,6
"278",67,64,11,5,6
"279",61,54,10,4,7
"280",53,47,12,6,3
"281",49,56,9,4,7
"282",57,55,10,6,6
"283",1,1,0,0,0
"284",43,54,12,6,6
"285",0,1,0,0,0
"286",54,62,12,6,7
"287",55,48,10,3,9
"288",56,57,10,4,5
"289",47,56,8,4,5
"290",56,58,11,4,5
"291",59,50,12,3,5
"292",56,51,13,4,6
"293",69,63,12,2,6
"294",1,1,0,0,0
