"","age1_orange.E","age1_green.E","age2_no_comorbid_orange.E","age2_no_comorbid_green.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"1",37.0726342515739,0,41.0241740914754,0,0,0,0
"2",60.546962532078,0,60.6757895388108,0,0,0,0
"3",64.7706276881615,0,71.8203776755057,0,0,0,0
"4",40.4384516128264,0,44.6047983175058,0,0,0,0
"5",33.0370380055541,0,37.1318282741136,0,0,0,0
"6",38.2352377315519,0,41.2520587715411,0,0,0,0
"7",33.247814448229,0,37.0326470504174,0,0,0,0
"8",72.5199193827315,0,74.1210464174088,0,0,0,0
"9",0,0,0,0,0,0,0
"10",45.1134201437635,0,48.8379525908628,0,0,0,0
"11",0,0,0,0,0,0,0
"12",47.7628713329737,0,49.3015323205067,0,0,0,0
"13",37.0703300073099,0,40.4537135625588,0,0,0,0
"14",6.67366149066079,0,0,0,0,0,0
"15",44.131619798447,0,44.3215864344333,0,0,0,0
"16",49.9094463785351,0,46.82615096146,0,0,0,0
"17",0,0,0,0,0,0,0
"18",36.8116359889401,0,40.7315011167487,0,0,0,0
"19",40.2065399837119,0,41.680980317185,0,0,0,0
"20",50.2165103355739,0,53.6750397744874,0,0,0,0
"21",43.4903162260963,0,50.0939763865303,0,0,0,0
"22",54.7392018441446,0,51.2671339730202,0,0,0,0
"23",63.7615273048968,0,67.6039958720472,0,0,0,0
"24",45.9080920148777,0,45.1904370907594,0,0,0,0
"25",45.0481203582525,0,46.2184441955198,0,0,0,0
"26",33.9011037674044,0,37.5994362844015,0,0,0,0
"27",37.566790770805,0,38.7206119626518,0,0,0,0
"28",65.4570850029828,0,72.3337577847439,0,0,0,0
"29",44.9219720917305,0,43.3467858346089,0,0,0,0
"30",44.760106879076,0,47.2626807935112,0,0,0,0
"31",0,0,0,0,0,0,0
"32",41.194336948254,0,43.2205862852483,0,0,0,0
"33",48.5748750438064,0,47.4764651246785,0,0,0,0
"34",40.4391717868733,0,41.0431001678831,0,0,0,0
"35",33.61479504796,0,40.0702044432386,0,0,0,0
"36",56.91400706262,0,65.9895790652142,0,0,0,0
"37",37.9615106236768,0,40.5605629376251,0,0,0,0
"38",46.3614140366002,0,52.5984285705187,0,0,0,0
"39",40.3756381604014,0,46.8645185981113,0,0,0,0
"40",39.4765913626433,0,45.3355687411593,0,0,0,0
"41",38.2004069514906,0,46.4744103941989,0,0,0,0
"42",0,0,0,0,0,0,0
"43",68.0356333302258,0,72.8533627320848,0,0,0,0
"44",0,0,0,0,0,0,0
"45",39.7065328027511,0,41.6490968927463,0,0,0,0
"46",44.5783738173909,0,46.0546045815811,0,0,0,0
"47",0,0,0,0,0,0,0
"48",37.453689183249,0,37.5573140485362,0,0,0,0
"49",57.6629215951463,0,58.2723596890642,0,0,0,0
"50",42.6848666296246,0,50.0650475171211,0,0,0,0
"51",40.4322524916313,0,42.9863185228851,0,0,0,0
"52",42.5438660101063,0,45.6266325587946,0,0,0,0
"53",42.5465909364415,0,46.758089506595,0,0,0,0
"54",1.69181855036042,0,0,0,0,0,0
"55",40.6851999112205,0,42.127533448732,0,0,0,0
"56",0,0,0,0,0,0,0
"57",46.3747444318061,0,52.050262055401,0,0,0,0
"58",47.5960212114958,0,52.5230305883845,0,0,0,0
"59",39.760105582253,0,42.8010680713661,0,0,0,0
"60",45.5047235461831,0,45.9472671387427,0,0,0,0
"61",0,0,0,0,0,0,0
"62",39.955317893549,0,39.2067852949898,0,0,0,0
"63",4.18802758661957,0,0,0,0,0,0
"64",54.3518925939523,0,57.9636837857132,0,0,0,0
"65",42.1358969860198,0,49.7881352658088,0,0,0,0
"66",36.2546307852271,0,42.4180952112148,0,0,0,0
"67",4.87230272688816,0,0,0,0,0,0
"68",42.1999527497712,0,49.6089594941703,0,0,0,0
"69",36.047891266136,0,37.4856956788548,0,0,0,0
"70",39.7589575550506,0,47.2948703063878,0,0,0,0
"71",7.67593788900067,0,0,0,0,0,0
"72",0,0,0,0,0,0,0
"73",37.7038459128284,0,37.1779999994105,0,0,0,0
"74",40.7188710416844,0,38.4661426160478,0,0,0,0
"75",39.422514727011,0,44.7980633113475,0,0,0,0
"76",37.8921728261526,0,41.4347918861006,0,0,0,0
"77",48.7458112257844,0,52.8517360127538,0,0,0,0
"78",49.9192800104903,0,50.5068207536156,0,0,0,0
"79",37.3485483534717,0,44.1322549892414,0,0,0,0
