"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",695,0,744,0,0,0,0
"2",682,0,743,0,0,0,0
"3",690,0,701,0,0,0,0
"4",689,0,754,0,0,0,0
"5",696,0,752,0,0,0,0
"6",686,0,724,0,0,0,0
"7",0,0,2,0,0,0,0
"8",691,0,752,0,0,0,0
"9",691,0,749,0,0,0,0
"10",694,0,725,0,0,0,0
"11",691,0,732,0,0,0,0
"12",692,0,738,0,0,0,0
"13",705,0,748,0,0,0,0
"14",694,56,743,79,85,32,27
"15",682,0,763,0,0,0,0
"16",689,0,720,0,0,0,0
"17",693,0,750,0,0,0,0
"18",0,0,1,0,0,0,0
"19",690,0,747,0,0,0,0
"20",703,0,743,0,0,0,0
"21",679,0,729,0,0,0,0
"22",694,0,734,0,0,0,0
"23",0,0,1,0,0,0,0
"24",689,0,749,0,0,0,0
"25",695,0,730,0,0,0,0
"26",700,0,738,0,0,0,0
"27",694,0,755,0,0,0,0
"28",687,0,734,0,0,0,0
"29",2,0,2,0,0,0,0
"30",0,0,1,0,0,0,0
"31",692,0,719,0,0,0,0
"32",696,0,743,0,0,0,0
"33",0,0,1,0,0,0,0
"34",689,0,748,0,0,0,0
"35",692,0,733,0,0,0,0
"36",689,0,741,0,0,0,0
"37",690,0,751,0,0,0,0
"38",699,0,737,0,0,0,0
"39",690,0,732,0,0,0,0
"40",699,0,736,0,0,0,0
"41",683,0,743,0,0,0,0
"42",682,0,742,0,0,0,0
"43",696,0,733,0,0,0,0
"44",700,0,735,0,0,0,0
"45",696,0,732,0,0,0,0
"46",701,0,729,0,0,0,0
"47",695,0,729,0,0,0,0
"48",700,0,752,0,0,0,0
"49",698,0,754,0,0,0,0
"50",684,0,747,0,0,0,0
"51",697,0,731,0,0,0,0
"52",684,0,736,0,0,0,0
"53",697,0,737,0,0,0,0
"54",698,0,732,0,0,0,0
"55",697,0,733,0,0,0,0
"56",704,0,744,0,0,0,0
"57",694,0,753,0,0,0,0
"58",691,0,743,0,0,0,0
"59",696,0,735,0,0,0,0
"60",700,0,738,0,0,0,0
"61",698,0,733,0,0,0,0
"62",690,0,707,0,0,0,0
"63",681,0,743,0,0,0,0
"64",685,0,742,0,0,0,0
"65",695,0,757,0,0,0,0
"66",702,0,747,0,0,0,0
"67",695,0,733,0,0,0,0
"68",693,0,747,0,0,0,0
"69",716,0,747,0,0,0,0
"70",0,0,2,0,0,0,0
"71",711,0,735,0,0,0,0
"72",692,0,760,0,1,0,0
"73",682,0,742,0,0,0,0
"74",695,0,739,0,0,0,0
"75",0,0,2,0,0,0,0
"76",0,0,1,0,0,0,0
"77",682,0,714,0,0,0,0
"78",697,0,733,0,0,0,0
"79",684,0,731,0,0,0,0
"80",698,0,739,0,0,0,0
"81",701,0,739,0,0,0,0
"82",0,0,1,0,0,0,0
"83",684,0,736,0,0,0,0
"84",680,0,751,0,0,0,0
"85",680,0,727,0,0,0,0
"86",694,0,724,0,0,0,0
"87",0,0,1,0,0,0,0
"88",692,0,722,0,0,0,0
"89",0,0,1,0,0,0,0
"90",693,0,760,0,0,0,0
"91",684,0,728,0,0,0,0
"92",692,0,736,0,0,0,0
"93",693,0,709,0,0,0,0
"94",691,0,722,0,0,0,0
"95",701,0,737,0,0,0,0
"96",699,0,741,0,0,0,0
"97",686,0,739,0,0,0,0
"98",705,0,745,0,0,0,0
"99",687,0,736,0,0,0,0
"100",0,0,1,0,0,0,0
"101",695,0,736,0,0,0,0
"102",695,0,732,0,0,0,0
"103",684,0,758,0,0,0,0
"104",691,0,707,0,0,0,0
"105",696,54,733,78,87,28,26
"106",694,0,728,0,0,0,0
"107",698,0,739,0,0,0,0
"108",0,0,1,0,0,0,0
"109",1,0,1,0,0,0,0
"110",695,0,740,0,0,0,0
"111",689,0,731,0,0,0,0
"112",699,0,732,0,0,0,0
"113",706,0,734,0,0,0,0
"114",707,0,726,0,0,0,0
"115",685,0,733,0,0,0,0
"116",696,0,756,0,0,0,0
"117",705,0,729,0,0,0,0
"118",693,0,732,0,0,0,0
"119",703,0,748,0,0,0,0
"120",681,0,743,0,0,0,0
"121",702,0,762,0,0,0,0
"122",696,0,734,0,0,0,0
"123",0,0,1,0,0,0,0
"124",696,0,740,0,0,0,0
"125",696,0,734,0,0,0,0
"126",692,0,733,0,0,0,0
"127",691,0,746,0,0,0,0
"128",691,0,748,0,0,0,0
"129",694,0,736,0,0,0,0
"130",684,0,758,0,0,0,0
"131",693,0,727,0,0,0,0
"132",692,0,737,0,0,0,0
"133",0,0,1,0,0,0,0
"134",682,0,741,0,0,0,0
"135",0,0,1,0,0,0,0
"136",692,0,758,0,0,0,0
"137",687,0,751,0,0,0,0
"138",702,0,749,0,0,0,0
"139",692,0,725,0,0,0,0
"140",677,0,725,0,0,0,0
"141",688,0,739,0,0,0,0
"142",0,0,1,0,0,0,0
"143",700,0,734,0,0,0,0
"144",0,0,0,0,0,0,0
"145",698,0,731,0,0,0,0
"146",695,0,735,0,0,0,0
"147",695,0,748,0,0,0,0
"148",698,0,725,0,0,0,0
"149",694,0,764,0,0,0,0
"150",686,0,719,0,0,0,0
"151",700,0,746,0,0,0,0
"152",698,0,733,0,0,0,0
"153",695,0,744,0,0,0,0
"154",701,0,725,0,0,0,0
"155",697,0,736,0,0,0,0
"156",693,0,728,0,0,0,0
"157",693,0,749,0,0,0,0
"158",699,0,737,0,0,0,0
"159",701,0,744,0,0,0,0
"160",685,0,736,0,0,0,0
"161",690,0,758,0,0,0,0
"162",687,0,738,0,0,0,0
"163",693,0,732,0,0,0,0
"164",685,0,722,0,0,0,0
"165",698,0,742,0,0,0,0
"166",691,0,755,0,0,0,0
"167",707,0,737,0,0,0,0
"168",688,0,718,0,0,0,0
"169",0,0,1,0,0,0,0
"170",0,0,1,0,0,0,0
"171",680,0,744,0,0,0,0
"172",685,0,739,0,0,0,0
"173",688,53,725,82,94,26,26
"174",0,0,1,0,0,0,0
"175",700,0,743,0,0,0,0
"176",691,0,748,0,0,0,0
"177",694,0,749,0,0,0,0
"178",0,0,1,0,0,0,0
"179",690,0,739,0,0,0,0
"180",692,0,743,0,0,0,0
"181",686,0,729,0,0,0,0
"182",702,0,733,0,0,0,0
"183",701,0,729,0,0,0,0
"184",690,0,737,0,0,0,0
"185",0,0,1,0,0,0,0
"186",713,0,734,0,0,0,0
"187",698,0,734,0,0,0,0
"188",683,0,730,0,0,0,0
"189",684,0,729,0,0,0,0
"190",693,0,727,0,0,0,0
"191",701,0,731,0,0,0,0
"192",696,0,715,0,0,0,0
"193",693,0,752,0,0,0,0
"194",696,0,724,0,0,0,0
"195",694,0,731,0,0,0,0
"196",698,0,749,0,0,0,0
"197",695,0,759,0,0,0,0
