"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",0,0,0,0,0
"2",57,68,39,6,27
"3",64,77,36,6,40
"4",49,82,34,9,32
"5",72,81,40,7,41
"6",57,74,40,7,36
"7",0,0,0,0,0
"8",61,73,39,7,33
"9",0,0,0,0,0
"10",58,74,36,6,45
"11",49,77,31,8,41
"12",0,0,0,0,0
"13",64,73,32,5,34
"14",53,69,25,10,32
"15",0,0,0,0,0
"16",63,74,32,13,35
"17",0,0,0,0,0
"18",0,0,0,0,0
"19",0,0,0,0,0
"20",58,69,36,6,32
"21",57,80,37,5,39
"22",0,0,0,0,0
"23",72,77,36,8,32
"24",71,84,26,8,39
"25",1,0,0,0,0
"26",61,63,27,9,36
"27",60,85,30,6,35
"28",0,0,0,0,0
"29",57,62,33,4,36
"30",75,87,25,8,31
"31",67,93,33,7,41
"32",0,0,0,0,0
"33",60,79,32,6,39
"34",0,0,0,0,0
"35",54,59,34,7,36
"36",0,0,0,0,0
"37",60,79,39,11,37
"38",63,80,26,8,37
"39",0,0,0,0,0
"40",61,76,34,6,35
"41",0,0,0,0,0
"42",68,76,37,14,38
"43",62,67,24,9,32
"44",66,85,28,13,35
"45",50,91,33,4,36
"46",0,0,0,0,0
"47",50,75,35,9,33
"48",59,80,36,13,31
"49",0,0,0,0,0
"50",0,0,0,0,0
"51",0,0,0,0,0
"52",53,69,36,12,38
"53",60,80,34,9,36
"54",0,0,0,0,0
"55",0,0,0,0,0
"56",50,72,29,7,35
"57",41,84,24,9,44
"58",0,0,0,0,0
"59",0,0,0,0,0
"60",74,76,40,9,34
"61",52,78,34,10,33
"62",55,65,24,10,42
"63",65,59,34,13,28
"64",0,0,0,0,0
"65",43,79,31,8,38
"66",50,81,31,9,36
"67",53,79,35,7,31
"68",48,73,26,9,31
"69",61,83,39,11,38
"70",55,75,33,10,42
"71",65,82,27,7,39
"72",64,87,21,8,30
"73",54,94,36,9,35
"74",67,74,37,12,30
"75",1,0,0,0,0
"76",55,71,35,6,46
"77",71,70,30,11,42
"78",57,79,35,9,37
"79",56,87,29,9,38
"80",0,0,0,0,0
"81",65,99,31,7,40
"82",0,0,0,0,0
"83",0,0,0,0,0
"84",52,75,36,8,37
"85",48,78,38,5,33
"86",0,0,0,0,0
"87",70,68,34,10,38
"88",53,87,37,6,43
"89",71,73,38,6,33
"90",58,69,27,11,39
"91",0,0,0,0,0
"92",0,0,0,0,0
"93",0,0,0,0,0
"94",47,75,24,7,36
"95",54,69,29,5,42
"96",0,0,0,0,0
"97",0,0,0,0,0
"98",50,71,38,9,36
"99",65,69,23,9,30
"100",55,72,32,6,36
"101",70,85,30,9,35
"102",0,0,0,0,0
"103",50,66,31,12,39
"104",57,78,44,8,38
"105",58,65,34,6,37
"106",63,54,35,8,37
"107",63,60,40,10,32
"108",61,82,34,12,33
"109",72,66,27,11,42
"110",0,0,0,0,0
"111",60,73,19,8,38
"112",51,62,39,12,34
"113",0,0,0,0,0
"114",43,69,31,8,38
"115",63,76,38,3,41
"116",60,51,36,8,42
"117",64,87,32,8,35
"118",0,0,0,0,0
"119",66,86,34,12,32
"120",0,0,0,0,0
"121",57,76,38,8,39
"122",0,0,0,0,0
"123",67,71,26,6,44
"124",65,73,25,9,31
"125",61,71,37,7,39
"126",55,68,39,7,42
"127",64,71,31,10,31
"128",55,71,37,14,35
"129",56,79,35,10,35
"130",58,81,31,7,35
"131",46,74,33,9,34
"132",52,77,35,6,37
"133",52,69,27,5,40
"134",54,78,32,11,35
"135",48,76,29,5,34
"136",60,79,33,11,40
"137",0,1,0,0,0
"138",0,0,0,0,0
"139",47,69,34,3,32
"140",80,72,36,10,29
"141",61,71,33,10,38
"142",53,77,38,9,43
"143",63,69,38,10,33
"144",49,87,30,7,40
"145",53,88,39,10,34
"146",0,0,0,0,0
"147",58,82,31,8,40
"148",66,70,33,9,32
"149",53,67,42,7,39
"150",50,79,44,5,38
"151",65,72,37,8,47
"152",60,73,36,10,41
"153",55,64,30,8,31
"154",62,76,31,9,39
"155",57,74,35,17,30
"156",59,65,42,7,34
"157",63,80,31,7,43
"158",62,66,34,8,32
"159",0,0,0,0,0
"160",0,0,0,0,0
"161",64,66,24,8,41
"162",47,80,44,7,39
"163",0,0,0,0,0
"164",61,82,35,11,36
"165",45,99,31,7,33
"166",52,68,30,9,44
"167",48,82,29,5,32
"168",0,0,0,0,0
"169",53,76,31,9,31
"170",44,80,35,6,39
"171",60,87,24,9,42
"172",64,65,27,10,43
"173",0,0,0,0,0
"174",62,65,28,8,36
"175",62,65,32,8,40
"176",0,0,0,1,0
"177",0,0,0,0,0
"178",44,108,29,5,39
"179",54,77,42,4,36
"180",53,85,27,8,42
"181",58,60,24,6,23
"182",53,94,40,8,35
"183",60,89,32,10,45
"184",44,73,29,11,38
"185",66,75,35,7,35
"186",60,83,32,9,38
"187",62,86,34,12,32
"188",65,64,34,13,33
"189",0,0,0,0,0
"190",0,0,0,0,0
"191",72,66,38,8,32
"192",60,71,26,7,39
"193",53,61,28,6,30
"194",0,0,0,0,0
"195",47,72,45,9,39
"196",58,69,41,7,33
"197",50,80,27,6,37
"198",0,0,0,0,0
"199",61,74,30,10,37
"200",0,0,0,0,0
"201",60,83,27,11,37
"202",68,74,36,5,35
"203",56,80,30,10,43
"204",60,81,31,7,34
"205",0,0,0,0,0
"206",52,82,40,14,31
"207",61,76,29,5,37
"208",53,79,28,7,31
"209",50,65,24,6,37
"210",48,66,27,11,35
"211",60,102,43,5,36
"212",57,66,29,5,30
"213",65,65,32,7,46
"214",60,79,34,7,37
"215",65,63,32,7,36
"216",63,77,25,8,32
"217",56,80,31,6,33
"218",70,78,33,12,40
"219",49,74,28,10,34
"220",73,86,31,8,41
"221",62,76,40,6,35
"222",68,86,32,12,36
"223",71,67,34,4,41
"224",48,79,23,8,37
"225",60,68,34,14,33
"226",71,63,32,11,36
"227",54,71,29,13,42
"228",39,58,27,8,35
"229",0,0,0,0,0
"230",0,0,0,0,0
