"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",0,0,0,0,0
"2",40,46,10,2,4
"3",0,0,0,0,0
"4",39,42,9,3,4
"5",53,39,5,3,3
"6",33,31,10,3,4
"7",38,31,10,3,3
"8",41,43,7,2,5
"9",33,39,7,1,4
"10",31,38,7,1,5
"11",33,34,7,4,2
"12",45,43,7,2,4
"13",33,41,6,1,4
"14",36,37,4,2,4
"15",40,43,5,2,6
"16",31,37,5,4,3
"17",34,35,5,2,3
"18",43,42,7,5,4
"19",33,44,11,1,4
"20",0,0,0,0,0
"21",0,1,0,0,0
"22",41,36,5,3,5
"23",43,39,6,1,6
"24",38,44,7,2,5
"25",38,33,10,2,4
"26",40,43,7,2,2
"27",35,54,10,3,5
"28",49,44,9,3,2
"29",1,0,0,0,0
"30",42,41,5,2,5
"31",37,44,7,3,5
"32",35,36,7,3,3
"33",43,36,6,3,5
"34",0,0,0,0,0
"35",44,47,9,2,6
"36",39,30,9,2,3
"37",0,0,0,0,0
"38",0,0,0,0,0
"39",46,44,8,2,5
"40",0,1,0,0,0
"41",38,43,4,2,6
"42",40,36,8,2,6
"43",51,36,9,3,5
"44",0,0,0,0,0
"45",35,31,5,5,3
"46",37,49,4,3,4
"47",36,46,6,2,4
"48",0,0,0,0,0
"49",33,46,4,2,3
"50",43,32,8,3,3
"51",38,44,7,2,4
"52",1,0,0,0,0
"53",0,0,0,0,0
"54",1,0,0,0,0
"55",43,40,7,3,3
"56",0,1,0,0,0
"57",0,0,0,0,0
"58",39,43,4,2,4
"59",34,43,6,3,3
"60",0,0,0,0,0
"61",0,0,0,0,0
"62",35,51,6,2,2
"63",43,32,7,4,8
"64",37,33,8,2,2
"65",51,36,6,3,3
"66",40,35,7,3,4
"67",44,51,5,3,7
"68",34,44,7,3,6
"69",40,40,10,3,2
"70",46,41,7,2,8
"71",39,40,6,1,4
"72",0,0,0,0,0
"73",41,29,9,2,9
"74",46,37,13,1,4
"75",0,0,0,0,0
"76",45,38,8,5,4
"77",38,40,6,2,5
"78",45,39,7,2,5
"79",43,35,7,2,7
"80",39,43,7,3,5
"81",1,1,0,0,0
"82",48,41,4,4,5
"83",40,33,7,4,5
"84",52,45,8,6,4
"85",38,46,8,3,3
"86",43,40,6,6,3
"87",42,37,7,3,5
"88",39,41,6,3,5
"89",0,0,0,0,0
"90",0,0,0,0,0
"91",0,0,0,0,0
"92",42,50,9,3,3
"93",39,41,6,2,4
"94",38,36,7,2,3
"95",41,38,7,3,4
"96",43,48,10,5,3
"97",39,40,6,3,6
"98",34,34,4,2,6
"99",39,39,4,5,4
"100",37,48,7,2,3
"101",47,39,7,5,4
"102",38,36,8,3,6
"103",44,38,5,3,5
"104",48,47,8,2,5
"105",0,0,0,0,0
"106",38,35,8,3,5
"107",0,0,0,0,0
"108",27,49,10,3,4
"109",45,33,6,2,8
"110",39,39,6,3,4
"111",39,34,7,2,5
"112",50,33,6,2,6
"113",0,1,0,0,0
"114",0,0,0,0,0
"115",44,41,6,2,4
"116",0,0,0,0,0
"117",32,45,5,2,4
"118",0,1,0,0,0
"119",0,0,0,0,0
"120",33,36,6,3,3
"121",36,40,3,1,4
"122",40,39,7,3,3
"123",39,39,5,3,3
"124",45,30,4,2,5
"125",0,0,0,0,0
"126",0,0,0,0,0
"127",0,0,0,0,0
"128",37,39,6,4,4
"129",38,28,5,4,7
"130",0,0,0,0,0
"131",40,43,5,3,4
"132",41,29,7,3,5
"133",38,42,4,2,3
"134",35,45,7,2,8
"135",42,42,5,3,3
"136",43,44,9,6,5
"137",50,34,6,3,4
"138",35,45,6,2,4
"139",0,0,0,0,0
"140",0,0,0,0,0
"141",34,45,7,4,5
"142",0,1,0,0,0
"143",40,35,12,3,6
"144",0,1,0,0,0
"145",0,0,0,0,0
"146",0,0,0,0,0
"147",39,53,8,1,3
"148",45,46,9,4,3
"149",43,43,11,2,3
"150",28,44,10,1,5
"151",37,32,5,4,6
"152",44,31,6,5,4
"153",53,40,8,4,4
"154",41,34,6,2,6
"155",45,36,7,4,3
"156",0,1,0,0,0
"157",36,30,6,1,7
"158",39,43,9,3,5
"159",0,0,0,0,0
"160",37,34,6,6,4
"161",0,0,0,0,0
"162",0,0,0,0,0
"163",38,42,6,2,4
"164",59,33,8,2,5
"165",0,0,0,0,0
"166",37,36,7,2,6
"167",49,39,6,1,6
"168",1,1,0,0,0
"169",54,29,8,2,1
"170",42,38,7,3,4
"171",0,0,0,0,0
"172",0,0,0,0,0
"173",47,47,8,3,4
"174",40,52,5,2,3
"175",43,35,5,2,4
"176",53,45,7,2,5
"177",36,45,9,3,6
"178",35,36,9,3,3
"179",60,41,5,3,6
"180",43,35,11,5,4
"181",35,40,5,2,5
"182",37,40,8,2,4
"183",36,46,9,2,2
"184",0,0,0,0,0
"185",35,32,5,0,5
"186",35,43,7,1,4
"187",37,23,5,5,4
"188",0,1,0,0,0
"189",41,33,12,2,3
"190",46,37,5,2,3
"191",44,43,6,1,2
"192",48,41,8,2,7
"193",32,37,8,5,5
"194",40,41,7,4,5
"195",32,39,6,3,3
"196",45,43,6,4,4
"197",44,40,7,5,5
"198",25,39,6,4,2
"199",39,41,6,3,4
"200",52,37,5,2,6
"201",36,40,9,4,3
"202",0,1,0,0,0
"203",30,46,7,3,5
"204",35,33,9,1,6
"205",39,38,5,1,6
"206",51,51,10,4,2
"207",41,38,6,2,6
"208",48,38,6,3,5
"209",42,39,8,2,3
"210",29,31,8,2,7
"211",36,30,9,2,3
"212",31,44,8,4,3
"213",42,36,7,3,4
"214",35,32,7,3,4
"215",28,32,8,4,3
"216",38,31,5,2,3
"217",32,30,8,3,2
"218",0,1,0,0,0
"219",42,41,7,3,4
"220",40,37,8,2,5
"221",40,36,10,2,5
"222",56,49,8,3,4
"223",44,37,8,3,3
"224",38,32,10,1,3
"225",39,47,7,3,2
"226",0,0,0,0,0
"227",37,43,7,4,5
"228",0,0,0,0,0
"229",0,0,0,0,0
"230",0,1,0,0,0
"231",0,0,0,0,0
"232",39,41,7,3,2
"233",45,38,8,3,7
"234",0,0,0,0,0
"235",41,43,7,3,10
"236",0,0,0,0,0
"237",0,0,0,0,0
"238",35,47,6,3,5
"239",42,40,8,2,3
"240",39,37,3,3,2
"241",42,35,5,3,6
"242",39,28,8,2,2
"243",0,0,0,0,0
"244",32,38,6,2,4
"245",35,43,5,3,3
"246",0,0,0,0,0
"247",33,41,4,4,4
"248",41,44,8,4,3
"249",41,43,7,3,6
"250",40,38,5,1,4
"251",37,40,6,2,6
"252",33,42,10,3,4
"253",35,44,4,2,3
"254",41,33,6,4,5
"255",40,46,7,4,4
"256",40,37,5,3,4
"257",39,54,8,3,7
"258",32,40,4,4,4
"259",0,1,0,0,0
"260",33,36,5,1,4
"261",0,0,0,0,0
"262",36,39,6,1,4
"263",35,42,10,4,4
"264",39,36,7,2,5
"265",37,47,7,2,7
"266",38,38,11,3,5
"267",0,0,0,0,0
"268",40,34,8,3,4
"269",36,35,5,2,2
"270",0,0,0,0,0
"271",38,56,8,2,2
"272",31,34,9,3,5
"273",45,47,6,2,3
"274",30,42,7,3,4
"275",40,52,7,4,3
"276",49,42,10,3,3
"277",43,28,5,3,6
"278",42,34,10,2,6
"279",43,39,6,3,2
"280",35,42,7,1,4
"281",46,38,10,1,4
"282",0,0,0,0,0
"283",48,44,6,5,5
"284",41,45,6,4,5
"285",0,0,0,0,0
"286",0,0,0,0,0
"287",34,47,5,3,1
"288",36,42,7,2,4
"289",0,0,0,0,0
"290",45,44,7,2,8
"291",32,31,6,1,4
"292",41,32,6,3,4
"293",43,48,9,2,4
"294",44,34,4,2,5
"295",0,0,0,0,0
"296",32,44,5,3,4
"297",38,38,5,2,4
"298",55,45,8,3,2
"299",34,39,5,3,3
"300",37,33,7,2,3
"301",41,32,6,2,1
"302",29,34,4,4,4
"303",0,0,0,0,0
"304",0,0,0,0,0
"305",37,41,6,3,4
"306",36,31,6,4,4
"307",49,39,9,1,4
"308",39,40,6,4,4
"309",38,44,8,2,2
"310",35,29,8,3,3
"311",36,41,6,1,1
"312",49,49,9,3,3
"313",41,41,8,2,4
"314",0,0,0,0,0
"315",0,0,0,0,0
"316",0,1,0,0,0
"317",41,40,8,3,3
"318",42,49,8,3,3
"319",44,45,10,2,4
"320",37,40,6,5,3
"321",43,45,7,1,2
"322",40,38,10,2,6
"323",40,45,7,3,4
"324",49,34,5,5,4
"325",45,47,7,3,4
"326",41,33,6,2,4
"327",44,38,5,3,3
"328",37,47,7,2,3
"329",0,0,0,0,0
"330",45,40,4,2,6
"331",0,0,0,0,0
"332",0,0,0,0,0
"333",0,0,0,0,0
"334",46,42,8,4,6
"335",40,40,5,2,5
"336",44,47,7,5,5
"337",0,0,0,0,0
"338",35,33,8,3,5
"339",48,37,5,4,5
"340",0,1,0,0,0
"341",36,41,4,4,5
"342",41,38,7,5,3
"343",46,35,6,1,4
"344",0,0,0,0,0
"345",34,46,8,2,3
"346",0,0,0,0,0
"347",46,43,4,5,6
"348",39,37,5,2,4
"349",0,1,0,0,0
"350",36,43,6,2,6
"351",39,38,4,2,3
"352",0,0,0,0,0
"353",40,47,9,1,4
"354",44,35,6,2,4
"355",44,40,6,2,4
"356",43,40,8,3,2
"357",0,0,0,0,0
"358",0,1,0,0,0
"359",43,39,4,3,2
"360",0,1,0,0,0
"361",33,30,6,2,3
"362",34,30,4,2,3
"363",49,36,6,3,5
"364",37,37,6,2,3
"365",47,38,8,4,4
"366",41,38,8,6,5
"367",43,41,10,1,3
"368",41,36,5,2,2
"369",53,43,7,5,5
"370",43,30,6,2,3
"371",0,0,0,0,0
"372",0,0,0,0,0
"373",0,0,0,0,0
"374",42,39,6,2,4
"375",34,38,6,2,4
"376",43,49,10,4,4
"377",56,44,7,2,4
"378",32,43,6,4,8
"379",43,41,5,2,3
"380",41,40,10,3,3
"381",42,35,7,4,2
"382",41,41,5,1,5
"383",0,0,0,0,0
"384",43,41,6,2,4
"385",41,29,7,3,2
"386",44,36,7,1,4
"387",40,36,7,3,4
"388",0,0,0,0,0
"389",45,37,4,2,6
"390",52,59,11,1,6
"391",0,1,0,0,0
"392",0,0,0,0,0
"393",49,45,9,2,3
"394",0,0,0,0,0
