"","age1.R","age2_no_comorbid.R","age2_comorbid.R","age3_no_comorbid.R","age3_comorbid.R"
"1",0,3,0,0,0
"2",0,1,0,0,0
"3",0,1,0,0,0
"4",0,1,0,0,0
"5",0,1,0,0,0
"6",246,212,23,6,6
"7",24,19,2,0,0
"8",9,12,0,0,0
"9",0,1,0,0,0
"10",0,0,0,0,0
"11",1,1,0,0,0
"12",0,1,0,0,0
"13",0,1,0,0,0
"14",0,1,0,0,0
"15",252,214,18,7,7
"16",0,1,0,0,0
"17",1,3,0,0,0
"18",0,1,0,0,0
"19",0,1,0,0,0
"20",3,6,0,0,0
"21",272,236,11,5,4
"22",0,1,0,0,0
"23",0,1,0,0,0
"24",0,1,0,0,0
"25",0,1,0,0,0
"26",0,1,1,0,0
"27",0,1,0,0,0
"28",0,1,0,0,0
"29",0,1,0,0,0
"30",177,132,12,1,0
"31",1,3,0,0,0
"32",0,1,0,0,0
"33",0,1,0,0,0
"34",241,188,17,5,5
"35",1,1,0,0,0
"36",0,1,0,0,0
"37",7,7,1,0,0
"38",0,1,0,0,0
"39",0,1,0,0,0
"40",2,1,0,0,0
"41",66,55,8,0,3
"42",0,1,0,0,0
"43",0,1,0,0,0
"44",4,4,0,0,0
"45",0,1,0,0,0
"46",0,1,0,0,0
"47",0,1,0,0,0
"48",0,1,0,0,0
"49",0,1,0,0,0
"50",0,0,0,0,0
"51",210,174,13,5,4
"52",0,1,0,0,0
"53",1,4,0,0,0
"54",0,1,0,0,0
"55",0,0,0,0,0
"56",3,3,0,0,0
"57",0,1,0,0,0
"58",0,1,0,0,0
"59",3,2,0,0,0
"60",1,2,0,0,0
"61",0,1,0,0,0
"62",1,1,0,0,0
"63",1,1,1,0,0
"64",0,1,0,0,0
"65",0,1,0,0,0
"66",0,1,0,0,0
"67",0,1,0,0,0
"68",0,1,0,0,0
"69",0,1,0,0,0
"70",0,1,0,0,0
"71",0,1,0,0,0
"72",0,1,0,0,0
"73",17,30,2,1,0
"74",0,1,0,0,0
"75",1,1,0,0,0
"76",0,1,0,0,0
"77",2,2,0,1,0
"78",1,1,0,0,0
"79",0,1,0,0,0
"80",0,1,0,0,0
"81",0,1,0,0,0
"82",0,1,0,0,0
"83",0,1,0,0,0
"84",2,1,0,0,0
