"","Model","Time_peak_infected"
"43","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",117
"44","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",304
"45","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",88
"46","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",71
"47","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",243
"48","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",275
"49","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",334
"50","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",28
"51","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",148
"52","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",140
"53","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",97
"54","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",26
"55","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",163
"56","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",324
"57","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",280
"58","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",66
"59","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",200
"60","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",23
"61","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",29
"62","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",112
"63","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",255
"64","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",137
"65","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",29
"66","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",241
"67","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",83
"68","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",85
"69","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",88
"70","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",287
"71","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",197
"72","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",173
"73","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",328
"74","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",113
"75","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"76","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",159
"77","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",83
"78","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",141
"79","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"80","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",88
"81","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",88
"82","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",74
"83","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",231
"84","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",95
"85","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",105
"86","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"87","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",269
"88","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"89","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",22
"90","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",23
"91","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",98
"92","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",118
"93","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",65
"94","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"95","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",307
"96","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",123
"97","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",150
"98","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",37
"99","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"100","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",305
"101","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",71
"102","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",32
"103","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"104","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",15
"105","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",73
"106","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",153
"107","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"108","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",218
"109","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",88
"110","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"111","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",136
"112","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",95
"113","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",49
"114","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",145
"115","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",51
"116","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"117","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",157
"118","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",115
"119","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",303
"120","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",56
"121","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"122","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",124
"123","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",114
"124","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",116
"125","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",16
"126","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",23
"127","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",70
"128","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"129","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",260
"130","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",268
"131","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",280
"132","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"133","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",115
"134","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",28
"135","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",126
"136","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"137","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"138","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",155
"139","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",280
"140","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",29
"141","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",71
"142","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"143","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"144","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",82
"145","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",134
"146","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",87
"147","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",117
"148","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",346
"149","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",116
"150","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",29
"151","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",167
"152","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"153","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",83
"154","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",90
"155","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",57
"156","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",32
"157","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",176
"158","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",245
"159","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",86
"160","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"161","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",113
"162","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"163","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"164","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"165","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"166","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",136
"167","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",276
"168","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",26
"169","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",110
"170","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",105
"171","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",283
"172","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",117
"173","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",110
"174","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",154
"175","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",77
"176","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",100
"177","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",202
"178","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",32
"179","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",219
"180","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",31
"181","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"182","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",126
"183","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",101
"184","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",106
"185","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",68
"186","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",80
"187","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",23
"188","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",16
"189","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",199
"190","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",224
"191","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",189
"192","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",76
"193","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",167
"194","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",81
"195","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"196","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",221
"197","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",178
"198","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",180
"199","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",97
"200","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",133
"201","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",114
"202","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",28
"203","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",320
"204","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",23
"205","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",129
"206","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",74
"207","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"208","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",101
"209","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",64
"210","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",140
"211","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",77
"212","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"213","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",233
"214","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",65
"215","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",33
"216","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"217","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",28
"218","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",30
"219","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",294
"220","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",330
"221","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",131
"222","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",122
"223","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",202
"224","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",116
"225","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",26
"226","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",114
"227","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",115
"228","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",52
"229","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"230","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",82
"231","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",128
"232","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",85
"233","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",98
"234","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",28
"235","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"236","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",48
"237","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",22
"238","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",78
"239","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",205
"240","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",31
"241","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"242","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",203
"243","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",135
"244","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",105
"245","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",69
"246","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"247","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",105
"248","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",29
"249","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",256
"250","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",139
"251","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",239
"252","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",134
"253","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",130
"254","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",366
"255","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",102
"256","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",204
"257","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",85
"258","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",234
"259","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",37
"260","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",98
"261","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",120
"262","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",30
"263","null_model_mixed/IsolateYES_Limit10_FateD_TcheckNO_PopSize2000.age3_comorbid.I",130
