"","Model","Time_peak_infected"
"99","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",62
"100","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",67
"101","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",49
"102","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",73
"103","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",55
"104","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",92
"105","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",52
"106","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",64
"107","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",73
"108","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",69
"109","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",49
"110","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",118
"111","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",54
"112","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",56
"113","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",36
"114","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",62
"115","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",40
"116","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",75
"117","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",59
"118","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",49
"119","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",66
"120","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",40
"121","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",82
"122","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",54
"123","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",59
"124","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",58
"125","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",75
"126","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",91
"127","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",48
"128","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",73
"129","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",56
"130","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",63
"131","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",61
"132","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",77
"133","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",47
"134","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",99
"135","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",50
"136","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",91
"137","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",70
"138","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",55
"139","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",64
"140","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",82
"141","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",49
"142","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",75
"143","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",66
"144","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",48
"145","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",58
"146","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",51
"147","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",69
"148","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",74
"149","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",66
"150","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",80
"151","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",65
"152","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",82
"153","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",50
"154","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",62
"155","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",37
"156","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",81
"157","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",61
"158","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",63
"159","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",47
"160","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",85
"161","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",60
"162","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",87
"163","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",62
"164","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",88
"165","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",66
"166","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",64
"167","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",57
"168","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",69
"169","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",56
"170","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",59
"171","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",73
"172","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",61
"173","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",53
"174","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",54
"175","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",50
"176","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",61
"177","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",63
"178","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",74
"179","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",60
"180","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",70
"181","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",133
"182","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",60
"183","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",59
"184","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",57
"185","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",50
"186","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",52
"187","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",99
"188","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",73
"189","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",50
"190","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",78
"191","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",57
"192","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",48
"193","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",61
"194","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",49
"195","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",87
"196","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",74
"197","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",64
"198","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",60
"199","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",58
"200","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",61
"201","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",48
"202","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",81
"203","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",66
"204","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",79
"205","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",64
"206","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",51
"207","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",77
"208","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",62
"209","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",43
"210","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",54
"211","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",49
"212","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",64
"213","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",65
"214","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",39
"215","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",81
"216","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",61
"217","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",71
"218","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",59
"219","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",69
"220","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",64
"221","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",60
"222","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",53
"223","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",60
"224","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",60
"225","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",70
"226","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",52
"227","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",50
"228","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",40
"229","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",85
"230","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",57
"231","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",64
"232","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",49
"233","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",63
"234","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",69
"235","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",75
"236","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",60
"237","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",89
"238","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",54
"239","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",66
"240","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",62
"241","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",61
"242","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",65
"243","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",65
"244","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",56
"245","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",48
"246","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",71
"247","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",54
"248","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",84
"249","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",55
"250","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",62
"251","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",70
"252","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",57
"253","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",52
"254","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",73
"255","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",53
"256","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",63
"257","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",49
"258","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",56
"259","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",66
"260","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",62
"261","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",57
"262","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",74
"263","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000.age3_comorbid.I",60
