"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",703,0,679,0,0,0,0
"2",715,58,721,63,70,26,22
"3",698,52,702,73,76,28,17
"4",711,0,712,0,0,0,1
"5",709,53,714,72,79,26,25
"6",693,54,695,68,65,20,16
"7",705,56,690,68,84,27,18
"8",0,0,1,0,0,0,0
"9",703,54,714,71,84,25,19
"10",0,0,1,0,0,0,0
"11",705,55,698,71,73,28,18
"12",704,53,715,70,76,16,22
"13",688,58,701,73,76,26,23
"14",704,59,692,63,73,25,20
"15",2,0,1,0,0,0,0
"16",708,55,713,66,79,20,22
"17",703,52,716,68,72,19,16
"18",696,56,686,68,78,16,18
"19",705,55,698,68,71,20,22
"20",688,54,710,77,68,21,20
"21",710,57,720,74,76,25,16
"22",0,0,1,0,0,0,0
"23",689,57,716,65,81,21,20
"24",699,54,715,67,69,23,18
"25",697,0,694,0,0,0,0
"26",700,0,712,1,0,0,0
"27",697,53,682,73,72,18,20
"28",698,0,684,0,0,0,0
"29",715,1,722,0,0,0,0
"30",710,56,695,62,72,16,14
"31",698,0,685,0,1,0,0
"32",696,0,681,0,0,0,0
"33",0,0,1,0,0,0,0
"34",1,0,1,0,0,0,0
"35",708,0,724,0,0,0,0
"36",694,0,700,0,0,0,0
"37",702,0,722,0,0,0,0
"38",701,54,708,72,71,20,23
"39",706,50,708,69,52,18,14
"40",687,56,694,72,78,21,17
"41",706,1,721,0,2,0,0
"42",698,54,709,63,71,16,18
"43",707,0,696,0,0,0,0
"44",708,55,710,74,74,28,18
"45",711,51,724,64,64,19,12
"46",0,0,1,0,0,0,0
"47",711,0,709,1,0,0,0
"48",707,57,691,65,75,28,16
"49",711,52,719,67,78,25,13
"50",0,0,1,0,0,0,0
"51",723,0,720,0,0,0,0
"52",701,57,671,76,72,22,14
"53",693,55,696,71,65,21,16
"54",698,54,689,68,73,20,22
"55",691,56,718,70,63,22,19
"56",698,0,725,0,0,0,0
"57",675,56,692,62,65,20,23
"58",703,0,722,2,0,0,0
"59",694,52,749,65,73,22,15
"60",0,0,2,0,0,0,0
"61",703,0,715,0,0,0,0
"62",699,56,734,76,74,19,22
"63",698,59,722,79,88,21,19
"64",707,58,695,56,65,21,17
"65",0,0,1,0,0,0,0
"66",711,58,715,74,82,22,22
"67",705,55,711,65,85,27,22
"68",699,0,709,0,0,0,0
"69",697,0,682,0,0,0,0
"70",702,0,701,0,0,0,0
"71",704,56,727,70,80,28,33
"72",699,55,711,73,70,25,24
"73",689,49,686,54,58,22,11
"74",702,53,682,74,76,25,23
"75",704,50,697,67,70,19,15
"76",704,56,706,68,71,24,21
"77",0,0,1,0,0,0,0
"78",704,53,707,71,77,15,16
"79",698,56,717,70,72,23,26
"80",711,0,687,0,0,0,0
"81",700,53,746,75,64,21,24
"82",708,57,703,79,79,25,21
"83",706,53,728,72,67,30,16
"84",0,0,1,0,0,0,0
"85",0,0,0,0,0,0,0
"86",701,0,731,0,0,0,0
"87",701,59,714,72,80,26,21
"88",699,1,724,0,0,0,0
"89",695,54,733,74,74,26,24
"90",706,0,709,0,0,0,0
"91",693,57,698,75,76,26,24
"92",1,0,2,0,0,0,0
"93",712,0,723,0,0,0,0
"94",702,58,696,72,65,28,17
"95",711,60,701,74,80,26,17
"96",685,53,712,74,78,14,18
"97",0,0,1,0,0,0,0
"98",702,0,723,0,0,0,0
"99",709,57,722,71,73,24,23
"100",0,0,1,0,0,0,0
"101",698,57,736,78,78,22,18
"102",714,1,723,0,0,0,0
"103",707,55,713,74,73,22,18
"104",715,59,741,81,71,26,28
"105",706,56,704,78,74,24,26
"106",2,0,1,0,0,0,0
"107",0,0,1,0,0,0,0
"108",0,0,1,0,0,0,0
"109",700,56,715,76,69,23,18
"110",0,0,1,0,0,0,0
"111",699,58,740,71,83,24,24
"112",700,57,705,85,90,30,29
"113",705,55,724,70,78,23,18
"114",693,56,720,78,64,22,20
"115",704,58,718,76,80,28,26
"116",709,0,728,0,0,0,0
"117",714,0,724,0,0,0,1
"118",0,0,1,0,0,0,0
"119",718,52,724,69,70,14,21
"120",701,58,709,70,75,22,20
"121",723,55,708,77,76,18,18
"122",710,59,724,77,82,20,11
"123",696,0,718,0,1,0,0
"124",0,0,1,0,0,0,0
"125",701,56,717,73,74,25,23
"126",706,57,726,70,74,27,22
"127",708,53,751,72,75,22,25
"128",1,0,2,0,0,0,0
"129",713,56,731,72,70,24,21
"130",700,0,738,1,0,0,0
"131",0,0,1,0,0,0,0
"132",0,0,1,0,0,0,0
"133",694,0,718,0,0,0,0
"134",0,0,1,0,0,0,0
"135",0,0,1,0,0,0,0
"136",696,59,721,73,75,26,28
"137",692,0,674,0,0,0,0
"138",702,59,722,77,63,24,21
"139",692,0,721,0,0,0,1
"140",703,57,717,80,83,29,16
"141",703,0,704,1,1,0,0
"142",710,57,716,79,72,25,29
"143",709,54,734,80,71,25,18
"144",714,60,713,67,86,24,15
"145",703,61,714,75,81,32,26
"146",699,53,715,68,74,30,20
"147",713,52,724,70,82,23,16
"148",707,0,720,3,0,0,0
"149",0,0,1,0,0,0,0
"150",709,50,716,73,77,24,22
"151",0,0,1,0,0,0,0
"152",701,59,721,76,77,21,16
"153",705,61,727,72,74,26,19
"154",1,0,1,0,0,0,0
"155",0,0,1,0,0,0,0
"156",708,53,712,82,75,25,19
"157",714,53,697,77,67,19,23
"158",719,0,754,0,0,0,0
"159",697,59,726,74,74,19,13
"160",689,60,728,77,80,26,23
"161",0,0,1,0,0,0,0
"162",694,2,723,2,0,0,0
"163",700,0,723,0,0,0,0
"164",711,56,709,71,79,19,22
"165",704,0,706,0,0,0,0
"166",709,61,708,77,78,24,21
"167",0,0,1,0,0,0,0
"168",701,59,705,76,82,24,27
"169",0,0,1,0,0,0,0
"170",705,54,708,74,76,24,23
"171",1,0,1,0,0,0,0
"172",707,55,728,71,77,22,19
"173",1,0,1,0,0,0,0
"174",703,58,717,67,58,24,15
"175",709,56,721,70,73,28,20
"176",702,59,715,71,80,25,22
"177",707,0,726,1,0,0,0
"178",709,59,724,69,74,31,15
"179",0,0,1,0,0,0,0
"180",0,0,1,0,0,0,0
"181",708,0,719,0,0,0,0
"182",712,61,715,77,76,28,20
"183",706,2,728,0,1,0,0
"184",707,57,721,81,75,26,22
"185",716,55,756,77,72,18,25
"186",702,0,723,1,0,0,0
"187",708,58,715,75,73,15,17
"188",699,59,709,71,84,25,28
"189",692,57,721,68,75,27,21
"190",700,0,707,0,2,0,0
"191",700,55,711,75,70,23,20
"192",707,61,690,82,79,24,24
"193",0,0,2,0,0,0,0
"194",699,0,722,1,0,0,0
"195",706,1,732,0,2,0,0
"196",1,0,1,0,0,0,0
"197",699,50,712,73,77,24,17
"198",0,0,1,0,0,0,0
"199",704,58,728,77,74,16,21
"200",0,0,1,0,0,0,0
"201",722,57,737,65,72,17,24
"202",707,61,722,83,89,31,27
"203",703,57,712,66,70,32,19
"204",707,58,725,78,90,32,18
"205",705,59,693,78,75,27,28
"206",703,54,699,64,71,27,17
"207",702,56,718,75,79,26,18
"208",709,61,695,76,83,27,26
"209",706,58,704,76,75,18,14
"210",0,0,1,0,0,0,0
"211",711,59,702,75,78,21,17
"212",701,0,711,0,1,0,0
