age1_M_healthy,age1_F_healthy,age1_M_vulner,age1_F_vulner,age2_M_healthy,age2_F_healthy,age2_M_vulner,age2_F_vulner,age3_M_healthy,age3_F_healthy,age3_M_vulner,age3_F_vulner
0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.9292134831460674,0.9292134831460674,0.9292134831460674,0.9292134831460674,0.8022900763358778,0.8022900763358778,0.8022900763358778,0.8022900763358778
