"","age1_orange.P","age1_green.P","age2_no_comorbid_orange.P","age2_no_comorbid_green.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"1",42,74,44,77,77,79,79
"2",52,95,55,100,100,102,102
"3",56,101,59,105,105,108,108
"4",56,103,60,108,108,110,110
"5",35,61,37,63,63,65,65
"6",55,103,58,107,107,110,110
"7",46,82,49,86,86,89,89
"8",47,86,50,89,89,92,92
"9",67,127,71,132,132,135,135
"10",39,70,42,73,73,75,75
"11",45,80,48,84,84,87,87
"12",41,72,44,75,75,78,78
"13",57,104,60,109,109,112,112
"14",55,107,58,112,112,114,114
"15",45,82,48,86,86,88,88
"16",47,85,50,89,89,92,92
"17",60,109,64,114,114,117,117
"18",47,85,50,89,89,92,92
"19",39,70,41,73,73,75,75
"20",40,70,42,73,73,76,76
"21",43,77,45,80,80,83,83
"22",51,94,55,98,98,101,101
"23",48,87,50,91,91,94,94
"24",51,94,54,98,98,101,101
"25",55,102,59,106,106,109,109
"26",76,155,80,161,161,164,164
"27",39,68,41,71,71,73,73
"28",62,114,66,118,118,122,122
"29",58,106,62,110,110,113,113
"30",51,93,54,97,97,100,100
"31",44,76,46,80,80,82,82
"32",76,146,80,152,152,156,156
"33",31,54,33,56,56,58,58
"34",40,71,42,74,74,76,76
"35",52,98,56,102,102,105,105
"36",65,121,69,126,126,130,130
"37",61,119,64,124,124,127,127
"38",46,84,49,88,88,91,91
"39",63,123,66,128,128,131,131
"40",47,81,49,85,85,88,88
"41",55,98,58,102,102,105,105
"42",47,89,50,93,93,95,95
"43",38,68,40,71,71,73,73
"44",47,87,50,90,90,93,93
"45",40,71,42,74,74,76,76
"46",39,67,41,70,70,73,73
"47",43,80,46,84,84,86,86
"48",56,103,59,107,107,110,110
"49",58,106,62,110,110,114,114
"50",68,135,72,140,140,144,144
"51",44,78,46,81,81,84,84
"52",59,105,62,109,109,112,112
"53",47,82,49,86,86,88,88
"54",57,106,61,111,111,114,114
"55",41,74,44,77,77,79,79
"56",57,103,60,108,108,111,111
"57",53,96,56,101,101,103,103
"58",33,58,35,60,60,62,62
"59",50,90,53,94,94,97,97
"60",50,94,53,98,98,101,101
