"","age1.P","age2_no_comorbid.P","age2_comorbid.P","age3_no_comorbid.P","age3_comorbid.P"
"1",115,101,20,8,11
"2",104,101,22,9,12
"3",0,1,0,0,0
"4",115,121,20,9,14
"5",118,123,20,6,13
"6",95,108,15,6,11
"7",114,127,22,5,10
"8",0,1,0,0,0
"9",99,105,21,6,10
"10",0,1,0,0,0
"11",1,1,0,0,1
"12",113,115,17,8,12
"13",106,104,17,8,10
"14",112,99,17,9,9
"15",106,130,19,9,9
"16",0,1,0,0,0
"17",0,1,0,0,0
"18",0,1,0,0,0
"19",110,121,21,6,8
"20",103,122,21,9,9
"21",104,116,18,9,9
"22",0,1,0,0,0
"23",98,123,19,5,8
"24",1,1,0,1,0
"25",99,113,18,7,8
"26",107,106,16,8,14
"27",0,1,0,0,0
"28",2,1,0,0,0
"29",108,101,17,9,11
"30",2,2,0,0,0
"31",0,1,0,0,0
"32",104,92,16,9,13
"33",0,1,0,0,0
"34",116,105,17,9,12
"35",99,118,17,7,12
"36",110,99,16,7,9
"37",0,1,0,0,0
"38",110,136,16,9,11
"39",125,126,19,7,11
"40",0,1,0,0,0
"41",108,111,26,6,14
"42",102,96,17,6,6
"43",0,1,0,0,0
"44",125,108,20,8,12
"45",128,128,19,10,11
"46",103,101,21,8,9
"47",115,97,20,7,11
"48",0,1,0,0,0
"49",1,1,0,0,0
"50",1,1,0,0,0
"51",116,108,20,4,13
"52",106,107,16,7,10
"53",108,120,16,7,10
"54",0,1,0,0,0
"55",114,109,18,5,11
"56",0,1,0,0,0
"57",106,110,13,5,11
"58",96,102,18,8,12
"59",2,1,0,0,0
"60",0,1,0,0,0
"61",0,1,0,0,0
"62",0,1,0,0,0
"63",0,1,0,0,0
"64",113,103,16,7,12
"65",113,114,19,9,13
"66",108,118,14,6,10
"67",104,106,18,6,10
"68",1,1,0,0,0
"69",106,99,23,8,9
"70",0,1,0,0,0
"71",107,107,19,7,9
"72",120,119,24,7,14
"73",0,1,0,0,0
"74",0,1,0,0,1
"75",0,1,0,0,0
"76",0,1,0,0,0
"77",0,1,0,0,0
"78",0,1,0,0,0
"79",103,115,18,8,12
"80",115,101,16,5,9
"81",101,104,18,6,13
"82",0,1,0,0,0
"83",100,116,16,7,9
"84",100,105,16,10,9
"85",0,1,0,0,0
"86",105,129,18,7,11
"87",104,103,20,8,10
"88",1,2,0,0,0
"89",0,1,0,0,0
"90",108,114,18,5,11
"91",0,1,0,0,0
"92",97,111,17,8,7
"93",113,116,16,8,14
"94",108,101,23,8,12
"95",0,1,0,0,0
"96",103,107,21,7,11
"97",119,107,17,8,12
"98",101,94,20,7,10
"99",0,1,0,0,0
"100",116,90,17,8,10
"101",93,98,13,7,11
"102",107,125,16,8,10
"103",0,1,0,0,0
"104",110,102,19,7,8
"105",107,101,17,8,9
"106",0,1,0,0,0
"107",0,1,0,0,0
"108",109,107,16,5,14
"109",113,116,17,6,11
"110",89,103,19,4,9
"111",0,1,0,0,0
"112",103,114,16,7,11
"113",0,1,0,0,0
"114",116,121,18,8,10
"115",101,128,18,8,12
"116",0,1,0,0,0
"117",107,119,22,6,9
"118",0,1,0,0,0
"119",144,103,20,10,12
"120",117,120,18,7,13
"121",1,1,0,0,0
"122",122,113,15,5,14
"123",0,1,0,0,0
"124",0,1,0,0,0
"125",116,112,21,6,9
"126",1,1,0,0,0
"127",0,1,0,0,0
"128",112,117,21,10,11
"129",107,97,15,6,9
"130",0,1,0,0,0
"131",93,90,20,7,10
"132",0,1,0,0,0
"133",0,1,0,0,0
"134",1,1,0,0,0
"135",0,1,0,0,0
"136",105,103,19,6,10
"137",0,1,0,0,0
"138",106,124,16,4,10
"139",109,114,19,6,9
"140",116,101,16,8,11
"141",2,1,1,0,0
"142",0,1,0,0,0
"143",0,1,0,0,0
"144",103,108,19,7,8
"145",1,1,0,0,0
"146",0,1,0,0,0
"147",95,115,19,9,12
"148",120,119,20,8,10
"149",120,104,19,7,12
"150",115,117,18,7,12
"151",2,3,0,1,1
"152",119,106,17,5,12
"153",0,1,0,0,0
"154",0,1,1,0,0
"155",113,104,18,5,9
"156",1,1,0,0,0
"157",102,104,22,7,13
"158",0,1,0,0,0
"159",120,122,16,7,10
"160",116,98,21,6,11
"161",105,102,18,6,10
"162",1,1,0,0,0
"163",97,98,16,7,8
"164",110,119,16,7,8
"165",119,102,18,8,11
"166",106,120,19,7,10
"167",122,111,19,9,16
"168",0,1,0,0,0
"169",109,117,18,7,11
"170",113,121,19,6,9
"171",108,96,17,7,9
"172",93,113,14,9,11
"173",0,1,0,0,0
"174",0,1,0,0,0
"175",107,108,20,7,8
"176",0,1,0,0,0
"177",111,111,16,6,9
"178",117,112,17,6,16
"179",100,119,18,7,11
"180",113,106,19,10,11
"181",110,108,18,11,10
"182",116,118,22,11,13
"183",0,1,0,0,0
"184",129,106,17,8,7
"185",104,101,23,6,13
"186",95,107,19,11,8
"187",0,1,0,0,0
"188",0,1,0,0,0
"189",1,1,0,0,0
"190",123,110,17,10,11
"191",0,1,0,0,0
"192",107,111,15,6,8
"193",107,106,17,6,12
"194",116,112,17,7,11
"195",110,114,19,6,15
"196",103,109,17,7,12
"197",111,111,17,8,11
"198",110,108,17,8,12
"199",109,118,18,6,10
"200",103,127,22,5,9
"201",113,119,17,6,12
"202",98,110,16,6,10
"203",104,97,16,8,12
"204",94,115,21,8,11
"205",0,1,0,0,0
"206",97,105,18,9,10
"207",0,1,0,0,0
"208",111,124,18,7,9
"209",0,1,0,0,0
"210",1,1,1,0,0
"211",117,109,13,8,11
"212",95,111,18,7,11
"213",0,1,0,0,0
"214",0,1,0,0,0
"215",119,107,18,4,15
"216",1,2,0,0,0
"217",121,108,18,8,12
"218",106,107,16,6,11
"219",0,1,0,0,0
"220",117,101,16,7,13
"221",110,105,17,6,11
"222",1,1,0,0,0
"223",113,93,18,6,12
"224",0,1,0,0,0
"225",115,104,17,6,10
"226",1,1,1,0,0
"227",111,102,20,5,11
"228",105,107,14,6,10
"229",115,101,20,6,14
"230",0,1,0,0,0
"231",103,108,22,5,10
"232",124,119,21,6,11
"233",127,123,20,7,11
"234",0,1,0,0,0
"235",1,1,0,0,0
"236",0,1,0,0,0
"237",0,1,0,0,0
"238",112,125,19,5,15
"239",114,101,18,7,8
"240",0,1,0,0,0
"241",0,1,0,0,0
"242",0,1,0,0,0
"243",104,94,17,6,9
"244",93,110,20,7,8
"245",117,103,16,5,11
"246",0,1,0,0,0
"247",103,120,18,6,12
"248",102,115,19,7,12
"249",101,107,17,5,11
"250",105,107,18,5,13
"251",114,110,18,9,11
"252",117,119,18,10,15
"253",132,113,18,7,10
"254",0,1,0,0,0
"255",0,1,0,0,0
"256",120,120,17,5,8
"257",1,1,0,0,0
"258",1,1,1,0,0
"259",1,1,0,0,0
"260",111,105,18,5,14
"261",107,109,24,7,11
"262",0,1,0,0,0
"263",114,124,21,8,12
"264",1,1,0,0,0
"265",98,104,14,8,15
"266",115,127,18,7,11
"267",0,1,0,0,0
"268",0,1,0,0,0
"269",132,109,27,6,15
"270",101,97,16,7,10
"271",0,1,0,0,0
"272",0,1,0,0,0
"273",111,104,19,6,9
"274",124,111,20,6,9
"275",0,1,0,0,0
"276",114,119,24,7,13
"277",120,110,22,9,14
"278",100,125,20,8,12
"279",86,95,16,7,10
"280",98,108,17,6,10
"281",117,136,19,10,13
"282",121,122,23,5,12
"283",0,1,0,0,0
"284",0,1,0,0,0
"285",114,96,22,5,8
"286",1,1,0,0,0
"287",0,1,0,0,0
"288",2,2,1,0,0
"289",111,115,15,8,12
"290",110,104,15,9,13
"291",105,113,19,6,11
"292",111,105,21,10,9
"293",109,100,18,6,9
"294",106,96,22,6,8
"295",0,1,0,0,0
"296",110,113,19,6,13
"297",100,94,21,7,12
"298",106,119,18,7,11
"299",121,102,15,6,11
"300",101,113,20,7,10
"301",0,1,0,0,0
"302",0,1,0,0,0
"303",100,114,19,6,10
"304",101,97,14,8,10
"305",104,122,17,8,13
"306",109,98,19,7,9
"307",103,111,13,6,12
"308",1,2,0,0,0
"309",115,112,21,7,12
"310",118,109,15,5,9
"311",100,97,15,6,9
"312",105,99,22,8,11
"313",112,117,21,5,8
"314",100,108,17,8,14
"315",107,113,17,7,9
"316",0,1,0,0,0
"317",106,96,18,8,12
"318",111,117,21,5,10
"319",117,101,20,8,11
"320",99,94,19,5,9
"321",0,1,0,0,0
"322",0,1,0,0,0
"323",0,1,0,0,0
"324",99,95,17,5,14
"325",99,104,26,6,10
"326",118,103,18,11,12
"327",128,107,18,7,12
"328",0,1,0,0,0
"329",121,118,20,6,11
"330",102,99,14,7,9
"331",119,101,13,7,8
"332",106,109,17,7,9
"333",100,109,16,8,12
"334",90,97,18,8,11
"335",109,121,17,5,16
"336",108,112,20,6,14
"337",117,105,15,7,14
"338",1,2,0,0,0
"339",119,116,22,6,7
"340",0,1,0,0,0
"341",101,113,20,5,9
"342",0,1,0,0,0
"343",103,118,20,8,11
"344",0,1,0,0,0
"345",1,1,0,0,0
"346",0,1,0,0,0
"347",0,1,0,0,0
"348",1,1,0,0,0
"349",111,101,18,9,13
"350",103,107,19,7,11
"351",101,96,19,8,9
"352",119,118,22,9,13
"353",108,104,18,5,10
"354",109,117,19,8,12
"355",106,120,19,7,11
"356",100,98,18,6,14
"357",115,110,16,6,8
"358",0,1,0,0,0
"359",0,1,0,0,0
"360",116,121,25,6,14
"361",104,108,17,9,9
"362",113,103,23,7,8
"363",105,96,17,9,10
"364",119,107,18,8,14
"365",103,98,22,5,10
"366",1,1,0,0,0
"367",107,129,18,8,8
"368",111,93,21,8,13
"369",114,109,17,8,12
"370",103,105,25,8,12
"371",0,1,0,0,0
"372",114,116,19,6,9
"373",0,1,0,0,0
"374",0,1,0,0,0
"375",123,117,17,8,11
"376",2,1,0,0,0
"377",102,111,18,10,12
"378",112,99,18,10,12
"379",0,1,0,0,0
"380",0,1,0,0,0
"381",104,110,20,6,11
"382",99,111,19,4,12
"383",0,1,0,0,0
