"","age1.P","age2_no_comorbid.P","age2_comorbid.P","age3_no_comorbid.P","age3_comorbid.P"
"1",1,2,0,0,0
"2",2,2,0,0,0
"3",0,2,0,0,0
"4",2,3,0,0,1
"5",1,1,1,0,0
"6",0,1,0,0,0
"7",0,3,0,0,0
"8",0,1,0,0,0
"9",0,1,0,0,0
"10",0,1,0,0,0
"11",0,1,0,0,0
"12",2,1,1,0,2
"13",1,1,0,0,0
"14",0,1,0,0,0
"15",2,1,1,0,0
"16",3,1,0,1,0
"17",1,2,0,0,0
"18",0,1,0,0,0
"19",0,1,0,0,0
"20",13,9,3,1,1
"21",1,1,0,0,0
"22",2,3,2,0,0
"23",1,1,0,0,0
"24",0,1,0,0,0
"25",6,5,2,1,1
"26",2,2,0,1,1
"27",0,1,0,0,0
"28",0,1,0,0,0
"29",0,1,0,0,0
"30",2,1,0,0,0
"31",0,1,0,0,0
"32",1,1,1,0,1
"33",0,1,0,0,0
"34",0,1,0,0,0
"35",0,1,0,0,0
"36",0,1,0,0,0
"37",0,1,0,0,0
"38",0,1,0,0,0
"39",0,1,0,0,0
"40",1,1,0,0,0
"41",0,1,0,0,0
"42",2,1,1,0,0
"43",13,6,3,1,1
"44",0,1,0,0,0
"45",4,3,1,1,1
"46",0,1,0,0,0
"47",0,1,0,0,0
"48",1,2,0,0,0
"49",2,2,0,0,0
"50",0,1,0,0,0
"51",2,1,0,0,0
"52",1,1,0,0,0
"53",0,1,0,0,0
"54",0,1,0,0,0
"55",2,2,1,0,0
"56",0,1,0,0,0
"57",1,1,0,0,0
"58",0,1,0,0,0
"59",0,1,0,0,0
"60",0,1,0,0,0
"61",3,3,0,0,1
"62",0,1,0,0,0
"63",0,1,0,0,0
"64",1,1,0,0,0
"65",0,1,0,0,0
"66",1,2,0,0,0
"67",2,2,0,0,0
"68",0,1,0,0,0
"69",0,1,0,0,0
"70",0,1,0,0,0
"71",0,1,0,0,0
"72",0,1,0,0,0
"73",0,1,0,0,0
"74",2,2,1,1,0
"75",0,1,0,0,0
