"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",718,58,765,83,92,38,30
"2",0,0,1,0,0,0,0
"3",686,49,708,73,77,24,22
"4",662,0,680,1,0,0,0
"5",553,47,590,63,57,23,17
"6",694,56,687,71,88,36,33
"7",690,60,767,76,84,36,23
"8",0,0,1,0,0,0,0
"9",701,0,744,0,0,0,0
"10",0,0,1,0,0,0,0
"11",702,59,767,81,98,32,29
"12",0,0,1,0,0,0,0
"13",681,54,706,80,73,22,22
"14",0,0,1,0,0,0,0
"15",0,0,1,0,0,0,0
"16",0,0,1,0,0,0,0
"17",697,58,735,83,82,25,26
"18",626,54,637,70,61,18,17
"19",673,53,688,78,74,24,26
"20",697,56,668,76,87,30,24
"21",666,0,666,0,2,0,0
"22",505,41,581,55,52,17,18
"23",705,0,733,0,0,0,0
"24",711,56,729,83,98,26,29
"25",661,56,735,88,92,23,27
"26",665,0,645,0,0,0,0
"27",714,60,721,80,89,26,30
"28",697,56,727,80,78,23,25
"29",673,60,685,78,76,27,27
"30",665,0,694,0,0,0,0
"31",720,58,746,82,79,32,35
"32",698,60,701,77,93,30,38
"33",696,59,745,87,94,26,36
"34",708,0,725,0,0,0,0
"35",671,54,716,80,82,31,21
"36",669,0,721,0,0,0,0
"37",665,53,656,71,76,22,15
"38",721,61,751,84,95,33,37
"39",724,0,776,0,0,0,0
"40",680,60,715,83,89,30,32
"41",698,0,725,0,0,1,0
"42",662,55,701,76,94,24,24
"43",677,0,659,0,0,0,0
"44",693,58,745,83,87,31,37
"45",707,59,744,84,97,29,34
"46",721,0,767,0,0,0,0
"47",734,60,793,89,102,40,38
"48",693,59,731,72,90,22,33
"49",711,59,769,91,103,34,34
"50",678,0,676,0,0,0,0
"51",1,0,1,0,0,0,0
"52",676,1,726,0,0,0,0
"53",645,1,685,0,1,0,0
"54",718,61,749,85,107,31,37
"55",0,0,1,0,0,0,0
"56",713,0,769,0,0,0,0
"57",714,58,740,81,97,31,30
"58",705,0,701,0,0,0,0
"59",707,59,768,90,94,27,27
"60",703,59,759,88,98,29,34
"61",704,54,738,84,89,29,33
"62",714,0,777,0,1,0,1
"63",674,0,705,0,0,0,0
"64",703,58,711,80,82,32,30
"65",703,57,747,86,86,28,25
"66",0,0,1,0,0,0,0
"67",0,0,1,0,0,0,0
"68",689,56,720,79,89,24,23
"69",684,0,707,1,1,0,0
"70",649,0,678,0,0,0,0
"71",716,58,747,82,85,32,35
"72",735,60,799,89,114,40,46
"73",679,58,726,80,78,36,24
"74",708,58,718,80,98,32,32
"75",722,60,764,86,89,30,30
"76",698,0,715,0,0,0,0
"77",694,57,731,82,90,25,24
"78",682,0,742,0,0,0,0
"79",681,56,737,83,84,25,23
"80",0,0,1,0,0,0,0
"81",688,0,734,0,0,0,0
"82",708,60,762,86,102,34,27
"83",0,0,1,0,0,0,0
"84",677,0,673,0,0,0,0
"85",703,58,736,79,95,30,30
"86",690,0,702,0,0,0,0
"87",675,0,694,0,0,0,0
"88",673,0,650,0,0,1,0
"89",0,0,0,0,0,0,0
"90",686,0,728,0,0,0,0
"91",609,46,635,72,61,15,15
"92",0,0,1,0,0,0,0
"93",692,0,686,0,0,0,0
"94",0,0,1,0,0,0,0
"95",682,51,651,73,76,18,19
"96",0,0,1,0,0,0,0
"97",685,0,718,0,0,0,0
"98",715,60,757,85,94,30,32
"99",712,0,743,1,0,0,0
"100",708,58,730,83,94,30,27
