"","age1_orange.E","age1_green.E","age2_no_comorbid_orange.E","age2_no_comorbid_green.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"1",47,1,33,0,0,0,0
"2",51,1,43,1,1,0,0
"3",49,0,44,0,0,0,0
"4",1,0,1,0,0,0,0
"5",40,5,38,4,4,1,3
"6",44,3,35,3,4,1,4
"7",2,0,1,0,0,0,0
"8",40,0,35,0,0,0,0
"9",0,0,1,0,0,0,0
"10",49,0,54,0,0,0,0
"11",38,0,34,0,0,0,0
"12",34,3,24,2,4,1,1
"13",42,0,39,0,0,0,0
"14",0,0,1,0,0,0,0
"15",52,4,41,4,6,2,3
"16",0,0,1,0,0,0,0
"17",0,0,1,0,0,0,0
"18",0,0,1,0,0,0,0
"19",0,0,1,0,0,0,0
"20",41,0,30,0,0,0,0
"21",33,0,29,0,0,0,0
"22",41,0,41,0,0,0,0
"23",1,0,1,0,0,0,0
"24",33,1,31,0,1,0,1
"25",0,0,1,0,0,0,0
"26",48,2,42,2,2,1,1
"27",42,0,39,0,0,0,0
"28",38,0,34,0,0,0,0
"29",0,0,1,0,0,0,0
"30",0,0,1,0,0,0,0
"31",36,4,36,6,11,2,3
"32",0,0,1,0,0,0,0
"33",49,2,45,2,3,0,2
"34",0,0,1,0,0,0,0
"35",38,0,32,0,0,0,1
"36",40,0,32,0,0,0,0
"37",49,1,38,1,2,1,1
"38",0,0,1,0,0,0,0
"39",0,0,1,0,0,0,0
"40",0,0,1,0,0,0,0
"41",41,5,33,3,5,2,3
"42",0,0,1,0,0,0,0
"43",45,0,45,0,0,0,0
"44",43,0,38,0,1,0,0
"45",44,0,37,0,0,0,0
"46",0,0,1,0,0,0,0
"47",49,0,38,0,0,0,0
"48",51,3,38,4,4,2,3
"49",37,0,37,0,0,0,1
"50",22,1,21,1,1,1,0
"51",45,6,47,5,5,1,4
"52",49,0,41,0,0,0,0
"53",0,0,1,0,0,0,0
"54",0,0,1,0,0,0,0
"55",0,0,1,0,0,0,0
"56",0,0,1,0,0,0,0
"57",0,0,1,0,0,0,0
"58",0,0,1,0,0,0,0
"59",1,0,1,0,0,0,0
"60",1,0,1,0,0,0,0
"61",46,0,49,0,0,0,0
"62",0,0,1,0,0,0,0
"63",1,0,1,0,0,0,0
"64",0,0,1,0,0,0,0
"65",0,0,1,0,0,0,0
"66",53,1,39,0,1,1,0
"67",0,0,1,0,0,0,0
"68",36,0,31,0,0,0,0
"69",49,0,50,0,1,0,0
"70",50,0,40,0,0,0,0
"71",41,0,37,0,0,0,0
"72",44,0,40,0,0,0,0
"73",0,0,1,0,0,0,0
"74",2,0,1,0,0,0,0
"75",48,0,41,1,0,0,0
"76",0,0,1,0,0,0,0
"77",47,0,38,0,0,0,0
"78",1,0,1,0,0,0,0
"79",42,0,34,0,0,0,0
"80",35,4,35,4,6,2,2
"81",39,0,39,0,0,0,0
"82",54,0,38,0,0,0,0
"83",61,2,35,3,4,4,3
"84",0,0,1,0,0,0,0
"85",42,0,30,0,0,0,0
"86",0,0,1,0,0,0,0
"87",39,4,35,3,5,2,2
"88",55,0,48,1,0,0,0
"89",1,0,1,0,0,0,0
"90",1,0,1,0,0,0,0
"91",37,0,35,0,0,0,0
"92",39,0,32,0,0,0,0
"93",0,0,1,0,0,0,0
"94",42,0,28,0,1,0,0
"95",0,0,1,0,0,0,0
"96",0,0,1,0,0,0,0
"97",50,2,38,1,1,2,1
"98",1,0,1,0,0,0,0
"99",0,0,1,0,0,0,0
"100",0,0,1,0,0,0,0
"101",0,0,1,0,0,0,0
"102",51,0,38,0,0,0,0
"103",1,0,1,0,0,0,0
"104",43,0,37,0,1,1,0
"105",51,0,41,0,0,0,0
"106",1,0,1,0,0,0,0
"107",43,4,43,4,5,2,2
"108",52,3,37,3,5,2,2
"109",0,0,1,0,0,0,0
"110",44,0,33,0,0,0,0
"111",47,0,41,0,1,0,0
"112",45,0,44,0,0,0,0
"113",0,0,1,0,0,0,0
"114",0,0,1,0,0,0,0
"115",2,0,1,0,0,0,0
"116",43,2,35,4,2,1,1
"117",0,0,1,0,0,0,0
"118",40,0,41,0,0,0,0
"119",0,0,1,0,0,0,0
"120",36,1,37,0,1,0,0
"121",49,0,37,1,0,0,0
"122",2,0,2,0,0,0,0
