"","age1_orange.P","age1_green.P","age2_no_comorbid_orange.P","age2_no_comorbid_green.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"1",41,72,44,75,75,77,77
"2",51,93,54,97,97,99,99
"3",56,98,59,102,102,105,105
"4",56,100,59,104,104,107,107
"5",35,59,37,62,62,64,64
"6",55,99,58,103,103,106,106
"7",46,80,48,84,84,86,86
"8",47,83,50,87,87,89,89
"9",66,122,70,127,127,130,130
"10",39,67,41,70,70,72,72
"11",45,78,47,82,82,84,84
"12",41,70,43,73,73,76,76
"13",56,101,60,106,106,108,108
"14",54,104,57,108,108,111,111
"15",45,80,48,83,83,86,86
"16",47,83,50,86,86,89,89
"17",60,106,63,111,111,114,114
"18",47,83,50,87,87,89,89
"19",39,68,41,71,71,73,73
"20",40,68,42,71,71,73,73
"21",43,75,45,78,78,80,80
"22",51,92,54,95,95,98,98
"23",47,85,50,88,88,91,91
"24",50,91,53,95,95,98,98
"25",55,99,58,103,103,106,106
"26",75,148,79,153,153,156,156
"27",39,66,41,69,69,71,71
"28",62,110,65,115,115,118,118
"29",58,102,61,107,107,110,110
"30",50,90,53,94,94,96,96
"31",43,74,46,78,78,80,80
"32",75,141,79,147,147,151,151
"33",30,52,32,54,54,56,56
"34",39,69,42,72,72,74,74
"35",52,95,55,99,99,101,101
"36",64,118,68,123,123,126,126
"37",60,115,63,120,120,123,123
"38",46,82,49,85,85,88,88
"39",62,119,66,123,123,126,126
"40",46,79,49,83,83,85,85
"41",54,95,58,99,99,102,102
"42",47,86,50,90,90,92,92
"43",37,66,40,68,68,70,70
"44",47,84,50,88,88,90,90
"45",40,69,42,72,72,74,74
"46",38,65,41,68,68,70,70
"47",43,78,45,81,81,83,83
"48",55,100,58,104,104,107,107
"49",58,103,61,107,107,110,110
"50",67,131,71,136,136,140,140
"51",43,76,46,79,79,82,82
"52",58,101,62,106,106,109,109
"53",46,80,49,83,83,86,86
"54",57,103,60,107,107,110,110
"55",41,72,43,75,75,77,77
"56",57,100,60,105,105,108,108
"57",53,94,56,98,98,100,100
"58",32,56,34,58,58,60,60
"59",50,88,53,92,92,94,94
"60",50,92,53,95,95,98,98
"61",65,120,69,125,125,128,128
"62",46,80,49,84,84,86,86
"63",59,107,62,111,111,114,114
"64",48,86,51,90,90,92,92
"65",74,138,78,144,144,147,147
"66",48,86,50,90,90,92,92
"67",38,65,40,68,68,70,70
"68",37,63,39,66,66,68,68
"69",36,62,38,65,65,67,67
"70",56,99,60,104,104,107,107
"71",46,80,48,84,84,86,86
"72",57,103,61,108,108,111,111
"73",51,92,54,96,96,98,98
"74",36,62,38,65,65,67,67
"75",65,123,69,127,127,131,131
"76",53,93,57,97,97,100,100
"77",39,67,41,70,70,72,72
"78",49,87,52,90,90,93,93
"79",64,121,68,126,126,129,129
"80",42,73,44,76,76,78,78
"81",41,70,43,73,73,76,76
"82",35,61,37,63,63,65,65
"83",51,93,54,97,97,99,99
"84",43,74,45,77,77,79,79
"85",45,77,47,81,81,83,83
"86",51,98,54,102,102,105,105
"87",51,92,54,96,96,98,98
"88",56,102,59,107,107,110,110
"89",64,126,67,131,131,134,134
"90",76,149,80,154,154,157,157
"91",36,63,38,65,65,67,67
"92",48,84,51,88,88,91,91
"93",35,59,37,62,62,64,64
"94",71,134,75,140,140,143,143
"95",55,97,58,101,101,104,104
"96",40,71,43,74,74,76,76
"97",44,77,46,80,80,82,82
"98",54,98,57,102,102,105,105
"99",49,91,52,94,94,97,97
"100",51,92,54,96,96,98,98
"101",37,63,39,66,66,68,68
"102",58,105,61,109,109,112,112
"103",41,76,44,79,79,81,81
"104",74,152,78,157,157,160,160
"105",39,66,42,69,69,72,72
"106",48,84,50,88,88,90,90
"107",57,108,61,112,112,115,115
"108",54,97,58,101,101,104,104
"109",37,64,39,67,67,69,69
"110",97,187,102,194,194,199,199
"111",40,72,42,75,75,77,77
"112",42,73,45,77,77,79,79
"113",27,46,28,48,48,49,49
"114",48,84,51,88,88,90,90
"115",30,50,32,52,52,54,54
"116",58,106,62,110,110,113,113
"117",45,80,48,83,83,85,85
"118",37,65,39,68,68,70,70
"119",53,96,56,100,100,102,102
"120",29,50,31,52,52,54,54
"121",66,124,70,129,129,132,132
"122",41,73,43,76,76,78,78
"123",46,80,49,83,83,86,86
"124",43,76,46,80,80,82,82
"125",61,118,64,123,123,126,126
"126",72,140,76,145,145,149,149
"127",35,59,37,62,62,64,64
"128",55,103,58,107,107,110,110
"129",43,75,45,78,78,81,81
"130",49,89,52,93,93,95,95
"131",47,85,50,89,89,92,92
"132",61,113,65,117,117,121,121
"133",35,61,37,64,64,66,66
"134",78,144,82,150,150,154,154
"135",38,67,40,70,70,72,72
"136",73,150,77,155,155,158,158
"137",54,101,57,105,105,108,108
"138",44,79,46,83,83,85,85
"139",50,91,53,94,94,97,97
"140",65,120,68,125,125,128,128
"141",38,64,40,67,67,69,69
"142",59,110,62,115,115,118,118
"143",51,97,54,100,100,103,103
"144",36,62,38,65,65,67,67
"145",44,79,47,82,82,85,85
"146",39,66,41,69,69,71,71
"147",54,93,57,97,97,99,99
"148",58,104,61,108,108,111,111
"149",50,86,53,89,89,92,92
"150",63,116,66,120,120,123,123
"151",51,91,55,95,95,98,98
"152",64,119,67,124,124,127,127
"153",37,65,40,68,68,70,70
"154",47,81,50,84,84,87,87
"155",29,50,31,53,53,54,54
"156",63,116,67,121,121,124,124
"157",47,83,50,87,87,89,89
"158",47,85,50,88,88,91,91
"159",36,62,38,65,65,67,67
"160",66,127,70,132,132,135,135
"161",47,81,50,84,84,87,87
"162",67,125,71,130,130,133,133
"163",47,85,49,88,88,91,91
"164",69,129,73,134,134,137,137
"165",51,94,54,98,98,100,100
"166",49,88,52,92,92,94,94
"167",44,78,46,81,81,84,84
"168",52,97,55,101,101,104,104
"169",43,74,45,77,77,80,80
"170",44,77,47,81,81,83,83
"171",56,100,59,104,104,107,107
"172",47,82,50,85,85,88,88
"173",39,68,41,71,71,73,73
"174",41,72,44,75,75,78,78
"175",37,63,39,66,66,68,68
"176",46,78,49,81,81,84,84
"177",48,85,51,89,89,91,91
"178",57,104,61,109,109,112,112
"179",46,81,49,85,85,87,87
"180",55,99,58,104,104,106,106
