"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",710,0,707,0,0,0,0
"2",720,53,736,74,75,26,16
"3",0,0,1,0,0,0,0
"4",705,0,707,0,0,0,0
"5",0,0,1,0,0,0,0
"6",686,0,675,0,0,0,0
"7",1,0,1,0,0,0,0
"8",695,0,701,0,0,0,0
"9",695,0,726,0,0,0,0
"10",712,0,707,0,0,0,0
"11",695,0,734,0,0,0,0
"12",0,0,1,0,0,0,0
"13",709,0,729,0,0,0,0
"14",691,0,728,0,0,0,0
"15",0,0,1,0,0,0,0
"16",717,0,725,0,0,0,0
"17",694,0,708,0,0,0,0
"18",694,0,715,0,0,0,0
"19",714,0,739,0,0,0,0
"20",0,0,1,0,0,0,0
"21",705,0,714,0,0,0,0
"22",701,0,719,0,0,0,0
"23",709,0,726,0,0,0,0
"24",704,0,718,0,0,0,0
"25",690,0,696,0,0,0,0
"26",699,0,712,0,0,0,0
"27",706,0,693,0,0,0,0
"28",0,0,1,0,0,0,0
"29",702,0,713,0,0,0,0
"30",703,0,725,0,0,0,0
"31",685,0,674,0,0,0,0
"32",713,0,737,0,0,0,0
"33",698,0,677,0,0,0,0
"34",693,0,702,0,0,0,0
"35",706,0,705,0,0,0,0
"36",692,54,717,65,67,20,17
"37",699,0,722,0,0,0,0
"38",691,0,718,0,0,0,0
"39",699,0,733,0,0,0,0
"40",705,57,723,66,72,22,19
"41",0,0,1,0,0,0,0
"42",710,0,694,0,0,0,0
"43",0,0,1,0,0,0,0
"44",695,0,702,0,0,0,0
"45",693,0,703,0,0,0,0
"46",708,0,708,0,0,0,0
"47",706,0,714,0,0,0,0
"48",709,0,720,0,0,0,0
"49",0,0,1,0,0,0,0
"50",679,0,693,0,0,0,0
"51",693,0,716,0,0,0,0
"52",696,54,724,71,75,23,21
"53",0,0,1,0,0,0,0
"54",699,0,717,0,0,0,0
"55",711,0,722,0,0,0,0
"56",712,0,718,0,0,0,0
"57",710,0,699,0,0,0,0
"58",685,0,688,0,0,0,0
"59",701,50,705,63,55,19,17
"60",709,0,722,0,0,0,0
"61",694,0,709,0,0,0,0
"62",700,0,716,0,0,0,0
"63",705,0,713,0,0,0,0
"64",698,55,701,78,72,25,23
"65",713,0,727,0,0,0,0
"66",703,0,707,0,0,0,0
"67",696,0,708,0,0,0,0
"68",691,53,695,66,81,21,14
"69",698,0,698,0,0,0,0
"70",705,48,737,59,70,24,18
"71",698,0,693,0,0,0,0
"72",690,0,708,0,0,0,0
"73",709,0,692,0,0,0,0
"74",712,58,701,75,72,20,19
"75",693,55,707,77,85,21,18
"76",1,0,1,0,0,0,0
"77",699,0,721,0,0,0,0
"78",701,0,704,0,0,0,0
"79",703,0,715,0,0,0,0
"80",712,52,713,69,82,18,20
"81",685,0,699,0,0,0,0
"82",698,0,723,0,0,0,0
"83",0,0,2,0,0,0,0
"84",702,54,682,69,60,19,18
"85",711,0,707,0,0,0,0
"86",709,0,717,0,0,0,0
"87",715,0,703,0,0,0,0
"88",715,0,707,0,0,0,0
"89",696,54,720,69,66,18,14
"90",0,0,1,0,0,0,0
"91",710,0,719,0,1,0,0
"92",698,0,705,0,0,0,0
