"","age1_orange.E","age1_green.E","age2_no_comorbid_orange.E","age2_no_comorbid_green.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"1",145,0,145,0,0,0,0
"2",141,0,160,0,0,0,0
"3",131,13,135,12,16,5,9
"4",150,0,143,0,0,0,0
"5",121,0,146,0,0,0,0
"6",150,0,129,0,0,0,0
"7",140,0,141,0,0,0,0
"8",0,0,1,0,0,0,0
"9",170,13,136,16,20,7,9
"10",0,0,1,0,0,0,0
"11",129,0,150,0,0,0,0
"12",143,0,135,0,0,0,0
"13",140,0,144,0,0,0,0
"14",130,10,125,16,18,10,10
"15",145,0,145,0,0,0,0
"16",145,0,160,0,0,0,0
"17",139,0,121,0,0,0,0
"18",163,0,137,0,0,0,0
"19",0,0,1,0,0,0,0
"20",133,0,141,0,0,0,0
"21",158,0,147,0,0,0,0
"22",0,0,1,0,0,0,0
"23",147,0,147,0,0,0,0
"24",0,0,1,0,0,0,0
"25",159,0,171,0,0,0,0
"26",154,0,136,0,0,0,0
"27",157,0,143,0,0,0,0
"28",142,0,131,0,0,0,0
"29",126,0,148,0,0,0,0
"30",156,13,124,16,23,7,12
"31",155,0,121,0,0,0,0
"32",109,0,119,0,0,0,0
"33",167,0,161,0,0,0,0
"34",0,0,1,0,0,0,0
"35",170,10,172,12,17,7,10
"36",148,0,152,0,0,0,0
"37",170,0,141,0,0,0,0
"38",163,0,137,0,0,0,0
"39",142,0,152,0,0,0,0
"40",128,12,133,16,15,9,9
"41",138,14,139,17,20,9,10
"42",149,0,160,0,0,0,0
"43",0,0,1,0,0,0,0
"44",146,0,135,0,0,0,0
"45",137,0,150,0,0,0,0
"46",153,16,140,13,18,7,11
"47",146,0,127,0,0,0,0
"48",154,14,133,14,15,10,12
"49",141,0,153,0,0,0,0
"50",145,10,126,17,16,5,9
"51",143,0,144,0,0,0,0
"52",171,0,149,0,0,0,0
"53",136,0,123,0,0,0,0
"54",141,0,143,0,0,0,0
"55",138,0,127,0,0,0,0
"56",148,12,144,13,18,6,16
"57",149,10,127,16,14,5,10
"58",147,0,144,0,0,0,0
"59",149,0,144,0,0,0,0
"60",139,0,155,0,1,0,0
"61",143,0,149,0,0,0,0
"62",156,0,148,0,0,0,0
"63",1,0,1,0,0,0,0
"64",137,0,139,0,0,0,0
"65",131,0,128,0,0,0,0
"66",0,0,1,0,0,0,0
"67",137,0,130,0,0,0,0
"68",0,0,1,0,0,0,0
"69",159,0,134,0,0,0,0
"70",0,0,1,0,0,0,0
"71",149,0,145,0,0,0,0
"72",153,12,151,18,21,7,11
"73",0,0,1,0,0,0,0
"74",150,0,164,0,0,0,0
"75",170,0,155,0,0,0,0
"76",158,0,143,0,0,0,0
"77",167,0,148,0,0,0,0
"78",0,0,1,0,0,0,0
"79",137,0,181,0,0,0,0
"80",144,13,125,15,23,6,11
"81",156,0,150,0,0,0,0
"82",167,0,163,0,0,0,0
"83",0,0,1,0,0,0,0
"84",138,0,132,0,0,0,0
"85",131,0,119,1,0,0,0
"86",173,0,165,0,0,0,0
"87",133,0,155,1,0,0,0
"88",163,0,138,0,0,0,0
"89",146,11,158,16,15,7,13
"90",158,12,143,12,14,4,9
"91",136,0,112,0,0,0,0
"92",160,13,147,11,18,8,14
"93",0,0,1,0,0,0,0
"94",165,0,129,0,0,0,0
"95",159,0,158,0,0,0,0
"96",131,15,149,17,23,7,9
"97",173,1,156,0,0,0,0
"98",147,0,148,0,0,0,0
"99",137,0,137,0,0,0,0
"100",131,0,112,0,0,0,0
"101",0,0,1,0,0,0,0
"102",162,0,138,0,0,0,0
"103",164,0,152,0,0,0,0
"104",163,0,156,0,0,0,0
"105",157,12,138,12,18,7,8
"106",150,0,163,0,0,0,0
"107",150,0,171,0,0,0,0
"108",150,0,150,0,0,0,0
"109",154,0,144,0,0,0,0
"110",133,0,135,0,0,0,0
"111",140,0,144,0,0,0,0
"112",157,0,137,0,0,0,0
"113",155,0,146,0,0,0,0
"114",158,0,131,0,0,0,0
"115",131,0,136,0,0,0,0
"116",0,0,1,0,0,0,0
"117",145,0,147,0,0,0,0
"118",159,0,157,0,0,0,0
"119",143,10,138,14,13,6,14
"120",146,1,147,0,0,0,0
"121",0,0,1,0,0,0,0
"122",130,0,135,0,0,0,0
"123",151,0,140,0,0,0,0
"124",138,10,148,15,21,7,12
"125",151,0,144,0,0,0,0
"126",141,9,151,14,18,10,13
"127",139,0,123,0,0,0,0
"128",150,0,150,0,0,0,0
"129",126,0,137,0,0,0,0
"130",154,0,147,0,0,0,0
"131",0,0,1,0,0,0,0
"132",163,13,147,13,17,8,11
"133",0,0,1,0,0,0,0
"134",1,0,1,0,0,0,0
"135",165,0,139,0,0,0,0
"136",159,0,169,0,0,0,0
"137",148,10,131,20,24,6,8
"138",142,0,147,0,0,0,0
"139",145,0,139,0,0,0,0
"140",165,10,165,14,15,5,10
"141",1,0,1,0,0,0,0
"142",141,0,133,0,0,0,0
"143",124,0,142,0,0,0,0
"144",0,0,1,0,0,0,0
"145",143,0,127,0,0,0,0
"146",166,9,154,14,14,7,10
"147",152,0,136,0,0,0,0
"148",0,0,1,0,0,0,0
"149",150,0,134,0,0,0,0
"150",159,12,145,17,18,8,11
"151",0,0,1,0,0,0,0
"152",176,0,151,0,0,0,0
"153",152,13,153,14,18,7,10
"154",143,0,169,0,0,0,0
"155",131,0,146,0,0,0,0
"156",122,0,158,0,0,0,0
"157",137,0,149,0,0,0,0
"158",154,0,119,0,0,0,0
"159",149,10,133,13,16,8,12
"160",0,0,1,0,0,0,0
"161",0,0,1,0,0,0,0
"162",0,0,1,0,0,0,0
"163",149,0,156,0,0,0,0
"164",138,0,129,0,0,0,0
"165",0,0,1,0,0,0,0
"166",0,0,1,0,0,0,0
"167",155,0,138,0,0,0,0
"168",154,0,135,0,0,0,0
"169",167,0,123,0,0,0,0
"170",146,0,165,0,0,0,0
"171",151,11,149,15,15,6,10
"172",160,0,139,0,0,0,0
"173",126,0,140,0,0,0,0
"174",138,0,126,0,0,0,0
"175",147,0,143,0,0,0,0
"176",136,0,163,0,0,0,0
"177",0,0,1,0,0,0,0
"178",161,0,158,0,0,0,0
"179",136,13,127,15,20,9,10
"180",129,0,127,0,0,0,0
"181",128,12,134,14,20,6,11
"182",156,0,141,0,0,0,0
"183",169,0,172,0,0,0,0
"184",168,0,163,0,0,0,0
"185",1,0,1,0,0,0,0
"186",0,0,1,0,0,0,0
"187",150,0,154,0,0,0,0
"188",144,0,127,0,0,0,0
"189",159,0,158,0,0,0,0
"190",153,0,146,0,0,0,0
"191",153,0,155,0,0,0,0
"192",0,0,1,0,0,0,0
"193",167,0,158,0,0,0,0
"194",180,11,148,13,15,6,10
"195",157,0,146,0,0,0,0
"196",173,0,150,0,0,0,0
"197",153,0,127,0,0,0,0
"198",145,0,154,0,0,0,0
"199",147,0,136,0,0,0,0
"200",120,15,129,17,17,9,9
"201",142,0,156,0,0,0,0
"202",154,13,143,20,17,8,14
"203",0,0,1,0,0,0,0
"204",158,10,162,16,16,8,7
"205",138,9,130,12,13,5,11
"206",0,0,1,0,0,0,0
"207",157,0,155,0,0,0,0
"208",143,0,158,0,0,0,0
"209",0,0,1,0,0,0,0
"210",0,0,1,0,0,0,0
"211",148,12,151,12,15,6,11
"212",136,12,146,13,17,8,11
"213",141,15,144,15,22,5,12
"214",164,0,133,0,0,0,0
"215",136,0,136,0,0,0,0
"216",149,0,130,0,1,0,0
"217",0,0,1,0,0,0,0
"218",141,0,154,0,0,0,0
"219",157,0,151,0,0,0,0
"220",147,0,161,0,0,0,0
"221",144,0,152,0,0,0,0
"222",157,0,148,0,0,0,0
"223",138,0,151,0,0,0,0
"224",152,0,134,0,0,0,0
"225",136,0,136,0,0,0,0
"226",147,12,140,15,18,8,10
"227",127,0,141,0,0,0,0
"228",161,14,141,20,18,6,11
"229",152,0,147,0,0,0,0
"230",157,0,152,0,0,0,0
"231",134,0,148,0,0,0,0
"232",140,0,120,1,0,0,0
"233",146,0,139,0,0,0,0
"234",132,0,132,0,0,0,0
"235",147,0,156,0,0,0,0
"236",1,0,1,0,0,0,0
"237",160,0,156,0,0,0,0
"238",164,0,174,0,0,0,0
"239",150,0,146,0,0,0,0
"240",143,0,150,0,0,0,0
"241",131,0,136,0,0,0,0
"242",146,0,141,0,0,0,0
"243",153,0,149,0,0,0,0
"244",146,0,153,0,0,0,0
"245",138,0,118,0,0,0,0
"246",127,0,136,0,0,0,0
"247",141,1,135,0,0,0,0
"248",157,17,137,18,18,7,11
"249",156,0,162,0,0,0,0
"250",128,0,121,0,0,0,0
"251",147,0,122,0,0,0,0
"252",140,0,165,0,0,0,0
"253",159,0,140,0,0,0,0
"254",158,0,139,0,0,0,0
"255",138,0,145,0,0,0,0
"256",166,0,158,0,0,0,0
"257",155,0,126,0,0,0,0
"258",137,0,124,0,0,0,0
"259",143,0,151,0,0,0,0
"260",148,0,130,0,0,0,0
"261",143,0,145,0,0,0,0
"262",130,0,126,0,0,0,0
"263",151,14,137,13,25,9,10
"264",157,13,143,16,16,6,9
"265",167,0,139,0,0,0,0
"266",160,0,132,0,0,0,0
"267",138,0,157,0,0,0,0
"268",154,0,161,0,0,0,0
"269",142,0,137,0,0,0,0
"270",138,0,148,0,0,0,0
"271",0,0,1,0,0,0,0
"272",122,0,141,0,0,0,0
"273",150,0,147,0,0,0,0
"274",146,0,154,0,0,0,0
"275",158,0,145,0,0,0,0
"276",163,0,155,1,1,0,0
"277",157,0,114,0,0,0,0
"278",144,0,157,0,0,0,0
"279",119,0,136,0,1,0,0
"280",171,0,154,0,0,0,0
"281",142,12,148,14,21,5,12
"282",150,0,153,0,0,0,0
"283",1,0,1,0,0,0,0
"284",1,0,1,0,0,0,0
"285",159,0,153,0,0,0,0
"286",148,0,142,0,1,0,0
"287",151,0,152,0,0,0,0
"288",0,0,1,0,0,0,0
"289",152,10,128,13,22,7,14
"290",136,11,140,15,17,6,13
"291",0,0,1,0,0,0,0
"292",142,9,164,12,18,4,8
"293",166,15,141,18,18,8,13
"294",151,13,127,17,18,7,10
"295",155,0,177,0,0,0,0
"296",145,0,155,0,0,0,0
"297",154,0,151,0,0,0,0
"298",146,0,147,0,0,0,0
"299",0,0,1,0,0,0,0
"300",146,0,146,0,0,0,0
"301",1,0,1,0,0,0,0
"302",152,0,139,0,0,0,0
"303",0,0,1,0,0,0,0
"304",143,0,142,0,0,0,0
"305",0,0,1,0,0,0,0
"306",0,0,1,0,0,0,0
"307",148,10,155,13,19,6,13
"308",165,0,141,0,0,0,0
"309",147,0,144,0,0,0,0
"310",142,0,156,0,0,0,0
"311",160,0,152,0,0,0,0
"312",139,0,150,0,0,0,0
"313",143,0,151,0,0,0,0
"314",143,0,165,0,0,0,0
"315",0,0,1,0,0,0,0
"316",0,0,1,0,0,0,0
"317",145,0,135,0,0,0,0
"318",163,0,163,0,0,0,0
"319",134,0,140,0,0,0,0
"320",138,13,141,17,21,7,12
"321",0,0,1,0,0,0,0
"322",142,0,145,0,0,0,0
"323",143,0,135,0,1,0,0
"324",143,0,149,0,0,0,0
"325",115,0,138,0,0,0,0
"326",138,0,141,0,0,0,0
"327",140,0,158,0,0,0,0
"328",136,11,138,13,15,8,9
"329",147,0,142,0,0,0,0
"330",155,1,124,0,0,0,0
"331",133,0,144,0,0,0,0
"332",160,14,124,15,18,7,9
"333",159,15,155,16,22,10,10
"334",159,0,162,0,0,0,0
"335",168,0,149,0,0,0,0
"336",121,0,121,0,0,0,0
"337",148,0,162,0,0,0,0
"338",170,0,145,0,0,0,0
"339",159,0,133,0,0,0,1
"340",0,0,1,0,0,0,0
"341",0,0,1,0,0,0,0
"342",1,0,1,0,0,0,0
"343",133,0,144,0,0,0,0
"344",164,0,161,0,0,0,0
"345",0,0,1,0,0,0,0
"346",146,0,143,0,0,0,0
"347",146,0,143,0,0,0,0
"348",142,0,168,0,0,0,0
"349",151,0,147,0,0,0,0
"350",140,0,145,0,0,0,0
"351",168,12,169,20,22,6,13
"352",0,0,1,0,0,0,0
"353",164,0,149,0,0,0,0
"354",151,11,142,16,18,8,9
"355",0,0,1,0,0,0,0
"356",0,0,1,0,0,0,0
"357",158,0,156,0,0,0,0
"358",131,14,128,10,15,7,9
"359",157,0,140,0,0,0,0
"360",1,0,1,0,0,0,0
"361",152,0,143,1,1,0,0
"362",134,10,142,11,19,9,11
"363",129,0,120,0,0,0,0
"364",131,0,130,0,0,0,0
"365",150,0,130,0,0,0,0
"366",149,11,164,17,15,5,12
"367",134,0,134,0,0,0,0
"368",149,0,150,0,0,0,0
"369",146,0,142,0,0,0,0
"370",162,0,160,0,0,0,0
"371",144,0,132,0,0,0,0
"372",145,10,138,13,19,8,14
"373",147,0,146,0,0,0,0
"374",0,0,1,0,0,0,0
"375",152,12,160,9,19,12,7
"376",165,0,150,0,0,0,0
"377",137,0,146,0,0,0,0
"378",153,0,158,0,0,0,0
"379",142,0,140,0,0,0,0
"380",144,0,139,0,0,0,0
"381",0,0,1,0,0,0,0
"382",150,0,136,0,0,0,0
"383",146,0,144,0,0,0,0
"384",154,0,155,0,0,0,0
"385",172,0,176,0,0,0,0
"386",130,0,133,0,0,0,0
"387",161,13,138,18,19,7,14
"388",150,0,135,0,0,0,0
"389",1,0,1,0,0,0,0
"390",148,15,160,20,18,8,9
"391",139,0,144,0,0,0,0
"392",0,0,1,0,0,0,0
"393",0,0,1,0,0,0,0
"394",141,0,127,0,0,0,0
"395",141,0,138,0,0,0,0
"396",157,10,159,14,18,6,12
"397",0,0,1,0,0,0,0
"398",165,0,147,0,0,0,0
"399",149,0,142,0,0,0,0
"400",152,0,168,0,0,0,0
"401",145,0,142,0,0,0,0
"402",168,0,157,0,0,0,0
"403",151,0,156,0,0,0,0
"404",165,0,170,0,0,0,0
"405",140,10,128,14,23,5,9
"406",128,0,134,0,0,0,0
"407",153,0,144,0,0,0,0
"408",0,0,1,0,0,0,0
"409",154,14,138,18,20,5,11
"410",140,0,161,0,0,0,0
"411",160,0,144,0,0,0,0
"412",164,0,153,0,0,0,0
"413",169,12,145,14,21,8,9
"414",151,0,130,0,0,0,0
"415",0,0,1,0,0,0,0
"416",136,13,133,15,17,7,14
"417",161,0,149,0,0,0,0
"418",149,0,146,0,0,0,0
"419",158,0,157,0,0,0,0
"420",152,0,146,0,0,0,0
"421",0,0,1,0,0,0,0
"422",151,0,123,0,0,0,0
"423",175,0,166,0,0,0,0
"424",137,15,138,16,22,6,14
"425",136,0,119,0,0,0,0
"426",168,0,143,0,0,0,0
"427",143,0,133,0,0,0,0
"428",143,12,162,14,26,6,6
"429",143,0,144,0,0,0,0
"430",155,9,143,15,18,8,11
"431",149,0,152,0,0,0,0
"432",0,0,1,0,0,0,0
"433",137,0,156,0,0,0,0
"434",143,0,128,0,0,0,0
"435",139,0,144,0,0,0,0
"436",138,0,150,0,0,0,0
"437",140,0,153,0,0,0,0
"438",147,0,141,0,0,0,0
"439",166,0,145,0,0,0,0
"440",147,14,149,17,26,7,14
"441",0,0,1,0,0,0,0
"442",125,0,144,0,0,0,0
