"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",63,55,8,4,3
"2",0,0,0,0,0
"3",58,54,7,3,5
"4",1,1,0,0,0
"5",58,48,8,4,2
"6",0,0,0,0,0
"7",58,60,11,4,5
"8",0,1,0,0,0
"9",58,51,8,2,4
"10",0,2,0,0,0
"11",47,49,5,4,3
"12",56,58,6,3,2
"13",51,42,7,2,3
"14",55,48,7,2,4
"15",0,1,0,0,0
"16",65,61,6,3,3
"17",70,51,9,4,4
"18",44,45,5,3,4
"19",75,69,11,5,4
"20",0,1,0,0,0
"21",0,1,0,0,0
"22",71,62,7,4,4
"23",2,1,0,0,1
"24",51,48,9,2,4
"25",1,2,0,0,0
"26",0,0,0,0,0
"27",78,52,9,3,4
"28",53,43,6,3,5
"29",67,52,7,2,3
"30",60,58,6,4,3
"31",0,1,0,0,0
"32",0,1,1,0,0
"33",1,2,0,0,0
"34",68,63,7,3,4
"35",70,55,11,5,3
"36",71,66,10,3,4
"37",0,1,0,0,0
"38",2,1,0,0,0
"39",68,63,7,5,3
"40",57,52,6,4,3
"41",1,0,0,0,0
"42",77,67,10,2,4
"43",0,1,0,0,0
"44",75,55,9,2,4
"45",3,3,1,0,0
"46",0,1,0,0,0
"47",0,1,0,0,0
"48",52,43,8,3,3
"49",0,1,0,0,0
"50",0,0,0,0,0
"51",0,1,0,0,0
"52",58,54,9,3,4
"53",62,49,9,3,3
"54",50,54,8,2,3
"55",73,62,10,4,4
"56",86,69,11,3,4
"57",64,56,7,4,3
"58",0,1,0,0,0
"59",0,1,0,0,0
"60",0,1,0,0,0
"61",61,54,6,3,3
"62",0,0,0,0,0
"63",1,0,0,0,0
"64",69,59,7,3,3
"65",62,71,12,4,3
"66",0,0,0,0,0
"67",0,2,0,0,0
"68",2,1,0,0,0
"69",67,51,5,5,3
"70",61,50,6,4,4
"71",0,1,0,0,0
"72",1,1,0,0,0
"73",51,42,7,3,2
"74",0,0,0,0,0
"75",1,2,0,0,0
"76",61,54,10,2,3
"77",75,68,8,3,3
"78",70,61,9,3,4
"79",67,64,6,4,4
"80",0,1,0,0,0
"81",1,2,1,0,0
"82",0,1,0,0,0
"83",0,4,0,0,0
"84",62,64,11,2,5
"85",72,53,7,3,5
"86",52,60,7,3,4
"87",73,62,8,3,3
"88",0,1,0,0,0
"89",1,1,0,0,0
"90",0,1,0,0,0
"91",0,1,0,0,0
"92",71,65,6,4,3
"93",0,0,0,0,0
"94",65,55,6,3,4
"95",53,39,6,3,3
"96",79,60,9,4,5
"97",2,2,0,0,0
"98",52,40,6,3,3
"99",56,53,9,3,3
"100",0,1,0,0,0
"101",71,54,9,4,4
"102",53,76,11,4,4
"103",1,0,0,0,0
"104",58,58,6,2,5
"105",0,1,0,0,0
"106",0,1,0,0,0
"107",0,1,0,0,0
"108",66,55,8,3,5
"109",0,1,0,0,0
"110",45,42,8,2,4
"111",0,0,0,0,0
"112",1,1,0,0,0
"113",0,1,0,0,0
"114",0,1,0,0,0
"115",0,1,0,0,0
"116",64,43,8,4,3
"117",59,66,6,3,5
"118",54,51,10,4,3
"119",0,1,0,0,0
"120",64,46,6,2,4
"121",54,53,6,4,3
"122",0,0,0,0,0
"123",0,1,0,0,0
"124",50,53,5,2,2
"125",45,48,6,4,2
"126",0,1,0,0,0
"127",2,2,1,0,0
"128",45,50,7,2,3
"129",67,55,7,5,4
"130",0,1,0,0,0
"131",67,72,9,3,3
"132",1,1,0,0,0
"133",1,2,1,0,0
"134",55,46,6,2,4
"135",0,1,0,0,0
"136",80,68,10,2,4
"137",69,73,12,4,4
"138",0,1,0,0,0
"139",56,62,7,6,5
"140",0,1,0,0,0
"141",0,0,0,0,0
"142",54,56,8,7,3
"143",51,43,9,2,3
"144",0,1,0,0,0
"145",52,46,6,3,3
"146",67,57,8,5,6
"147",0,0,0,0,0
"148",56,51,8,5,4
"149",54,59,6,4,3
"150",1,1,0,0,0
"151",4,4,0,0,0
"152",0,1,0,0,0
"153",54,43,8,3,3
"154",0,0,0,0,0
"155",73,58,7,3,4
"156",69,53,7,6,3
"157",1,0,0,0,0
"158",67,56,7,4,3
"159",78,64,9,3,3
"160",0,2,0,0,0
"161",54,42,7,3,2
"162",63,49,6,4,3
"163",0,2,0,0,0
"164",1,1,0,0,0
"165",56,47,6,3,2
"166",54,52,6,2,3
"167",0,2,0,0,0
"168",0,1,0,0,0
"169",1,3,0,0,0
"170",64,55,8,3,3
"171",0,0,0,0,0
"172",70,61,10,2,4
"173",0,0,0,0,0
"174",70,60,9,4,3
"175",74,60,8,3,3
"176",0,1,0,0,0
"177",0,1,0,0,0
"178",2,1,0,0,0
"179",54,42,8,2,4
"180",58,52,8,3,4
"181",3,2,1,1,0
"182",0,1,0,0,0
"183",60,50,9,4,4
"184",64,61,11,2,4
"185",0,1,0,0,0
"186",2,1,1,0,1
"187",73,65,9,4,4
"188",1,1,0,0,0
"189",49,40,6,2,3
"190",0,1,0,0,0
"191",50,48,6,3,5
"192",0,1,0,0,0
"193",58,60,7,3,3
"194",1,1,0,0,0
"195",61,51,5,3,3
"196",0,1,0,0,0
"197",85,60,9,4,4
"198",78,65,8,3,5
"199",0,1,0,0,0
"200",46,38,6,3,3
"201",58,54,9,3,3
"202",0,1,0,0,0
"203",2,2,0,0,0
"204",63,61,7,3,3
