"","age1.I","age2_no_comorbid.I","age2_comorbid.I","age3_no_comorbid.I","age3_comorbid.I"
"1",30,26,7,3,4
"2",25,24,6,3,5
"3",25,19,5,2,4
"4",40,39,6,2,4
"5",0,0,0,0,0
"6",0,0,0,0,0
"7",0,1,0,0,0
"8",31,28,9,4,5
"9",34,30,6,3,6
"10",0,0,0,0,0
"11",0,0,0,0,0
"12",1,0,0,0,0
"13",24,29,7,5,4
"14",39,27,5,3,7
"15",26,36,5,4,4
"16",34,37,8,2,5
"17",25,33,9,2,6
"18",18,17,6,3,4
"19",21,33,8,3,6
"20",22,26,8,3,5
"21",0,0,0,0,0
"22",24,21,7,2,7
"23",37,28,7,3,3
"24",23,19,9,4,4
"25",0,0,0,0,0
"26",31,26,6,4,3
"27",34,33,8,2,5
"28",0,1,0,0,0
"29",0,0,0,0,1
"30",27,15,7,3,4
"31",1,0,0,0,0
"32",0,0,0,0,0
"33",30,23,9,2,4
"34",29,23,7,1,5
"35",0,0,0,0,0
"36",28,18,6,2,3
"37",29,20,6,2,5
"38",31,26,7,2,3
"39",30,25,7,4,5
"40",39,25,9,4,7
"41",0,0,0,0,0
"42",0,1,0,0,0
"43",0,0,0,0,0
"44",0,0,0,0,0
"45",0,1,0,0,0
"46",21,21,7,2,7
"47",1,1,0,0,0
"48",29,20,6,3,4
"49",25,25,6,2,4
"50",23,17,6,2,6
"51",18,16,6,2,6
"52",35,23,7,2,5
"53",35,23,9,3,8
"54",0,0,0,0,0
"55",0,0,0,0,0
"56",27,31,6,3,5
"57",0,0,0,0,0
"58",0,1,0,0,0
"59",36,24,7,3,5
"60",30,23,6,3,4
"61",26,22,7,3,6
"62",24,24,8,5,5
"63",35,32,6,2,5
"64",27,24,7,1,4
"65",31,29,9,3,4
"66",25,19,7,2,4
"67",33,25,11,4,7
"68",15,20,4,2,4
"69",21,21,6,4,6
"70",0,1,0,0,0
"71",0,0,0,0,0
"72",29,27,8,4,6
"73",27,30,6,3,5
"74",0,0,0,0,0
"75",35,23,8,2,4
"76",27,30,5,4,7
"77",32,21,7,3,4
"78",0,0,0,0,0
"79",0,1,0,0,0
"80",31,27,8,4,5
"81",30,25,9,3,5
"82",0,1,0,0,0
"83",23,24,7,4,5
"84",0,0,0,0,0
"85",31,20,6,2,7
"86",0,0,0,0,0
"87",0,0,0,0,0
"88",0,1,0,0,0
"89",26,25,7,2,3
"90",0,0,0,0,0
"91",0,0,0,0,0
"92",0,0,0,0,0
"93",0,0,0,0,0
"94",28,23,6,2,5
"95",24,19,4,2,4
"96",0,0,0,0,0
"97",0,0,0,0,0
"98",0,0,0,0,0
"99",46,25,8,3,5
"100",38,30,10,5,6
"101",31,23,5,2,7
"102",34,31,11,2,4
"103",0,0,0,0,0
"104",37,30,10,2,7
"105",1,0,0,0,0
"106",35,32,7,4,6
"107",29,24,9,7,6
"108",0,1,0,0,0
"109",31,21,8,3,4
"110",38,32,12,3,5
"111",29,24,7,4,8
"112",0,0,0,0,0
"113",0,0,0,0,0
"114",36,30,5,3,6
"115",0,0,0,0,0
"116",25,24,5,3,5
"117",0,0,0,0,0
"118",24,23,10,2,4
"119",20,26,5,4,6
"120",0,0,0,0,0
"121",23,21,8,3,5
"122",0,0,0,0,0
"123",0,0,0,0,0
"124",28,19,7,2,4
"125",26,18,7,4,4
"126",32,30,8,2,8
"127",29,27,7,3,5
