"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",4.79115479115479,4.03397027600849,3.99361022364217,6.81818181818182,4.02144772117963
"2",0,0.212314225053079,0.798722044728434,0,0
"3",0,0.106157112526539,0,0,0
"4",2.57985257985258,1.80467091295117,2.3961661341853,4.54545454545455,2.68096514745308
"5",3.31695331695332,2.33545647558386,2.3961661341853,2.27272727272727,2.68096514745308
"6",0,0.106157112526539,0,0,0
"7",0,0,0,0,0
"8",2.82555282555283,1.59235668789809,4.79233226837061,4.54545454545455,1.34048257372654
"9",0.122850122850123,0.212314225053079,0,0,0
"10",0,0.106157112526539,0,0,0
"11",4.42260442260442,2.33545647558386,3.99361022364217,4.54545454545455,4.02144772117963
"12",0,0,0,0,0
"13",3.56265356265356,3.18471337579618,3.99361022364217,4.54545454545455,2.68096514745308
"14",4.17690417690418,2.86624203821656,2.3961661341853,4.54545454545455,4.02144772117963
"15",4.17690417690418,2.76008492569002,3.99361022364217,6.81818181818182,2.68096514745308
"16",3.68550368550369,2.12314225053079,3.19488817891374,2.27272727272727,4.02144772117963
"17",3.80835380835381,2.9723991507431,4.79233226837061,2.27272727272727,2.68096514745308
"18",0.245700245700246,0.212314225053079,0,0,0
"19",3.68550368550369,2.22929936305732,3.19488817891374,6.81818181818182,2.68096514745308
"20",4.66830466830467,3.5031847133758,4.79233226837061,6.81818181818182,2.68096514745308
"21",0,0.106157112526539,0,0,0
"22",3.68550368550369,2.76008492569002,3.19488817891374,4.54545454545455,2.68096514745308
"23",4.2997542997543,2.86624203821656,3.99361022364217,4.54545454545455,2.68096514745308
"24",0,0.106157112526539,0,0,0
"25",2.82555282555283,2.54777070063694,2.3961661341853,4.54545454545455,2.68096514745308
"26",3.56265356265356,2.65392781316348,3.19488817891374,6.81818181818182,4.02144772117963
"27",0,0.106157112526539,0,0,0
"28",0,0.106157112526539,0,0,0
"29",3.43980343980344,2.01698513800425,3.19488817891374,2.27272727272727,4.02144772117963
"30",0,0.106157112526539,0,0,0
"31",0,0.106157112526539,0,0,0
"32",0.245700245700246,0.318471337579618,0,0,0
"33",0.122850122850123,0.212314225053079,0,0,0
"34",0,0.106157112526539,0,0,0
"35",0,0.106157112526539,0,0,0
"36",0.245700245700246,0.212314225053079,0.798722044728434,0,0
"37",0.122850122850123,0.106157112526539,0,0,0
"38",0,0,0,0,0
"39",0,0.106157112526539,0,0,0
"40",0,0,0,0,0
"41",2.94840294840295,2.33545647558386,3.19488817891374,6.81818181818182,4.02144772117963
"42",0.122850122850123,0.106157112526539,0,0,0
"43",0.122850122850123,0.106157112526539,0.798722044728434,0,0
"44",4.91400491400491,2.86624203821656,4.79233226837061,4.54545454545455,2.68096514745308
