"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_green.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"179",62,65,110,114,113
"180",68,72,132,136,135
"181",121,126,308,313,315
"182",60,63,108,112,113
"183",56,59,101,105,105
"184",61,65,108,112,110
"185",50,53,85,88,89
"186",56,60,100,104,104
"187",91,96,199,203,204
"188",74,78,149,153,152
"189",53,56,96,100,99
"190",72,76,146,150,149
"191",52,55,103,106,107
"192",49,52,87,90,91
"193",64,68,114,118,117
"194",50,54,90,94,95
"195",83,87,174,179,178
"196",66,70,131,135,136
"197",63,67,116,119,118
"198",59,62,110,114,113
"199",61,65,105,108,108
"200",59,62,110,113,114
"201",53,57,95,99,97
"202",78,82,160,164,164
"203",61,65,122,125,125
"204",76,80,158,162,162
"205",61,64,113,116,116
"206",54,57,94,97,97
"207",75,79,146,151,150
"208",65,69,112,116,115
"209",42,45,75,78,78
"210",53,56,103,107,105
"211",50,53,88,91,91
"212",64,68,119,123,124
"213",63,67,116,120,121
"214",41,44,74,77,76
"215",74,79,150,154,155
"216",62,66,117,121,120
"217",77,82,139,144,143
"218",59,63,120,124,123
"219",68,72,126,130,130
"220",62,65,120,124,123
"221",62,65,110,113,114
"222",49,52,95,98,97
"223",58,62,109,112,112
"224",60,64,108,112,113
"225",71,75,135,139,139
"226",52,56,96,99,99
"227",52,55,92,96,96
"228",44,47,72,75,74
"229",76,80,163,167,169
"230",53,56,96,99,100
"231",63,66,119,123,123
"232",48,50,87,90,91
"233",62,66,109,113,114
"234",68,72,133,137,137
"235",76,80,148,152,152
"236",56,60,107,110,111
"237",87,92,180,184,183
"238",55,59,96,99,98
"239",65,69,121,125,125
"240",60,63,116,120,120
"241",63,67,118,122,121
"242",66,69,123,127,125
"243",68,72,119,123,123
"244",59,62,102,106,106
"245",48,51,88,91,90
"246",69,73,139,143,142
"247",55,58,99,102,101
"248",85,90,159,165,165
"249",55,58,103,106,105
"250",65,69,114,119,120
"251",69,72,133,137,136
"252",56,59,107,110,109
"253",51,53,96,99,99
"254",71,75,131,135,136
"255",54,57,97,101,101
"256",62,66,113,117,117
"257",47,50,87,90,90
"258",56,59,104,107,107
"259",63,66,128,131,131
"260",58,61,107,111,111
"261",56,59,103,107,107
"262",77,81,141,146,146
"263",59,62,108,112,113
"264",86,91,161,166,165
"265",49,52,91,94,94
"266",70,74,146,150,149
"267",56,60,104,107,107
"268",63,66,125,128,128
"269",40,43,72,74,75
"270",79,84,157,162,161
"271",73,77,145,149,148
"272",76,80,154,158,158
"273",56,60,101,105,104
"274",49,52,86,89,87
"275",44,47,80,83,82
"276",45,47,82,85,85
"277",90,95,188,193,192
"278",78,82,157,161,163
"279",65,69,116,120,118
"280",56,59,102,105,105
"281",67,71,132,136,137
"282",71,75,180,183,182
"283",64,68,116,120,121
"284",56,60,102,105,105
"285",49,52,90,93,93
"286",64,67,126,129,130
"287",59,62,113,117,117
"288",53,56,95,98,97
"289",73,77,137,141,142
"290",64,68,124,128,128
"291",64,68,119,123,124
"292",52,55,93,97,97
"293",58,62,101,104,104
"294",68,71,142,145,145
"295",54,57,99,103,102
"296",90,95,180,185,185
"297",56,60,106,110,109
"298",82,87,173,178,177
"299",54,57,100,103,103
"300",59,63,104,108,109
"301",56,59,97,101,101
"302",49,52,92,95,94
"303",57,61,102,105,105
"304",63,67,116,120,119
"305",71,75,138,142,141
"306",55,58,104,107,108
"307",117,122,264,270,269
"308",65,69,134,138,137
"309",51,54,100,103,102
"310",55,59,103,107,106
"311",72,76,137,141,140
"312",59,63,121,124,123
"313",67,70,125,129,129
"314",68,72,127,131,131
"315",79,83,143,148,147
"316",68,72,134,138,139
"317",63,66,114,117,119
"318",53,56,99,102,102
"319",59,62,112,116,115
"320",54,57,104,108,107
"321",48,51,88,91,92
"322",51,54,96,99,99
"323",71,75,130,134,135
"324",57,61,104,108,108
"325",69,73,136,140,140
"326",42,45,76,79,77
"327",54,57,99,102,101
"328",91,95,205,210,209
"329",80,84,162,166,167
"330",71,75,136,141,142
"331",77,81,147,152,152
"332",60,64,112,116,116
"333",69,74,129,133,133
"334",87,91,174,179,180
"335",67,70,137,140,141
"336",60,64,108,111,112
"337",62,66,111,115,115
"338",63,66,131,135,134
"339",65,68,122,125,126
"340",46,49,78,81,81
"341",49,52,87,90,90
"342",58,61,112,115,115
"343",77,81,145,150,149
"344",86,90,171,176,176
"345",69,73,137,140,141
"346",52,55,88,91,93
"347",52,55,96,99,99
"348",57,61,104,108,108
"349",59,62,109,112,113
"350",79,82,214,217,216
"351",64,67,128,132,131
"352",49,52,88,91,92
"353",52,55,92,96,96
"354",59,62,104,108,107
"355",57,60,106,109,109
"356",44,47,77,80,80
"357",54,57,99,102,103
"358",55,58,94,97,97
"359",57,60,105,109,109
"360",62,65,124,127,128
"361",64,68,120,124,125
"362",61,64,108,111,111
"363",70,74,139,143,144
"364",57,60,107,111,110
"365",75,79,134,138,138
"366",58,61,109,113,114
"367",46,49,91,93,93
"368",60,63,111,115,113
"369",49,52,91,94,94
"370",80,84,152,157,157
"371",57,60,102,106,106
"372",40,43,72,74,75
"373",48,51,88,91,92
"374",66,70,138,141,140
"375",64,68,116,120,119
"376",69,73,130,134,133
"377",60,64,105,109,109
"378",78,81,169,173,172
"379",93,98,195,200,200
"380",58,62,104,107,108
"381",61,65,111,114,116
"382",50,53,88,91,91
"383",83,88,155,160,160
"384",48,50,89,92,93
"385",44,47,83,86,86
"386",67,71,136,140,140
"387",62,65,112,115,116
"388",58,61,112,116,115
"389",63,67,114,118,118
"390",57,60,107,110,111
"391",68,72,126,130,131
"392",85,89,202,207,207
"393",59,62,116,120,120
"394",62,66,118,122,123
"395",59,62,117,120,120
"396",58,62,105,109,109
"397",64,67,129,133,132
"398",61,65,115,119,119
"399",91,96,199,203,204
"400",74,78,174,178,178
"401",65,69,126,130,130
"402",110,115,237,243,242
"403",82,86,147,152,153
"404",71,75,146,150,151
"405",43,46,74,77,76
"406",77,82,153,158,156
"407",65,68,127,131,131
"408",57,60,113,116,115
"409",64,68,115,119,120
"410",77,81,146,151,150
"411",56,59,105,109,108
"412",71,75,129,133,134
"413",62,65,126,129,129
"414",58,62,115,118,118
"415",93,98,212,217,216
"416",56,60,100,104,104
"417",87,92,176,181,181
"418",50,53,84,88,87
"419",58,62,99,103,104
"420",49,52,90,93,93
"421",66,70,123,127,127
"422",57,60,102,105,105
"423",83,87,156,160,160
"424",55,59,101,104,105
"425",53,56,94,98,98
"426",85,90,162,168,167
"427",39,41,70,72,72
"428",57,61,100,104,104
"429",57,60,100,104,105
"430",57,60,107,110,109
"431",61,64,130,134,133
"432",63,67,116,120,119
"433",112,117,250,255,255
"434",75,80,141,145,146
"435",50,53,96,99,99
"436",84,88,165,170,171
"437",45,48,79,82,82
"438",60,63,114,118,117
"439",49,52,86,89,89
"440",92,97,187,192,193
"441",48,51,84,87,88
"442",75,79,138,142,143
"443",50,53,84,87,87
"444",62,65,128,132,131
"445",55,59,102,105,106
"446",52,56,93,96,96
"447",46,49,78,81,81
"448",82,86,162,167,167
"449",68,72,131,135,136
"450",97,103,201,207,206
"451",65,68,117,121,121
"452",57,61,105,109,110
"453",59,62,108,112,111
"454",61,64,116,119,120
"455",50,53,89,92,91
"456",80,84,157,162,163
"457",46,49,82,84,85
"458",57,60,103,107,106
"459",46,49,84,87,87
"460",40,42,70,72,72
"461",59,63,110,113,113
"462",58,61,112,115,116
"463",59,62,115,119,118
"464",75,79,161,165,164
"465",70,73,154,158,157
"466",75,79,148,152,154
"467",53,56,91,94,96
"468",51,55,91,94,94
"469",61,65,111,115,114
"470",41,44,71,74,73
"471",53,56,95,98,97
"472",65,69,127,130,131
"473",50,53,85,89,87
"474",75,79,145,149,150
"475",64,68,119,123,123
"476",58,62,104,107,108
"477",50,53,88,91,92
"478",50,53,89,92,91
"479",49,52,94,97,97
"480",57,60,108,111,112
"481",61,64,109,112,113
"482",59,62,105,109,108
"483",65,69,138,142,141
"484",45,48,82,85,85
"485",50,53,93,96,97
"486",56,60,112,116,115
"487",66,70,120,124,124
"488",48,51,84,87,87
"489",48,51,90,93,94
"490",62,66,112,116,117
"491",46,49,80,83,83
"492",55,59,102,106,105
"493",54,57,95,99,99
"494",51,53,96,99,99
"495",54,57,101,104,105
"496",61,65,111,115,116
"497",46,49,80,83,82
"498",71,75,138,142,143
"499",68,72,139,143,143
"500",51,54,90,93,93
