"","age1_orange.S","age2_no_comorbid_orange.S","age2_comorbid_green.S","age3_no_comorbid_green.S","age3_comorbid_green.S"
"1",0.725196311880123,5.20202760246641,4.70895096775986,13.2814807003017,13.2814807003017
"2",1.08125179641662,6.6104705038406,4.76026033473767,13.3828153053126,13.3828153053126
"3",1.39388014471583,7.69814887159949,6.97795359485516,17.2217197636995,17.2217197636995
"4",2.52360295413514,10.9905749412585,15.455073802434,29.1138164593619,29.1138164593619
"5",0.165145426778577,2.14155711131075,1.25919744260411,5.55830336513145,5.55830336513146
"6",3.02780170410993,12.2595057927696,18.88966252246,33.2424522607402,33.2424522607402
"7",1.05854751331374,6.52678030727064,4.04862882681561,12.0229403910045,12.0229403910045
"8",1.36029178917623,7.58638948301542,6.77725136619696,16.8957163563902,16.8957163563903
"9",4.68498427946027,15.9290604433101,16.874327782156,30.8641355882858,30.8641355882858
"10",0.744705386334879,5.28551608645362,6.41794548111761,16.2928918945151,16.2928918945151
"11",0.255686301638679,2.78362185781259,1.1817490637462,5.33320783924141,5.3332078392414
"12",0.430296139611075,3.80360806610446,2.86978299569815,9.57556457862769,9.57556457862771
"13",2.11516280969488,9.88620988777726,7.26073101276901,17.684352272943,17.684352272943
"14",3.87810689264557,14.2218340328998,7.94352381091895,18.7737117878917,18.7737117878916
"15",1.21302332664611,7.08248412032666,5.29928940516694,14.3628088975065,14.3628088975065
"16",1.61298715636705,8.40269333193311,6.72704282832865,16.8108103703803,16.8108103703802
"17",1.5616127939129,8.24117893455546,7.28449062964118,17.7206215659692,17.7206215659692
"18",0.926464394365221,6.02534046983488,2.5501343733802,8.86172416575035,8.86172416575036
"19",1.02211825239468,6.39109004359947,4.98431614904623,13.7906815836273,13.7906815836273
"20",0.388187195314304,3.57577838883482,2.19243284503968,8.01735050544308,8.0173505054431
"21",0.922089671383365,6.00825606949527,2.97980022766057,9.82093702323509,9.82093702323512
"22",1.21365563560406,7.08473934705411,5.34169846731007,14.4402342564885,14.4402342564886
