"","age1_orange.R","age2_no_comorbid_orange.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",778.377834950957,850.434736767069,97.8845012728183,32.61195968662,33.0873012181836
"2",766.897623551764,822.025027323048,91.016550979839,30.8258641197992,29.3995874715123
"3",735.390798787303,779.733897699681,79.5714317849067,26.5484589845414,23.6133114397627
"4",719.175745639003,752.237557006109,74.4402602722165,22.9343876414484,21.4770932172328
"5",773.018634152605,868.655826327219,99.021723567977,34.5661970850071,34.8884900612749
"6",738.245621545356,760.73366012078,74.7942861108805,22.8463234199305,20.7443636927027
"7",782.74695145728,846.785446020803,101.870753517462,34.0609186297826,36.8069873501478
"8",736.194693516596,786.827265736493,82.1777576960718,27.1648110786979,23.6603041196526
"9",741.33316478126,749.103365223115,84.1234545032862,25.5569810492081,26.025145240868
"10",727.49638887396,793.096880198152,79.8101337679788,26.3999313503335,23.6490156689792
"11",748.801014544204,828.410592299374,86.1809104317043,30.9037062415357,26.2798189689602
"12",780.269710089042,862.030638227532,99.5406327701385,33.9384877342474,35.3735097306954
"13",750.133815454495,791.359424377911,90.3210186120583,29.3092419557104,29.3778961813816
"14",740.124595448175,758.31503325038,91.5978769397092,29.4249756910007,29.4855198623717
"15",762.085487769224,819.672581042598,92.634389845073,30.765971583392,29.9916691069761
"16",759.375108579232,811.317288766931,93.4350115668976,30.3352063526194,31.4425860814346
"17",733.520343270404,775.251267852429,79.1026145815634,26.3232492576573,22.4883628644138
"18",761.386543463153,824.805171246552,93.8032344584907,32.3068169278609,31.3776551213444
"19",747.143479078529,806.676975321936,86.8041371487353,29.1056704471993,26.6069026507822
"20",776.537258247644,850.018348983096,92.5789526390834,32.7210969257726,29.5996583114416
"21",724.501572172883,786.500472558509,82.4012877229811,28.2925602774574,24.1236317018918
"22",762.765942966979,822.214119321211,94.1974709457376,31.0881068717113,31.8056994391689
"23",756.133791432198,798.872286757486,90.8263978713605,29.8313077862215,28.6100756580177
"24",765.603412306981,806.711865356829,88.5229420981377,29.4189686277865,27.477567930687
"25",747.885932210441,805.484299313639,89.4849416752967,29.9985676539356,29.0492452231955
"26",680.824968704943,648.34003188267,55.7456268079818,15.8028769308532,14.3119469944496
"27",782.316681229789,864.746225075658,102.572525230712,34.6663359444769,38.1687507220381
"28",760.708513872822,818.692231144519,91.3045817080279,30.2009246760309,28.8924276499749
"29",747.057822591785,792.406764054177,84.582420352498,28.0169463612916,25.8867128988057
"30",752.357689873526,796.80329741386,89.5265030878504,28.7332851710569,27.8513281537086
"31",745.184855103618,824.894889739602,90.2475794458055,31.6316728924705,29.3610700795539
"32",736.6230798796,751.463725343277,84.6922155160416,26.1721079070797,26.267331145936
"33",774.674164955612,853.727318300706,94.6746810469068,32.3799009014185,31.6357628740097
"34",748.788777549276,823.199931209008,85.1454104083868,29.4520929716193,25.9406700192666
"35",734.023937961691,780.744665771052,82.8097807468249,26.7264538343593,25.2565358731628
"36",769.983605365455,816.414343708828,99.9339962956556,32.9175054793957,35.4475749938193
"37",735.120827881108,749.075853010155,84.8929808670567,26.9073641422855,25.5997450277636
"38",734.832069275659,787.352451062149,78.2602689139601,26.2453746276472,21.374000958235
"39",753.168036961759,774.124943837427,91.4600345378621,28.3662655617269,30.9326696060536
"40",709.783415832203,777.84704382694,76.5645265471884,26.0855226982538,22.9057631153448
"41",753.15774302518,809.348992209726,90.534573747672,30.1837674225629,29.7460993671698
"42",740.574415545635,770.659057477616,87.4055938927682,28.2768455857703,27.158362794967
"43",764.315362017091,830.798259387765,86.5457703398537,29.9622420611181,25.0209253694111
"44",767.75312177966,824.223605902627,93.5628398044396,31.9567378240056,30.7066387392628
"45",757.456693307877,827.304462264369,92.5751488642636,31.6040681467373,30.8032026399959
"46",767.982239446867,842.636330351225,93.2630544910081,31.6745824263704,31.0245541447175
"47",749.012683892239,791.790571953885,80.0997718165233,27.5621435606653,23.6733361165661
"48",580.703171204369,616.169527879114,52.1833181200358,17.2800671059757,16.7186457185625
"49",743.211693081447,792.993812813177,83.522041071346,27.7830664256127,23.5891700515689
"50",767.624833683608,806.672194300257,93.1937702802524,30.4897376901832,30.9699934069618
"51",756.926609359618,829.763125195243,90.472506444471,30.9563818462726,28.803398069129
"52",740.580289636877,801.381730946117,82.1045161562467,26.7481743990895,24.4017528401568
"53",725.078083700579,789.168746707888,79.1961259257431,26.7611676873934,23.58071628382
"54",747.575877006784,793.033159105142,87.9841218560027,29.8852921115017,26.8591834716987
"55",778.550327713894,851.70163037006,100.527137018561,34.5768458295513,35.5655423165935
"56",757.530384284939,807.048563045827,92.9947403319485,30.2145025257987,29.4589758704816
"57",738.035400353338,782.261695307556,86.7994153251312,28.8576008214775,26.824127781088
"58",779.823514538012,855.154160245403,100.287802520382,33.8741573441356,35.7085509681415
"59",776.603187560121,845.47913181694,100.005909894189,32.9135251882464,36.0743488909245
"60",745.502211902023,791.005128210122,90.8268224584194,30.1983647499485,29.9724158571579
"61",742.712846399745,770.183248674707,86.5678798061564,27.3192561875887,27.1531209342368
"62",763.842629498765,827.421655563174,94.881329094332,32.0249151900693,31.9607158902219
"63",716.845738016145,734.929809582228,66.5477385983769,20.7904495001565,18.0163293218586
"64",716.475067183859,758.398740701807,73.0881773198207,23.0330635505,21.4235123373857
"65",728.406814823339,726.196399135527,81.33596305158,24.6112364228326,25.4708704154681
"66",723.505012127977,760.03080452392,72.1503032005884,22.9356072521695,20.032909716298
"67",758.042318716754,834.007165457937,90.9681411703323,30.9138674412439,29.07024533215
"68",726.978285131285,802.133720077789,81.0072735216894,28.5432512134627,23.4490667769296
"69",754.834189136707,840.319616090615,89.9886354949999,32.4376021884968,29.0470849982776
"70",756.714154955605,812.287173422813,95.9879029636604,32.2693458743629,32.7540276282579
"71",768.016580651896,837.101192634734,96.5310835893194,32.757541815454,33.042631078928
"72",741.756816008211,789.36457576631,86.4477032731713,28.7608160859806,27.1003413146052
"73",732.107190353357,774.866991743486,77.3437631401819,26.5407460350643,23.0616132980916
"74",779.884944193792,873.412941922091,104.106703852831,36.7163017972625,39.7541948229943
"75",755.442279254491,789.615489381106,89.4097525114658,29.1776605899464,27.8975382542019
"76",777.157251807102,850.300991631428,100.863519608749,33.7524301812098,36.1038592822713
"77",764.376595496327,848.585415114773,96.0211905010835,33.1468384493606,32.9462074683402
"78",745.112464025412,793.840437244253,86.8679573710876,28.5065420521804,26.8635063372053
"79",751.217785630103,753.438696670122,87.6011856866871,26.8514374048845,28.4106120683496
"80",756.256261083589,817.33971443106,87.4091982427054,29.8303192412927,27.7459902717836
