"time" "age1_orange.S" "age2_no_comorbid_orange.S" "age2_comorbid_green.S" "age3_no_comorbid_green.S" "age3_comorbid_green.S" "age1_orange.E" "age2_no_comorbid_orange.E" "age2_comorbid_green.E" "age3_no_comorbid_green.E" "age3_comorbid_green.E" "age1_orange.P" "age2_no_comorbid_orange.P" "age2_comorbid_green.P" "age3_no_comorbid_green.P" "age3_comorbid_green.P" "age1_orange.A" "age2_no_comorbid_orange.A" "age2_comorbid_green.A" "age3_no_comorbid_green.A" "age3_comorbid_green.A" "age1_orange.I" "age2_no_comorbid_orange.I" "age2_comorbid_green.I" "age3_no_comorbid_green.I" "age3_comorbid_green.I" "age1_orange.H" "age2_no_comorbid_orange.H" "age2_comorbid_green.H" "age3_no_comorbid_green.H" "age3_comorbid_green.H" "age1_orange.R" "age2_no_comorbid_orange.R" "age2_comorbid_green.R" "age3_no_comorbid_green.R" "age3_comorbid_green.R" "age1_orange.D" "age2_no_comorbid_orange.D" "age2_comorbid_green.D" "age3_no_comorbid_green.D" "age3_comorbid_green.D"
0 814 941 125.2 44 74.6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 813.985645698098 940.99004666228 125.199998320744 43.9999994107242 74.5999990009097 0.01371813916177 0.88333278029356 1.5902978673144e-06 5.58038247046439e-07 9.46128482492371e-07 0.000192173546848371 0.0161413145387442 2.36698072440929e-08 8.30826544814167e-09 1.40862864188947e-08 5.37117838153588e-05 0.0129565901803529 7.86562847065309e-09 2.76237055144434e-09 4.68347370767609e-09 0.000375591950931743 0.0904373663481112 5.47286521322936e-08 1.92443049744571e-08 3.23340821833067e-08 1.11734383228966e-06 0.000554427246277416 5.71713076160617e-10 1.84864508696726e-10 7.56797813180008e-10 1.34033853601233e-05 0.00629640604806017 1.75081569306706e-09 6.49545819400739e-10 5.81753605700292e-10 1.64729240651563e-07 0.000234453064713398 3.71866161933992e-10 8.81872281566854e-11 5.19432961246104e-10
2 813.946688357889 940.963033112674 125.199995437219 43.9999984055982 74.5999972967642 0.0486618448338571 0.797304993168072 4.09749585219676e-06 1.43142070685227e-06 2.42690874389043e-06 0.000777449134435566 0.0145370936786347 6.71798258719818e-08 2.34839834255052e-08 3.9816026444152e-08 0.000452004404158072 0.0245692150703355 4.60381116160814e-08 1.61305088734535e-08 2.73485445899915e-08 0.00315723184628152 0.170954518917017 3.18248805051626e-07 1.11792933551161e-07 1.86014445647202e-07 1.97982329632215e-05 0.00227317494843984 7.08399567684271e-09 2.28959598544994e-09 9.30244310873744e-09 0.000240144101509092 0.0263060731981134 2.19819033225622e-08 8.14987085812123e-09 7.26532113103296e-09 3.16955778643768e-06 0.00102181834506474 4.75277077292679e-09 1.13419556554423e-09 6.58024599113247e-09
3 813.887755665581 940.922167398901 125.199991585936 43.9999970780246 74.5999950459235 0.0978448340055891 0.735064281217924 7.19342513632954e-06 2.49604555924831e-06 4.23193178908918e-06 0.00163331401416238 0.0133636369125793 1.21580470287009e-07 4.22267432954809e-08 7.15935238600654e-08 0.00143670765275645 0.0334330330382027 1.22123010214439e-07 4.26235528316789e-08 7.22662963918919e-08 0.010024200247353 0.231910194043235 8.38998187980916e-07 2.93947393945718e-07 4.84635137841883e-07 9.70983930119984e-05 0.00482430505958861 2.85205921957729e-08 9.20435659405325e-09 3.7125453611155e-08 0.00119134912551324 0.0569322710944498 8.96839768882611e-08 3.31953249630363e-08 2.94615847753068e-08 1.68309806779041e-05 0.00230487973248118 1.97324989603181e-08 4.73247454211758e-09 2.70626972569155e-08
4 813.811754204089 940.869463935279 125.199986758111 43.9999954366313 74.5999922630159 0.156766176480915 0.691734889965417 1.08126571432332e-05 3.71992327469419e-06 6.30696082482242e-06 0.00267354911014142 0.0125412180121751 1.85495391793505e-07 6.38908165066698e-08 1.08323975259036e-07 0.00312462648615682 0.0402557210286164 2.39864203848222e-07 8.32840937112103e-08 1.41204395246734e-07 0.0217772919271634 0.278402351029515 1.63834309084911e-06 5.71681383075885e-07 9.34475207515452e-07 0.000287033395220953 0.00794215718967807 7.46048821250996e-08 2.40182552059461e-08 9.62085924937954e-08 0.00356341927087243 0.0956299995563441 2.37725465771071e-07 8.77639183098644e-08 7.75681635701953e-08 5.36992406572544e-05 0.00402972793884015 5.31991018642518e-08 1.28069368541638e-08 7.22430093992187e-08
5 813.720359309763 940.80608323644 125.199980892635 43.9999934725794 74.599988933055 0.222640846773963 0.663852571093367 1.49467992854602e-05 5.09138550449082e-06 8.63221269625035e-06 0.00384444919128077 0.0120050576938511 2.58661616641804e-07 8.82259568619681e-08 1.49583099588702e-07 0.00555709462448723 0.0455841920539412 4.0183960638128e-07 1.38641336580713e-07 2.35060084293663e-07 0.0386890785300119 0.314357378865214 2.72976626900092e-06 9.47482478202556e-07 1.5363775159199e-06 0.000647202876923192 0.0114339941342584 1.55201934022607e-07 4.98005317956359e-08 1.98176077000189e-07 0.00813175365700477 0.140529152419455 5.01102183833927e-07 1.84369173073062e-07 1.62312803212304e-07 0.000130264583201358 0.00615441729957142 1.1399448123582e-07 2.75156684531381e-08 1.53222733952142e-07
6 813.614360515084 940.732571430214 125.199973889632 43.9999911641452 74.5999850192099 0.293861108679292 0.6489634675294 1.9624682787992e-05 6.61225421343008e-06 1.1210776461861e-05 0.00511462020037005 0.0117075749996484 3.41529469703312e-07 1.15239860363799e-07 1.95383945071351e-07 0.00873366004404822 0.0498445500812006 6.10389498133189e-07 2.09056607941615e-07 3.5444597619192e-07 0.0607414109410014 0.342822085318918 4.12542305836537e-06 1.42279413032642e-06 2.28992173561962e-06 0.00123354176624124 0.0151627592822064 2.80140743758039e-07 8.95232493753611e-08 3.54033524336133e-07 0.0156888561957262 0.190281235822974 9.16397723784515e-07 3.35776666694178e-07 2.94520396721091e-07 0.000266287089623672 0.00864689675085883 2.1180464739807e-07 5.12100698058565e-08 2.81708140338058e-07
7 813.493898076137 940.649024208964 125.199965618366 43.9999884795271 74.5999804675619 0.369626673943649 0.645341837289585 2.49002566250403e-05 8.29351159043127e-06 1.40612719237767e-05 0.00646796998216662 0.0116164667501157 4.34922441250691e-07 1.45077636274671e-07 2.45972537865742e-07 0.0126338166567266 0.0533723502740403 8.68169520997484e-07 2.94934748403409e-07 5.00048459793046e-07 0.0877781676769495 0.366184715445194 5.83994627190146e-06 1.99948097574803e-06 3.19582740745338e-06 0.00209785904876586 0.0190339458298085 4.59254561454377e-07 1.46060337747779e-07 5.74215892608057e-07 0.0270131571211103 0.243942993972489 1.52189916593203e-06 5.54980598600116e-07 4.85111909029055e-07 0.000484279433352009 0.0114834814746547 3.5718506641461e-07 8.64270071344355e-08 4.69990003968217e-07
8 813.358621665215 940.555196794858 125.199955921759 43.9999853785375 74.599975209975 0.449696323027904 0.65179800872854 3.08453553193247e-05 1.01526079996933e-05 1.72132853812982e-05 0.00789897639964363 0.0117093503322001 5.40332622811549e-07 1.78123069922191e-07 3.01999568549902e-07 0.0172307395913737 0.0564346431732711 1.17839605461266e-06 3.96824418332038e-07 6.7279776380841e-07 0.119601455903076 0.386335943664288 7.89205505581345e-06 2.68050171281861e-06 4.2569745936893e-06 0.00328692457955737 0.0229859533616563 7.02504655708561e-07 2.22219429045173e-07 8.68761374877085e-07 0.0428548454959352 0.300891504179165 2.35796145022513e-06 8.55291180589027e-07 7.45199960783678e-07 0.00080906978759522 0.0146478017017915 5.61636263882323e-07 1.35894705007247e-07 7.31006439934489e-07
9 813.207793828741 940.450575584001 125.199944618032 43.999981813391 74.5999691654311 0.534220763103381 0.667544092956251 3.75458072306583e-05 1.22118851634639e-05 2.07046962089638e-05 0.00940954080369275 0.011971027372678 6.59105513162744e-07 2.14708489673954e-07 3.64028484765361e-07 0.0224998485457973 0.0592465059941553 1.54512275695668e-06 5.15523358572086e-07 8.7404642157904e-07 0.156031275754781 0.404789529478732 1.03063589891156e-05 3.47060929024543e-06 5.47945831582146e-06 0.00484260801717063 0.0269827985757893 1.02017358188799e-06 3.20797952746047e-07 1.24756831145525e-06 0.0639345901808892 0.360760401313169 3.46764492275153e-06 1.25052676363183e-06 1.0862707659571e-06 0.00126754485399457 0.0181300603073109 8.3775499703852e-07 2.02557965983309e-07 1.07850036032196e-06
