"","age1_orange.E","age2_no_comorbid_orange.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"195",69,73,159,163,163
"196",55,58,118,121,121
"197",50,53,102,106,106
"198",46,49,96,99,99
"199",44,47,86,89,89
"200",45,48,94,97,97
"201",37,39,77,80,80
"202",62,66,142,146,146
"203",51,54,111,114,114
"204",62,65,143,147,147
"205",48,51,100,103,103
"206",37,39,74,77,77
"207",61,65,132,136,136
"208",47,50,92,96,96
"209",31,33,63,65,65
"210",42,45,92,95,95
"211",36,38,72,74,74
"212",49,52,102,105,105
"213",48,51,99,102,102
"214",27,29,59,61,61
"215",63,67,138,142,142
"216",48,51,102,106,106
"217",56,59,116,120,120
"218",45,48,105,108,108
"219",53,56,109,113,113
"220",50,53,107,111,111
"221",45,48,91,94,94
"222",40,43,86,89,89
"223",46,49,96,99,99
"224",44,47,91,94,94
"225",55,58,117,120,120
"226",39,41,81,83,83
"227",37,39,76,79,79
"228",29,31,56,58,58
"229",66,69,151,155,155
"230",41,44,82,85,85
"231",49,51,103,106,106
"232",35,37,73,75,75
"233",46,49,92,95,95
"234",53,56,116,120,120
"235",58,61,128,132,132
"236",45,47,93,96,96
"237",72,76,164,168,168
"238",41,43,81,84,84
"239",49,52,103,106,106
"240",46,49,101,104,104
"241",47,50,100,103,103
"242",51,54,107,111,111
"243",49,52,98,102,102
"244",41,44,83,86,86
"245",34,36,72,74,74
"246",56,59,125,128,128
"247",41,43,84,87,87
"248",66,70,139,143,143
"249",42,45,89,92,92
"250",46,49,93,96,96
"251",54,57,118,122,122
"252",43,45,92,95,95
"253",39,42,85,87,87
"254",55,58,113,117,117
"255",39,41,80,83,83
"256",47,50,97,100,100
"257",35,37,75,77,77
"258",42,44,89,92,92
"259",52,55,117,120,120
"260",46,49,94,97,97
"261",42,45,88,91,91
"262",57,60,119,122,122
"263",45,48,93,96,96
"264",68,72,141,146,146
"265",34,36,73,75,75
"266",58,61,134,137,137
"267",44,47,91,94,94
"268",50,53,111,114,114
"269",29,31,59,61,61
"270",65,69,142,146,146
"271",59,62,130,134,134
"272",62,66,140,144,144
"273",41,43,84,87,87
"274",35,38,72,74,74
"275",33,35,68,70,70
"276",33,35,69,71,71
"277",74,79,171,175,175
"278",65,68,142,146,146
"279",48,51,98,101,101
"280",43,46,88,91,91
"281",48,50,109,112,112
"282",63,66,171,175,175
"283",49,52,99,103,103
"284",43,45,87,90,90
"285",38,40,78,81,81
"286",51,54,112,115,115
"287",43,46,96,99,99
"288",40,43,82,84,84
"289",55,59,117,120,120
"290",52,55,111,115,115
"291",50,52,103,106,106
"292",42,45,82,85,85
"293",42,45,84,87,87
"294",54,57,126,129,129
"295",41,44,85,88,88
"296",73,77,160,165,165
"297",44,47,94,97,97
"298",70,74,160,164,164
"299",40,42,85,87,87
"300",43,45,86,89,89
"301",39,42,79,82,82
"302",38,40,80,82,82
"303",40,42,82,85,85
"304",49,52,101,105,105
"305",58,61,124,128,128
"306",40,42,86,89,89
"307",96,101,241,247,247
"308",54,58,123,126,126
"309",42,45,91,93,93
"310",37,39,83,86,86
"311",57,60,121,125,125
"312",48,51,110,113,113
"313",51,54,108,111,111
"314",50,53,107,111,111
"315",60,64,124,128,128
"316",56,59,121,124,124
"317",48,51,98,101,101
"318",42,44,87,90,90
"319",46,48,98,101,101
"320",43,46,93,96,96
"321",34,36,72,75,75
"322",41,43,85,88,88
"323",54,57,111,115,115
"324",43,45,88,91,91
"325",56,60,123,127,127
"326",30,31,62,64,64
"327",40,42,83,86,86
"328",79,84,193,198,198
"329",65,69,145,149,149
"330",56,59,120,123,123
"331",59,63,128,132,132
"332",45,48,96,99,99
"333",53,56,110,114,114
"334",73,77,159,163,163
"335",56,59,125,128,128
"336",44,47,90,93,93
"337",47,50,95,98,98
"338",54,57,123,126,126
"339",50,53,105,109,109
"340",31,33,61,63,63
"341",34,36,70,73,73
"342",44,47,96,99,99
"343",60,64,127,131,131
"344",68,72,152,157,157
"345",55,58,121,124,124
"346",36,39,71,73,73
"347",40,43,84,87,87
"348",44,46,90,93,93
"349",46,49,94,97,97
"350",69,73,205,208,208
"351",50,53,113,116,116
"352",36,38,72,75,75
"353",38,40,77,79,79
"354",44,47,89,92,92
"355",43,46,90,93,93
"356",30,31,61,63,63
"357",44,46,87,90,90
"358",39,41,77,79,79
"359",40,42,86,89,89
"360",49,52,110,113,113
"361",48,51,102,105,105
"362",45,48,91,94,94
"363",56,59,124,128,128
"364",44,46,93,96,96
"365",57,60,114,117,117
"366",45,48,95,99,99
"367",36,38,78,81,81
"368",47,49,98,101,101
"369",39,41,79,82,82
"370",63,66,134,138,138
"371",43,45,87,90,90
"372",26,28,56,58,58
"373",33,35,71,74,74
"374",55,58,126,130,130
"375",46,49,95,98,98
"376",54,57,114,118,118
"377",43,46,87,90,90
"378",66,69,157,161,161
"379",78,82,179,184,184
"380",43,46,87,90,90
"381",46,49,94,97,97
"382",36,38,73,75,75
"383",63,67,133,137,137
"384",34,36,74,76,76
"385",32,34,70,72,72
"386",56,59,123,127,127
"387",47,50,96,100,100
"388",46,48,99,102,102
"389",47,50,96,99,99
"390",43,46,91,94,94
"391",52,55,108,112,112
"392",76,80,193,197,197
"393",45,48,101,104,104
"394",47,50,102,105,105
"395",49,52,106,109,109
"396",39,41,83,86,86
"397",53,56,118,122,122
"398",48,51,102,105,105
"399",78,82,184,189,189
"400",65,69,165,169,169
"401",51,54,110,113,113
"402",93,99,220,225,225
"403",64,68,128,133,133
"404",57,60,130,134,134
"405",27,28,55,57,57
"406",65,69,142,146,146
"407",51,54,112,116,116
"408",47,49,102,105,105
"409",48,51,96,100,100
"410",61,65,130,134,134
"411",45,48,94,97,97
"412",52,55,108,112,112
"413",49,52,112,116,116
"414",46,49,102,105,105
"415",81,85,201,205,205
"416",42,45,84,87,87
"417",73,77,161,165,165
"418",33,35,66,68,68
"419",41,43,80,83,83
"420",37,39,77,80,80
"421",51,54,106,109,109
"422",44,46,87,90,90
"423",66,70,137,142,142
"424",43,45,87,90,90
"425",38,41,78,81,81
"426",67,71,143,147,147
"427",29,31,59,61,61
"428",42,45,84,87,87
"429",42,44,84,87,87
"430",43,46,92,95,95
"431",51,54,120,123,123
"432",51,54,103,106,106
"433",96,101,233,238,238
"434",59,63,123,127,127
"435",40,42,85,87,87
"436",70,74,150,155,155
"437",33,35,66,68,68
"438",47,50,100,103,103
"439",36,38,71,74,74
"440",81,86,175,180,180
"441",33,35,67,70,70
"442",58,61,119,123,123
"443",34,37,67,70,70
"444",52,55,118,121,121
"445",41,43,85,88,88
"446",37,39,75,78,78
"447",30,32,60,62,62
"448",65,69,143,147,147
"449",54,57,116,120,120
"450",79,83,181,186,186
"451",47,50,97,100,100
"452",45,47,91,94,94
"453",46,48,95,98,98
"454",48,51,102,105,105
"455",39,41,77,80,80
"456",65,69,141,145,145
"457",33,35,68,70,70
"458",42,44,87,89,89
"459",34,36,71,74,74
"460",30,31,59,61,61
"461",48,51,97,100,100
"462",46,49,98,101,101
"463",47,50,103,106,106
"464",63,66,149,152,152
"465",61,64,144,148,148
"466",58,61,128,132,132
"467",37,39,72,75,75
"468",38,40,76,79,79
"469",45,47,92,95,95
"470",28,30,57,59,59
"471",36,39,77,79,79
"472",50,53,110,113,113
"473",35,37,70,72,72
"474",60,63,128,132,132
"475",50,53,104,108,108
"476",44,47,88,91,91
"477",36,39,73,76,76
"478",36,39,75,77,77
"479",40,42,83,86,86
"480",43,45,91,94,94
"481",47,50,94,97,97
"482",45,48,91,94,94
"483",55,58,128,131,131
"484",31,33,67,69,69
"485",39,41,80,83,83
"486",46,49,101,104,104
"487",51,54,104,108,108
"488",34,36,67,70,70
"489",37,40,77,80,80
"490",46,49,94,97,97
"491",33,35,66,68,68
"492",42,45,88,91,91
"493",37,39,76,78,78
"494",41,43,85,88,88
"495",42,45,88,90,90
"496",44,47,92,95,95
"497",32,34,64,67,67
"498",55,59,120,124,124
"499",55,58,125,128,128
"500",39,41,76,79,79
