"time" "age1_orange.S" "age2_no_comorbid_orange.S" "age2_comorbid_green.S" "age3_no_comorbid_green.S" "age3_comorbid_green.S" "age1_orange.E" "age2_no_comorbid_orange.E" "age2_comorbid_green.E" "age3_no_comorbid_green.E" "age3_comorbid_green.E" "age1_orange.P" "age2_no_comorbid_orange.P" "age2_comorbid_green.P" "age3_no_comorbid_green.P" "age3_comorbid_green.P" "age1_orange.A" "age2_no_comorbid_orange.A" "age2_comorbid_green.A" "age3_no_comorbid_green.A" "age3_comorbid_green.A" "age1_orange.I" "age2_no_comorbid_orange.I" "age2_comorbid_green.I" "age3_no_comorbid_green.I" "age3_comorbid_green.I" "age1_orange.H" "age2_no_comorbid_orange.H" "age2_comorbid_green.H" "age3_no_comorbid_green.H" "age3_comorbid_green.H" "age1_orange.R" "age2_no_comorbid_orange.R" "age2_comorbid_green.R" "age3_no_comorbid_green.R" "age3_comorbid_green.R" "age1_orange.D" "age2_no_comorbid_orange.D" "age2_comorbid_green.D" "age3_no_comorbid_green.D" "age3_comorbid_green.D"
0 814 941 125.2 44 74.6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 813.98260967724 940.987941462722 125.199998394028 43.9999994365268 74.5999990446569 0.0165432284405555 0.873471033696056 1.51866500046723e-06 5.32819729946633e-07 9.03371633045883e-07 0.000105387620145667 0.00611064972109915 9.79082920760678e-09 3.43554442670482e-09 5.82480941436774e-09 0.000134343253321019 0.0231847755953205 1.39921558209408e-08 4.91294393010233e-09 8.32967311785532e-09 0.00058266737378434 0.100636550496831 6.07865353860928e-08 2.13423530040956e-08 3.62978644307248e-08 7.48186561564371e-07 0.000271178596140222 2.66778887943995e-10 8.61639770894955e-11 3.56112492636621e-10 2.37787324977353e-05 0.00820820373072123 2.2062699032294e-09 8.13746515177254e-10 7.90719725421789e-10 1.6915267551848e-07 0.000176145441137847 2.64348990414306e-10 6.26654925799228e-11 3.72296591559768e-10
2 813.93561322997 940.955353373775 125.199994790994 43.9999981802227 74.5999969146503 0.0582372726399946 0.783426455844052 4.67838369698343e-06 1.63396992387855e-06 2.77032173457799e-06 0.000388671168683701 0.00547394190972966 3.13183535168149e-08 1.09410459837328e-08 1.8550046145159e-08 0.00100601332355569 0.041608000201241 8.67820504007764e-08 3.03900723679696e-08 5.15249863329744e-08 0.00436721546154121 0.180919787959131 3.77941748025933e-07 1.32338005162857e-07 2.25760415598321e-07 1.1530940216807e-05 0.00100949571541975 3.30783557491008e-09 1.0664375356892e-09 4.41833048477147e-09 0.000373198079792681 0.0315013170998207 2.78681844313994e-08 1.02607727734803e-08 9.98138295629871e-09 2.86841630959858e-06 0.000707627495283504 3.4042641052185e-09 8.11042242279771e-10 4.79279881262706e-09
3 813.864511234167 940.906048680594 125.199989426688 43.9999963299939 74.5999937776715 0.116529006030376 0.72130787633485 9.03752112994585e-06 3.1344241436793e-06 5.31427366178815e-06 0.000789623014259187 0.00503370332669845 6.12842433650994e-08 2.12625952870109e-08 3.6049763827555e-08 0.00305816054158266 0.0555947828492589 2.46953917398707e-07 8.61144104624005e-08 1.46003068647719e-07 0.0132877898562563 0.242148673275263 1.0780513292255e-06 3.75873431619111e-07 6.43108021027137e-07 5.32782248420553e-05 0.00205789810220512 1.4039143366821e-08 4.51330787994437e-09 1.87431665054427e-08 0.00175640817677973 0.0662540124920063 1.2047180447929e-07 4.42341984079257e-08 4.30753391282632e-08 1.44999886783982e-05 0.00155437302444684 1.49900313465606e-08 3.58398863719769e-09 2.10754624350012e-08
4 813.772501336584 940.842243133807 125.199982325308 43.999993915143 74.5999896834015 0.186180171978467 0.681219440594145 1.4409930560402e-05 4.95246107713645e-06 8.39667264442182e-06 0.00127091977320981 0.00474837795271336 9.83337654909984e-08 3.3811141337154e-08 5.73252532671125e-08 0.0064949404114986 0.0663837806878927 5.11342222664647e-07 1.77292808530918e-07 3.00591898100349e-07 0.0282457322768458 0.289614811958974 2.23730226578949e-06 7.7559674906748e-07 1.3308184878264e-06 0.000152108792438881 0.00330384621506266 3.8512453240726e-08 1.23333226144267e-08 5.13372393782635e-08 0.005109693268057 0.109802586168631 3.36631607350663e-07 1.23143748468511e-07 1.20041787416602e-07 4.50969148655845e-05 0.00268402261439152 4.26391428341353e-08 1.02181642485182e-08 5.98111680197777e-08
5 813.661185055178 940.765045446312 125.199973382879 43.9999909229815 74.5999846103278 0.264149497057373 0.65910060257713 2.07535982462555e-05 7.05643542037342e-06 1.19638655081825e-05 0.00181081252013934 0.004589143866628 1.4213657836662e-07 4.83532231278923e-08 8.19806919395897e-08 0.0113864655928765 0.0749203340089761 8.91626285493384e-07 3.06982975150008e-07 5.20475680595517e-07 0.0495612691396936 0.327363974301847 3.90967534123734e-06 1.34585847364633e-06 2.31567605559356e-06 0.000334838950437349 0.0046688100340616 8.32608850375322e-08 2.65362260057212e-08 1.10706102822864e-07 0.0114643796237363 0.160240347785182 7.4130239372885e-07 2.69934905192889e-07 2.6340062106697e-07 0.000107681937347859 0.0040713411134799 9.55208797789689e-08 2.29172169225509e-08 1.33567513787566e-07
6 813.531017291167 940.67476892078 125.19996240165 43.9999873102424 74.5999784850928 0.348877994435834 0.65218858501638 2.81192263046133e-05 9.44740941023425e-06 1.6017653227355e-05 0.00239805859659804 0.00453643934455494 1.93020781966807e-07 6.48875212747921e-08 1.10013842888648e-07 0.0177334269942793 0.0819347495137568 1.39802743721006e-06 4.7743213968575e-07 8.09464491376631e-07 0.0772521247837647 0.358528583736724 6.14283139740162e-06 2.09745762614749e-06 3.6183924252792e-06 0.000626776750830472 0.00609987191563343 1.55051423154837e-07 4.9138872627819e-08 2.05451959368168e-07 0.0218765657826528 0.216245570788789 1.40601372117865e-06 5.09239531523895e-07 4.973984966872e-07 0.000217761488348672 0.00569727890330144 1.84179438746428e-07 4.41925025400008e-08 2.56532767526648e-07
7 813.381611388724 940.571142855512 125.199949110532 43.9999830101471 74.5999711944768 0.439800712048358 0.658642352140608 3.66184766332495e-05 1.21480789855103e-05 2.0596515734527e-05 0.00302845824178267 0.00457716450038034 2.51746312933372e-07 8.35659784527122e-08 1.41682318013034e-07 0.0255088955647115 0.0880003135307247 2.04151370206176e-06 6.90897056381826e-07 1.17138455468411e-06 0.111214179605068 0.385574038445747 8.98765491503502e-06 3.04118593795594e-06 5.25959063055675e-06 0.00105079906603883 0.0075633429344078 2.60846134827813e-07 8.21405453754662e-08 3.44163679017674e-07 0.0373926503454023 0.27695162458267 2.40869889043024e-06 8.67139967975134e-07 8.4777762456653e-07 0.000392916403935987 0.00754830835266007 3.2053143758505e-07 7.68443560787213e-08 4.44408662019245e-07
8 813.211933430037 940.453447107024 125.199933175384 43.9999779362645 74.5999625919395 0.537029692527798 0.677290710316794 4.64060813813346e-05 1.51962254102811e-05 2.57645094456139e-05 0.00370260469052556 0.00470303873147294 3.19377118611623e-07 1.04647136165302e-07 1.77424462680265e-07 0.0346837215628967 0.0935749651087103 2.83504435319531e-06 9.50118065651381e-07 1.61088199312751e-06 0.151331615962611 0.410475620581991 1.25037056571048e-05 4.18989889889783e-06 7.26334717805075e-06 0.00162725001776971 0.00904007511757131 4.07885440368103e-07 1.27541303799477e-07 5.35485137252071e-07 0.0590391761951848 0.341852498398348 3.83453653553696e-06 1.37133142980797e-06 1.34193132061242e-06 0.000652509005417803 0.00961598472044333 5.17985252917939e-07 1.23973178276876e-07 7.14480975095525e-07
9 813.020420690765 940.320594032428 125.199914202693 43.9999719842564 74.5999525005802 0.64115287395743 0.707465780457655 5.76706357495127e-05 1.86410664139646e-05 3.16050807836734e-05 0.00442445601102475 0.0049092075705192 3.97214789810288e-07 1.28469971261587e-07 2.17814996729852e-07 0.0452414040900632 0.0990313582528305 3.79427918353033e-06 1.25859045899673e-06 2.13388291457202e-06 0.197541714343397 0.434846136772872 1.67623790865949e-05 5.55971982256924e-06 9.65929004969986e-06 0.00237428326528294 0.0105220513772833 6.03828549507445e-07 1.87381512849046e-07 7.88273265793188e-07 0.0878270754105581 0.410734768983329 5.77733556465104e-06 2.05150548652631e-06 2.00927581880785e-06 0.00101750215710587 0.011896664156769 7.91634534558199e-07 1.89009905597206e-07 1.08580195376134e-06
