"time" "age1_orange.S" "age2_no_comorbid_orange.S" "age2_comorbid_green.S" "age3_no_comorbid_green.S" "age3_comorbid_green.S" "age1_orange.E" "age2_no_comorbid_orange.E" "age2_comorbid_green.E" "age3_no_comorbid_green.E" "age3_comorbid_green.E" "age1_orange.P" "age2_no_comorbid_orange.P" "age2_comorbid_green.P" "age3_no_comorbid_green.P" "age3_comorbid_green.P" "age1_orange.A" "age2_no_comorbid_orange.A" "age2_comorbid_green.A" "age3_no_comorbid_green.A" "age3_comorbid_green.A" "age1_orange.I" "age2_no_comorbid_orange.I" "age2_comorbid_green.I" "age3_no_comorbid_green.I" "age3_comorbid_green.I" "age1_orange.H" "age2_no_comorbid_orange.H" "age2_comorbid_green.H" "age3_no_comorbid_green.H" "age3_comorbid_green.H" "age1_orange.R" "age2_no_comorbid_orange.R" "age2_comorbid_green.R" "age3_no_comorbid_green.R" "age3_comorbid_green.R" "age1_orange.D" "age2_no_comorbid_orange.D" "age2_comorbid_green.D" "age3_no_comorbid_green.D" "age3_comorbid_green.D"
0 814 941 125.2 44 74.6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 813.967173745163 940.977238023378 125.199989657763 43.9999963748378 74.5999938537022 0.029980979923883 0.782083933268942 9.42338569437887e-06 3.30275287043711e-06 5.59966736669564e-06 0.00254672502834423 0.192321556328833 8.20955421818544e-07 2.88041885649967e-07 4.88361924306536e-07 4.59069918075739e-05 0.00728412441335522 1.50483359628252e-08 5.28282792568749e-09 8.95679461946106e-09 0.000244144218826622 0.0387536380217869 8.01167964345948e-08 2.81213189591649e-08 4.77771562150461e-08 3.46804957532371e-07 9.85825332442033e-05 3.57693552434842e-10 1.15496052031097e-10 4.76991125625727e-10 8.10262043423134e-06 0.00218042514992861 2.15236924069095e-09 7.95458719443417e-10 7.46675339842351e-10 4.9249149945884e-08 3.97169063301172e-05 2.20951095440256e-10 5.23671230549815e-11 3.10863857795e-10
2 813.877414720774 940.914996552148 125.199964321928 43.9999875906449 74.5999789605024 0.102413030755038 0.650585444474013 2.95907492177163e-05 1.02836167341847e-05 1.74354047356859e-05 0.0161973007601433 0.278182191889155 4.85873513942694e-06 1.69584571843873e-06 2.87522933171658e-06 0.000592936430950144 0.0222978911253271 1.83048671302937e-07 6.40450773385737e-08 1.08585517487673e-07 0.00315485366414365 0.118737502337002 9.76098194180026e-07 3.41412712096778e-07 5.81298998763299e-07 9.15967621403549e-06 0.000634259743276941 8.98627443574592e-09 2.89446096581298e-09 1.19747982266905e-08 0.000216570999428139 0.014293702764659 5.47245211667192e-08 2.01761897126995e-08 1.8956343139939e-08 1.42693975169926e-06 0.000272455518430995 5.72987521143929e-09 1.36424142856421e-09 8.04784336115194e-09
3 813.738590096152 940.818726181377 125.19992763954 43.9999751356731 74.5999578436639 0.20040413379525 0.580194002222073 5.48512692152607e-05 1.87978873081867e-05 3.18709634816074e-05 0.0440912289297298 0.31175785691598 1.25250964398737e-05 4.33217340662161e-06 7.34500309395392e-06 0.00244508675800089 0.038991521261477 7.18809431925391e-07 2.5004472396564e-07 4.23939463814471e-07 0.0130158320410177 0.207825386797426 3.83926794294618e-06 1.33491412374676e-06 2.27790762958762e-06 5.78908838770519e-05 0.00173871487563724 5.44396846167526e-08 1.74634250617522e-08 7.23776845391798e-08 0.00138587250491004 0.0399693366973444 3.35714668712423e-07 1.2327986422272e-07 1.15935689805728e-07 9.85893570169346e-06 0.000796999853281546 3.586309749563e-08 8.56405940112757e-09 5.02090379641594e-08
4 813.553027009695 940.6900339388 125.199879312963 43.9999591571848 74.5999307528633 0.315910865794489 0.554981861316329 8.43047363230554e-05 2.8369415350121e-05 4.80990542072506e-05 0.0856406558174719 0.323313288878121 2.34715024120902e-05 8.01580768853874e-06 1.35904375810225e-05 0.00635825563598507 0.0548124130345579 1.80125195496985e-06 6.21461561667217e-07 1.05365982955396e-06 0.0338628005372805 0.29242741445493 9.63643823098803e-06 3.3227321662485e-06 5.68262395218088e-06 0.000204463251579447 0.0033825573108335 1.85802935727185e-07 5.92623228645272e-08 2.46057229108678e-07 0.00495801898715512 0.0793936833151497 1.16078686512921e-06 4.23884661207897e-07 3.99011428273245e-07 3.79302814778841e-05 0.00165484289077707 1.26518433263276e-07 3.02514512389862e-08 1.76292455809236e-07
5 813.318829696793 940.527595977561 125.19981691516 43.9999390799422 74.599896712811 0.446485494374603 0.565374684026043 0.000119106199197952 3.92599267925024e-05 6.65634213345608e-05 0.1394073197179 0.329494390835089 3.75512315450239e-05 1.2624334504997e-05 2.14039853198358e-05 0.012909993693933 0.06904173135923 3.56680509209776e-06 1.21783353236214e-06 2.06478139805035e-06 0.0687886316282654 0.368685929982918 1.91123404381974e-05 6.52087403928542e-06 1.11768556670258e-05 0.000526883109794437 0.0054813757909794 4.66510534672938e-07 1.47714831722384e-07 6.14413138403203e-07 0.0129459084381621 0.131465147805034 2.95340715612045e-06 1.07089114589645e-06 1.00900408848178e-06 0.000106072244532706 0.00286076264026141 3.28346463869061e-07 7.84829850416508e-08 4.54728013933838e-07
6 813.030719714279 940.327738805268 125.199736700588 43.9999138966012 74.5998540156012 0.593212475011716 0.606131176187957 0.000161279341671929 5.20432269374968e-05 8.82369256713014e-05 0.204379597805188 0.339385029939213 5.50402110225355e-05 1.81787619574804e-05 3.08212645915463e-05 0.0225163078960392 0.0818734615532514 6.1380885796601e-06 2.07009775203211e-06 3.50975664321808e-06 0.120029998110255 0.437598033104035 3.29405463984301e-05 1.11000307780528e-05 1.90663933911947e-05 0.00111565289386318 0.00794855060489561 9.70265228148477e-07 3.04562350125467e-07 1.26905156657176e-06 0.0277834258241066 0.194904523856466 6.22534624546854e-06 2.23837558016154e-06 2.11097547329853e-06 0.000242828180028628 0.00442041948575319 7.05612566837622e-07 1.68343420252183e-07 9.70031496047838e-07
7 812.680483039817 940.084747190976 125.199633877886 43.9998822796277 74.5998004104597 0.759481277046188 0.67504448737603 0.00021327821176489 6.7435345571024e-05 0.000114333563172691 0.280437565597899 0.358018905815225 7.66147065196286e-05 2.4837183942759e-05 4.21103164120414e-05 0.0354999982335622 0.0939237469141283 9.65345088587818e-06 3.21121161701939e-06 5.44446333249196e-06 0.18932886067846 0.502414723640382 5.18802690224712e-05 1.72418852538148e-05 2.96764838073205e-05 0.00206838411296446 0.010719158834425 1.78058948727309e-06 5.53407749898926e-07 2.30990452913639e-06 0.0522159819988137 0.268791310298933 1.1577898575413e-05 4.12339716653989e-06 3.89221057833394e-06 0.000484892514678633 0.00634047614448021 1.3369877924576e-06 3.17940999313283e-07 1.82259847724755e-06
8 812.257112436836 939.790959841371 125.199502599615 43.9998425982602 74.5997331325049 0.950316616931861 0.772137575425855 0.000277897390528344 8.62470580633996e-05 0.000146227966625673 0.36845171389089 0.388405510373893 0.000103287066390163 3.28696135411124e-05 5.57289356856134e-05 0.0521663950548062 0.105981895657335 1.42890746174276e-05 4.68408049965948e-06 7.94164557442267e-06 0.278334363280146 0.567319434526484 7.68946424468914e-05 2.51814336008627e-05 4.34240291636384e-05 0.00348739216190743 0.0137591139758368 2.9932710797416e-06 9.2023579409718e-07 3.84737875109768e-06 0.0892538464277952 0.352802036770627 1.97207487506536e-05 6.95048313548098e-06 6.56646423251627e-06 0.000877235416582139 0.00863459189877302 2.31819098845531e-06 5.48835105125482e-07 3.1310750712307e-06
9 811.746712060024 939.436698891016 125.199335795373 43.9997928829391 74.5996488424377 1.17207605019209 0.899195823286849 0.000358339264585888 0.000109393233595352 0.000185471255141211 0.470244083532057 0.43268844950904 0.000136365462264741 4.26388611607066e-05 7.22922509679253e-05 0.0728700818365851 0.118896760537956 2.02745439656378e-05 6.54690791983537e-06 1.10999847913572e-05 0.388957710256932 0.636823780100376 0.000109234842014876 3.52358021984089e-05 6.0867401873109e-05 0.00548000268796556 0.0170672046755837 4.72072808482398e-06 1.43457261705979e-06 6.00717280316401e-06 0.142186512797057 0.447301876520587 3.15036289485372e-05 1.09808563303799e-05 1.03826839012774e-05 0.00147349867294183 0.0113272143537692 3.76615721270871e-06 8.86827049079805e-07 5.0368128165782e-06
