"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",92.2872340425532,88.1410256410256,87.9716981132076,79.9573560767591,67.8913738019169,54.5454545454545,38.8739946380697
"2",92.8191489361702,92.948717948718,85.4952830188679,77.8251599147122,69.4888178913738,56.8181818181818,37.5335120643432
"3",90.8244680851064,89.7435897435898,85.0235849056604,86.3539445628998,70.2875399361022,59.0909090909091,34.8525469168901
"4",0,0,0.117924528301887,0,0,0,0
"5",90.4255319148936,89.7435897435898,85.7311320754717,83.1556503198294,63.0990415335463,65.9090909090909,28.1501340482574
"6",93.218085106383,92.948717948718,87.6179245283019,81.0234541577825,66.2939297124601,52.2727272727273,22.7882037533512
"7",92.2872340425532,92.948717948718,85.1415094339623,85.2878464818763,63.0990415335463,63.6363636363636,33.5120643431635
"8",92.5531914893617,94.551282051282,87.1462264150943,87.4200426439232,79.8722044728434,70.4545454545455,29.4906166219839
"9",0,0,0.117924528301887,0,0,0,0
"10",92.4202127659574,92.948717948718,84.7877358490566,86.3539445628998,62.3003194888179,63.6363636363636,33.5120643431635
"11",90.8244680851064,88.1410256410256,86.5566037735849,79.9573560767591,67.0926517571885,59.0909090909091,30.8310991957105
"12",90.2925531914894,94.551282051282,83.2547169811321,83.1556503198294,62.3003194888179,50,25.4691689008043
"13",89.8936170212766,92.948717948718,89.5047169811321,79.9573560767591,63.8977635782748,65.9090909090909,30.8310991957105
"14",90.9574468085106,94.551282051282,87.7358490566038,87.4200426439232,63.8977635782748,63.6363636363636,40.2144772117963
"15",93.218085106383,96.1538461538462,85.377358490566,83.1556503198294,70.2875399361022,54.5454545454545,34.8525469168901
"16",93.75,91.3461538461538,85.7311320754717,85.2878464818763,65.4952076677316,47.7272727272727,28.1501340482574
"17",92.8191489361702,92.948717948718,84.4339622641509,79.9573560767591,63.8977635782748,54.5454545454545,42.8954423592493
"18",91.6223404255319,92.948717948718,86.5566037735849,88.4861407249467,66.2939297124601,65.9090909090909,40.2144772117963
"19",92.686170212766,92.948717948718,85.6132075471698,85.2878464818763,74.2811501597444,77.2727272727273,33.5120643431635
"20",92.0212765957447,84.9358974358974,88.4433962264151,83.1556503198294,63.8977635782748,70.4545454545455,36.1930294906166
"21",0,0,0.117924528301887,0,0,0,0
"22",93.3510638297872,86.5384615384615,83.2547169811321,85.2878464818763,64.6964856230032,40.9090909090909,42.8954423592493
"23",90.9574468085106,89.7435897435898,86.0849056603774,79.9573560767591,67.8913738019169,63.6363636363636,34.8525469168901
"24",92.1542553191489,92.948717948718,86.7924528301887,89.5522388059701,66.2939297124601,54.5454545454545,36.1930294906166
"25",92.9521276595745,94.551282051282,87.2641509433962,84.2217484008529,67.0926517571885,56.8181818181818,34.8525469168901
"26",89.8936170212766,92.948717948718,86.6745283018868,85.2878464818763,71.8849840255591,75,28.1501340482574
"27",93.0851063829787,88.1410256410256,84.3160377358491,82.089552238806,62.3003194888179,68.1818181818182,28.1501340482574
"28",0,0,0.117924528301887,0,0,0,0
"29",92.1542553191489,86.5384615384615,84.7877358490566,87.4200426439232,67.0926517571885,79.5454545454545,25.4691689008043
"30",91.7553191489362,76.9230769230769,87.5,82.089552238806,67.8913738019169,61.3636363636364,40.2144772117963
"31",92.0212765957447,91.3461538461538,85.2594339622642,82.089552238806,74.2811501597444,59.0909090909091,29.4906166219839
"32",92.8191489361702,91.3461538461538,87.9716981132076,84.2217484008529,67.0926517571885,52.2727272727273,41.5549597855228
"33",91.4893617021277,91.3461538461538,85.377358490566,82.089552238806,70.2875399361022,56.8181818181818,36.1930294906166
"34",89.2287234042553,92.948717948718,87.8537735849057,88.4861407249467,69.4888178913738,70.4545454545455,21.4477211796247
"35",92.0212765957447,91.3461538461538,87.1462264150943,85.2878464818763,62.3003194888179,61.3636363636364,41.5549597855228
"36",91.8882978723404,96.1538461538462,88.7971698113208,87.4200426439232,70.2875399361022,72.7272727272727,25.4691689008043
"37",93.0851063829787,84.9358974358974,84.3160377358491,77.8251599147122,70.2875399361022,70.4545454545455,30.8310991957105
"38",90.5585106382979,92.948717948718,84.4339622641509,85.2878464818763,70.2875399361022,75,29.4906166219839
"39",91.2234042553192,96.1538461538462,85.8490566037736,85.2878464818763,66.2939297124601,61.3636363636364,30.8310991957105
"40",93.0851063829787,94.551282051282,87.6179245283019,89.5522388059701,77.4760383386581,56.8181818181818,20.1072386058981
"41",0,0,0.117924528301887,0,0,0,0
"42",92.4202127659574,94.551282051282,86.438679245283,86.3539445628998,71.0862619808307,43.1818181818182,36.1930294906166
"43",92.686170212766,88.1410256410256,85.6132075471698,82.089552238806,65.4952076677316,65.9090909090909,37.5335120643432
"44",94.0159574468085,88.1410256410256,85.8490566037736,84.2217484008529,63.0990415335463,61.3636363636364,32.171581769437
"45",92.5531914893617,94.551282051282,84.7877358490566,82.089552238806,64.6964856230032,45.4545454545455,34.8525469168901
"46",91.4893617021277,88.1410256410256,86.438679245283,83.1556503198294,63.0990415335463,65.9090909090909,34.8525469168901
"47",92.2872340425532,92.948717948718,87.0283018867924,86.3539445628998,70.2875399361022,43.1818181818182,29.4906166219839
"48",93.4840425531915,96.1538461538462,87.5,85.2878464818763,65.4952076677316,79.5454545454545,34.8525469168901
"49",91.8882978723404,86.5384615384615,85.8490566037736,89.5522388059701,67.8913738019169,75,24.1286863270778
"50",92.8191489361702,89.7435897435898,88.3254716981132,90.6183368869936,68.6900958466454,68.1818181818182,28.1501340482574
"51",91.8882978723404,88.1410256410256,87.6179245283019,85.2878464818763,67.0926517571885,56.8181818181818,26.8096514745308
"52",0,0,0.235849056603774,0,0,0,0
"53",91.3563829787234,92.948717948718,86.5566037735849,83.1556503198294,66.2939297124601,63.6363636363636,37.5335120643432
"54",92.686170212766,92.948717948718,87.0283018867924,87.4200426439232,61.5015974440894,68.1818181818182,34.8525469168901
"55",0,0,0.117924528301887,0,0,0,0
"56",90.4255319148936,91.3461538461538,82.6650943396226,85.2878464818763,71.8849840255591,86.3636363636364,28.1501340482574
"57",92.9521276595745,89.7435897435898,85.377358490566,83.1556503198294,56.7092651757188,56.8181818181818,26.8096514745308
"58",0,0,0.117924528301887,0,0,0,0
"59",92.1542553191489,89.7435897435898,88.0896226415094,89.5522388059701,67.0926517571885,70.4545454545455,29.4906166219839
"60",91.6223404255319,91.3461538461538,85.377358490566,84.2217484008529,63.0990415335463,59.0909090909091,32.171581769437
"61",91.8882978723404,91.3461538461538,87.0283018867924,84.2217484008529,58.3067092651757,65.9090909090909,33.5120643431635
"62",93.0851063829787,89.7435897435898,86.7924528301887,85.2878464818763,67.8913738019169,54.5454545454545,33.5120643431635
"63",92.5531914893617,94.551282051282,85.6132075471698,87.4200426439232,60.702875399361,68.1818181818182,26.8096514745308
"64",0,0,0.117924528301887,0,0,0,0
"65",91.7553191489362,92.948717948718,87.2641509433962,78.8912579957356,68.6900958466454,59.0909090909091,37.5335120643432
"66",91.4893617021277,89.7435897435898,85.2594339622642,89.5522388059701,67.0926517571885,59.0909090909091,30.8310991957105
"67",0,0,0.117924528301887,0,0,0,0
"68",91.0904255319149,81.7307692307692,86.7924528301887,84.2217484008529,63.8977635782748,65.9090909090909,29.4906166219839
"69",93.0851063829787,91.3461538461538,84.5518867924528,89.5522388059701,68.6900958466454,63.6363636363636,36.1930294906166
"70",93.0851063829787,86.5384615384615,85.377358490566,87.4200426439232,63.8977635782748,61.3636363636364,25.4691689008043
"71",0.132978723404255,0,0,0,0,0,0
"72",92.8191489361702,88.1410256410256,86.2028301886792,85.2878464818763,67.0926517571885,47.7272727272727,37.5335120643432
"73",93.8829787234042,86.5384615384615,88.6792452830189,90.6183368869936,62.3003194888179,63.6363636363636,30.8310991957105
"74",91.0904255319149,96.1538461538462,87.1462264150943,88.4861407249467,59.1054313099042,68.1818181818182,29.4906166219839
"75",0,0,0.117924528301887,0,0,0,0
"76",92.0212765957447,84.9358974358974,88.7971698113208,87.4200426439232,56.7092651757188,61.3636363636364,30.8310991957105
"77",93.218085106383,91.3461538461538,87.2641509433962,81.0234541577825,71.8849840255591,63.6363636363636,38.8739946380697
"78",90.9574468085106,94.551282051282,86.9103773584906,83.1556503198294,63.0990415335463,50,34.8525469168901
"79",0,0,0.117924528301887,0,0,0,0
"80",93.3510638297872,96.1538461538462,87.0283018867924,85.2878464818763,70.2875399361022,56.8181818181818,36.1930294906166
"81",0,0,0.117924528301887,0,0,0,0
"82",92.4202127659574,91.3461538461538,82.9009433962264,84.2217484008529,64.6964856230032,63.6363636363636,29.4906166219839
"83",92.5531914893617,91.3461538461538,85.2594339622642,82.089552238806,64.6964856230032,65.9090909090909,33.5120643431635
"84",91.8882978723404,91.3461538461538,88.561320754717,87.4200426439232,66.2939297124601,54.5454545454545,42.8954423592493
"85",90.0265957446808,89.7435897435898,88.0896226415094,85.2878464818763,64.6964856230032,63.6363636363636,45.5764075067024
"86",92.1542553191489,92.948717948718,88.6792452830189,84.2217484008529,69.4888178913738,56.8181818181818,29.4906166219839
"87",93.3510638297872,91.3461538461538,87.6179245283019,83.1556503198294,72.6837060702875,61.3636363636364,29.4906166219839
"88",93.4840425531915,94.551282051282,87.6179245283019,86.3539445628998,58.3067092651757,72.7272727272727,24.1286863270778
"89",90.8244680851064,88.1410256410256,88.4433962264151,84.2217484008529,63.8977635782748,75,34.8525469168901
"90",91.7553191489362,94.551282051282,85.377358490566,93.816631130064,61.5015974440894,52.2727272727273,26.8096514745308
"91",91.2234042553192,86.5384615384615,87.5,88.4861407249467,61.5015974440894,59.0909090909091,40.2144772117963
"92",0,0,0.117924528301887,0,0,0,0
"93",90.9574468085106,84.9358974358974,87.7358490566038,85.2878464818763,67.8913738019169,77.2727272727273,34.8525469168901
"94",91.6223404255319,88.1410256410256,86.3207547169811,84.2217484008529,63.8977635782748,50,34.8525469168901
"95",0,0,0.117924528301887,0,0,0,0
"96",91.7553191489362,94.551282051282,86.438679245283,84.2217484008529,67.0926517571885,47.7272727272727,42.8954423592493
"97",91.7553191489362,91.3461538461538,84.1981132075472,84.2217484008529,71.8849840255591,61.3636363636364,33.5120643431635
"98",90.4255319148936,92.948717948718,87.3820754716981,85.2878464818763,58.3067092651757,47.7272727272727,29.4906166219839
"99",88.9627659574468,86.5384615384615,85.2594339622642,79.9573560767591,63.0990415335463,75,30.8310991957105
"100",92.9521276595745,89.7435897435898,87.3820754716981,84.2217484008529,62.3003194888179,54.5454545454545,22.7882037533512
"101",92.686170212766,89.7435897435898,87.1462264150943,83.1556503198294,73.482428115016,68.1818181818182,32.171581769437
"102",91.7553191489362,89.7435897435898,87.0283018867924,88.4861407249467,61.5015974440894,59.0909090909091,21.4477211796247
"103",93.0851063829787,91.3461538461538,86.9103773584906,87.4200426439232,68.6900958466454,63.6363636363636,29.4906166219839
"104",92.0212765957447,86.5384615384615,83.8443396226415,81.0234541577825,59.9041533546326,56.8181818181818,30.8310991957105
"105",91.8882978723404,91.3461538461538,85.1415094339623,85.2878464818763,59.1054313099042,47.7272727272727,34.8525469168901
"106",91.4893617021277,92.948717948718,86.2028301886792,87.4200426439232,70.2875399361022,68.1818181818182,38.8739946380697
"107",91.7553191489362,92.948717948718,88.4433962264151,83.1556503198294,66.2939297124601,59.0909090909091,28.1501340482574
"108",91.6223404255319,92.948717948718,87.9716981132076,85.2878464818763,63.0990415335463,56.8181818181818,32.171581769437
"109",91.6223404255319,89.7435897435898,84.9056603773585,92.7505330490405,64.6964856230032,75,40.2144772117963
"110",93.0851063829787,91.3461538461538,86.0849056603774,89.5522388059701,71.8849840255591,72.7272727272727,34.8525469168901
"111",93.4840425531915,86.5384615384615,86.5566037735849,84.2217484008529,60.702875399361,81.8181818181818,32.171581769437
"112",92.1542553191489,84.9358974358974,88.3254716981132,82.089552238806,68.6900958466454,63.6363636363636,28.1501340482574
"113",89.8936170212766,94.551282051282,84.3160377358491,84.2217484008529,63.0990415335463,72.7272727272727,34.8525469168901
"114",92.9521276595745,94.551282051282,86.6745283018868,79.9573560767591,62.3003194888179,59.0909090909091,33.5120643431635
"115",91.7553191489362,92.948717948718,85.9669811320755,86.3539445628998,63.0990415335463,68.1818181818182,28.1501340482574
"116",92.5531914893617,89.7435897435898,88.2075471698113,84.2217484008529,71.0862619808307,56.8181818181818,34.8525469168901
"117",0.132978723404255,0,0.117924528301887,0,0,0,0
"118",92.2872340425532,94.551282051282,87.5,87.4200426439232,55.9105431309904,75,42.8954423592493
"119",92.4202127659574,94.551282051282,86.438679245283,89.5522388059701,66.2939297124601,61.3636363636364,28.1501340482574
"120",91.3563829787234,89.7435897435898,83.9622641509434,88.4861407249467,71.0862619808307,63.6363636363636,25.4691689008043
"121",0,0,0.117924528301887,0,0,0,0
"122",0,0,0.117924528301887,0,0,0,0
"123",91.7553191489362,89.7435897435898,85.7311320754717,82.089552238806,73.482428115016,61.3636363636364,33.5120643431635
"124",93.218085106383,92.948717948718,86.438679245283,88.4861407249467,64.6964856230032,59.0909090909091,34.8525469168901
"125",91.4893617021277,92.948717948718,85.377358490566,85.2878464818763,59.9041533546326,50,33.5120643431635
"126",91.8882978723404,92.948717948718,87.3820754716981,90.6183368869936,65.4952076677316,59.0909090909091,29.4906166219839
"127",92.5531914893617,84.9358974358974,85.6132075471698,83.1556503198294,49.5207667731629,56.8181818181818,25.4691689008043
"128",92.4202127659574,86.5384615384615,87.0283018867924,92.7505330490405,66.2939297124601,52.2727272727273,38.8739946380697
"129",92.5531914893617,88.1410256410256,86.6745283018868,89.5522388059701,64.6964856230032,59.0909090909091,24.1286863270778
"130",90.4255319148936,88.1410256410256,83.4905660377358,79.9573560767591,66.2939297124601,61.3636363636364,32.171581769437
"131",0,0,0.117924528301887,0,0,0,0
"132",92.2872340425532,92.948717948718,88.6792452830189,89.5522388059701,66.2939297124601,61.3636363636364,22.7882037533512
"133",92.686170212766,84.9358974358974,86.7924528301887,76.7590618336887,61.5015974440894,47.7272727272727,26.8096514745308
"134",90.0265957446808,92.948717948718,82.7830188679245,79.9573560767591,59.9041533546326,68.1818181818182,30.8310991957105
"135",94.6808510638298,91.3461538461538,86.6745283018868,86.3539445628998,67.0926517571885,52.2727272727273,36.1930294906166
"136",91.2234042553192,97.7564102564102,87.0283018867924,90.6183368869936,73.482428115016,68.1818181818182,40.2144772117963
"137",0.132978723404255,0,0.117924528301887,0,0,0,0
"138",92.8191489361702,86.5384615384615,84.5518867924528,74.6268656716418,71.0862619808307,56.8181818181818,41.5549597855228
"139",89.7606382978723,84.9358974358974,84.6698113207547,84.2217484008529,63.0990415335463,63.6363636363636,45.5764075067024
"140",92.8191489361702,88.1410256410256,86.438679245283,87.4200426439232,73.482428115016,61.3636363636364,36.1930294906166
"141",93.218085106383,91.3461538461538,86.6745283018868,88.4861407249467,55.9105431309904,61.3636363636364,30.8310991957105
"142",94.281914893617,94.551282051282,87.7358490566038,90.6183368869936,71.8849840255591,54.5454545454545,26.8096514745308
