"","age1_orange.D","age1_green.D","age2_no_comorbid_orange.D","age2_no_comorbid_green.D","age2_comorbid_green.D","age3_no_comorbid_green.D","age3_comorbid_green.D"
"1",2,0,19,4,17,4,10
"2",1,0,13,3,10,0,19
"3",6,0,13,1,8,1,12
"4",0,0,0,0,0,0,0
"5",3,0,17,3,9,3,11
"6",0,0,0,0,0,0,0
"7",8,0,19,2,11,5,10
"8",9,0,12,1,9,2,14
"9",5,0,11,3,10,1,15
"10",6,1,12,1,12,1,16
"11",0,0,0,0,0,0,0
"12",8,0,20,1,10,2,13
"13",7,0,12,4,15,4,9
"14",3,0,20,1,13,3,13
"15",3,0,22,0,15,2,11
"16",0,0,0,0,0,0,0
"17",7,0,26,1,8,2,7
"18",0,0,0,0,0,0,0
"19",8,0,15,0,0,0,0
"20",8,0,11,1,10,2,19
"21",2,0,18,0,0,0,0
"22",5,1,25,1,5,4,12
"23",9,0,17,1,9,0,12
"24",5,0,17,0,0,0,0
"25",3,0,17,0,8,5,9
"26",4,0,15,2,12,1,10
"27",5,2,25,1,10,7,9
"28",6,1,18,2,6,5,9
"29",3,0,19,0,0,0,0
"30",5,0,18,0,0,0,0
"31",9,0,18,0,0,1,0
"32",6,0,19,1,9,4,21
"33",8,0,19,2,11,0,20
"34",6,2,20,3,13,4,13
"35",6,0,17,1,5,0,15
"36",5,1,21,5,15,2,17
"37",4,0,16,1,12,3,9
"38",0,0,0,0,0,0,0
"39",3,0,15,5,8,1,13
"40",5,0,22,1,3,1,20
"41",3,1,15,3,13,4,12
"42",2,1,14,1,10,3,15
"43",6,0,16,0,12,7,18
"44",5,0,24,2,16,1,7
"45",5,0,18,1,10,5,10
"46",4,1,9,3,5,2,12
"47",5,0,15,1,16,4,10
"48",6,0,14,3,14,3,16
"49",6,0,13,2,14,3,11
"50",7,1,19,1,11,5,15
"51",3,0,24,4,8,1,16
"52",4,1,23,3,6,4,10
"53",7,0,13,4,15,1,11
"54",5,0,15,1,12,4,12
"55",3,2,17,4,8,4,9
"56",7,1,17,0,9,0,11
"57",7,0,14,1,16,1,12
"58",3,0,9,2,9,5,15
"59",7,0,17,1,8,1,11
"60",3,0,16,3,8,7,15
"61",5,1,25,2,8,7,14
"62",5,1,13,2,13,1,13
"63",0,0,0,0,0,0,0
"64",5,0,18,3,11,2,12
"65",7,0,13,0,0,0,0
"66",6,0,18,4,8,2,11
"67",3,1,18,1,11,4,12
"68",9,2,24,3,8,1,14
"69",5,1,10,3,9,2,11
"70",10,0,12,0,0,0,1
"71",6,0,22,1,12,1,10
"72",0,0,0,0,0,0,0
"73",8,0,11,1,14,4,12
"74",5,0,20,2,16,4,17
"75",5,0,17,0,0,0,0
"76",3,0,17,3,13,0,11
"77",5,0,15,0,17,4,15
"78",7,0,23,1,11,1,12
"79",4,0,20,0,0,0,0
"80",0,0,0,0,0,0,0
"81",6,0,15,3,12,1,11
"82",3,0,16,0,0,0,0
"83",4,0,21,4,8,1,11
"84",7,0,16,0,13,2,17
"85",4,0,25,0,9,2,13
"86",8,0,17,0,7,3,11
"87",13,0,18,1,6,0,13
"88",5,1,15,4,10,1,13
"89",3,1,19,1,7,0,18
"90",9,0,16,1,9,3,15
"91",7,0,24,3,8,2,10
"92",7,0,17,4,7,0,11
"93",5,0,22,1,17,4,15
"94",0,0,0,0,0,0,0
"95",6,0,18,0,11,1,22
"96",6,1,13,4,14,1,8
"97",0,1,13,1,5,1,13
"98",9,0,12,2,10,1,14
"99",3,1,14,1,10,2,12
"100",6,0,22,3,13,1,12
"101",1,0,28,2,10,4,8
"102",7,0,17,2,10,4,15
"103",6,1,23,2,17,3,12
"104",4,0,17,2,15,2,17
"105",3,0,13,2,17,3,14
"106",7,0,23,2,9,0,18
"107",5,0,17,4,11,3,12
"108",3,0,19,2,11,2,16
"109",0,0,0,0,0,0,0
"110",4,1,19,3,15,3,16
"111",4,0,11,3,14,4,15
"112",6,0,16,2,7,2,14
"113",1,0,19,1,9,0,13
"114",3,0,19,2,8,1,13
"115",1,0,21,0,0,0,0
"116",4,1,12,2,7,2,13
"117",0,0,0,0,0,0,0
"118",2,0,21,0,8,2,12
"119",0,0,0,0,0,0,0
"120",7,1,13,4,7,3,12
"121",8,1,19,3,15,2,17
"122",0,0,0,0,0,0,0
"123",5,0,23,2,18,0,15
"124",4,1,19,2,4,1,20
"125",9,0,20,2,12,1,14
"126",8,0,16,0,8,3,13
"127",0,0,0,0,0,0,0
"128",0,0,0,0,0,0,0
"129",0,0,0,0,0,0,0
"130",6,1,9,2,9,1,8
"131",6,1,13,2,6,1,7
"132",1,1,14,1,9,5,15
"133",4,1,19,0,8,2,11
"134",5,0,19,2,12,7,7
"135",6,0,13,0,0,0,0
"136",4,0,13,0,0,0,0
"137",7,0,14,2,11,4,14
"138",6,0,16,0,10,4,7
"139",2,1,14,0,13,5,16
"140",4,0,17,3,8,4,15
"141",6,0,17,2,8,2,7
"142",4,0,15,1,10,4,11
"143",8,2,12,2,13,4,17
"144",6,0,12,0,9,5,17
"145",7,0,16,5,15,5,9
"146",10,0,14,2,10,1,13
"147",7,0,18,2,8,4,16
"148",3,0,16,2,7,3,17
"149",0,0,0,0,0,0,0
"150",6,0,17,0,13,4,14
"151",4,1,18,3,13,4,17
"152",2,0,9,5,10,2,20
"153",1,0,21,2,11,1,17
"154",0,0,0,0,0,0,0
"155",2,0,25,1,15,1,12
"156",2,0,16,3,9,3,18
"157",2,0,23,2,4,3,7
"158",3,0,15,4,13,2,9
"159",6,0,14,0,0,0,0
"160",4,0,18,2,9,4,10
"161",0,0,0,0,0,0,0
"162",9,0,20,0,0,0,0
"163",7,0,25,1,12,3,12
"164",10,0,14,0,0,0,0
"165",3,0,20,3,8,0,15
"166",4,0,27,0,0,0,0
"167",4,0,21,3,11,5,10
"168",0,0,0,0,0,0,0
"169",2,0,14,1,7,1,18
"170",5,0,17,1,8,3,10
"171",7,1,17,2,6,3,14
"172",5,0,15,2,15,4,14
"173",7,0,18,0,7,5,11
"174",5,0,13,0,10,2,14
"175",2,1,15,1,15,1,14
"176",8,0,25,2,15,2,19
"177",4,0,27,2,16,2,12
"178",3,0,11,4,13,2,16
"179",6,1,18,5,14,2,11
"180",0,0,0,0,0,0,0
"181",0,0,0,0,0,0,0
"182",4,1,7,1,9,3,15
"183",5,1,17,4,10,2,10
"184",6,1,13,3,9,1,16
"185",0,0,0,0,0,0,0
"186",0,0,0,0,0,0,0
"187",6,0,13,2,10,2,16
"188",2,0,25,1,5,1,15
"189",8,0,19,0,11,2,13
"190",0,0,0,0,0,0,0
"191",5,0,14,0,0,0,0
"192",6,0,18,0,0,0,0
"193",10,1,16,4,15,6,12
"194",0,0,0,0,0,0,0
"195",7,1,20,1,11,1,12
"196",6,0,17,0,0,0,0
"197",6,0,17,3,8,3,12
"198",2,0,16,1,6,4,22
"199",0,0,0,0,0,0,0
"200",7,0,17,0,0,0,0
"201",5,1,16,0,9,3,12
"202",6,0,15,0,0,0,0
"203",0,0,0,0,0,0,0
"204",6,1,17,1,14,0,16
"205",4,1,13,5,8,3,14
