"","age1_orange.E","age1_green.E","age2_no_comorbid_orange.E","age2_no_comorbid_green.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"1",173,12,142,11,15,9,14
"2",160,12,133,17,20,9,11
"3",151,10,170,14,18,7,12
"4",0,0,1,0,0,0,0
"5",138,12,171,13,18,7,9
"6",0,0,1,0,0,0,0
"7",163,12,151,17,20,8,12
"8",158,15,141,19,20,8,9
"9",153,11,154,11,14,7,10
"10",144,13,129,13,20,6,12
"11",0,0,1,0,0,0,0
"12",153,11,166,11,16,8,11
"13",154,11,139,17,20,7,14
"14",140,8,143,18,18,9,10
"15",151,11,161,12,18,6,11
"16",0,0,1,0,0,0,0
"17",154,10,148,13,18,7,9
"18",0,0,1,0,0,0,0
"19",172,0,132,0,0,0,0
"20",126,13,127,15,20,9,14
"21",137,0,162,0,0,0,0
"22",156,13,138,15,19,6,7
"23",148,14,146,18,18,6,16
"24",167,0,159,0,0,0,0
"25",150,9,155,12,19,6,11
"26",144,11,172,15,19,6,11
"27",144,10,138,14,16,8,10
"28",168,12,149,18,21,6,8
"29",143,0,153,0,0,0,0
"30",135,0,157,0,0,0,0
"31",143,1,156,2,1,1,1
"32",140,11,150,18,24,9,11
"33",133,12,135,16,21,8,11
"34",158,12,142,15,19,5,10
"35",147,14,156,15,16,6,9
"36",152,10,157,16,24,9,11
"37",161,14,150,16,25,8,9
"38",0,0,1,0,0,0,0
"39",136,9,131,16,18,6,10
"40",158,15,138,16,27,7,15
"41",162,16,145,16,22,9,8
"42",140,9,121,18,23,7,10
"43",141,8,148,20,18,4,13
"44",138,11,134,17,15,5,11
"45",158,15,162,16,19,8,10
"46",135,15,130,14,22,6,14
"47",143,10,140,10,20,8,9
"48",158,10,161,16,17,6,11
"49",147,12,177,17,17,8,12
"50",160,12,138,18,17,8,10
"51",137,10,151,13,17,7,9
"52",135,15,133,15,20,6,16
"53",161,15,146,19,28,8,9
"54",150,13,141,15,24,8,13
"55",172,12,157,14,16,11,11
"56",161,11,133,16,17,8,10
"57",154,15,140,16,15,6,10
"58",152,12,145,17,15,7,8
"59",155,13,142,14,16,7,10
"60",131,11,127,13,18,6,10
"61",166,14,168,20,18,10,12
"62",157,12,131,15,18,9,14
"63",0,0,1,0,0,0,0
"64",150,15,163,14,17,8,13
"65",138,0,156,0,1,0,0
"66",139,13,137,14,15,7,11
"67",154,9,163,16,17,6,9
"68",151,12,154,14,17,8,14
"69",167,10,148,18,21,7,12
"70",135,1,139,0,1,0,1
"71",141,12,146,12,20,7,10
"72",0,0,1,0,0,0,0
"73",141,9,141,18,16,9,10
"74",168,13,147,19,23,9,12
