"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",745,0,775,0,0,0,0
"2",742,58,805,86,101,36,51
"3",734,60,790,85,102,35,47
"4",739,62,792,86,102,27,43
"5",744,61,793,88,108,37,45
"6",0,0,1,0,0,0,0
"7",749,62,810,84,112,35,53
"8",739,60,783,89,106,31,48
"9",0,0,1,0,0,0,0
"10",745,62,779,85,98,34,48
"11",743,0,799,0,0,0,0
"12",740,60,800,91,115,37,52
"13",746,61,797,87,106,43,59
"14",740,61,789,85,108,31,48
"15",744,60,789,89,113,40,52
"16",744,61,795,88,104,36,53
"17",745,0,800,0,0,0,0
"18",740,61,784,85,106,32,53
"19",744,0,787,1,0,0,0
"20",749,61,795,89,113,34,45
"21",743,62,812,89,113,36,50
"22",0,0,1,0,0,0,0
"23",738,62,798,86,103,34,46
"24",747,60,794,86,112,37,53
"25",744,62,784,90,106,38,55
"26",745,62,781,86,111,36,53
"27",740,62,789,92,114,36,57
"28",0,0,1,0,0,0,0
"29",0,0,1,0,0,0,0
"30",742,60,793,85,113,37,45
"31",746,61,808,87,103,32,49
"32",747,62,799,88,104,33,59
"33",738,62,805,83,102,36,54
"34",0,0,1,0,0,0,0
"35",739,62,791,83,107,32,42
"36",740,61,792,89,106,33,52
"37",742,61,778,89,98,34,49
"38",741,62,788,85,111,37,55
"39",744,60,790,88,107,40,53
"40",742,61,798,86,114,35,59
"41",743,62,793,86,99,37,40
"42",0,0,1,0,0,0,0
"43",0,0,1,0,0,0,0
"44",740,61,788,91,112,37,49
"45",740,60,805,86,101,33,48
"46",741,62,789,80,107,31,50
"47",1,0,1,0,0,0,0
"48",739,60,788,87,107,35,48
"49",745,61,793,90,107,33,53
"50",739,0,786,0,0,0,0
"51",744,61,793,89,114,38,47
"52",0,0,1,0,0,0,0
"53",741,61,793,87,107,34,52
"54",741,61,793,85,104,34,58
"55",739,60,802,89,106,39,51
"56",742,62,775,88,111,36,52
"57",737,59,796,89,106,33,46
"58",743,61,792,89,104,35,52
"59",743,61,790,86,106,33,51
"60",0,0,3,0,0,0,0
"61",745,60,784,85,110,36,53
"62",740,62,779,90,111,40,52
"63",747,60,785,89,116,35,51
"64",738,59,790,87,110,36,49
"65",736,62,792,87,115,35,48
"66",0,0,1,0,0,0,0
"67",741,60,789,84,112,35,50
"68",744,61,786,89,105,38,51
"69",741,62,789,86,104,35,50
"70",747,0,798,1,0,0,0
"71",741,60,787,87,110,37,53
"72",743,62,802,86,114,35,51
"73",742,0,793,0,0,0,0
"74",742,62,792,89,98,31,32
"75",747,0,797,0,0,0,0
"76",745,62,795,82,108,37,52
"77",744,0,782,0,0,0,0
"78",739,60,812,88,111,43,44
"79",0,0,1,0,0,0,0
"80",744,62,788,88,112,33,56
"81",743,61,790,86,100,33,56
"82",738,60,800,90,115,38,59
"83",747,62,786,88,115,38,45
"84",741,61,793,87,107,37,46
"85",742,61,794,81,102,38,54
"86",0,0,1,0,0,0,0
"87",741,1,799,1,0,0,0
"88",737,61,795,89,113,42,47
"89",744,60,795,86,116,30,51
"90",740,59,789,79,107,34,50
"91",742,62,789,91,106,33,43
"92",740,62,780,92,111,35,54
"93",743,62,810,82,108,34,50
"94",740,61,794,83,102,39,52
"95",746,62,778,91,109,39,49
"96",740,0,784,0,0,0,0
"97",743,62,779,89,109,35,54
"98",740,60,784,87,105,40,59
"99",0,0,1,0,0,0,0
"100",748,0,786,0,0,0,0
"101",744,0,804,0,0,0,0
"102",745,62,800,88,107,33,58
"103",0,0,1,0,0,0,0
"104",743,62,803,89,107,34,54
"105",748,62,793,89,106,31,49
"106",0,0,1,0,0,0,0
"107",744,58,794,80,109,35,52
"108",746,62,796,89,112,30,48
"109",743,61,793,90,106,39,62
"110",739,61,794,88,106,36,54
"111",741,0,789,1,0,0,0
"112",0,0,1,0,0,0,0
"113",744,61,792,86,106,32,45
"114",737,61,796,85,108,34,50
"115",742,62,789,85,106,30,45
"116",745,0,810,0,0,0,0
"117",738,60,795,90,104,33,51
"118",737,61,778,86,103,34,54
"119",742,60,789,90,110,35,48
"120",735,0,786,0,0,0,0
"121",746,61,796,89,106,34,50
"122",748,60,810,87,113,36,52
"123",0,0,1,0,0,0,0
"124",747,60,795,85,108,33,50
"125",742,60,792,90,112,39,51
"126",736,0,796,1,0,0,0
"127",741,62,791,87,111,34,63
"128",746,60,795,90,109,35,53
"129",739,59,810,83,103,34,43
"130",748,62,778,85,108,37,51
"131",742,59,789,84,102,30,58
"132",743,61,800,86,109,35,57
"133",744,61,797,83,104,38,49
"134",743,60,794,85,106,32,40
"135",743,62,781,92,110,35,50
"136",1,0,3,0,0,0,0
"137",744,61,790,83,94,38,52
"138",740,60,789,85,103,37,48
"139",741,61,786,89,114,37,55
"140",742,61,809,82,108,36,49
"141",740,61,794,89,106,32,43
"142",744,62,788,87,106,28,48
"143",746,61,797,89,111,38,56
"144",746,62,797,91,104,32,54
"145",742,61,787,89,102,32,53
"146",0,0,2,0,0,0,0
"147",745,61,779,89,105,35,47
"148",748,62,790,82,107,35,49
"149",746,0,780,0,0,0,0
"150",738,62,798,90,113,35,55
"151",0,0,1,0,0,0,0
"152",739,61,793,91,105,34,49
"153",746,60,798,87,114,40,55
"154",744,61,781,89,96,35,53
"155",745,0,791,2,3,0,0
"156",739,62,786,88,109,37,51
"157",744,62,790,87,106,36,52
"158",745,0,787,0,0,0,0
"159",735,60,795,88,100,33,47
"160",0,0,1,0,0,0,0
"161",745,60,801,85,102,30,45
"162",739,61,777,85,113,39,56
"163",744,62,792,87,105,39,53
"164",744,61,774,85,100,33,57
"165",746,61,779,85,104,33,50
"166",746,61,788,89,108,35,50
"167",744,60,798,90,104,38,54
"168",745,62,785,84,108,28,54
"169",743,61,791,88,103,31,46
"170",746,60,806,89,106,35,47
"171",739,62,797,91,108,33,42
"172",745,0,796,0,0,0,0
"173",745,62,794,85,100,36,45
"174",739,0,785,2,0,0,0
"175",746,61,808,89,108,38,55
"176",743,61,792,89,108,30,54
"177",745,62,805,86,109,28,52
"178",745,62,787,91,99,38,56
"179",746,60,783,86,114,34,48
"180",738,0,777,0,0,0,0
"181",0,0,1,0,0,0,0
"182",740,61,778,85,109,36,50
"183",738,60,794,86,103,35,52
"184",742,62,789,90,108,34,49
"185",739,60,789,86,111,38,43
"186",0,0,1,0,0,0,0
"187",739,62,797,88,109,35,52
"188",745,62,807,86,105,34,50
"189",745,60,797,80,105,39,46
"190",0,0,1,0,0,0,0
"191",739,61,801,89,104,33,53
"192",745,61,797,87,101,36,46
"193",748,61,807,89,100,32,45
"194",742,0,800,0,1,0,0
"195",736,1,766,2,1,0,0
"196",744,61,786,88,110,35,47
"197",740,62,791,87,113,38,55
"198",748,61,810,86,103,35,55
"199",743,62,794,86,105,37,61
"200",740,61,793,90,101,37,53
"201",0,0,1,0,0,0,0
"202",739,0,799,1,1,0,0
"203",746,0,796,0,0,0,0
"204",742,62,795,86,104,39,52
"205",744,61,787,92,110,38,55
"206",742,62,800,90,104,36,53
"207",740,62,779,89,110,35,51
"208",746,61,802,90,111,35,50
"209",740,61,782,83,113,35,52
"210",736,0,779,1,0,0,0
"211",749,61,798,89,111,31,43
"212",741,61,805,87,100,33,55
"213",745,61,795,88,107,36,51
"214",741,61,791,87,100,40,57
"215",738,61,784,81,112,34,49
"216",742,61,773,82,107,40,46
"217",743,60,796,87,111,35,51
"218",742,61,804,88,106,37,51
"219",740,60,782,84,108,35,51
"220",743,60,787,85,101,32,57
"221",739,62,802,86,107,39,48
"222",741,0,790,0,2,0,0
"223",0,0,1,0,0,0,0
"224",746,62,812,90,107,36,54
"225",738,61,781,89,105,35,50
"226",742,62,779,87,105,41,50
"227",747,62,801,89,108,36,46
"228",743,62,783,85,102,37,52
"229",744,62,799,83,111,39,47
"230",744,60,788,90,108,38,53
"231",738,0,793,0,0,0,0
"232",741,62,802,91,110,31,56
"233",745,62,793,90,111,32,54
"234",741,62,795,87,102,33,50
"235",744,60,803,88,99,30,52
"236",745,62,802,87,110,34,59
"237",745,62,796,84,107,32,48
"238",744,62,792,83,107,32,52
"239",742,62,795,86,109,37,48
"240",738,62,788,89,106,38,53
"241",743,62,800,87,110,35,47
"242",741,61,775,89,112,35,56
"243",0,0,1,0,0,0,0
"244",743,61,773,86,105,34,49
"245",741,0,788,0,0,0,0
"246",741,61,778,88,100,37,46
"247",744,0,789,0,0,0,0
"248",0,0,2,0,0,0,0
"249",737,61,790,86,104,36,50
"250",747,61,786,88,101,31,46
"251",744,59,779,86,114,35,61
"252",745,0,800,0,0,0,0
"253",746,60,788,86,114,38,52
"254",736,62,792,88,110,35,54
"255",743,62,797,86,109,30,57
"256",746,0,786,0,0,0,0
"257",744,62,788,85,113,34,50
"258",741,61,778,85,110,34,49
"259",747,61,791,82,101,31,46
"260",1,0,2,0,0,0,0
"261",746,62,785,86,94,32,45
"262",0,0,1,0,0,0,0
"263",746,60,784,88,105,36,56
"264",746,62,803,89,108,34,50
"265",744,0,785,0,0,0,0
"266",0,0,1,0,0,0,0
"267",741,62,793,85,107,36,45
"268",744,61,777,90,107,34,56
"269",743,62,794,86,109,33,59
"270",0,0,1,0,0,0,0
"271",747,61,791,91,117,35,53
"272",743,61,801,88,107,38,62
"273",742,61,799,85,105,35,50
"274",735,61,793,87,106,37,51
"275",735,0,805,0,0,0,0
"276",743,61,788,90,113,34,51
"277",741,0,803,0,0,0,0
"278",742,60,783,85,100,32,48
"279",738,61,792,90,108,31,62
"280",745,60,807,87,110,32,54
"281",0,0,1,0,0,0,0
"282",746,62,778,88,108,34,61
"283",740,61,790,89,106,36,51
"284",742,62,790,86,107,39,53
"285",744,61,797,87,104,38,58
"286",746,61,798,89,112,36,50
"287",0,0,1,0,0,0,0
"288",744,62,789,82,107,31,52
"289",742,62,800,86,112,32,53
"290",741,61,799,83,113,36,52
"291",745,62,792,84,108,36,44
"292",740,60,783,88,112,36,48
"293",737,61,801,89,116,33,51
"294",740,62,787,90,105,34,50
"295",739,62,798,82,114,36,50
"296",739,0,794,0,0,0,0
"297",743,61,806,87,112,31,58
"298",0,0,1,0,0,0,0
"299",743,61,791,88,103,36,51
"300",0,0,1,0,0,0,0
"301",0,0,1,0,0,0,0
"302",744,62,794,91,111,38,53
"303",741,62,791,79,96,38,43
"304",741,61,804,87,103,28,52
"305",743,62,770,87,108,33,52
"306",737,60,792,84,103,37,52
"307",741,61,796,87,107,34,47
"308",740,59,801,88,108,34,50
"309",746,0,798,1,0,0,0
"310",742,0,808,0,0,0,0
"311",747,0,795,0,1,0,0
"312",743,62,803,85,103,35,54
"313",742,61,791,86,102,32,56
"314",743,60,781,85,110,39,50
"315",745,61,792,84,114,34,52
"316",0,0,1,0,0,0,0
"317",744,61,786,92,105,34,49
"318",739,62,788,87,109,34,55
