"","age1_orange.D","age1_green.D","age2_no_comorbid_orange.D","age2_no_comorbid_green.D","age2_comorbid_green.D","age3_no_comorbid_green.D","age3_comorbid_green.D"
"1",42,0,83,0,0,0,1
"2",61,4,62,7,34,6,36
"3",41,0,65,0,0,0,0
"4",63,6,59,8,33,13,41
"5",54,0,72,1,0,0,1
"6",55,0,82,0,0,0,0
"7",59,4,59,8,27,8,18
"8",54,0,74,0,0,0,0
"9",47,0,70,0,0,0,0
"10",0,0,0,0,0,0,0
"11",53,0,62,0,0,0,0
"12",0,0,0,0,0,0,0
"13",55,0,52,0,0,0,0
"14",63,6,64,6,29,9,35
"15",0,0,0,0,0,0,0
"16",50,9,59,8,31,9,30
"17",43,5,57,6,33,7,26
"18",46,7,79,4,26,8,26
"19",0,0,0,0,0,0,0
"20",70,3,68,8,19,10,37
"21",41,5,58,8,25,8,25
"22",0,0,0,0,0,0,0
"23",57,0,70,0,0,0,0
"24",49,3,50,4,30,6,30
"25",61,8,69,7,24,5,39
"26",0,0,1,0,0,0,0
"27",0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0
"29",52,0,69,0,0,0,0
"30",57,0,75,0,0,0,0
"31",56,0,62,0,0,0,0
"32",0,0,0,0,0,0,0
"33",55,3,64,8,31,6,30
"34",0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0
"36",55,10,64,2,28,6,33
"37",55,6,58,10,33,4,29
"38",0,0,0,0,0,0,0
"39",64,3,64,7,30,8,26
"40",54,0,67,0,0,0,0
"41",53,8,59,9,37,4,31
"42",0,0,0,0,0,0,0
"43",56,4,69,13,26,9,32
"44",47,3,84,6,24,9,24
"45",61,0,60,0,0,0,0
"46",54,5,59,9,27,6,31
"47",70,6,61,9,31,9,31
"48",62,4,62,8,29,13,25
"49",60,6,67,6,37,11,33
"50",0,0,0,0,0,0,0
"51",57,0,60,0,0,0,0
"52",52,0,64,0,0,0,0
"53",62,0,65,0,0,0,0
"54",47,3,61,6,27,10,36
"55",45,1,66,8,32,7,29
"56",64,0,51,0,0,0,0
"57",0,0,0,0,0,0,0
"58",0,0,0,0,0,0,0
"59",40,2,71,9,25,8,23
"60",0,0,0,0,0,0,0
"61",54,7,77,8,29,6,31
"62",0,0,0,0,0,0,0
"63",36,7,73,11,30,1,28
"64",49,3,63,7,33,11,33
"65",42,0,74,0,0,0,0
"66",59,9,65,3,27,4,24
"67",0,0,0,0,0,0,0
"68",50,6,55,9,34,9,38
"69",56,7,68,10,32,7,30
"70",40,0,62,0,0,0,0
"71",0,0,0,0,0,0,0
"72",52,4,55,6,28,9,38
"73",43,0,58,0,0,0,0
"74",0,0,0,0,0,0,0
"75",48,4,65,9,24,9,27
"76",41,2,70,7,26,7,31
"77",65,0,69,0,0,0,0
"78",46,0,79,0,0,0,0
"79",62,4,61,11,28,7,33
"80",39,5,48,2,35,6,27
"81",55,4,70,9,31,5,28
"82",52,5,79,5,27,9,24
"83",43,0,79,0,0,0,0
"84",56,4,71,8,27,11,33
"85",43,2,60,7,29,6,28
"86",0,0,0,0,0,0,0
"87",68,3,66,9,25,7,31
"88",46,3,68,5,24,10,41
"89",0,0,0,0,0,0,0
"90",52,5,60,5,24,9,31
"91",69,3,81,6,37,4,28
"92",0,0,0,0,0,0,0
"93",58,5,68,5,26,8,27
"94",54,6,50,8,26,6,37
"95",48,0,63,0,0,0,0
"96",0,0,0,0,0,0,0
"97",54,5,74,3,26,8,33
"98",47,4,55,6,28,12,31
"99",47,8,69,11,33,10,26
"100",46,0,70,0,0,0,0
"101",0,0,0,0,0,0,0
"102",50,3,62,9,23,6,27
"103",62,6,69,10,35,9,37
"104",0,0,0,0,0,0,0
"105",45,3,66,6,32,10,27
"106",43,3,67,14,28,3,27
"107",0,0,0,0,0,0,0
"108",0,0,0,0,0,0,0
"109",55,3,62,9,30,7,31
"110",49,8,73,3,24,5,30
"111",51,0,74,0,0,0,0
"112",61,4,83,9,27,4,25
"113",49,5,53,5,31,5,30
"114",52,2,73,8,35,9,27
"115",52,2,52,8,23,3,33
"116",49,4,76,11,37,9,33
"117",54,4,79,5,27,6,32
"118",51,1,58,9,26,14,26
"119",60,0,75,0,0,0,0
"120",43,0,62,0,1,0,0
"121",0,0,0,0,0,0,0
"122",47,0,68,0,0,0,0
"123",49,2,83,10,34,9,34
"124",46,4,76,5,30,6,33
"125",49,3,72,12,29,10,33
"126",63,3,67,11,29,2,27
"127",57,0,59,0,0,0,0
"128",0,0,0,0,0,0,0
"129",52,8,70,5,47,6,31
"130",53,4,65,6,27,10,29
"131",49,4,74,5,28,6,43
"132",48,3,57,7,29,14,34
"133",49,0,72,0,0,0,0
"134",0,0,0,0,0,0,0
"135",39,5,65,5,24,9,36
"136",0,0,0,0,0,0,0
"137",0,0,0,0,0,0,0
"138",55,0,60,0,0,0,0
"139",50,0,71,0,0,0,0
"140",47,3,65,7,36,6,27
"141",61,3,68,4,31,6,28
"142",49,5,71,9,24,5,30
"143",52,1,71,7,28,5,26
"144",52,0,55,0,0,0,0
"145",0,0,0,0,0,0,0
"146",51,0,68,0,1,0,0
"147",44,8,48,4,39,8,32
"148",0,0,0,0,0,0,0
"149",0,0,0,0,0,0,0
"150",47,1,67,10,28,5,28
"151",46,0,76,0,0,0,0
