"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",697,56,707,72,84,32,20
"2",684,55,701,77,82,34,25
"3",0,0,0,0,0,0,0
"4",681,58,675,77,93,26,20
"5",0,0,2,0,0,0,0
"6",704,55,707,85,87,23,21
"7",702,59,731,83,80,22,15
"8",692,58,706,81,86,26,21
"9",671,56,705,80,85,27,23
"10",693,57,718,82,88,27,26
"11",689,0,703,0,0,0,0
"12",0,0,1,0,0,0,0
"13",673,56,700,75,79,31,25
"14",682,57,714,81,78,26,28
"15",682,58,701,82,87,25,21
"16",687,58,716,77,77,24,25
"17",684,58,688,79,81,24,28
"18",691,58,730,76,77,25,25
"19",683,55,730,78,79,25,21
"20",0,0,1,0,0,0,0
"21",687,57,710,76,93,26,19
"22",2,0,1,0,0,0,0
"23",674,58,718,82,83,29,21
"24",686,58,731,84,85,28,28
"25",694,56,705,85,79,28,26
"26",681,56,709,78,82,29,28
"27",698,58,711,80,86,23,24
"28",0,0,1,0,0,0,0
"29",0,0,1,0,0,0,0
"30",681,60,693,79,85,29,19
"31",0,0,1,0,0,0,0
"32",692,56,751,78,83,25,21
"33",689,56,710,79,78,25,34
"34",692,56,722,77,80,19,23
"35",697,53,702,75,73,25,27
"36",693,55,722,74,77,30,19
"37",0,0,1,0,0,0,0
"38",679,53,689,80,81,22,23
"39",686,59,711,83,88,29,22
"40",0,0,1,0,0,0,0
"41",684,57,720,77,78,28,22
"42",0,0,1,0,0,0,0
"43",681,58,675,82,77,26,22
"44",697,55,714,78,82,22,20
"45",692,59,710,81,83,28,32
"46",697,58,713,76,84,30,22
"47",691,55,727,78,90,28,20
"48",689,60,700,80,79,26,27
"49",680,55,715,71,84,29,24
"50",0,0,1,0,0,0,0
"51",671,57,723,78,80,23,25
"52",686,60,708,79,90,15,23
"53",0,0,1,0,0,0,0
"54",694,60,724,80,80,26,33
"55",0,0,1,0,0,0,0
"56",688,54,714,77,81,28,26
"57",686,56,706,81,88,29,27
"58",698,56,733,80,91,24,27
"59",0,0,1,0,0,0,0
"60",688,55,725,77,78,27,31
"61",676,57,722,78,86,25,27
"62",682,54,713,77,90,27,28
"63",694,57,711,84,85,28,29
"64",0,0,1,0,0,0,0
"65",689,59,728,84,83,30,27
"66",685,54,708,74,91,30,16
"67",691,58,709,78,72,22,13
"68",695,56,741,71,84,29,27
"69",687,59,723,81,85,27,24
"70",698,58,724,73,77,27,20
"71",694,55,716,80,76,21,23
"72",0,0,1,0,0,0,0
"73",1,0,1,0,0,0,0
"74",0,0,1,0,0,0,0
"75",696,56,711,79,83,28,17
"76",692,61,710,77,71,27,33
"77",691,58,722,69,76,34,20
"78",683,57,690,77,77,25,24
"79",683,57,724,76,85,23,21
"80",682,52,691,82,83,30,20
"81",0,0,1,0,0,0,0
"82",684,56,720,82,79,26,23
"83",0,0,1,0,0,0,0
"84",1,0,1,0,0,0,0
"85",692,58,722,79,81,28,29
"86",691,57,691,81,86,21,27
"87",694,57,699,83,85,31,21
"88",0,0,1,0,0,0,0
"89",0,0,1,0,0,0,0
"90",691,57,731,78,101,30,26
"91",679,58,718,79,87,20,29
"92",682,56,730,78,75,26,27
"93",0,0,2,0,0,0,0
"94",684,58,708,72,84,27,27
"95",0,0,1,0,0,0,0
"96",0,0,1,0,0,0,0
"97",693,54,734,79,92,23,22
"98",692,55,697,73,90,24,24
"99",701,59,698,83,87,24,21
"100",4,0,3,0,0,0,0
"101",686,57,716,82,89,25,28
"102",693,55,708,71,84,26,14
"103",0,0,1,0,0,0,0
"104",700,56,728,78,90,22,23
"105",693,56,697,83,80,29,27
