"","age1.I","age2_no_comorbid.I","age2_comorbid.I","age3_no_comorbid.I","age3_comorbid.I"
"1",26.7813267813268,18.3651804670913,20.7667731629393,25,17.426273458445
"2",24.4471744471744,17.4097664543524,18.370607028754,18.1818181818182,17.426273458445
"3",20.3931203931204,18.4713375796178,20.7667731629393,22.7272727272727,13.4048257372654
"4",0,0.106157112526539,0,0,0
"5",0,0.106157112526539,0,0,0
"6",0,0.106157112526539,0,0,0
"7",0,0.106157112526539,0,0,0
"8",0,0.106157112526539,0,0,0
"9",0.368550368550369,0.212314225053079,0,0,0
"10",0,0.212314225053079,0,0,0
"11",22.972972972973,19.6390658174098,23.961661341853,20.4545454545455,17.426273458445
"12",21.4987714987715,16.5605095541401,15.9744408945687,22.7272727272727,18.7667560321716
"13",18.7960687960688,18.1528662420382,15.9744408945687,25,13.4048257372654
"14",20.3931203931204,20.0636942675159,23.1629392971246,15.9090909090909,21.4477211796247
"15",18.6732186732187,17.6220806794055,18.370607028754,15.9090909090909,14.745308310992
"16",0.122850122850123,0.106157112526539,0,0,0
"17",20.5159705159705,17.9405520169851,19.1693290734824,20.4545454545455,24.1286863270778
"18",19.9017199017199,16.4543524416136,15.9744408945687,13.6363636363636,20.1072386058981
"19",21.8673218673219,17.515923566879,22.3642172523962,25,22.7882037533512
"20",0,0.106157112526539,0,0,0
"21",0,0.106157112526539,0,0,0
"22",20.6388206388206,19.7452229299363,18.370607028754,29.5454545454545,13.4048257372654
"23",19.9017199017199,17.8343949044586,16.7731629392971,25,21.4477211796247
"24",17.8132678132678,15.4989384288747,14.3769968051118,20.4545454545455,13.4048257372654
"25",20.1474201474201,17.4097664543524,23.1629392971246,18.1818181818182,21.4477211796247
"26",0,0.106157112526539,0,0,0
"27",21.1302211302211,19.6390658174098,19.9680511182109,25,26.8096514745308
"28",17.4447174447174,14.2250530785563,11.9808306709265,13.6363636363636,18.7667560321716
"29",0,0.106157112526539,0,0,0
"30",0.614250614250614,0.106157112526539,0,0,0
"31",0.245700245700246,0.106157112526539,0,0,0
"32",0,0.106157112526539,0,0,0
"33",18.7960687960688,18.5774946921444,18.370607028754,18.1818181818182,18.7667560321716
"34",0,0.106157112526539,0,0,0
"35",20.6388206388206,17.3036093418259,23.1629392971246,18.1818181818182,17.426273458445
"36",0,0.106157112526539,0,0,0
"37",0.245700245700246,0.212314225053079,0,0,0
"38",0,0.106157112526539,0,0,0
"39",21.8673218673219,18.7898089171975,15.9744408945687,29.5454545454545,20.1072386058981
"40",21.7444717444717,17.0912951167728,18.370607028754,20.4545454545455,13.4048257372654
"41",0,0.106157112526539,0,0,0
"42",22.972972972973,17.0912951167728,19.1693290734824,15.9090909090909,18.7667560321716
"43",22.7272727272727,20.0636942675159,25.5591054313099,20.4545454545455,22.7882037533512
"44",17.1990171990172,15.2866242038217,13.5782747603834,18.1818181818182,14.745308310992
"45",0,0.106157112526539,0,0,0
"46",18.1818181818182,16.6666666666667,15.9744408945687,22.7272727272727,17.426273458445
"47",22.8501228501229,17.3036093418259,27.1565495207668,22.7272727272727,24.1286863270778
"48",0,0.106157112526539,0,0,0
"49",0.245700245700246,0.106157112526539,0,0,0
"50",21.1302211302211,17.4097664543524,19.9680511182109,25,17.426273458445
"51",20.7616707616708,20.1698513800425,23.1629392971246,13.6363636363636,17.426273458445
"52",0,0,0,0,0
"53",0.122850122850123,0.106157112526539,0,0,0
"54",22.7272727272727,17.3036093418259,13.5782747603834,22.7272727272727,18.7667560321716
"55",21.4987714987715,18.4713375796178,21.5654952076677,18.1818181818182,18.7667560321716
"56",0,0.106157112526539,0,0,0
"57",0,0.106157112526539,0,0,0
"58",20.02457002457,18.1528662420382,19.1693290734824,15.9090909090909,14.745308310992
"59",0,0.106157112526539,0,0,0
"60",0.368550368550369,0.212314225053079,1.59744408945687,0,1.34048257372654
"61",21.2530712530713,18.895966029724,17.5718849840256,15.9090909090909,18.7667560321716
"62",23.955773955774,19.5329087048832,19.9680511182109,25,20.1072386058981
"63",20.02457002457,17.515923566879,21.5654952076677,31.8181818181818,14.745308310992
"64",0,0.106157112526539,0,0,0
"65",20.8845208845209,18.895966029724,27.1565495207668,13.6363636363636,24.1286863270778
"66",18.1818181818182,13.9065817409766,18.370607028754,15.9090909090909,13.4048257372654
"67",0.122850122850123,0.106157112526539,0.798722044728434,0,0
"68",0,0.106157112526539,0,0,0
"69",20.7616707616708,19.1082802547771,17.5718849840256,22.7272727272727,16.0857908847185
"70",18.7960687960688,14.755838641189,20.7667731629393,18.1818181818182,16.0857908847185
"71",0,0.106157112526539,0,0,0
"72",20.3931203931204,17.515923566879,14.3769968051118,15.9090909090909,17.426273458445
"73",0,0,0,0,0
"74",20.8845208845209,19.0021231422505,19.9680511182109,22.7272727272727,13.4048257372654
"75",22.972972972973,17.6220806794055,20.7667731629393,22.7272727272727,17.426273458445
"76",19.4103194103194,16.8789808917197,16.7731629392971,29.5454545454545,17.426273458445
"77",21.007371007371,15.7112526539278,17.5718849840256,15.9090909090909,17.426273458445
"78",0,0.106157112526539,0,0,0
"79",20.5159705159705,17.7282377919321,16.7731629392971,9.09090909090909,14.745308310992
"80",25.0614250614251,18.895966029724,25.5591054313099,29.5454545454545,16.0857908847185
"81",0,0.106157112526539,0,0,0
"82",21.2530712530713,18.1528662420382,19.1693290734824,15.9090909090909,12.0643431635389
"83",20.02457002457,18.895966029724,18.370607028754,20.4545454545455,16.0857908847185
"84",0,0.106157112526539,0,0,0
"85",22.8501228501229,20.5944798301486,20.7667731629393,18.1818181818182,18.7667560321716
"86",0,0.106157112526539,0,0,0
"87",18.6732186732187,14.968152866242,23.1629392971246,22.7272727272727,13.4048257372654
"88",0,0.106157112526539,0,0,0
"89",20.6388206388206,16.9851380042463,15.9744408945687,20.4545454545455,13.4048257372654
"90",0,0.212314225053079,0,0,0
"91",21.3759213759214,19.2144373673036,21.5654952076677,22.7272727272727,22.7882037533512
"92",23.955773955774,17.3036093418259,19.9680511182109,22.7272727272727,16.0857908847185
"93",21.007371007371,17.7282377919321,20.7667731629393,22.7272727272727,16.0857908847185
"94",18.3046683046683,14.3312101910828,17.5718849840256,22.7272727272727,18.7667560321716
"95",18.0589680589681,15.2866242038217,19.1693290734824,18.1818181818182,13.4048257372654
"96",21.3759213759214,17.8343949044586,22.3642172523962,22.7272727272727,21.4477211796247
"97",0,0.106157112526539,0,0,0
"98",20.3931203931204,18.3651804670913,21.5654952076677,25,12.0643431635389
"99",22.2358722358722,17.6220806794055,15.1757188498403,22.7272727272727,17.426273458445
"100",22.6044226044226,17.0912951167728,13.5782747603834,20.4545454545455,17.426273458445
"101",0,0.106157112526539,0,0,0
"102",0,0.106157112526539,0,0,0
"103",20.1474201474201,17.0912951167728,19.1693290734824,22.7272727272727,20.1072386058981
"104",18.6732186732187,17.8343949044586,21.5654952076677,25,20.1072386058981
"105",0,0.106157112526539,0,0,0
"106",0,0.106157112526539,0,0,0
"107",18.5503685503685,13.9065817409766,15.1757188498403,15.9090909090909,17.426273458445
"108",0.122850122850123,0.106157112526539,0,0,0
"109",0,0.106157112526539,0,0,0
"110",21.007371007371,17.7282377919321,30.3514376996805,25,20.1072386058981
"111",18.9189189189189,15.9235668789809,17.5718849840256,25,21.4477211796247
"112",22.4815724815725,19.3205944798301,27.1565495207668,15.9090909090909,20.1072386058981
"113",20.1474201474201,15.2866242038217,19.9680511182109,18.1818181818182,17.426273458445
"114",17.1990171990172,14.755838641189,22.3642172523962,13.6363636363636,18.7667560321716
"115",0,0.106157112526539,0,0,0
"116",19.041769041769,16.9851380042463,19.9680511182109,22.7272727272727,16.0857908847185
"117",21.007371007371,16.2420382165605,19.9680511182109,18.1818181818182,30.8310991957105
"118",20.5159705159705,17.1974522292994,23.1629392971246,20.4545454545455,17.426273458445
"119",21.1302211302211,16.8789808917197,17.5718849840256,22.7272727272727,20.1072386058981
"120",0,0.106157112526539,0,0,0
"121",0,0.106157112526539,0,0,0
"122",0.122850122850123,0.318471337579618,0.798722044728434,0,0
"123",0,0.106157112526539,0,0,0
"124",18.7960687960688,16.9851380042463,17.5718849840256,22.7272727272727,10.7238605898123
"125",23.8329238329238,22.5053078556263,26.3578274760383,20.4545454545455,12.0643431635389
"126",22.1130221130221,18.3651804670913,25.5591054313099,20.4545454545455,17.426273458445
"127",20.7616707616708,16.348195329087,19.9680511182109,13.6363636363636,18.7667560321716
"128",19.7788697788698,15.4989384288747,16.7731629392971,15.9090909090909,14.745308310992
"129",0.245700245700246,0.212314225053079,0,0,0
"130",22.7272727272727,21.0191082802548,19.9680511182109,31.8181818181818,18.7667560321716
"131",0,0.106157112526539,0,0,0
"132",0.122850122850123,0.212314225053079,0,0,0
"133",0,0.106157112526539,0,0,0
"134",24.0786240786241,19.9575371549894,16.7731629392971,18.1818181818182,14.745308310992
"135",0,0.106157112526539,0,0,0
"136",20.7616707616708,16.2420382165605,16.7731629392971,18.1818181818182,16.0857908847185
"137",22.7272727272727,19.5329087048832,27.1565495207668,25,24.1286863270778
"138",21.4987714987715,17.3036093418259,20.7667731629393,22.7272727272727,12.0643431635389
"139",0,0.106157112526539,0,0,0
"140",19.4103194103194,17.6220806794055,19.1693290734824,18.1818181818182,21.4477211796247
"141",23.0958230958231,17.0912951167728,17.5718849840256,25,22.7882037533512
"142",22.2358722358722,17.515923566879,19.1693290734824,22.7272727272727,12.0643431635389
"143",20.5159705159705,18.2590233545648,19.1693290734824,22.7272727272727,14.745308310992
"144",20.2702702702703,19.4267515923567,11.9808306709265,22.7272727272727,14.745308310992
"145",0,0.106157112526539,0,0,0
"146",21.1302211302211,18.0467091295117,23.1629392971246,20.4545454545455,18.7667560321716
"147",0.245700245700246,0.106157112526539,0,0,0
"148",0,0.106157112526539,0,0,0
"149",19.1646191646192,17.9405520169851,20.7667731629393,20.4545454545455,16.0857908847185
"150",0,0.106157112526539,0,0,0
"151",0,0.212314225053079,0,0,1.34048257372654
"152",20.5159705159705,19.8513800424628,23.961661341853,25,22.7882037533512
"153",0.122850122850123,0.106157112526539,0,0,0
"154",18.5503685503685,16.9851380042463,18.370607028754,15.9090909090909,13.4048257372654
"155",22.4815724815725,17.9405520169851,23.1629392971246,22.7272727272727,17.426273458445
"156",20.3931203931204,16.135881104034,15.1757188498403,22.7272727272727,12.0643431635389
"157",0,0.106157112526539,0,0,0
"158",21.3759213759214,18.6836518046709,24.7603833865815,20.4545454545455,18.7667560321716
"159",22.4815724815725,18.1528662420382,20.7667731629393,20.4545454545455,16.0857908847185
"160",22.7272727272727,19.3205944798301,27.9552715654952,27.2727272727273,14.745308310992
"161",0,0,0,0,0
"162",0,0.106157112526539,0,0,0
"163",0,0.106157112526539,0,0,0
"164",0,0.106157112526539,0,0,0
"165",0,0.106157112526539,0,0,0
"166",19.9017199017199,18.0467091295117,21.5654952076677,18.1818181818182,22.7882037533512
"167",0,0,0,0,0
"168",19.5331695331695,19.1082802547771,19.1693290734824,20.4545454545455,17.426273458445
"169",0.245700245700246,0.318471337579618,0,0,0
"170",21.7444717444717,19.4267515923567,26.3578274760383,25,18.7667560321716
"171",0,0,0,0,0
"172",21.3759213759214,15.9235668789809,18.370607028754,22.7272727272727,16.0857908847185
"173",24.4471744471744,18.1528662420382,20.7667731629393,18.1818181818182,16.0857908847185
"174",19.5331695331695,19.9575371549894,23.1629392971246,15.9090909090909,20.1072386058981
"175",19.4103194103194,17.4097664543524,16.7731629392971,20.4545454545455,20.1072386058981
"176",19.041769041769,14.755838641189,16.7731629392971,11.3636363636364,13.4048257372654
"177",22.1130221130221,21.1252653927813,23.1629392971246,11.3636363636364,21.4477211796247
"178",0,0,0,0,0
"179",18.4275184275184,14.2250530785563,16.7731629392971,11.3636363636364,14.745308310992
"180",20.1474201474201,16.4543524416136,19.9680511182109,27.2727272727273,14.745308310992
"181",21.1302211302211,16.8789808917197,15.9744408945687,25,10.7238605898123
"182",23.3415233415233,18.4713375796178,16.7731629392971,15.9090909090909,14.745308310992
"183",0,0.106157112526539,0,0,0
"184",22.1130221130221,16.8789808917197,16.7731629392971,11.3636363636364,22.7882037533512
"185",0,0,0,0,0
"186",0,0.212314225053079,0,0,0
"187",0,0,0,0,0
"188",0,0.106157112526539,0,0,0
"189",0,0.106157112526539,0,0,0
"190",0,0.106157112526539,0,0,0
"191",21.2530712530713,18.1528662420382,23.961661341853,18.1818181818182,17.426273458445
"192",0,0.106157112526539,0,0,0
"193",0,0.106157112526539,0,0,0
"194",21.6216216216216,18.2590233545648,19.9680511182109,15.9090909090909,14.745308310992
"195",22.4815724815725,19.3205944798301,23.1629392971246,27.2727272727273,16.0857908847185
"196",23.2186732186732,20.5944798301486,23.961661341853,27.2727272727273,21.4477211796247
"197",21.1302211302211,17.8343949044586,19.9680511182109,13.6363636363636,13.4048257372654
"198",0,0.106157112526539,0,0,0
"199",21.990171990172,17.4097664543524,16.7731629392971,20.4545454545455,18.7667560321716
"200",0,0.106157112526539,0,0,0
"201",23.7100737100737,19.0021231422505,28.7539936102236,27.2727272727273,18.7667560321716
"202",0,0.106157112526539,0,0,0
"203",18.6732186732187,14.5435244161359,17.5718849840256,27.2727272727273,14.745308310992
"204",0.368550368550369,0.106157112526539,0,0,0
"205",0.122850122850123,0.106157112526539,0,0,0
"206",0,0.106157112526539,0,0,0
"207",20.2702702702703,16.9851380042463,19.9680511182109,27.2727272727273,16.0857908847185
"208",18.5503685503685,18.5774946921444,23.1629392971246,34.0909090909091,14.745308310992
"209",27.027027027027,22.0806794055202,23.961661341853,18.1818181818182,18.7667560321716
"210",0,0.106157112526539,0,0,0
"211",0.122850122850123,0,0,0,0
"212",0,0.106157112526539,0,0,0
"213",0.122850122850123,0.106157112526539,0,0,0
"214",18.7960687960688,16.5605095541401,19.9680511182109,22.7272727272727,17.426273458445
"215",0,0,0,0,0
"216",21.7444717444717,22.1868365180467,20.7667731629393,22.7272727272727,17.426273458445
"217",22.972972972973,21.4437367303609,21.5654952076677,25,20.1072386058981
"218",17.4447174447174,16.348195329087,20.7667731629393,15.9090909090909,18.7667560321716
"219",0,0.106157112526539,0,0,0
"220",24.4471744471744,20.7006369426752,19.1693290734824,29.5454545454545,18.7667560321716
"221",20.7616707616708,18.3651804670913,15.9744408945687,18.1818181818182,20.1072386058981
