"","age1.I","age2_no_comorbid.I","age2_comorbid.I","age3_no_comorbid.I","age3_comorbid.I"
"1",49,52,53,55,56
"2",60,64,64,66,66
"3",65,69,68,71,70
"4",66,69,69,71,71
"5",42,44,45,47,47
"6",65,68,68,70,70
"7",54,58,58,60,61
"8",55,59,59,61,60
"9",78,82,82,85,85
"10",46,49,49,51,50
"11",53,56,56,58,58
"12",49,52,52,54,55
"13",66,70,70,72,73
"14",64,68,68,70,71
"15",54,57,57,59,59
"16",56,59,59,61,62
"17",69,73,73,76,75
"18",56,59,59,61,61
"19",46,49,49,51,51
"20",47,50,50,52,52
"21",51,54,53,55,55
"22",60,64,64,66,67
"23",56,59,59,62,62
"24",59,63,63,65,65
"25",64,68,68,71,70
"26",88,92,92,95,94
"27",46,49,49,51,52
"28",72,76,76,79,79
"29",68,71,71,74,74
"30",59,63,63,65,66
"31",51,54,54,56,56
"32",87,92,92,95,95
"33",37,40,40,41,42
"34",47,50,49,51,51
"35",61,65,64,67,66
"36",75,79,80,83,84
"37",71,75,75,77,77
"38",54,58,57,59,59
"39",73,77,77,80,81
"40",54,57,57,59,58
"41",64,67,67,70,70
"42",56,59,59,61,61
"43",45,47,47,49,49
"44",56,59,59,61,61
"45",47,50,50,52,52
"46",46,49,49,51,51
"47",51,54,54,56,55
"48",63,67,66,68,67
"49",67,71,71,74,74
"50",78,83,83,86,87
"51",51,54,54,56,56
"52",68,72,71,74,74
"53",54,58,57,60,59
"54",66,70,70,73,73
"55",49,52,52,54,55
"56",66,70,70,73,74
"57",62,65,65,68,68
"58",39,42,42,44,45
"59",59,62,63,65,66
"60",59,62,62,64,64
"61",76,80,80,83,83
"62",55,58,58,60,60
"63",69,73,72,75,74
"64",57,60,60,62,61
"65",86,91,91,93,94
"66",56,60,59,61,61
"67",45,48,48,50,50
"68",44,46,46,48,48
"69",43,45,45,47,47
"70",66,70,70,72,73
"71",54,57,57,60,60
"72",67,71,71,74,73
"73",60,63,63,65,64
"74",43,45,46,48,49
"75",75,80,80,83,83
"76",63,66,67,69,71
"77",46,49,49,51,52
"78",58,61,61,64,64
"79",76,80,80,83,84
"80",50,53,53,55,54
"81",48,51,51,53,52
"82",42,45,45,47,47
"83",60,63,62,65,63
"84",51,54,54,56,57
"85",53,56,56,58,59
"86",60,64,64,66,66
"87",60,64,64,66,66
"88",66,70,70,72,73
"89",75,79,79,82,83
"90",90,94,94,97,97
"91",43,45,45,47,46
"92",57,60,60,63,62
"93",42,45,45,47,46
"94",82,86,86,89,88
"95",64,68,67,70,69
"96",48,51,51,53,53
"97",52,55,55,57,57
"98",63,67,67,70,70
"99",58,61,60,63,62
"100",60,64,64,66,67
"101",45,47,47,49,49
"102",68,71,71,74,73
"103",50,53,53,55,55
"104",87,91,91,93,92
"105",47,50,50,52,52
"106",57,60,60,62,64
"107",68,71,71,73,73
"108",64,68,67,70,69
"109",44,47,47,49,49
"110",111,117,115,119,118
"111",48,51,51,53,54
"112",50,54,54,56,56
"113",33,35,35,36,36
"114",57,60,60,62,62
"115",36,39,39,40,40
"116",68,72,72,75,75
"117",53,57,57,59,59
"118",44,47,47,49,49
"119",62,65,65,67,66
"120",36,38,38,40,40
"121",77,81,80,83,82
"122",49,52,52,54,54
"123",54,57,57,59,59
"124",52,55,55,57,58
"125",71,74,74,76,75
"126",83,88,88,91,91
"127",42,44,45,47,48
"128",65,69,69,72,73
"129",50,54,54,56,56
"130",58,62,61,63,63
"131",56,60,59,62,61
"132",71,75,75,78,77
"133",42,44,45,46,47
"134",90,95,95,98,99
"135",45,48,48,50,50
"136",85,89,89,92,91
"137",64,68,68,70,70
"138",52,55,54,56,55
"139",59,62,62,64,64
"140",76,80,80,83,82
"141",45,48,47,50,49
"142",69,73,73,76,75
"143",61,64,64,66,66
"144",43,46,46,48,48
"145",53,56,56,58,58
"146",46,49,49,51,51
"147",63,66,66,69,69
"148",68,71,71,74,74
"149",59,62,62,65,66
"150",73,77,77,80,80
"151",60,64,63,66,65
"152",74,79,79,82,82
"153",45,48,48,50,50
"154",56,59,59,62,62
"155",35,37,37,38,37
"156",74,78,78,81,81
"157",56,59,59,61,61
"158",56,60,60,62,63
"159",43,46,46,47,47
"160",77,82,82,84,85
"161",55,58,58,60,60
"162",78,82,83,85,87
"163",55,59,59,61,62
"164",81,85,85,88,88
"165",60,64,64,66,66
"166",59,62,62,64,64
"167",52,55,55,57,57
"168",62,66,66,68,69
"169",51,54,54,56,56
"170",53,56,56,58,59
"171",66,69,70,72,73
"172",55,59,59,61,61
"173",47,50,50,52,53
"174",49,52,52,54,54
"175",44,47,47,49,50
"176",54,57,58,60,61
"177",57,60,60,63,63
"178",67,71,71,74,74
"179",54,58,57,60,60
"180",65,68,68,70,70
"181",124,129,129,132,133
"182",53,56,57,59,60
"183",52,56,56,58,59
"184",53,56,56,58,57
"185",45,47,48,50,50
"186",47,50,50,52,52
"187",90,95,95,98,99
"188",68,72,72,74,73
"189",46,49,48,50,50
"190",73,77,76,79,78
"191",51,54,54,56,57
"192",43,45,46,47,48
"193",56,59,59,61,61
"194",44,46,47,48,49
"195",80,85,84,87,87
"196",66,70,70,72,74
"197",59,63,62,65,64
"198",55,58,58,60,60
"199",53,56,56,58,58
"200",55,58,58,60,61
"201",45,48,47,49,48
"202",75,78,79,81,81
"203",61,64,64,67,66
"204",73,77,77,79,79
"205",58,62,62,64,64
"206",46,49,49,51,51
"207",71,75,75,78,77
"208",57,60,60,63,62
"209",39,42,41,43,43
"210",51,54,53,56,54
"211",44,47,47,49,49
"212",57,61,61,63,64
"213",58,61,62,64,65
"214",35,38,37,39,39
"215",74,78,78,81,81
"216",57,60,60,62,61
"217",66,70,69,72,71
"218",55,58,58,60,59
"219",63,67,67,69,69
"220",59,63,62,65,64
"221",54,58,58,60,60
"222",49,52,51,53,53
"223",55,58,58,60,60
"224",54,57,58,60,60
"225",65,68,68,71,70
"226",47,50,50,52,52
"227",45,48,48,50,50
"228",37,39,39,41,40
"229",77,81,82,84,85
"230",51,54,54,56,57
"231",58,61,61,64,64
"232",44,46,47,48,49
"233",56,60,60,62,63
"234",63,67,67,69,69
"235",69,73,73,75,75
"236",53,57,57,59,60
"237",83,88,87,90,89
"238",50,53,52,55,54
"239",59,63,63,65,66
"240",56,59,59,61,62
"241",56,59,59,62,61
"242",61,64,64,66,65
"243",59,62,62,65,65
"244",50,53,53,56,56
"245",44,46,46,48,48
"246",65,69,69,71,71
"247",50,53,52,54,54
"248",77,81,81,84,84
"249",51,54,54,56,55
"250",56,59,59,62,62
"251",65,69,68,70,70
"252",52,55,55,57,57
"253",48,51,50,52,52
"254",65,69,69,72,73
"255",48,51,51,53,53
"256",56,60,60,62,63
