"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",49,52,52,54,54
"2",60,64,64,66,66
"3",65,69,69,72,72
"4",66,69,69,72,72
"5",42,44,44,46,46
"6",65,68,68,70,70
"7",54,57,57,60,60
"8",56,59,59,61,61
"9",78,82,82,84,84
"10",46,49,49,51,51
"11",53,56,56,58,58
"12",49,52,52,54,54
"13",66,70,70,72,72
"14",64,68,68,70,70
"15",53,57,57,59,59
"16",56,59,59,61,61
"17",70,74,74,76,76
"18",55,59,59,61,61
"19",46,49,49,51,51
"20",47,50,50,52,52
"21",51,54,54,56,56
"22",60,64,64,66,66
"23",56,59,59,61,61
"24",59,63,63,65,65
"25",64,68,68,71,71
"26",88,92,92,95,95
"27",46,49,49,51,51
"28",72,76,76,79,79
"29",68,72,72,74,74
"30",59,63,63,65,65
"31",51,54,54,57,57
"32",87,92,92,95,95
"33",37,40,40,41,41
"34",47,50,50,52,52
"35",61,65,65,67,67
"36",75,79,79,82,82
"37",71,75,75,77,77
"38",54,58,58,60,60
"39",73,77,77,79,79
"40",54,58,58,60,60
"41",64,67,67,70,70
"42",56,59,59,61,61
"43",45,47,47,49,49
"44",55,59,59,61,61
"45",47,50,50,52,52
"46",46,49,49,51,51
"47",51,54,54,56,56
"48",65,68,68,71,71
"49",67,71,71,74,74
"50",78,83,83,86,86
"51",51,54,54,57,57
"52",68,72,72,75,75
"53",55,58,58,60,60
"54",66,70,70,73,73
"55",49,51,51,54,54
"56",66,70,70,73,73
"57",62,66,66,68,68
"58",39,42,42,44,44
"59",59,62,62,64,64
"60",59,62,62,64,64
"61",76,80,80,83,83
"62",54,58,58,60,60
"63",69,73,73,76,76
"64",57,61,61,63,63
"65",86,91,91,93,93
"66",57,60,60,62,62
"67",45,48,48,50,50
"68",44,47,47,49,49
"69",43,45,45,47,47
"70",66,70,70,72,72
"71",54,57,57,59,59
"72",67,71,71,74,74
"73",60,64,64,66,66
"74",43,45,45,47,47
"75",75,80,80,83,83
"76",63,66,66,69,69
"77",46,49,49,51,51
"78",58,62,62,64,64
"79",75,79,79,82,82
"80",50,53,53,55,55
"81",48,51,51,53,53
"82",42,45,45,47,47
"83",60,63,63,66,66
"84",51,54,54,56,56
"85",53,56,56,58,58
"86",60,64,64,66,66
"87",61,64,64,66,66
"88",66,70,70,72,72
"89",75,79,79,81,81
"90",89,94,94,96,96
"91",43,46,46,48,48
"92",57,61,61,63,63
"93",42,45,45,47,47
"94",82,87,87,90,90
"95",64,68,68,71,71
"96",48,51,51,53,53
"97",52,55,55,57,57
