"","age1_orange.D","age1_green.D","age2_no_comorbid_orange.D","age2_no_comorbid_green.D","age2_comorbid_green.D","age3_no_comorbid_green.D","age3_comorbid_green.D"
"1",53,2,51,6,37,9,33
"2",49,4,63,12,30,7,37
"3",61,5,70,6,33,5,35
"4",56,7,72,7,33,5,34
"5",54,4,64,10,34,6,45
"6",38,5,63,10,33,10,44
"7",0,0,0,0,0,0,0
"8",47,6,65,10,32,12,33
"9",53,7,52,11,31,6,39
"10",63,5,66,9,28,7,29
"11",48,7,61,4,31,7,31
"12",52,4,64,8,29,10,43
"13",56,7,69,13,29,11,33
"14",55,3,69,6,30,12,39
"15",61,7,72,10,38,10,39
"16",48,4,76,7,26,12,32
"17",0,0,0,0,0,0,0
"18",55,7,62,10,33,14,30
"19",46,2,71,6,43,10,39
"20",63,3,66,9,23,3,34
"21",33,3,67,7,35,11,37
"22",43,5,69,8,30,6,40
"23",60,5,69,8,32,9,34
"24",38,0,64,0,0,0,0
"25",33,5,73,10,27,9,28
"26",0,0,0,0,0,0,0
"27",46,4,67,10,34,10,30
"28",40,4,70,4,37,12,36
"29",57,4,59,10,31,14,28
"30",41,3,78,7,29,3,36
"31",71,6,56,8,28,11,36
"32",0,0,0,0,0,0,0
"33",45,2,63,5,26,12,32
"34",0,0,0,0,0,0,0
"35",62,4,65,10,30,10,33
"36",67,6,67,8,32,8,32
"37",42,2,61,10,31,8,37
"38",57,3,71,7,34,9,35
"39",35,4,66,9,30,12,36
"40",55,5,77,6,33,12,41
"41",64,4,67,9,34,9,40
"42",42,4,72,4,25,9,39
"43",49,5,65,4,38,7,34
"44",50,3,71,7,33,5,32
"45",48,3,73,6,34,7,40
"46",49,5,82,3,31,4,46
"47",53,4,50,7,37,8,35
"48",45,7,56,5,22,13,33
"49",47,0,68,0,0,0,0
"50",64,7,82,2,32,8,36
"51",0,0,0,0,0,0,0
"52",51,2,67,7,26,13,39
"53",61,7,58,3,29,9,33
"54",0,0,0,0,0,0,0
"55",58,5,62,4,36,9,38
"56",48,5,69,5,34,9,32
"57",61,3,63,7,43,9,44
"58",49,0,76,0,0,0,0
"59",58,4,74,10,32,5,33
"60",53,3,64,4,35,10,38
"61",69,2,66,4,31,8,39
"62",60,0,73,8,39,8,37
"63",46,4,81,7,22,13,41
"64",0,0,0,0,0,0,0
"65",48,0,70,0,0,0,0
"66",0,0,0,0,0,0,0
"67",0,0,0,0,0,0,0
"68",67,2,73,7,26,12,42
"69",50,2,64,7,29,8,37
"70",0,0,0,0,0,0,0
"71",47,4,59,6,26,10,30
"72",61,6,68,9,36,11,37
"73",68,0,72,0,1,0,0
"74",55,6,63,8,34,10,32
"75",59,5,51,13,30,7,44
"76",43,6,60,5,35,9,33
"77",46,10,66,4,33,6,40
"78",65,1,79,6,36,7,36
"79",58,1,45,10,25,10,29
"80",53,8,63,6,33,12,30
"81",0,0,0,0,0,0,0
"82",54,0,80,0,0,0,0
"83",53,4,61,13,33,8,37
"84",42,5,77,7,28,4,37
"85",56,6,66,6,31,5,37
"86",46,4,67,5,28,11,41
"87",0,0,0,0,0,0,0
"88",0,0,0,0,0,0,0
"89",0,0,0,0,0,0,0
"90",0,0,0,0,0,0,0
"91",42,2,65,11,41,10,30
"92",52,4,52,3,18,12,40
"93",0,0,0,0,0,0,0
"94",0,0,0,0,0,0,0
"95",46,3,63,6,42,6,32
"96",55,1,66,5,37,8,41
"97",45,2,61,7,36,17,34
"98",45,4,62,5,28,6,36
"99",54,3,54,7,33,9,37
"100",58,2,55,4,28,5,37
"101",56,7,78,7,31,11,36
"102",0,0,0,0,0,0,0
"103",0,0,0,0,0,0,0
"104",53,5,68,10,37,11,36
"105",48,3,64,6,37,8,30
"106",53,2,65,7,31,8,33
"107",51,3,58,12,33,11,34
"108",0,0,0,0,0,0,0
"109",55,6,62,9,29,12,37
"110",0,0,0,0,0,0,0
"111",56,4,73,7,27,11,29
"112",47,5,60,11,26,9,40
"113",48,1,60,10,43,11,26
"114",0,0,0,0,0,0,0
"115",42,3,68,9,34,9,39
"116",55,10,66,7,39,5,37
"117",63,5,63,5,37,9,38
