"","age1.H","age2_no_comorbid.H","age2_comorbid.H","age3_no_comorbid.H","age3_comorbid.H"
"1",2.33415233415233,1.69851380042463,10.3833865814696,13.6363636363636,12.0643431635389
"2",0,0,0,0,0
"3",0,0.106157112526539,0,0,0
"4",0,0,0,2.27272727272727,0
"5",0,0,0,0,0
"6",2.33415233415233,1.80467091295117,7.18849840255591,4.54545454545455,10.7238605898123
"7",2.33415233415233,2.22929936305732,4.79233226837061,11.3636363636364,13.4048257372654
"8",2.33415233415233,1.91082802547771,5.59105431309904,6.81818181818182,10.7238605898123
"9",2.08845208845209,1.80467091295117,5.59105431309904,6.81818181818182,13.4048257372654
"10",2.7027027027027,2.01698513800425,8.78594249201278,4.54545454545455,9.38337801608579
"11",2.08845208845209,2.12314225053079,4.79233226837061,4.54545454545455,9.38337801608579
"12",2.08845208845209,2.22929936305732,9.58466453674121,4.54545454545455,10.7238605898123
"13",2.33415233415233,1.48619957537155,7.18849840255591,6.81818181818182,12.0643431635389
"14",0,0,0,0,0
"15",0.122850122850123,0,0,0,0
"16",0,0,0,0,0
"17",1.5970515970516,1.69851380042463,7.18849840255591,4.54545454545455,9.38337801608579
"18",0,0,0,0,0
"19",2.7027027027027,1.69851380042463,7.98722044728434,6.81818181818182,10.7238605898123
"20",2.08845208845209,2.54777070063694,3.19488817891374,4.54545454545455,13.4048257372654
"21",1.84275184275184,2.22929936305732,4.79233226837061,4.54545454545455,10.7238605898123
"22",0,0,0,0,0
"23",0,0,0,0,0
"24",0,0,0,0,0
"25",1.84275184275184,1.80467091295117,7.98722044728434,11.3636363636364,6.70241286863271
"26",0,0,0,0,0
"27",1.5970515970516,2.33545647558386,7.18849840255591,6.81818181818182,10.7238605898123
"28",0,0,0,0,0
"29",2.08845208845209,2.12314225053079,7.18849840255591,4.54545454545455,13.4048257372654
"30",2.94840294840295,1.80467091295117,5.59105431309904,11.3636363636364,12.0643431635389
"31",2.94840294840295,2.86624203821656,3.99361022364217,4.54545454545455,16.0857908847185
"32",0,0,0,0,0
"33",2.33415233415233,2.4416135881104,10.3833865814696,4.54545454545455,6.70241286863271
"34",2.45700245700246,2.4416135881104,5.59105431309904,6.81818181818182,6.70241286863271
"35",0,0,0,0,0
"36",2.94840294840295,2.4416135881104,3.99361022364217,6.81818181818182,8.04289544235925
"37",1.96560196560197,1.59235668789809,4.79233226837061,9.09090909090909,10.7238605898123
"38",0,0,0,0,0
"39",2.45700245700246,2.54777070063694,4.79233226837061,6.81818181818182,9.38337801608579
"40",0,0,0,0,0
"41",2.08845208845209,2.22929936305732,6.38977635782748,9.09090909090909,14.745308310992
"42",0,0,0,0,0
"43",0,0,0,0,0
"44",0,0,0,0,0
"45",2.33415233415233,1.80467091295117,7.98722044728434,2.27272727272727,10.7238605898123
"46",0,0,0,0,0
"47",1.84275184275184,2.12314225053079,5.59105431309904,9.09090909090909,10.7238605898123
"48",2.33415233415233,2.54777070063694,5.59105431309904,2.27272727272727,13.4048257372654
"49",2.21130221130221,2.54777070063694,6.38977635782748,9.09090909090909,14.745308310992
"50",2.57985257985258,1.80467091295117,5.59105431309904,9.09090909090909,9.38337801608579
"51",0,0,0,0,0
"52",2.33415233415233,1.80467091295117,7.98722044728434,11.3636363636364,12.0643431635389
"53",0,0,0,0,0
"54",2.45700245700246,1.91082802547771,5.59105431309904,6.81818181818182,8.04289544235925
"55",2.08845208845209,2.12314225053079,8.78594249201278,2.27272727272727,14.745308310992
"56",1.71990171990172,1.80467091295117,7.18849840255591,4.54545454545455,16.0857908847185
"57",0,0,0,0,0
"58",1.96560196560197,2.54777070063694,8.78594249201278,4.54545454545455,8.04289544235925
"59",2.08845208845209,1.48619957537155,5.59105431309904,9.09090909090909,13.4048257372654
"60",2.08845208845209,1.48619957537155,4.79233226837061,9.09090909090909,13.4048257372654
"61",0,0,0,0,0
"62",0,0,0,0,0
