"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",706,56,718,71,69,15,19
"2",715,51,723,69,74,16,16
"3",693,0,701,0,0,0,0
"4",686,0,678,0,0,0,0
"5",0,0,1,0,0,0,0
"6",712,0,732,0,0,0,0
"7",704,46,730,66,68,14,12
"8",702,0,673,0,0,0,0
"9",698,0,708,0,0,0,0
"10",0,0,1,0,0,0,0
"11",706,0,699,0,0,0,0
"12",700,0,695,0,0,0,0
"13",695,2,713,0,1,0,0
"14",708,0,716,0,0,0,0
"15",699,1,713,2,2,0,2
"16",706,36,696,55,58,11,15
"17",688,49,709,68,78,20,19
"18",683,48,724,57,69,16,13
"19",687,55,693,64,72,17,17
"20",698,54,705,67,76,22,16
"21",701,0,716,0,0,0,0
"22",698,54,707,68,56,21,12
"23",689,0,688,0,0,0,0
"24",701,48,690,64,58,13,19
"25",698,45,717,56,50,18,15
"26",701,0,692,0,1,0,0
"27",711,1,726,0,0,0,0
"28",695,51,700,63,61,16,21
"29",678,0,702,0,0,0,0
"30",691,52,707,66,71,21,16
"31",692,0,695,0,0,0,0
"32",718,49,700,54,58,20,18
"33",702,54,698,64,81,24,20
"34",683,42,719,52,57,13,15
"35",0,0,1,0,0,0,0
"36",707,0,724,2,1,0,0
"37",0,0,1,0,0,0,0
"38",707,0,724,1,0,0,0
"39",0,0,1,0,0,0,0
"40",689,0,711,0,0,0,0
"41",695,0,698,0,0,0,0
"42",704,49,715,65,73,21,14
"43",697,0,715,0,0,0,0
"44",703,1,714,0,0,0,0
"45",2,0,4,0,0,0,0
"46",710,0,709,0,0,0,0
"47",688,48,687,68,75,22,16
"48",705,55,700,70,76,22,17
"49",709,52,716,59,70,15,23
"50",705,0,684,0,0,0,0
"51",1,0,1,0,0,0,0
"52",702,0,675,0,0,0,0
"53",711,55,718,66,63,22,18
"54",691,0,713,0,0,0,1
"55",708,59,705,67,74,25,20
"56",0,0,1,0,0,0,0
"57",0,0,1,0,0,0,0
"58",701,53,697,78,76,18,23
"59",0,0,1,0,0,0,0
"60",0,0,1,0,0,0,0
"61",708,0,704,0,0,0,0
"62",696,0,695,0,0,1,0
"63",0,0,1,0,0,0,0
"64",693,55,702,68,72,26,22
"65",0,0,0,0,0,0,0
"66",708,0,714,0,0,0,0
"67",699,59,683,73,76,29,25
"68",0,0,1,0,0,0,0
"69",698,0,715,0,0,0,0
"70",686,0,715,1,2,1,0
"71",0,0,1,0,0,0,0
"72",687,57,705,66,71,21,17
"73",691,1,697,0,0,0,0
"74",694,0,699,0,0,0,0
"75",699,0,711,0,0,0,0
"76",706,0,711,0,0,0,0
"77",700,0,687,0,1,1,0
"78",0,0,1,0,0,0,0
"79",709,51,715,69,72,18,11
"80",710,0,700,0,0,0,0
"81",700,40,724,45,53,11,12
"82",717,0,707,0,0,0,0
"83",694,0,671,0,0,0,0
"84",714,53,721,65,57,24,22
"85",699,0,725,0,0,0,0
"86",708,55,708,56,61,20,19
"87",697,0,712,0,1,0,0
"88",695,1,705,1,2,0,0
"89",704,0,716,0,0,0,0
"90",699,52,689,70,62,19,24
"91",702,1,701,0,0,0,0
"92",705,56,701,66,70,24,17
"93",0,0,1,0,0,0,0
"94",682,0,695,0,0,0,0
"95",700,0,693,0,2,0,0
"96",709,52,718,71,68,23,10
"97",703,53,721,60,70,16,18
"98",0,0,1,0,0,0,0
"99",689,52,685,66,61,18,15
"100",695,52,693,47,54,18,11
"101",703,0,706,0,0,0,0
"102",696,52,707,65,75,22,26
"103",698,55,704,68,72,19,23
"104",713,52,718,51,60,18,24
"105",710,15,717,24,20,5,3
"106",696,52,698,57,67,15,12
"107",1,0,2,0,0,0,0
"108",699,0,711,0,2,0,0
"109",712,0,719,0,0,0,0
"110",694,55,691,63,72,19,16
"111",691,0,703,0,0,0,0
"112",0,0,1,0,0,0,0
"113",717,50,715,45,60,17,13
"114",695,54,692,57,64,26,25
"115",0,0,1,0,0,0,0
"116",703,47,727,62,67,17,11
"117",717,54,703,69,76,17,22
"118",682,50,700,68,64,26,19
"119",705,51,696,57,77,24,14
"120",705,51,718,65,79,22,20
"121",706,0,686,0,0,0,0
"122",700,0,742,0,0,0,0
"123",707,45,703,43,60,20,13
"124",703,0,739,1,0,0,0
"125",694,52,656,70,76,22,15
"126",706,0,692,0,0,0,0
"127",690,0,679,0,0,0,0
"128",699,51,705,58,72,15,20
"129",699,52,707,66,67,20,22
"130",0,0,1,0,0,0,0
"131",689,1,695,0,0,0,0
"132",708,0,702,0,0,0,0
"133",0,0,2,0,0,0,0
"134",699,0,675,0,0,0,0
"135",703,41,718,55,70,14,19
"136",715,0,697,0,1,0,0
"137",711,0,699,0,0,0,0
"138",700,47,683,60,64,16,17
"139",691,0,714,0,0,2,0
"140",683,55,682,62,60,17,16
"141",2,0,1,0,0,0,0
"142",701,46,715,64,63,19,9
"143",697,49,687,65,61,25,18
"144",717,3,714,2,4,0,1
"145",703,51,690,54,54,15,12
"146",694,57,717,64,71,20,21
"147",0,0,1,0,0,0,0
"148",705,55,713,63,70,21,23
"149",695,0,722,0,2,0,0
"150",702,46,701,62,63,21,11
"151",701,0,695,0,1,0,0
"152",688,0,715,0,0,0,0
"153",0,0,1,0,0,0,0
"154",0,0,2,0,0,0,0
"155",703,4,703,2,2,1,1
"156",697,48,707,48,54,6,22
"157",701,54,708,77,86,20,16
"158",699,0,680,0,0,0,0
"159",698,50,730,67,60,20,22
"160",697,50,713,59,66,15,21
"161",694,56,689,67,72,18,18
"162",1,0,1,0,0,0,0
"163",706,0,712,0,0,0,0
"164",692,0,676,0,0,0,1
"165",697,53,692,63,59,11,11
"166",700,55,707,71,73,30,17
"167",0,0,2,0,0,0,0
"168",0,0,1,0,0,0,0
"169",0,0,1,0,0,0,0
"170",1,0,1,0,0,0,0
"171",707,0,695,0,0,0,0
"172",704,0,717,1,0,1,0
"173",0,0,1,0,0,0,0
"174",0,0,1,0,0,0,0
"175",707,56,672,70,74,21,16
"176",696,54,709,64,71,17,18
"177",675,55,685,61,74,18,12
"178",705,1,708,0,1,0,0
"179",710,51,671,60,68,23,16
"180",682,0,693,0,0,0,0
"181",0,0,2,0,0,0,0
"182",0,0,1,0,0,0,0
"183",703,0,705,0,0,0,0
"184",1,0,2,0,0,0,0
"185",702,0,716,0,0,0,0
"186",706,48,701,48,61,13,13
"187",0,0,1,0,0,0,0
"188",696,0,714,0,1,0,0
"189",698,0,708,0,0,0,0
"190",695,50,691,61,67,22,19
"191",0,0,2,0,0,0,0
"192",692,0,701,0,0,0,0
"193",698,0,725,0,0,0,0
"194",708,0,727,0,0,0,0
"195",702,0,727,0,0,0,0
"196",0,0,1,0,0,0,0
"197",701,50,711,67,71,24,17
"198",1,0,1,0,0,0,0
"199",698,49,713,60,65,20,18
"200",707,56,697,66,73,19,25
"201",713,47,740,48,50,17,20
"202",698,51,696,72,72,19,22
"203",695,0,705,0,0,0,0
"204",709,48,700,68,64,23,14
"205",690,0,716,0,0,0,0
"206",697,57,715,62,74,20,18
"207",686,55,669,65,66,23,16
"208",0,0,1,0,0,0,0
"209",690,0,683,0,0,0,0
"210",690,45,706,43,61,10,9
"211",690,53,694,64,74,16,22
"212",699,49,711,58,59,17,17
"213",702,55,726,65,63,19,12
"214",0,0,1,0,0,0,0
"215",701,48,714,59,72,20,18
"216",697,50,726,67,66,20,25
"217",689,50,703,56,60,24,13
"218",689,1,662,1,0,0,0
"219",700,0,709,0,0,0,0
"220",689,0,709,0,0,0,0
"221",705,0,716,0,0,0,0
"222",699,0,697,0,0,0,0
"223",698,54,704,68,70,23,22
"224",687,0,683,0,0,0,0
"225",695,52,700,46,52,19,11
"226",694,55,727,63,85,23,21
"227",699,51,701,70,69,21,14
"228",696,0,691,5,3,0,0
"229",701,0,706,0,0,0,0
"230",707,0,701,0,0,0,0
"231",0,0,1,0,0,0,0
"232",711,0,709,0,0,0,0
"233",700,54,732,57,69,25,19
"234",708,45,726,62,55,13,11
"235",700,0,728,0,0,0,0
"236",699,56,684,52,75,22,17
"237",699,57,717,70,70,20,20
"238",0,0,1,0,0,0,0
"239",703,1,671,1,1,1,1
"240",687,0,709,0,0,0,0
"241",721,53,727,65,69,18,18
"242",0,0,1,0,0,0,0
"243",698,15,713,15,18,6,3
"244",709,49,732,63,71,19,12
"245",700,49,701,59,60,24,21
"246",703,0,710,0,0,0,0
"247",691,43,685,39,54,13,10
"248",698,0,705,0,0,0,0
"249",699,54,699,67,72,16,16
"250",701,0,693,0,2,0,0
"251",0,0,1,0,0,0,0
"252",693,53,715,52,72,19,12
"253",700,0,703,0,0,0,0
"254",712,52,735,66,70,20,19
"255",703,0,700,0,0,0,0
"256",700,0,704,0,0,0,0
"257",709,51,688,62,74,21,22
"258",708,0,721,0,0,0,0
"259",699,0,717,0,0,0,0
"260",709,48,728,69,71,18,24
"261",698,2,692,3,1,2,1
"262",696,0,697,0,0,0,0
"263",706,56,735,66,75,21,26
"264",703,0,712,0,0,0,0
"265",0,0,1,0,0,0,0
"266",695,1,701,1,0,0,0
"267",699,2,717,3,5,1,0
"268",692,46,691,56,56,17,15
"269",695,0,694,1,0,0,0
"270",691,54,685,55,70,23,16
"271",0,0,1,0,0,0,0
"272",710,0,710,0,0,0,0
"273",707,0,705,0,0,0,0
"274",701,46,722,62,67,18,18
"275",705,55,724,68,72,21,20
"276",0,0,1,0,0,0,0
"277",709,0,685,2,0,0,0
"278",693,0,688,0,0,1,0
"279",705,50,711,75,75,22,17
"280",706,0,717,1,1,0,0
"281",695,52,701,73,74,19,17
"282",720,51,704,72,67,21,21
"283",695,0,705,0,0,0,0
"284",704,51,698,62,67,19,15
"285",715,0,706,1,2,0,0
"286",706,0,706,0,0,0,1
"287",704,0,730,0,0,0,0
"288",697,0,705,0,2,0,0
"289",701,0,713,0,0,0,0
"290",696,56,702,70,64,20,14
"291",676,42,695,61,56,15,16
"292",0,0,1,0,0,0,0
"293",697,0,694,0,0,0,0
"294",0,0,1,0,0,0,0
"295",0,0,2,0,0,0,0
"296",695,52,722,67,68,14,21
"297",686,0,705,0,0,0,0
"298",689,0,712,0,0,0,0
"299",714,53,686,60,53,17,25
"300",703,52,700,62,55,14,18
"301",707,56,707,65,67,19,15
"302",704,51,735,59,66,19,18
"303",694,0,688,0,0,0,0
"304",711,52,708,56,73,16,15
"305",688,54,698,68,68,14,17
"306",699,0,699,1,0,0,0
"307",694,0,691,0,0,0,0
"308",706,0,686,0,0,0,0
"309",702,55,705,68,77,25,15
"310",0,0,1,0,0,0,0
"311",0,0,1,0,0,0,0
"312",695,0,695,0,0,0,0
"313",702,50,715,74,69,19,16
"314",1,0,1,0,0,0,0
"315",0,0,1,0,0,0,0
"316",714,58,692,60,75,20,22
"317",699,54,714,58,73,17,19
"318",0,0,1,0,0,0,0
"319",0,0,1,0,0,0,0
"320",692,0,697,0,0,0,0
"321",694,53,693,62,64,18,22
"322",696,54,710,67,78,20,15
"323",701,0,708,1,1,0,0
"324",0,0,1,0,0,0,0
"325",0,0,1,0,0,0,0
"326",703,50,727,70,69,20,14
"327",692,57,696,62,58,18,21
"328",698,0,706,0,0,0,0
"329",699,0,702,0,0,0,0
"330",0,0,1,0,0,0,0
"331",698,1,715,0,0,0,0
"332",695,61,718,65,67,24,15
"333",686,0,701,0,0,0,0
"334",700,54,726,66,70,24,19
"335",702,53,705,70,72,14,17
"336",691,51,710,63,60,19,21
"337",706,49,687,59,74,14,14
"338",697,46,699,62,67,20,18
"339",700,0,696,0,0,0,0
"340",705,48,723,60,75,19,17
"341",0,0,1,0,0,0,0
"342",0,0,1,0,0,0,0
"343",711,0,697,0,0,0,0
"344",703,41,707,50,58,15,11
"345",0,0,1,0,0,0,0
"346",693,56,699,76,76,26,28
"347",704,51,711,55,57,20,20
"348",705,0,713,0,0,0,0
"349",685,0,688,0,1,0,0
"350",0,0,1,0,0,0,0
"351",710,51,721,63,63,16,17
"352",684,0,678,0,0,0,0
"353",0,0,1,0,0,0,0
