"","age1_orange.E","age1_green.E","age2_no_comorbid_orange.E","age2_no_comorbid_green.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"1",86,8,89,7,9,4,5
"2",89,8,94,8,11,3,6
"3",73,0,83,0,0,0,0
"4",78,0,81,0,0,0,0
"5",0,0,1,0,0,0,0
"6",81,0,85,0,0,0,0
"7",91,7,102,9,8,4,5
"8",86,0,77,0,0,0,0
"9",91,0,85,0,0,0,0
"10",0,0,1,0,0,0,0
"11",82,0,80,0,0,0,0
"12",75,0,78,0,0,0,0
"13",99,1,85,0,1,1,1
"14",79,0,78,0,0,0,0
"15",76,1,85,2,1,0,1
"16",86,4,78,5,7,2,3
"17",79,6,80,8,7,4,5
"18",81,7,85,8,10,4,6
"19",67,6,78,9,9,3,4
"20",90,7,77,6,9,4,5
"21",88,0,100,0,0,0,0
"22",80,6,83,7,7,4,7
"23",94,0,85,0,0,0,0
"24",101,8,91,8,11,3,8
"25",91,5,83,5,8,4,4
"26",90,0,79,0,1,0,0
"27",93,1,97,0,0,0,1
"28",69,5,89,6,7,3,4
"29",88,0,75,0,0,0,0
"30",89,5,89,7,9,5,6
"31",92,0,76,0,0,0,0
"32",95,10,81,7,10,5,5
"33",78,7,73,9,10,4,6
"34",78,5,74,5,6,3,4
"35",0,0,1,0,0,0,0
"36",80,0,78,1,1,0,0
"37",0,0,1,0,0,0,0
"38",86,0,81,1,0,0,1
"39",0,0,1,0,0,0,0
"40",92,0,85,0,0,0,0
"41",76,0,75,0,0,0,0
"42",88,6,90,5,9,3,5
"43",90,0,75,0,0,0,0
"44",98,1,79,0,0,0,0
"45",2,0,2,0,0,0,0
"46",90,0,84,0,0,0,0
"47",81,4,75,5,8,3,5
"48",84,6,81,12,9,4,6
"49",106,9,82,9,11,4,5
"50",84,0,84,0,0,0,0
"51",1,0,1,0,0,0,0
"52",78,0,78,0,0,0,0
"53",97,8,76,9,13,3,6
"54",89,0,84,0,0,0,1
"55",88,11,89,11,10,6,7
"56",0,0,1,0,0,0,0
"57",0,0,1,0,0,0,0
"58",75,5,77,6,9,3,5
"59",0,0,1,0,0,0,0
"60",0,0,1,0,0,0,0
"61",103,0,109,0,0,0,0
"62",92,0,87,0,0,1,0
"63",0,0,1,0,0,0,0
"64",83,5,80,9,8,4,6
"65",0,0,1,0,0,0,0
"66",94,0,86,0,0,0,0
"67",76,8,67,10,11,5,7
"68",0,0,1,0,0,0,0
"69",84,0,82,0,0,0,0
"70",89,0,83,1,2,1,0
"71",0,0,1,0,0,0,0
"72",95,7,89,8,9,3,5
"73",90,1,79,0,0,0,1
"74",85,0,89,0,0,0,0
"75",86,0,90,0,0,0,0
"76",83,0,88,0,0,0,0
"77",88,0,70,0,1,1,0
"78",0,0,1,0,0,0,0
"79",83,7,85,10,9,5,6
"80",92,0,82,0,0,0,0
"81",89,6,90,5,5,3,4
"82",97,0,77,0,0,0,0
"83",66,0,69,0,0,0,0
"84",113,7,94,7,8,5,4
"85",91,0,83,0,0,0,0
"86",90,10,83,6,9,3,6
"87",77,0,78,0,1,0,0
"88",82,1,73,1,1,0,0
"89",96,0,86,0,0,0,0
"90",80,6,74,8,8,3,5
"91",91,1,81,0,1,0,0
"92",104,8,87,6,11,5,8
"93",0,0,1,0,0,0,0
"94",77,0,79,0,0,0,0
"95",92,0,93,0,1,0,1
"96",74,7,86,7,7,6,5
"97",90,7,82,7,11,3,5
"98",0,0,1,0,0,0,0
"99",94,5,93,8,8,3,7
"100",93,5,85,7,7,3,4
"101",86,0,89,0,0,0,0
"102",86,8,86,9,11,5,8
"103",89,6,80,11,11,4,6
"104",82,5,83,5,7,2,4
"105",79,4,83,5,4,2,3
"106",87,6,77,5,8,3,3
"107",1,0,1,0,0,0,0
"108",79,0,78,0,1,0,0
"109",82,0,84,0,0,0,0
"110",90,6,68,7,8,4,5
"111",87,0,92,0,0,0,0
"112",0,0,1,0,0,0,0
"113",84,5,84,5,7,2,5
"114",90,7,84,6,10,4,10
"115",0,0,1,0,0,0,0
"116",81,7,69,7,7,4,5
"117",87,10,85,6,10,3,5
"118",85,8,76,7,9,5,6
"119",84,4,74,8,14,6,5
"120",99,7,95,7,10,3,8
