"","age1_orange.P","age1_green.P","age2_no_comorbid_orange.P","age2_no_comorbid_green.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"1",37.4667103028945,63.3676330797016,37.0420012230469,60.4449058909833,67.2100146015866,61.7544677466421,69.8743978544732
"2",24.6731339981875,48.2368657030193,27.1881501127409,57.7179014428072,47.602858671166,59.0408876290267,56.0563576142735
"3",28.4558095525108,0,31.2500981030522,0,0,0,0
"4",0,0,3.03666380469221,0,0,0,0
"5",30.1405551202447,47.9044496878419,33.4454522517578,48.0490811651943,47.2405647299688,51.7640524568939,46.1911695071878
"6",36.4369410264564,66.4981410229524,36.3394534530282,69.8345513957023,63.9051219999231,68.368265150225,64.6564910404817
"7",30.610297740072,59.3255264352595,32.103139787914,66.5512635521235,69.4106394368692,76.7537556517804,65.0668804034259
"8",32.0386036593934,54.0284095540071,32.7802677152134,50.0929529723482,58.4567492036452,52.0860466419287,65.2120582180397
"9",43.376356279777,97.899322428102,42.9909477690751,106.310511819625,103.362812013019,121.993948491899,93.2539901546287
"10",34.4296749161874,52.7223423694063,34.5444466212719,56.7309585237207,54.2059952381082,54.424306870738,65.404994995532
"11",0,0,0.521144868064157,0,0,0,0
"12",28.6811832505455,0,29.5353291797049,0,18.8584438605552,0,0
"13",38.3648275166749,0,40.8692127464757,0,0,0,43.6523705265794
"14",32.5760639040767,64.8759229920942,36.6390413872799,64.2328968474848,61.8787524345186,74.1164025338585,72.1897355729542
"15",38.7243585660159,60.8234852381691,38.0342542322216,67.2310326948287,68.9087041684635,74.5967627226365,72.3255109217633
"16",23.8143322332107,48.0806522122243,27.8270938121667,62.7694590795212,56.7722102721401,45.4591408873042,59.2115458280466
"17",42.4251815706084,49.9092000314665,45.7380324432357,54.5452240334819,53.6431915496618,48.8568965713663,51.3827987993165
"18",24.2146187320709,43.7549505260038,24.9205361789248,46.0368116993727,42.3710591863494,42.3651118912388,48.3383158592278
"19",33.998971295785,59.0765738842123,35.8218439677537,55.3211091252468,58.9145279794296,48.4695761130103,59.2502875082172
"20",0,0,2.40971132214622,0,0,0,0
"21",0,0,0.781757598735209,0,0,0,0
"22",28.9803353176011,55.0865943399184,32.9522694394479,53.6646166432176,50.3753109822827,54.2641297286687,52.258175485957
"23",32.1222331009398,44.9431420770572,30.646771010473,47.4247557694542,50.9402571130443,50.469736738552,47.2374390385879
"24",50.1745964123137,74.1547842900942,51.5637810627709,75.1649144489012,77.0681658391681,73.7798584058739,74.5558468886619
"25",0,0,0.991906003564613,0,0,0,0
"26",40.4629109621044,40.2519556491027,41.2789682296762,50.1980299791109,45.1102766463431,45.7124122694301,35.1037290959851
"27",28.6932847144448,53.6108407560608,31.9641668282746,61.0058663744651,66.6723452135114,80.9767729733264,70.6117600525341
"28",28.1036894891956,89.7182742844738,30.518966554277,94.2658300019183,108.028584972644,92.5429808265904,103.098933318761
"29",42.8758898037498,67.3832841462945,44.9535566367512,65.1714056242372,67.5419943797675,69.9350845724237,66.9898108230224
"30",1.28377419933394,0,0.451646329979153,0,0,0,0
"31",31.5605990995522,56.5968811158937,31.6315874054849,59.8113930472085,50.4861119049096,43.5072460053777,67.3022686386958
"32",42.4632019783642,55.3373980273646,42.001411341935,63.0204422748515,65.2971636284822,69.3855235482495,66.3826596044493
"33",27.3810424433859,27.1314457250908,27.2030434071791,0,0,0,0
"34",37.2013067650911,75.2331127751355,39.9985509575027,70.0633871343916,78.1221468348502,73.2961305765697,81.8304163913356
"35",36.1510818747025,54.9204135088799,38.1499209344226,58.0534369134334,58.3676878899411,60.9126821902866,55.4713977265637
"36",41.8491465516914,56.1944906272469,44.9231807758642,57.5528240849903,54.2159615696484,56.3199647724835,60.1242895132298
"37",26.5307489535212,71.0660175143695,28.1260288534113,79.8415104573181,71.2747146820558,68.3849412040845,71.4908515052355
"38",0,0,4.43852961587064,0,0,0,0
"39",39.5171479536375,77.2861725264936,39.3878696004182,84.6047440788358,80.1748875182362,92.0545770440948,90.4858455052056
"40",47.4132198417569,0,44.6561764142347,0,67.5088846505078,0,0
"41",23.3583238756973,48.646346222438,24.8631945027129,56.1582367186611,54.0686243529396,45.0976343148977,54.0026969062625
"42",30.7103385808851,62.9116677653421,33.3037008059338,72.6447977746358,67.170113946927,78.6311624105533,70.8433116405149
"43",30.2546871075062,49.4726244025214,30.621006039975,61.0797340591461,61.3456222497709,73.1201122265372,61.0611534705076
"44",26.497727251074,49.9850175319729,31.74014956287,51.8095021612325,50.3056023449505,59.4497518409214,47.0850784800661
"45",29.5782156493741,60.0700706086792,29.4290720500773,54.7497612459299,59.4169696106719,52.376693680254,63.8462597140518
"46",26.7193111012562,65.3278895018433,27.0399897768407,71.9867585019118,76.8004715465698,70.4069846508862,70.8671781838314
"47",39.9044922913277,54.3405347921936,40.1985956031135,55.3738959456898,55.3007913218525,46.4665976351424,60.8502489949545
"48",24.3255142677765,0,26.3169548806387,0,0,0,0
"49",30.7538896670505,41.8388515499519,30.7538896670505,50.1754746761905,44.2596952203725,51.5845393257207,46.650758384285
"50",37.8385700797778,91.8225986781982,41.2234226651558,88.9476712315248,90.7875126933272,92.0748581991416,84.9455066563874
"51",0,0,0.770314010045537,0,0,0,0
