"","age1.IH","age2_no_comorbid.IH","age2_comorbid.IH","age3_no_comorbid.IH","age3_comorbid.IH"
"1",1.35135135135135,1.27388535031847,4.79233226837061,9.09090909090909,6.70241286863271
"2",1.35135135135135,1.16772823779193,5.59105431309904,4.54545454545455,5.36193029490617
"3",0,0,0,0,0
"4",1.5970515970516,1.38004246284501,2.3961661341853,4.54545454545455,9.38337801608579
"5",1.35135135135135,1.38004246284501,3.19488817891374,6.81818181818182,5.36193029490617
"6",1.96560196560197,0.955414012738854,3.19488817891374,6.81818181818182,8.04289544235925
"7",1.35135135135135,1.38004246284501,3.99361022364217,4.54545454545455,9.38337801608579
"8",0,0,0,0,0
"9",1.84275184275184,1.06157112526539,3.99361022364217,2.27272727272727,10.7238605898123
"10",1.71990171990172,1.38004246284501,4.79233226837061,4.54545454545455,9.38337801608579
"11",0,0,0,0,0
"12",0.491400491400491,1.27388535031847,5.59105431309904,4.54545454545455,4.02144772117963
"13",0,0,0,0,0
"14",1.47420147420147,0.955414012738854,5.59105431309904,6.81818181818182,9.38337801608579
"15",0,0,0,0,0
"16",1.35135135135135,1.16772823779193,4.79233226837061,4.54545454545455,5.36193029490617
"17",1.22850122850123,1.06157112526539,4.79233226837061,4.54545454545455,8.04289544235925
"18",1.84275184275184,0.955414012738854,3.99361022364217,2.27272727272727,9.38337801608579
"19",0,0,0,0,0
"20",0,0,0,0,0
"21",1.35135135135135,1.06157112526539,4.79233226837061,4.54545454545455,4.02144772117963
"22",0,0,0,0,0
"23",1.5970515970516,1.59235668789809,6.38977635782748,4.54545454545455,6.70241286863271
"24",0,0,0,0,0
"25",1.47420147420147,0.955414012738854,3.19488817891374,4.54545454545455,5.36193029490617
"26",1.10565110565111,1.59235668789809,3.99361022364217,4.54545454545455,8.04289544235925
"27",1.96560196560197,0.743099787685775,3.19488817891374,4.54545454545455,8.04289544235925
"28",1.22850122850123,1.59235668789809,3.99361022364217,4.54545454545455,6.70241286863271
"29",0,0,0,0,0
"30",0,0,0,0,0
"31",0,0,0,0,0
"32",0.982800982800983,1.16772823779193,3.99361022364217,2.27272727272727,9.38337801608579
"33",0,0,0,0,0
"34",1.84275184275184,1.16772823779193,5.59105431309904,2.27272727272727,8.04289544235925
"35",1.10565110565111,1.80467091295117,5.59105431309904,6.81818181818182,10.7238605898123
"36",1.71990171990172,0.849256900212314,3.99361022364217,2.27272727272727,8.04289544235925
"37",0,0,0,0,0
"38",1.22850122850123,1.06157112526539,4.79233226837061,9.09090909090909,10.7238605898123
"39",1.47420147420147,1.59235668789809,3.19488817891374,4.54545454545455,2.68096514745308
"40",0,0,0,0,0
"41",1.35135135135135,1.38004246284501,4.79233226837061,2.27272727272727,5.36193029490617
"42",1.71990171990172,1.38004246284501,7.98722044728434,4.54545454545455,6.70241286863271
"43",1.47420147420147,1.16772823779193,2.3961661341853,2.27272727272727,5.36193029490617
"44",1.5970515970516,1.59235668789809,4.79233226837061,4.54545454545455,4.02144772117963
"45",1.10565110565111,0.955414012738854,6.38977635782748,2.27272727272727,6.70241286863271
"46",0,0,0,0,0
"47",1.5970515970516,1.27388535031847,6.38977635782748,6.81818181818182,5.36193029490617
"48",1.96560196560197,1.38004246284501,2.3961661341853,4.54545454545455,6.70241286863271
"49",0,0,0,0,0
"50",1.5970515970516,1.06157112526539,4.79233226837061,4.54545454545455,9.38337801608579
