"","age1.IR","age2_no_comorbid.IR","age2_comorbid.IR","age3_no_comorbid.IR","age3_comorbid.IR"
"1",50.9179390762124,57.9138981587902,57.6451600134912,55.3420467691531,52.4228247585104
"2",50.3949375788803,53.9731733318905,46.3809197104428,49.3980688164636,44.7189538857574
"3",0,4.92112317632056,0,0,0
"4",41.1776634580566,49.7420869083914,54.0329130552874,38.1667887843393,46.6908235663468
"5",47.1675246982001,51.5486395551817,53.1112170896847,46.8767335095351,53.2094774065921
"6",35.0770851238958,35.5853166204773,31.6020343400825,46.0482801739404,39.955966100093
"7",41.9978934476664,44.1095840605361,46.7670218935494,53.1243972617747,44.8114268690658
"8",0,5.4943934866581,0,0,0
"9",46.7252844394011,50.8427094311426,43.2844359427506,39.7636124489584,58.8817516051558
"10",58.5386840896161,66.2142997131289,62.0265881431993,62.7496148167898,64.9219536331458
"11",0,14.9376746175512,0,0,0
"12",71.6021131668497,76.4615733338616,63.5191787586022,79.8607533736686,70.7652513552758
"13",9.62042080052405,4.27489847603995,12.5780233734344,0,0
"14",43.1787566010595,46.542506915317,39.1037112206292,45.3016625362437,50.8747791645977
"15",0,0.667389629557684,0,0,0
"16",41.9916989716602,42.3892985487961,51.2996137247493,49.4263268041922,42.1604069842106
"17",71.132086934416,71.081514219586,73.9132031638796,74.9995731313794,68.1574355610103
"18",36.0466555920361,37.8731155625725,43.1369109853944,33.17858774337,43.0955805188663
"19",13.2387184216515,8.63796318289159,10.0025827987221,14.3620676314004,0
"20",0,2.60271878004219,0,0,0
"21",98.2625088519477,99.4699051211951,101.82426602215,86.0626439924309,86.4288451340995
"22",18.2256010642246,11.3534245116485,0,0,0
"23",63.4076161538496,70.557564235585,66.8241571703279,71.7188183703803,62.086034663087
"24",0,8.84193634959696,0,0,0
"25",60.6620386222395,66.0220871183299,66.9520190665434,66.9754139062286,62.819078973811
"26",57.3565603610352,58.0491214053544,57.8099350512974,63.5813966590847,49.9189675671675
"27",47.4796773820404,48.4079110353214,44.860649570655,45.4625686789422,32.7603938919223
"28",58.7829803884093,56.7211825443647,59.737305361024,63.6110982947046,65.147996619284
"29",0,2.52006451434291,0,0,0
"30",0,17.4230582518974,0,0,0
"31",0,1.81246909096653,0,0,0
"32",40.6557234174848,44.3268224744513,36.1546129017419,53.8984445549273,40.6557234174848
"33",3.07347869435835,2.72329681593172,0,0,0
"34",38.5392800697394,42.1532226980197,45.4697473890162,47.7287627023119,36.3927166874917
"35",47.9943818494962,48.4433192385371,49.7295282087806,36.6452369157023,53.7065316757749
"36",54.6504359777574,58.158086837303,54.9371668644931,55.7291203502797,62.1096735999672
"37",0,1.15041451935044,0,0,0
"38",54.8729776646642,61.2599303103634,58.041786209285,59.8820615905486,57.0696968461902
"39",45.2570659548218,51.4280161716937,52.6924055194408,48.8236430515119,58.2084373427166
"40",0,2.25270807294777,0,0,0
"41",44.5782736068038,48.6061478602084,41.7759612736908,47.5097902419358,47.636562259132
"42",51.2435163815185,52.9448318058374,53.9105531337373,55.4692953153848,52.1903947299667
"43",47.1391513869578,43.3424680466605,48.1955911271936,60.4237564561571,46.2039960538323
"44",33.2445501049188,41.4978386457171,29.6541337965058,37.1942064320837,26.4628729781984
"45",33.4669395438414,39.6014244763531,39.9357193634154,36.2587629934123,41.3197365549291
"46",0,1.94576502443095,0,0,0
"47",65.0542217929646,64.8038392414225,65.9131686042795,60.8727979278336,65.8865449510721
"48",56.1807398710496,56.2845509251769,65.8034381767225,64.2395100372453,62.2645083289323
"49",0,5.82229090061452,0,0,0
"50",47.9295706916588,51.3618497156771,44.7713736302323,55.6271817129498,57.3720883872802
