"","age1.IR","age2_no_comorbid.IR","age2_comorbid.IR","age3_no_comorbid.IR","age3_comorbid.IR"
"1",19.6560196560197,12.3142250530786,16.7731629392971,20.4545454545455,6.70241286863271
"2",20.5159705159705,16.348195329087,17.5718849840256,15.9090909090909,6.70241286863271
"3",0,0.106157112526539,0,0,0
"4",20.7616707616708,16.6666666666667,13.5782747603834,13.6363636363636,10.7238605898123
"5",21.4987714987715,15.8174097664544,11.1821086261981,15.9090909090909,10.7238605898123
"6",20.02457002457,16.7728237791932,13.5782747603834,13.6363636363636,6.70241286863271
"7",19.9017199017199,15.8174097664544,15.1757188498403,13.6363636363636,8.04289544235925
"8",0,0.106157112526539,0,0,0
"9",16.0933660933661,14.4373673036093,14.3769968051118,15.9090909090909,9.38337801608579
"10",17.5675675675676,15.2866242038217,10.3833865814696,18.1818181818182,5.36193029490617
"11",0,0.106157112526539,0,0,0
"12",18.7960687960688,15.6050955414013,14.3769968051118,13.6363636363636,6.70241286863271
"13",0.245700245700246,0.106157112526539,0.798722044728434,0,0
"14",16.953316953317,15.4989384288747,13.5782747603834,13.6363636363636,8.04289544235925
"15",0,0.106157112526539,0,0,0
"16",21.1302211302211,17.515923566879,14.3769968051118,15.9090909090909,10.7238605898123
"17",19.1646191646192,17.4097664543524,15.1757188498403,11.3636363636364,5.36193029490617
"18",18.1818181818182,13.4819532908705,14.3769968051118,9.09090909090909,6.70241286863271
"19",0.614250614250614,0.424628450106157,0.798722044728434,2.27272727272727,0
"20",0,0.106157112526539,0,0,0
"21",16.2162162162162,12.7388535031847,17.5718849840256,13.6363636363636,5.36193029490617
"22",0.122850122850123,0.106157112526539,0,0,0
"23",17.4447174447174,14.5435244161359,15.1757188498403,18.1818181818182,5.36193029490617
"24",0,0.106157112526539,0,0,0
"25",20.1474201474201,16.7728237791932,13.5782747603834,15.9090909090909,8.04289544235925
"26",18.5503685503685,14.6496815286624,13.5782747603834,13.6363636363636,4.02144772117963
"27",17.3218673218673,15.1804670912951,13.5782747603834,15.9090909090909,2.68096514745308
"28",20.02457002457,15.7112526539278,13.5782747603834,18.1818181818182,6.70241286863271
"29",0,0.106157112526539,0,0,0
"30",0,0.212314225053079,0,0,0
"31",0,0.106157112526539,0,0,0
"32",19.9017199017199,16.2420382165605,12.779552715655,18.1818181818182,5.36193029490617
"33",0.122850122850123,0.106157112526539,0,0,0
"34",20.5159705159705,17.515923566879,14.3769968051118,13.6363636363636,5.36193029490617
"35",20.1474201474201,16.7728237791932,12.779552715655,6.81818181818182,5.36193029490617
"36",19.041769041769,18.5774946921444,13.5782747603834,18.1818181818182,13.4048257372654
"37",0,0.106157112526539,0,0,0
"38",20.5159705159705,15.2866242038217,16.7731629392971,15.9090909090909,5.36193029490617
"39",19.2874692874693,15.9235668789809,12.779552715655,13.6363636363636,5.36193029490617
"40",0,0.212314225053079,0,0,0
"41",18.3046683046683,12.8450106157113,15.1757188498403,13.6363636363636,6.70241286863271
"42",22.1130221130221,17.515923566879,15.1757188498403,15.9090909090909,6.70241286863271
"43",18.1818181818182,13.8004246284501,12.779552715655,15.9090909090909,8.04289544235925
"44",18.6732186732187,14.0127388535032,14.3769968051118,22.7272727272727,8.04289544235925
"45",17.8132678132678,17.6220806794055,13.5782747603834,13.6363636363636,6.70241286863271
"46",0,0.106157112526539,0,0,0
"47",20.6388206388206,15.7112526539278,11.9808306709265,15.9090909090909,8.04289544235925
"48",19.1646191646192,14.5435244161359,15.1757188498403,15.9090909090909,8.04289544235925
"49",0,0.212314225053079,0,0,0
"50",19.2874692874693,16.0297239915074,15.9744408945687,15.9090909090909,6.70241286863271
