"","age1.R","age2_no_comorbid.R","age2_comorbid.R","age3_no_comorbid.R","age3_comorbid.R"
"1",711,729,66,22,21
"2",710,707,71,22,22
"3",0,1,0,0,0
"4",728,701,84,27,23
"5",695,651,63,19,26
"6",710,687,75,24,17
"7",707,687,77,21,26
"8",0,1,0,0,0
"9",666,642,73,23,22
"10",716,681,73,26,22
"11",0,1,0,0,0
"12",691,686,74,20,26
"13",2,1,1,0,0
"14",693,684,69,20,23
"15",0,1,0,0,0
"16",711,694,79,25,32
"17",721,729,72,29,18
"18",687,674,69,20,19
"19",7,8,1,1,0
"20",0,1,0,0,0
"21",709,691,80,26,27
"22",1,1,0,0,0
"23",710,707,64,22,23
"24",0,1,0,0,0
"25",710,689,68,18,23
"26",712,671,72,23,17
"27",690,672,73,21,15
"28",707,657,73,25,13
"29",0,1,0,0,0
"30",0,2,0,0,0
"31",0,1,0,0,0
"32",713,700,72,28,17
"33",1,1,0,0,0
"34",693,701,68,21,19
"35",703,663,77,18,20
"36",709,715,75,19,27
"37",0,1,0,0,0
"38",713,706,82,20,17
"39",695,681,70,26,17
"40",0,2,0,0,0
"41",705,670,76,23,25
"42",716,694,73,21,24
"43",697,668,73,22,24
"44",715,693,71,22,25
"45",712,708,79,26,21
"46",0,1,0,0,0
"47",723,719,67,24,25
"48",703,698,75,23,23
"49",0,2,0,0,0
"50",689,687,66,20,18
