"","age1.ID","age2_no_comorbid.ID","age2_comorbid.ID","age3_no_comorbid.ID","age3_comorbid.ID"
"1",36.228932015024,56.2684521355064,43.8169524403741,75.1522561180669,54.6298430428292
"2",49.4659670691308,51.7928868737117,48.1769782383967,43.493917282084,43.566792212412
"3",0,0,0,0,0
"4",25.3146594705091,42.6090372660061,50.413794273088,0,54.4421204506193
"5",56.1191066044265,57.0548250389271,38.4589206879668,30.9909290036364,54.382852516281
"6",33.7877690146118,33.6448635648965,43.1630640853584,56.2499132588576,28.4426213734648
"7",28.8965520333368,36.1046679322207,43.6670699223029,45.1722613736613,45.0346804194693
"8",0,0,0,0,0
"9",34.0716052119672,50.7518080321284,38.0169486454735,0,43.7052482741932
"10",65.6000829111082,78.5321229355979,60.536319594522,0,70.7501046988078
"11",0,0,0,0,0
"12",87.268352308858,67.0361499157273,79.593675230915,60.4633905140912,79.6856556952074
"13",0,0,0,0,0
"14",29.2489521724799,42.8159600948028,38.4421954856915,33.310649315885,43.1635768281583
"15",0,0,0,0,0
"16",47.6377347282308,37.1535481617031,37.5702772914892,46.1989116545438,42.6015163806007
"17",80.3501628607442,64.4517309225393,66.9994384546865,0,61.4004848585124
"18",35.2681826117189,26.7145051007644,39.3938512100277,21.3063761597267,42.5896778165045
"19",0,8.4678087961338,0,0,0
"20",0,0,0,0,0
"21",97.7600479231828,92.0386895948423,92.8963133815611,110.095201202337,110.292633120058
"22",0,0,0,0,0
"23",64.9123842269864,68.9802295342058,55.6100096398143,39.1620325758598,64.6768346388619
"24",0,0,0,0,0
"25",9.20781193147808,51.606902510096,60.2440433911253,73.056061324755,63.2616417348651
"26",43.9542635784122,59.525274630151,62.8275185998589,46.5405224023176,49.4153574773685
"27",49.9134136985802,38.8524516860897,49.1884100411851,71.1348759323106,43.6420533507546
"28",65.6779901260539,59.8611528565523,54.6677987368276,53.7989334861394,61.052293231433
"29",0,0,0,0,0
"30",0,0,0,0,0
"31",0,0,0,0,0
"32",32.7541060595082,49.7238819382575,43.2267160318942,49.1912691657435,52.9244642247124
"33",0,0,0,0,0
"34",6.51756246111781,32.1946722555344,46.93027180156,0,37.3426537450432
"35",41.0575317803569,37.0118715079848,47.6965987831593,41.9454338571349,43.7012058623956
"36",48.8362272715778,65.5259595024166,40.1170843495383,67.544994254856,59.651825399163
"37",0,0,0,0,0
"38",41.9423451991768,53.2027775472268,53.9860359229795,0,55.842032488144
"39",45.4655157404523,62.2653273346638,58.8509917798022,49.0588255117597,48.1331445860587
"40",0,0,0,0,0
"41",32.6748128409366,36.2112634426525,44.89893242137,0,41.1199813460561
"42",49.930799316185,50.7128857548397,52.3049270036548,43.0102245401708,54.2137959067782
"43",46.6842389233638,53.8780040210019,45.2559197070837,46.2104637915198,39.6663636626442
"44",27.1143867520444,32.3677977875047,32.3698423331107,29.0078965207769,41.660843840113
"45",0,32.6425300019831,34.2732702763125,37.9605903555736,38.4350221846393
"46",0,0,0,0,0
"47",57.7573265048216,60.5022399445394,58.2057088845428,68.5049479334106,75.0895345331218
"48",63.3571818378869,56.0631323300581,49.7223744504249,49.0946543233429,55.8417615965687
"49",0,0,0,0,0
"50",50.0935948363672,45.4136062408479,53.2337677830746,56.2934138609729,51.2043354673539
