"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",45,45,30,9,27
"2",49,55,30,7,25
"3",0,0,0,0,0
"4",39,63,20,5,33
"5",39,61,19,7,25
"6",56,62,23,8,23
"7",42,57,23,7,27
"8",0,0,0,0,0
"9",49,51,22,4,25
"10",48,67,25,2,31
"11",0,0,0,0,0
"12",33,55,27,6,25
"13",0,0,0,0,0
"14",51,55,30,8,28
"15",0,0,0,0,0
"16",50,42,23,7,25
"17",31,52,24,5,29
"18",53,46,23,4,31
"19",0,1,0,0,0
"20",0,0,0,0,0
"21",50,43,23,4,28
"22",0,0,0,0,0
"23",46,63,33,4,25
"24",0,0,0,0,0
"25",56,46,28,8,25
"26",38,53,20,6,24
"27",51,47,25,6,24
"28",37,57,25,7,29
"29",0,0,0,0,0
"30",0,0,0,0,0
"31",0,0,0,0,0
"32",41,62,28,3,30
"33",0,0,0,0,0
"34",49,59,29,2,24
"35",46,61,23,9,28
"36",40,45,26,8,22
"37",0,0,0,0,0
"38",48,50,16,10,31
"39",43,61,24,4,22
"40",0,0,0,0,0
"41",33,53,29,3,21
"42",53,54,28,5,26
"43",40,57,21,3,25
"44",42,72,22,7,25
"45",42,52,28,3,34
"46",0,0,0,0,0
"47",37,48,29,10,34
"48",43,50,16,5,23
"49",0,0,0,0,0
"50",55,47,29,6,29
