"","age1.P","age2_no_comorbid.P","age2_comorbid.P","age3_no_comorbid.P","age3_comorbid.P"
"1",90,65,13,6,7
"2",76,81,13,7,7
"3",0,1,0,0,0
"4",86,85,13,6,10
"5",76,73,11,5,8
"6",85,80,13,6,6
"7",82,77,11,5,8
"8",0,1,0,0,0
"9",59,66,12,5,9
"10",76,79,12,7,9
"11",0,1,0,0,0
"12",64,82,12,6,8
"13",1,1,1,0,0
"14",67,88,15,6,12
"15",0,1,0,0,0
"16",93,94,16,4,9
"17",74,72,11,7,6
"18",83,71,14,5,7
"19",2,4,1,1,0
"20",0,1,0,0,0
"21",66,64,11,4,8
"22",1,1,0,0,0
"23",78,69,13,6,8
"24",0,1,0,0,0
"25",81,74,13,6,8
"26",84,78,15,6,8
"27",84,79,14,5,7
"28",83,87,16,4,7
"29",0,1,0,0,0
"30",0,1,0,0,0
"31",0,1,0,0,0
"32",90,71,12,6,7
"33",1,1,0,0,0
"34",81,78,11,3,7
"35",92,76,11,4,10
"36",85,78,16,4,7
"37",0,1,0,0,0
"38",86,88,15,9,8
"39",70,76,15,4,7
"40",0,2,0,0,0
"41",70,62,15,5,9
"42",105,92,14,6,9
"43",68,71,11,7,6
"44",72,63,12,5,7
"45",76,86,15,7,8
"46",0,1,0,0,0
"47",92,92,11,6,9
"48",78,100,10,7,7
"49",0,1,0,0,0
"50",85,72,13,5,8
