"","age1.P","age2_no_comorbid.P","age2_comorbid.P","age3_no_comorbid.P","age3_comorbid.P"
"1",44,47,47,49,49
"2",55,58,58,60,60
"3",60,63,63,66,66
"4",60,64,64,66,66
"5",37,39,39,41,41
"6",59,62,62,64,64
"7",49,52,52,54,54
"8",50,53,53,55,55
"9",72,76,76,78,78
"10",42,44,44,46,46
"11",48,50,50,53,53
"12",44,46,46,48,48
"13",61,64,64,66,66
"14",59,62,62,64,64
"15",48,51,51,53,53
"16",50,53,53,55,55
"17",64,68,68,70,70
"18",50,53,53,55,55
"19",42,44,44,46,46
"20",42,45,45,47,47
"21",46,48,48,50,50
"22",55,58,58,60,60
"23",51,54,54,56,56
"24",54,57,57,59,59
"25",59,62,62,65,65
"26",82,86,86,89,89
"27",41,44,44,46,46
"28",66,70,70,73,73
"29",62,66,66,68,68
"30",54,57,57,59,59
"31",46,49,49,51,51
"32",81,86,86,89,89
"33",33,35,35,36,36
"34",42,44,44,46,46
"35",56,59,59,61,61
"36",69,73,73,76,76
"37",65,69,69,71,71
"38",49,52,52,54,54
"39",67,71,71,73,73
"40",49,52,52,54,54
"41",58,62,62,64,64
"42",51,53,53,55,55
"43",40,42,42,44,44
"44",50,53,53,55,55
"45",42,45,45,47,47
"46",41,43,43,45,45
"47",46,49,49,51,51
"48",59,63,63,65,65
"49",62,65,65,68,68
"50",72,77,77,80,80
"51",46,49,49,51,51
"52",62,66,66,68,68
"53",49,52,52,54,54
"54",61,64,64,67,67
"55",44,46,46,48,48
"56",61,64,64,67,67
"57",57,60,60,62,62
"58",35,37,37,38,38
"59",53,56,56,59,59
"60",53,56,56,59,59
"61",70,74,74,76,76
"62",49,52,52,54,54
"63",64,67,67,70,70
"64",52,55,55,57,57
"65",80,84,84,87,87
"66",51,54,54,56,56
"67",40,43,43,44,44
"68",39,42,42,43,43
"69",38,40,40,42,42
"70",60,64,64,66,66
"71",49,52,52,54,54
"72",62,65,65,68,68
"73",55,58,58,60,60
"74",38,40,40,42,42
"75",70,74,74,76,76
"76",57,61,61,63,63
"77",42,44,44,46,46
"78",53,56,56,58,58
"79",70,73,73,76,76
"80",45,47,47,49,49
"81",43,46,46,48,48
"82",37,40,40,41,41
"83",55,58,58,60,60
"84",46,48,48,50,50
"85",48,51,51,53,53
"86",55,58,58,60,60
"87",55,58,58,60,60
"88",60,64,64,66,66
"89",69,73,73,75,75
"90",83,88,88,90,90
"91",38,41,41,42,42
"92",52,55,55,57,57
"93",37,40,40,41,41
"94",76,81,81,84,84
"95",59,62,62,65,65
"96",43,46,46,48,48
"97",47,49,49,51,51
"98",58,61,61,64,64
"99",52,55,55,58,58
"100",55,58,58,60,60
"101",40,42,42,44,44
"102",62,66,66,68,68
"103",45,47,47,49,49
"104",82,86,86,88,88
"105",42,45,45,46,46
"106",51,54,54,56,56
"107",62,65,65,68,68
"108",58,62,62,64,64
"109",40,42,42,44,44
"110",105,111,111,114,114
"111",43,46,46,47,47
"112",45,48,48,50,50
"113",29,30,30,32,32
"114",51,54,54,56,56
"115",32,34,34,35,35
"116",62,66,66,69,69
"117",48,51,51,53,53
"118",40,42,42,44,44
"119",57,60,60,62,62
"120",31,33,33,35,35
"121",71,75,75,78,78
"122",44,47,47,48,48
