"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",67,48,9,3,3
"2",73,55,8,2,2
"3",57,47,6,3,4
"4",67,56,9,4,3
"5",0,1,0,0,0
"6",67,49,8,5,4
"7",54,49,7,2,3
"8",72,63,9,3,5
"9",61,56,9,3,6
"10",4,2,1,0,0
"11",51,48,7,3,4
"12",0,1,0,0,0
"13",0,1,0,0,0
"14",49,44,5,4,5
"15",53,47,5,5,4
"16",70,52,10,3,5
"17",65,60,9,3,3
"18",62,49,6,2,4
"19",50,43,6,2,3
"20",63,65,7,3,5
"21",0,1,0,0,0
"22",70,69,8,3,5
"23",0,0,0,0,0
"24",57,50,5,3,4
"25",0,0,0,0,0
"26",0,1,0,0,0
"27",1,2,0,0,0
"28",0,1,0,0,0
"29",1,1,0,0,0
"30",63,55,12,6,3
"31",56,51,8,4,3
"32",41,37,8,3,3
"33",56,42,6,3,2
"34",0,1,0,0,0
"35",0,1,0,0,0
"36",1,1,0,0,0
"37",0,1,0,0,0
"38",60,56,8,2,3
"39",67,52,6,5,4
"40",64,65,8,3,6
"41",2,1,0,0,0
"42",0,1,0,0,0
"43",0,0,0,0,0
"44",1,1,0,0,0
"45",44,45,8,3,3
"46",52,45,9,5,5
"47",0,1,0,0,0
"48",0,1,0,0,0
"49",2,1,0,0,0
"50",46,50,8,4,4
"51",0,1,0,0,0
"52",0,1,0,0,0
"53",0,1,0,0,0
"54",0,1,0,0,0
"55",0,1,0,0,0
"56",48,41,5,2,3
"57",0,1,0,0,0
"58",65,45,8,2,3
"59",1,0,0,0,0
"60",63,65,9,3,3
"61",68,59,6,4,3
"62",53,42,6,3,4
"63",0,1,0,0,0
"64",78,72,12,3,4
"65",67,55,8,2,3
"66",66,49,8,4,4
"67",0,1,0,0,0
"68",0,1,0,0,0
"69",41,41,5,2,3
"70",0,1,0,0,0
"71",0,1,0,0,0
"72",0,1,0,0,0
"73",67,57,8,4,3
"74",52,49,6,4,4
"75",53,45,10,3,2
"76",1,1,0,0,0
"77",50,50,8,3,3
"78",0,1,0,0,0
"79",91,64,10,4,3
"80",52,50,11,3,4
"81",0,1,0,0,0
"82",0,1,0,0,0
"83",61,43,7,4,4
"84",74,60,10,4,2
"85",54,48,8,4,3
"86",55,45,6,3,5
"87",1,1,1,0,0
"88",1,1,0,0,0
"89",55,42,6,3,4
"90",69,56,7,4,5
"91",0,0,0,0,0
"92",1,1,0,0,0
"93",0,1,0,0,0
"94",54,61,8,4,4
"95",1,1,0,0,0
"96",0,0,0,0,0
"97",58,46,7,2,3
"98",0,1,0,0,0
"99",0,1,0,0,0
"100",71,53,8,3,3
"101",57,44,6,3,3
"102",57,49,9,4,3
"103",59,62,6,4,4
"104",0,1,0,0,0
"105",54,45,10,3,3
"106",76,66,11,5,5
"107",49,46,7,3,3
"108",0,1,0,0,0
"109",1,1,0,0,0
"110",0,1,0,0,0
"111",0,1,0,0,0
"112",0,1,0,0,0
"113",1,1,0,0,0
"114",0,1,0,0,0
"115",59,56,10,4,4
"116",73,60,8,5,4
"117",61,56,8,2,3
"118",68,63,14,4,5
"119",0,1,0,0,0
"120",0,1,0,0,0
"121",0,1,0,0,0
"122",0,1,0,0,0
"123",47,53,8,2,3
"124",52,47,8,3,4
"125",1,1,0,0,0
"126",62,54,8,5,3
"127",1,2,0,0,0
"128",0,1,0,0,0
"129",1,1,0,1,0
"130",59,52,7,2,4
"131",55,60,7,3,6
"132",0,0,0,0,0
"133",61,58,8,3,4
"134",77,76,8,3,4
"135",54,33,6,3,3
"136",51,41,6,2,2
"137",0,0,0,0,0
"138",1,1,0,0,0
"139",0,1,0,0,0
"140",1,0,0,0,0
"141",58,62,9,3,4
"142",0,1,0,0,0
"143",0,1,0,0,0
"144",1,1,0,0,0
"145",55,54,10,4,3
"146",1,1,0,0,0
"147",0,1,0,0,0
"148",55,52,6,3,4
"149",69,49,8,3,4
"150",0,1,0,0,0
"151",0,1,0,0,0
"152",0,1,0,0,0
"153",66,57,8,3,4
"154",72,71,12,3,6
"155",0,1,0,0,0
"156",0,1,0,0,0
"157",2,1,0,0,0
"158",0,1,1,0,0
"159",65,50,9,5,4
"160",0,1,0,0,0
"161",0,1,0,0,0
"162",49,40,6,2,2
"163",1,3,0,0,0
"164",67,55,7,4,5
"165",45,41,8,3,3
"166",58,58,7,4,3
"167",51,42,7,2,4
"168",3,1,1,0,0
"169",0,1,0,0,0
"170",1,1,0,0,0
"171",69,54,10,3,5
"172",62,53,6,2,3
"173",77,56,7,4,6
"174",49,52,8,4,4
"175",2,2,1,0,0
"176",0,0,0,0,0
"177",61,57,6,2,3
"178",66,54,7,4,5
"179",1,1,0,0,0
"180",0,1,0,0,0
"181",0,1,0,0,0
"182",1,1,0,0,1
"183",2,1,1,0,0
"184",70,66,8,4,4
"185",52,41,6,4,3
"186",0,1,0,0,0
"187",73,57,12,4,3
"188",54,42,7,2,5
"189",0,1,0,0,0
"190",50,53,6,5,4
"191",0,1,0,0,0
"192",56,50,8,2,5
"193",1,2,0,0,0
"194",70,57,8,5,3
"195",0,1,0,0,0
"196",78,61,8,3,5
"197",55,64,7,4,6
"198",0,1,0,0,0
"199",1,1,0,0,0
"200",66,54,6,2,2
"201",55,60,7,5,4
"202",56,54,9,4,5
"203",2,1,0,1,0
"204",0,1,0,0,0
"205",3,2,0,0,0
"206",68,59,9,3,4
"207",0,1,0,0,0
"208",2,3,1,0,0
"209",0,0,0,0,0
"210",0,1,0,0,0
"211",0,0,0,0,0
"212",66,65,8,6,3
"213",0,1,0,0,0
"214",0,1,0,0,0
"215",77,61,7,3,4
"216",65,50,6,3,4
"217",73,71,10,5,5
"218",50,42,8,2,3
"219",0,1,0,0,0
"220",47,35,5,3,3
"221",54,47,5,3,3
"222",0,0,0,0,0
"223",52,52,5,2,4
"224",74,64,11,3,2
"225",73,60,15,5,4
"226",0,1,0,1,0
"227",67,55,7,4,3
"228",62,49,7,3,2
"229",0,1,0,0,0
"230",62,57,9,4,5
"231",0,0,0,0,0
"232",50,35,7,3,5
"233",45,46,5,3,4
"234",0,1,0,0,0
"235",75,66,9,3,5
"236",62,51,6,4,4
"237",0,2,0,0,0
"238",0,1,0,0,0
"239",47,43,8,2,3
"240",1,1,0,0,0
"241",0,1,0,0,0
"242",0,1,0,0,0
"243",0,1,0,0,0
"244",70,55,10,4,3
"245",65,50,8,3,2
"246",73,59,8,4,3
"247",0,1,0,0,0
"248",0,1,0,0,0
"249",1,1,0,0,0
"250",1,2,0,0,0
"251",0,0,0,0,0
"252",59,52,8,2,5
"253",2,0,0,0,0
"254",0,1,0,0,0
"255",60,54,10,3,3
"256",0,1,0,0,0
"257",67,70,6,3,3
"258",0,1,0,0,0
"259",57,54,9,2,3
"260",64,56,9,4,4
"261",62,50,7,4,4
"262",0,0,0,0,0
"263",0,1,0,0,0
"264",58,38,8,2,3
"265",73,73,11,5,3
"266",53,49,6,3,4
"267",43,34,7,2,3
"268",0,1,0,0,0
"269",0,1,0,0,0
"270",64,56,8,3,4
"271",50,56,7,2,4
"272",55,53,9,7,4
"273",0,0,0,0,0
"274",1,1,0,0,0
"275",45,48,8,2,5
"276",52,46,6,2,3
"277",0,1,0,0,0
"278",0,1,0,0,0
"279",0,1,0,0,0
"280",0,1,0,0,0
"281",1,4,0,0,0
"282",0,0,0,0,0
"283",61,41,11,3,3
"284",0,1,0,0,0
"285",47,39,5,1,3
"286",61,47,6,3,3
"287",77,63,10,2,3
"288",1,1,0,0,0
"289",0,1,0,0,0
"290",0,2,0,0,0
"291",0,1,0,0,0
"292",0,1,0,0,0
"293",54,57,7,4,3
"294",1,1,0,0,0
"295",72,62,10,4,3
"296",71,58,7,3,4
"297",0,1,0,0,0
"298",0,1,0,0,0
"299",58,54,6,4,4
"300",56,54,8,4,4
"301",66,64,10,3,3
"302",0,1,0,0,0
"303",60,62,6,2,3
"304",53,47,10,4,3
