"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",44,39,11,4,5
"2",0,0,0,0,0
"3",49,38,10,3,6
"4",61,46,8,5,6
"5",46,36,7,5,8
"6",41,34,8,3,3
"7",43,35,9,4,5
"8",2,2,0,0,0
"9",38,34,8,4,8
"10",38,37,7,5,5
"11",0,1,0,0,0
"12",49,43,9,3,5
"13",1,1,0,0,0
"14",40,39,7,3,6
"15",37,40,9,3,6
"16",41,35,9,4,5
"17",0,1,0,0,0
"18",43,40,8,4,6
"19",41,47,9,5,6
"20",36,34,8,3,7
"21",42,40,10,4,5
"22",47,42,9,4,5
"23",0,1,0,0,0
"24",49,44,8,4,5
"25",38,39,7,5,4
"26",0,1,0,0,0
"27",0,1,0,0,0
"28",59,45,9,5,4
"29",43,36,7,4,5
"30",43,46,7,3,6
"31",0,0,0,0,0
"32",1,1,0,0,0
"33",0,2,0,0,0
"34",46,39,9,3,4
"35",0,1,0,0,0
"36",42,30,7,3,5
"37",42,40,11,3,4
"38",0,2,1,0,0
"39",40,42,9,5,6
"40",44,40,10,2,6
"41",48,43,8,4,7
"42",35,35,6,4,5
"43",0,0,0,0,0
"44",40,44,8,4,5
"45",0,1,0,0,0
"46",34,35,8,3,5
"47",44,41,7,2,8
"48",47,45,15,4,4
"49",0,1,0,0,0
"50",0,1,0,0,0
"51",41,33,9,4,4
"52",37,50,8,2,4
"53",39,39,9,3,8
"54",36,44,11,5,8
"55",0,1,0,0,0
"56",0,0,0,0,0
"57",0,1,0,0,0
"58",32,36,6,3,6
"59",35,35,7,3,5
"60",39,42,9,3,5
"61",47,42,9,4,5
"62",43,38,9,3,6
"63",0,2,0,0,0
"64",38,41,9,4,6
"65",42,41,6,3,7
"66",2,1,0,0,0
"67",38,34,6,3,5
"68",44,43,6,4,5
"69",44,43,9,3,7
"70",37,45,10,4,5
"71",51,41,8,4,6
"72",0,1,0,0,0
"73",44,47,7,5,5
"74",45,39,13,5,5
"75",38,38,8,4,6
"76",45,39,8,3,6
"77",41,48,8,3,5
"78",39,48,9,4,5
"79",39,40,10,4,5
"80",0,1,0,1,0
"81",42,47,7,5,5
"82",44,40,9,4,5
"83",40,42,7,2,6
"84",44,41,9,3,5
"85",47,45,8,3,5
"86",0,1,0,0,0
"87",33,34,10,4,5
"88",41,39,8,3,3
"89",45,46,10,4,6
"90",2,2,0,0,0
"91",44,38,7,3,3
"92",45,37,8,4,5
"93",40,37,8,4,4
"94",41,47,9,3,6
"95",43,38,8,6,7
"96",47,40,8,4,4
"97",43,35,8,4,4
"98",50,47,10,3,5
"99",44,44,9,3,5
"100",0,1,0,0,0
"101",40,45,7,4,5
"102",48,46,12,3,5
"103",47,45,7,3,6
"104",0,1,0,0,0
"105",54,39,7,4,5
"106",0,1,0,0,0
"107",0,1,0,0,0
"108",50,57,9,3,4
"109",43,40,8,5,6
"110",36,36,10,3,4
"111",44,42,9,3,7
"112",1,1,0,0,0
"113",0,0,0,0,0
"114",41,43,7,4,7
"115",46,39,8,4,7
"116",0,1,0,0,0
"117",0,1,0,0,0
"118",0,1,0,0,0
"119",38,46,7,5,6
"120",0,1,0,0,0
"121",0,1,0,0,0
"122",1,1,0,0,0
"123",45,39,6,4,4
"124",47,33,8,4,6
"125",0,1,0,0,0
"126",0,2,0,0,0
"127",36,51,7,5,5
"128",34,42,7,3,6
"129",42,34,8,3,4
"130",44,40,8,5,6
"131",43,35,8,5,6
"132",0,1,0,0,0
"133",41,37,8,3,7
"134",35,36,7,4,6
"135",1,1,1,0,0
"136",43,44,9,4,5
"137",56,44,10,4,5
"138",0,1,0,0,0
"139",0,1,0,0,0
"140",0,1,0,0,0
"141",35,33,11,3,6
"142",0,1,0,0,0
"143",41,35,10,3,3
"144",44,37,8,3,6
"145",38,48,11,4,6
"146",51,50,9,6,5
"147",0,0,0,0,0
"148",0,1,0,0,0
"149",0,1,0,0,0
"150",44,46,13,4,7
"151",0,0,0,0,0
"152",42,41,11,4,4
"153",38,35,6,4,4
"154",0,1,0,0,0
"155",38,43,8,2,5
"156",37,43,11,4,4
"157",41,33,8,3,4
"158",0,1,0,0,0
"159",48,34,7,5,8
"160",41,47,10,3,5
"161",0,1,0,0,0
"162",0,1,0,0,0
"163",44,30,7,4,4
"164",1,1,0,0,0
"165",47,42,8,4,6
"166",37,38,10,3,6
"167",0,1,0,0,0
"168",52,43,6,3,6
