"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",14,14,4,3,2
"2",16,14,5,2,3
"3",0,1,0,0,0
"4",18,18,6,3,3
"5",17,19,5,2,3
"6",15,13,5,2,3
"7",0,0,0,0,0
"8",15,16,4,3,5
"9",17,14,4,2,3
"10",0,1,0,0,0
"11",14,17,6,3,3
"12",0,1,0,0,0
"13",0,0,0,0,0
"14",12,14,4,2,2
"15",1,1,0,0,0
"16",0,1,0,0,0
"17",0,1,0,0,0
"18",14,14,4,2,3
"19",20,12,4,2,2
"20",0,1,0,0,0
"21",0,1,0,0,0
"22",15,15,4,3,2
"23",15,14,4,2,3
"24",0,1,0,0,0
"25",15,15,5,2,4
"26",0,1,0,0,0
"27",14,15,5,2,5
"28",19,13,4,3,3
"29",14,14,5,3,3
"30",0,1,0,0,0
"31",1,1,0,0,0
"32",0,1,0,0,0
"33",16,15,4,2,3
"34",0,1,0,0,0
"35",14,20,6,2,3
"36",16,15,5,2,3
"37",19,12,5,2,2
"38",14,16,5,2,3
"39",0,1,0,0,0
"40",14,17,4,2,4
"41",0,1,0,0,0
"42",1,1,0,0,0
"43",19,16,5,2,3
"44",0,1,0,0,0
"45",15,14,4,2,3
"46",0,1,0,0,0
"47",13,14,3,2,4
"48",15,16,5,2,2
"49",15,15,4,3,2
"50",13,15,6,4,3
"51",0,1,0,0,0
"52",14,15,4,3,3
"53",0,0,0,0,0
"54",1,0,0,0,0
"55",14,13,4,2,3
"56",16,13,4,3,4
"57",17,14,5,2,3
"58",13,13,4,2,3
"59",0,1,0,0,0
"60",0,1,0,0,0
"61",17,17,5,2,2
"62",17,13,5,2,3
"63",0,1,0,0,0
"64",13,14,4,2,3
"65",15,15,4,2,3
"66",1,1,0,0,0
"67",0,1,0,0,0
"68",0,0,0,0,0
"69",16,14,4,3,2
"70",0,1,0,0,0
"71",0,0,0,0,0
"72",0,1,0,0,0
"73",15,16,5,2,2
"74",11,14,4,2,2
"75",0,1,0,0,0
"76",16,14,6,2,3
"77",1,0,0,0,0
"78",1,1,0,0,0
"79",15,15,5,2,3
"80",16,17,4,3,3
"81",16,15,4,2,4
"82",12,17,4,2,4
"83",0,1,0,0,0
"84",15,17,3,3,3
"85",0,1,0,0,0
"86",0,1,0,0,0
"87",18,18,6,2,3
"88",15,14,4,2,3
"89",0,1,0,0,0
"90",0,1,0,0,0
"91",0,1,0,0,0
"92",0,0,0,0,0
"93",15,18,4,2,3
"94",0,1,0,0,0
"95",14,18,3,2,3
"96",0,1,0,0,0
"97",0,1,0,0,0
"98",0,1,0,0,0
"99",1,1,0,0,0
"100",20,17,5,2,3
"101",1,1,0,1,0
"102",19,13,4,3,3
"103",15,17,5,2,2
"104",13,12,3,2,3
"105",15,14,5,3,2
"106",14,17,4,2,2
"107",18,15,4,2,4
"108",16,15,4,2,4
"109",15,13,5,2,2
"110",15,17,4,2,3
"111",12,14,3,2,3
"112",18,14,5,2,3
"113",0,1,0,0,0
"114",0,1,0,0,0
"115",14,13,4,2,3
"116",15,16,5,2,4
"117",1,1,0,0,0
"118",0,1,0,0,0
"119",15,16,5,3,4
"120",17,12,4,3,2
"121",18,15,4,3,2
"122",18,13,4,3,4
"123",14,16,4,2,4
"124",0,1,0,0,0
"125",0,1,0,0,0
"126",14,17,4,2,3
"127",0,1,0,0,0
"128",1,0,0,0,0
"129",14,18,4,2,2
"130",16,23,4,3,4
"131",0,1,0,0,0
"132",0,1,0,0,0
"133",14,15,4,2,2
"134",0,1,0,0,0
"135",17,18,5,2,3
"136",0,1,0,0,0
"137",20,15,4,2,3
"138",18,13,4,2,3
"139",1,1,0,0,0
"140",17,15,5,2,2
"141",19,16,6,2,3
"142",15,15,5,3,3
"143",21,15,5,3,4
"144",0,1,0,0,0
"145",0,1,0,0,0
"146",16,16,4,2,3
"147",16,17,3,3,3
"148",0,1,0,0,0
"149",0,1,0,0,0
"150",17,14,3,1,2
"151",14,15,4,2,3
"152",17,14,3,2,4
"153",16,15,4,2,3
"154",1,1,0,0,0
"155",0,1,0,0,0
"156",0,1,0,0,0
"157",0,1,0,0,0
"158",14,14,4,3,2
"159",15,14,5,2,4
"160",16,16,5,2,2
"161",13,17,4,2,3
"162",14,13,4,3,3
"163",1,1,1,0,0
"164",14,14,4,3,3
"165",17,20,6,4,4
"166",0,1,0,0,0
"167",15,15,3,2,2
"168",13,15,3,2,3
"169",13,15,5,3,3
"170",15,18,3,2,3
"171",13,16,4,3,3
"172",0,1,0,0,0
"173",0,0,0,0,0
"174",18,16,4,2,3
"175",0,1,0,0,0
"176",19,16,4,3,2
"177",15,17,4,2,3
"178",0,1,0,0,0
"179",0,1,0,0,0
"180",15,14,5,2,3
"181",13,14,4,3,2
"182",1,1,0,0,0
"183",1,1,0,0,0
"184",0,1,0,0,0
"185",14,17,4,2,2
"186",17,16,4,3,3
"187",15,15,6,2,3
"188",15,16,3,3,3
"189",0,1,0,0,0
"190",1,1,0,0,0
"191",0,1,0,0,0
"192",0,1,0,0,0
"193",0,1,0,0,0
"194",14,18,4,2,4
"195",19,16,7,2,4
"196",14,14,4,2,3
"197",0,1,0,0,0
"198",0,1,0,0,0
"199",15,14,4,2,4
"200",17,22,4,3,3
"201",14,15,4,2,4
"202",0,1,0,0,0
"203",17,15,4,3,2
