"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",17.7185971698032,27.5028787815217,0,0,0
"2",0,0,0,2.96116560620401,0
"3",0,0,0,0,0
"4",0,1.0606456768086,0,0,0
"5",0,0.537886652788557,0,0,0
"6",6.51351010599138,4.15146616735283,0,0,0
"7",136.400526942783,116.490738652642,95.6289870753942,41.5415315419028,41.5012777247792
"8",0,1.5874240841419,0,0,0
"9",0,2.44131802015068,0,0,0
"10",0,6.3367301585585,0,0,0
"11",16.9129746440448,3.67044546282148,23.5157857970127,0,0
"12",21.4475855293555,1.382269943553,0,0,49.7554272659031
"13",78.3618036181384,83.568873992579,70.1304001131384,85.2708631586117,57.7184787701266
"14",0,6.95038840761806,0,0,0
"15",9.87408423160735,0,0,0,0
"16",15.0810169799868,2.12917143523465,0,0,0
"17",14.9659987913952,2.26609397019211,0,0,0
"18",0,4.66598708240018,0,0,0
"19",12.6859469557268,12.2150747399853,0,0,13.7382775343024
"20",5.50914680654197,6.14850594631118,0,0,0
"21",21.9348168805469,6.83069727589244,0,0,0
"22",59.5431973735297,98.9370924391123,82.7650203241533,76.2389612400416,52.7650742592212
"23",16.852141131544,4.39287151537509,0,0,0
"24",14.7829146979001,25.5986153422748,22.1223676052038,0,0
"25",93.0276484236618,77.1492671563007,66.0781338124933,92.0050950331885,40.3628675172579
"26",0,0.700666961263597,0,0,0
"27",107.851408856401,162.623840907166,60.9684570022233,49.1483425545041,55.3346342969068
"28",5.24947803330643,0.80811007978582,0,0,7.15587360794443
"29",0,5.34584994867238,0,0,0
"30",0,13.6926489791326,0,15.0706397441045,0
"31",12.8791503387464,7.12206177923058,9.42904274682688,0,0
"32",42.7072012222922,10.5918191500123,0,0,0
"33",8.79906117107143,8.9625724200162,10.9385753186631,0,0
"34",27.9311955184271,23.4107345825718,20.6910560686753,0,0
"35",136.637904507205,136.714312522407,111.98262347996,115.148013452462,104.657686260049
"36",11.9567414231311,8.69430375617235,0,4.97432882759017,0
"37",0,0,0,0,0
"38",22.5867023389807,5.92592077781946,0,0,0
"39",21.3841354853981,19.6529802498907,0,0,0
"40",0,23.5077222575825,0,0,0
"41",0,4.79775449765855,0,0,0
"42",0,0.841434345441449,0,0,0
"43",0,2.5101214032648,0,0,0
"44",0,0,0,0,0
"45",0,0.0287816257119629,0,0,0
"46",89.3159245437298,86.9671110561082,84.4504853439542,79.7940129677926,46.1069876544928
"47",51.9965784617142,52.2168682783648,10.6130831558561,7.58607093750452,23.3300778676924
"48",50.9963024457371,22.9945519328144,0,39.7317661200704,58.2908583399691
"49",28.6499464044132,63.917374995622,56.8786177405179,0,64.6540504948769
"50",0,0,0,0,0
"51",8.22840226000786,11.6584279492381,0,0,0
"52",0,1.19869494112568,0,0,0
"53",6.35483291766671,2.25636908329004,0,0,0
"54",0,2.53243079898118,0,0,0
"55",0,2.89922649183014,0,0,0
"56",0,7.51156142179029,0,0,0
"57",0,6.53276061501922,0,0,0
"58",0,5.63273983680674,0,0,5.04777544252232
"59",0,1.29082838231779,0,0,0
"60",14.877889224413,6.60453717395387,4.56426650875459,0,0
"61",56.1873770233176,50.1334626632639,13.5796778757007,104.15656095006,52.5786847307985
"62",0,6.42345432801433,0,0,0
"63",0,2.06078972382649,0,0,0
"64",13.8091382337344,6.02700813849214,0,0,0
"65",7.80231348310798,5.28167736080869,0,0,0
"66",13.8429013970482,7.979547861642,0,0,0
"67",0,8.82644240194049,0,0,0
"68",29.4436342586263,17.8349685427305,34.3063191933886,0,0
"69",0,0.952705910959494,0,0,0
"70",12.5072536954089,12.7747654024743,0,0,0
"71",21.486081815459,7.0011808872034,0,0,0
"72",0,6.26034408472375,0,13.6878254454761,0
"73",2.22883990902902,2.36587686839069,0,0,0
"74",0,3.23017652019002,0,0,0
"75",8.70200637061057,2.2593781919781,0,0,0
"76",0,8.97769976054026,0,0,0
"77",0,13.2487748941071,0,0,0
"78",138.879759173979,128.387971794186,57.1601308320489,175.74710917883,0
"79",4.77923333985067,0.921696691771281,0,0,0
"80",35.8805499921818,0.619086616880925,0,0,0
"81",0,3.40296042491851,0,0,0
"82",0,1.37155484774604,0,0,0
"83",0,8.02358443359206,0,0,0
"84",0,2.10849522546937,0,0,0
"85",26.2678032565188,17.4749794786952,50.0965912242784,0,31.4718420208063
"86",19.9051656874544,4.55752066449415,23.3919408528365,0,0
"87",15.0322552386833,2.64482359576651,17.5569488733595,0,0
"88",11.3471280599411,8.93073754392073,7.74748346857896,0,0
"89",22.241123238279,11.408259613091,0,0,0
"90",0,3.77515943816014,0,0,0
"91",31.9775894203575,18.7649729059274,0,0,0
"92",0,2.2928672789187,0,0,0
"93",15.9427297867297,10.2302199725506,0,0,0
"94",20.1835003722634,15.9778031611029,14.6078097601896,0,0
"95",0,4.20577467587203,0,0,0
"96",0,5.46071010287472,0,0,0
"97",0,6.73831395485018,0,0,0
"98",23.3709515174315,25.5935446023905,14.551480384635,33.9756388010343,17.092683448083
"99",123.498812354201,88.0559222292274,47.1984810100874,82.2736887143458,117.02173795862
"100",93.7301145462444,40.9847285059152,41.4485997534563,58.788315124852,42.5191400033999
"101",28.8026794010619,4.32987310615788,29.3490591237143,0,0
"102",25.2461674102483,55.483677158432,70.6667151101899,67.2973927091146,57.8633996670148
