"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",36.1237419832565,37.7946082464832,36.2713114612217,38.0955183834467,36.4688365818769
"2",33.1670166039361,37.5711591848717,33.4184618603336,38.3334331068486,32.9898707974089
"3",29.4007115173974,35.0822439210077,36.8084204446117,25.5450816024499,39.8022862927965
"4",0,0,0,0,0
"5",38.9169064827428,41.393189365189,44.4279409409942,35.3413114423743,50.5665981101667
"6",0,0,0,0,0
"7",44.1576174567411,46.4230998450959,47.401195759784,45.4448646566034,49.9747184893932
"8",40.784526083832,43.1987594846737,39.3182514707162,39.7037274665698,40.5088786267734
"9",34.7630649290578,35.9612351397786,36.3947691031855,43.910325070819,36.3602699742059
"10",39.8640345450181,42.6095368491074,43.5403907490451,45.5870043443877,44.8608531707283
"11",31.2318585027056,36.2641544143686,35.0394643319638,40.0355833667709,38.1388126932379
"12",31.8496596238241,37.3046883363712,35.2646471713895,42.4850524964148,35.574221710385
"13",28.5192252416928,37.5474874775429,34.3388365614604,23.9105799305339,36.5342802485907
"14",34.269195676089,35.9705900488818,33.9880743662226,36.4957210032655,32.7764546164507
"15",0,0,0,0,0
"16",58.0592272671407,61.9838883543541,60.8035996772551,55.6221214515664,61.7338527271475
"17",41.8287824137009,46.8100304523939,39.3386646726869,58.4473147965609,51.7832303543929
"18",0,0,0,0,0
"19",4.81192189803023,0,0,0,0
"20",37.6263067828184,36.7434503837424,34.2887030921075,43.1145862300036,38.4414429613752
"21",39.465089299764,40.9097612599431,38.5519168262226,35.0796238967317,39.0328903591103
"22",44.5742765012494,44.6856053063001,40.0495026985549,46.6323221263472,43.1796334528342
"23",34.6000785789736,35.0280955717561,39.2086688962422,41.141040113351,43.4701128300141
"24",41.1312772098996,41.6033272043082,42.1243717946829,51.6460427550827,44.6977758137793
"25",32.2894871116287,38.2565942144789,40.8749967134999,45.7125912076736,30.5210756735824
"26",30.0547587099399,30.6772866371597,36.6969845904593,35.0182157005952,32.4536322411328
"27",44.9920075337327,47.3490702226268,44.5225894455029,48.6502749053524,46.5939192687651
"28",45.3152944494931,50.1425278995037,46.452942282911,53.7790919070061,51.9194833439067
"29",27.418566115402,28.091942445477,27.1029505564771,26.1482846741956,30.1308433287568
"30",37.3727180418917,40.6290373081204,35.4071149643944,38.6433362513143,41.5385960428452
"31",56.8125507452046,55.1741426078355,55.4656211544806,61.0157576297467,65.7774279933306
"32",41.2926139976518,40.5433738577549,45.6640548789382,40.2612981342288,36.3982975738545
"33",35.0659320600346,32.9242532001844,32.2626889168958,33.7607054156609,29.872453117238
"34",54.8305921232809,56.8121633851182,54.0391517703896,68.1185567746843,56.2214559881046
"35",27.7118884064053,34.5516872901882,30.0776282178993,31.2382495125884,34.004236411108
"36",34.6478615489549,35.1892044658388,29.9781956346775,35.5868759314575,35.424408754748
"37",31.3495007701196,34.0024922796217,32.2967755491954,45.075779443689,34.3926877505341
"38",35.4539986175745,39.1100257949907,34.2058540339721,38.2720646261719,38.2720646261719
"39",57.4630543261707,59.0243485909171,53.3066221308139,61.6362111447349,54.0959465631286
"40",38.0536551983335,38.8464036324559,43.7382225766029,44.0636580308602,42.1489992714174
"41",7.41489413028764,0,0,0,0
"42",37.2767011019921,33.4559772563675,35.4766287537478,32.2654773235731,34.9622471487011
"43",0,0,9.22027098962236,0,0
"44",30.8915197697456,30.4167456601559,27.9526581970231,29.172495216828,32.1535766246839
"45",0,0,0,0,0
"46",34.6438322773201,38.7433137986874,35.8212073229707,37.0544925971441,38.4902431525597
"47",0,0,0,0,0
"48",0,0,0,0,0
"49",70.0963391470514,71.7868205347162,71.70176699229,73.2967727255449,81.0155369414013
"50",36.4710026634794,37.744953262218,41.988479835554,39.924788949857,44.940888742997
"51",37.6490539996871,37.5558891744762,36.4872304992648,49.0426161362704,48.271221831938
"52",33.4720734213927,36.2311865678777,35.0935253368779,42.5018661451889,33.5468439488968
"53",40.4553885969599,40.7544182741662,36.963762745996,46.9518435138625,41.2226341500652
"54",34.3616624196781,35.177344980897,30.1958200507528,37.4178302342015,39.3354436486081
"55",45.6647131523468,48.633962772915,47.4380242547546,51.9345036577887,46.2289467194502
"56",36.9006623485778,41.1327295482374,39.1302531259268,41.3947636459093,31.780870747983
"57",37.4204366404071,39.6394886792194,43.9949067509481,41.7230028677706,40.4756727977691
"58",40.6645469025108,46.2903354932133,47.2720051670087,46.6286173039558,42.3572963515366
"59",52.6106625064246,51.8030256356054,52.4021031418604,51.0221587024667,54.6183058280035
"60",43.2515713719326,47.2667187062848,43.7579603608663,57.6345257915629,48.8403276665166
"61",0,0,0,0,0
"62",38.0617232986108,40.9291336774311,39.7412002005615,42.2876593147691,53.9516829192071
"63",0,0,0,0,0
"64",57.8623288379054,58.2470728356094,57.169284031246,54.5794494167306,57.2400749588367
"65",31.3931620422178,34.5280376370121,35.8355670850309,23.7110809470747,35.8323929715648
"66",44.587606081427,44.4631970109285,50.9371071607083,46.3282719008107,48.5952182958059
"67",53.5234714934865,54.264265264226,56.7275350052184,56.4822569849871,62.4086929958841
"68",40.3994642365073,40.6398316862979,35.0506871972259,42.3793215094595,42.8722664065011
"69",38.4630333669403,39.8392302757019,41.7261410002067,40.4319452811951,41.1507825662957
"70",35.1120628493737,40.6945930912687,34.0139014239618,33.8062597384664,38.2695726671572
"71",54.0454761159741,57.6719436790666,54.3551868134455,53.510708648846,64.4430700339808
"72",26.0635311914029,30.0749378831117,28.2694866873206,25.2462780012851,27.4356154575774
"73",33.5466541767155,38.8493448112329,34.3902676649191,36.3829210549042,33.8106735747584
"74",44.5952581881701,42.3350743370177,46.6814304830226,52.8866831182314,47.6282513155053
"75",56.1653806460532,56.0072776730915,55.1265739129667,49.129939074696,51.5026137543194
"76",0,0,0,0,0
"77",36.1353108326282,37.2956745543589,44.4851935537339,34.225174119931,39.4450443063165
"78",32.3072562791048,31.7840579259509,25.2637650725037,29.8449166860014,31.373890379248
"79",57.3417004621149,60.8679624212158,59.6703793578719,54.1017292578776,56.3416016687418
"80",35.2627158184469,40.0081663268735,39.6124149021134,37.3127511948003,38.3716350046195
"81",6.47367941100553,0,0,0,0
"82",46.4706861720142,47.3310696445447,47.7616688410943,54.3705713197283,49.1018870541202
"83",32.3535893884949,32.5422830442902,33.6791289592526,32.1164269947883,37.5900962993219
"84",0,0,0,0,0
"85",50.4092708040455,55.9457216666888,51.6037093601175,63.7788988165469,52.5561104756611
"86",39.481644206895,40.062081840145,44.2899078470019,44.2899078470019,37.8025083049083
"87",35.9810114220004,37.6308362858598,33.0898698942052,41.2792641501788,38.7387810824387
"88",31.5906284928952,33.7254637216406,33.7903996727849,31.0236465721696,32.8024324192771
"89",37.4863099402213,41.5107564048952,31.6194827986051,36.7854676921404,38.0842765579821
"90",7.14010264014427,0,0,0,0
"91",35.130043343257,37.2008387075927,41.9592358664642,40.2260189169281,39.900322959074
"92",0,0,0,0,0
"93",47.037895683681,52.1752612847432,48.6985822208796,43.8625181724748,54.5238885090608
"94",46.5818883272134,49.8193697617462,44.8856099686448,50.060196097279,51.7655054127989
"95",53.521452901825,53.2053331901856,60.2449809673246,52.7706172902684,56.0612987067769
"96",39.2599574323024,42.341931323346,44.692405841193,40.8830413814782,46.0092047063958
"97",0,0,0,0,0
"98",41.161437916187,44.5055086083999,42.3740792849858,47.1704123011995,46.6042051630523
"99",30.5897841833166,36.2316687549957,31.6216182632081,30.5125606666086,23.5666819581042
"100",35.0414803252697,35.298677048197,34.3868942605989,37.5173307069679,38.5880828570471
"101",35.1149123038435,41.2487269702828,42.1122278419581,33.3664076460164,40.657120938804
"102",0,0,0,0,0
"103",28.1006525130436,29.2079750437916,26.5483363018982,29.4186008948591,37.3253000787273
"104",0,0,0,0,0
"105",48.3090224812646,52.1007201975177,49.2705706474687,50.4167776272865,55.1648024632209
"106",0,0,0,0,0
"107",0,0,0,0,0
"108",0,0,0,0,0
"109",0,0,0,0,0
"110",38.8764071116308,41.2459081219079,38.9420031882096,39.9982377476865,37.8008275175094
"111",32.9448539803475,35.0304340518907,40.9074125790713,38.8889182323278,41.3881295432601
"112",0,0,0,0,0
"113",36.2404686745763,37.9298707609031,43.7125953924969,46.0735604970529,39.5485748746282
"114",41.2402017479035,40.8500323116179,43.140035721054,36.1062558770867,42.1873950022965
"115",0,0,0,0,0
"116",40.2886627495247,40.8262322748514,38.9685605790341,42.4959965598526,51.820151339973
"117",54.4113496529345,57.4526700553678,58.5046727629419,50.0719332403947,55.429058375147
"118",33.3456598827244,32.5287060136715,39.8465991562771,37.4583559126237,26.3295928923042
"119",33.7096122234759,33.8275473235033,30.9374848387745,33.6711363916422,40.8924564324992
"120",32.3430766991901,38.180321659963,27.4239589553465,37.8014124130373,44.5052835191033
"121",0,0,0,0,0
"122",35.0647530425777,39.6348837519925,38.4334618024438,42.4066039003333,48.0191986146429
"123",1.75344949350986,0,0,0,0
"124",40.2041669268228,43.8064787921052,48.981222067241,43.8345350963898,45.2016350999727
"125",34.481025442208,37.4141149226416,37.1479137739265,36.2193022193895,34.0867365495179
"126",28.5389844623832,30.6875033294121,39.8319674111474,33.1183244991532,31.5971439317614
"127",30.9439773401235,37.0151919082357,37.8893580481922,30.1727121634408,34.8341255950323
"128",38.3581316719401,39.4856313606739,37.8796037988125,43.0088392966923,50.4243777912291
"129",30.0342926721555,30.0946473812322,29.9460591115084,27.0686508734303,37.3441813271909
"130",0,0,0,0,0
"131",28.5292816032498,29.1922363051002,35.2594019767823,31.9858282281504,23.4330594955759
"132",57.7644811592914,67.1968210039186,70.1392458281725,57.870098017508,61.7071494950256
"133",53.2222426478207,58.8839478482839,54.4942104766412,60.2471660141436,58.2258310294755
"134",40.353119055425,40.5337070465562,34.820689564148,43.5480194350106,41.110023802873
"135",36.4889338447436,37.3980227036258,38.0937955495172,38.83383625229,33.9591850742026
"136",45.3990634344938,47.5024484956403,47.4691616613549,44.7170307987935,48.5569771167422
"137",0,0,0,0,0
"138",0,0,0,0,0
"139",34.8156890230212,39.2682417459352,34.2699259760492,46.8665894825852,28.2854175737608
"140",33.0177015671484,37.9334899519738,40.2602240415418,33.0177015671484,33.6362722823825
"141",44.6604538458243,47.2626742649164,50.5863956067682,51.1400030980012,54.9812526679235
"142",47.2597769973364,47.3003858365229,48.5990652063214,54.1737469880733,53.683733707008
"143",47.7334700909836,45.6212921487286,42.9421419309593,49.8002784220412,53.1957300386489
"144",38.2132791318725,42.864095673816,35.8285407221075,34.9119177755724,42.4382264690401
"145",0,0,0,0,0
"146",46.7111918067675,48.0736351633323,44.6783426523571,50.9951819524757,56.1599521460527
"147",0,0,0,0,0
"148",36.3060494146406,38.0881140095971,42.5315805137038,45.6405905526231,40.0393053814495
"149",46.4434787285441,47.1678598679306,40.5925249781361,49.9325501537631,46.0538067690778
"150",0,0,0,0,0
"151",31.6844631698759,32.3368910035512,37.6157173398932,35.5699716525235,38.3560665880861
"152",43.5846205899763,45.9067064924049,44.0744718531283,40.5697776575383,50.9850875826472
"153",47.1333370578534,49.881511332384,51.4054742022327,50.0874828535632,52.5017498703811
"154",30.1670283452703,32.1848868252379,33.3438940116402,24.4399572614177,33.3438940116402
"155",57.669643241777,56.9976674899558,63.424056247322,56.3777257222107,56.9546642313467
"156",1.57435004005146,0,0,0,0
"157",35.9119240321411,42.5475592351492,39.2261519102143,47.3228711845346,40.0222266082482
"158",36.5462504506669,37.4980735471211,44.4829721676481,47.2598633808181,47.2949704559776
"159",33.1345104159303,39.5873396810524,41.7727924926355,31.8779855764769,41.0521292064281
"160",54.939977283605,54.7906285751921,50.3037021620472,61.6650020358665,55.7388543568455
"161",42.0792878794935,43.5583615577054,48.1829661149563,46.4411116786125,49.291133069142
"162",31.3873319810512,31.2071032522128,28.2470630892945,26.3111460367789,26.0262157747861
"163",29.9845872503154,35.9957866938186,33.7835827417986,35.0083441546066,45.4718807680236
"164",38.9121136965461,47.191351321527,45.4848176005356,40.3470662048738,48.9854650988084
"165",34.6041462777931,39.790993959186,37.7081432736557,36.7574163381236,38.7711361189704
"166",38.4992519232942,45.0777281797161,43.0063294517335,42.1251469012356,47.5353385348236
"167",0,0,0,0,0
"168",0,0,0,0,0
"169",0,0,0,0,0
"170",29.1577897419857,34.1350865594083,30.0925670230413,37.785328159754,37.7120410366103
"171",0,0,0,0,0
"172",51.2402031097993,53.0012003082856,55.1978413958922,55.8641827007079,60.339270195939
"173",34.6556465527302,38.5676640796802,35.7059555306923,41.0174270103747,39.2695861595777
"174",37.5895719224767,37.634469551208,37.0178304965952,35.5950234251727,35.8127837785
"175",35.1547459068593,37.3582235569493,35.4343211392795,28.498387014703,29.0992099861089
"176",36.215027999135,34.5449290671758,40.1125595833645,37.9931216544037,42.949336993106
"177",32.6640196193754,38.2617457391868,35.9246028844101,42.5647702280408,37.4385243342903
"178",28.027363337418,31.1940089660216,32.6329187850234,30.1878260077189,40.3972272960121
"179",38.0640094865234,37.9420237051567,40.3171008461925,34.2570344216241,39.6302215742842
"180",43.3336910997972,44.4867768114416,44.1486318282126,42.2138052087613,50.9928843823559
"181",42.1725722074969,46.01347145276,44.7376344529186,40.1479329177457,45.6917462518455
"182",42.6321296585814,43.6881006640675,37.6934426482786,38.5473828765949,44.4783986302223
"183",35.9371000072994,37.5128907706308,37.5373756150919,44.086546400351,46.9366638148957
"184",49.7894010511513,55.6644008134457,51.9456475549331,53.2619296138206,53.7621338221051
"185",30.1817709640806,40.3527095404166,37.1790942273247,51.6185140236498,41.7165484922182
"186",30.3897189028015,32.5092837475031,32.7058577319207,28.9048092109362,41.8785103914007
"187",48.1277124158078,49.4111663261637,46.7109121558546,46.0398909360645,48.3877602866985
"188",0,0,1.748565559461,0,0
"189",36.2023895358264,45.4633595746333,41.2923328768712,46.3107423893124,46.3107423893124
"190",0,0,0,0,0
"191",42.9122793962336,50.5494948983909,40.2521719626163,41.9855700150587,48.1854796564576
"192",0,0,0,0,0
"193",0,0,0,0,0
"194",37.4275726893972,37.3646721298384,35.0623366612698,31.5608801999765,49.5482022438174
"195",0,0,0,0,0
"196",41.562301174746,41.8116445493252,41.2801574034459,57.5244447179677,43.9256359053143
"197",62.2762404805808,63.0639269127039,59.0289145523045,55.0169088020918,70.045738819824
"198",37.2221756439634,39.0269426763199,38.6530687732055,36.2492696806588,44.5886855267103
"199",54.8753973726477,55.4439336029894,50.8655306630842,60.3901236943581,55.4439336029894
"200",24.117323473173,31.5662426930137,31.1456383664288,30.9449119858074,34.2566333329275
"201",38.639702782705,38.9462217017288,42.3523874107216,35.310882969221,43.6335940118157
"202",34.8869879607021,36.7422226899505,40.4232076723797,33.2882651124191,38.0900468195394
"203",43.6867529470442,47.1454346199487,46.2774673679866,46.7470871545646,56.4170427284471
"204",33.4880550541407,33.089501894681,34.1621290526018,32.3797801485969,34.8713555468712
"205",32.5543817393617,35.607296286674,28.8530091017604,24.6489776161262,27.7453847722897
