"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",40.0776474624089,42.6509249262523,40.6841329391236,36.7256330170454,35.4524234740542
"2",26.4746705167584,32.9036203805777,23.4173367356143,30.0332055006355,32.3199859869357
"3",0,0,0,0,0
"4",51.7705982343727,52.7079376123632,48.2158442926154,60.9113503352731,49.2336023639233
"5",34.8922864944106,35.8529923266542,34.0591213889502,33.6255298479782,30.7794865342367
"6",9.46447727587971,5.23703723734343,0,0,0
"7",30.8965923905763,33.0354734926053,32.6410193025726,30.2727740024136,26.8581881314176
"8",35.8589928355924,35.8589928355924,31.1270552116496,29.0987376875661,30.5157354046483
"9",40.4626481356588,38.6768162915593,41.8335618790994,46.6323655596984,35.2531396030852
"10",32.5142684210471,35.5848534380595,33.428435401299,39.3660199835723,38.049226643341
"11",36.1532318404735,39.1654089702798,37.5193292395113,43.3132998409508,39.6883834044035
"12",40.8086524294596,42.1677194255459,42.7864228621489,44.5735494271336,44.4350931674402
"13",0,7.81312146659399,0,0,0
"14",39.8907341176276,39.3684251140746,42.7542434181764,45.2643521097572,38.9523490346211
"15",37.0695233940334,37.6095714211355,40.3899297975101,45.096299568248,34.8722837831002
"16",29.807397211382,34.6937498093095,30.6558127631454,36.1766029398797,28.9468413660924
"17",38.8443946782099,42.0548231266945,36.7231694088015,40.0658010703533,44.7780504563809
"18",40.914799202969,43.3064726328501,43.1196657944479,45.7883808189703,43.5085782658541
"19",32.0105793905782,33.0163278941319,30.7582954600057,29.576493159853,32.5272666657003
"20",40.569503240226,44.0206204715299,41.65397860863,48.9215463484573,37.5218503221231
"21",38.2980469729359,39.641875449059,34.7966251196741,38.0329372245662,34.7674590623181
"22",49.154176951203,49.1970804235051,52.3402943947307,47.9565693060796,47.9083446916201
"23",42.8773690183469,43.7752128748472,41.3054364915423,43.9189674434223,42.4678127495202
"24",41.0164493135495,41.1889767916882,42.5236798256513,51.7480496270822,40.5979741582035
"25",0,3.3151569532303,0,0,0
"26",37.4181909704555,36.2326112925419,38.2012696088372,37.801449801423,38.5895442806287
"27",42.0907011789274,44.5089054213964,43.621129753308,47.1243620264486,40.0310607270279
"28",38.9887436441039,41.2367488591495,37.6675831974049,44.4536500525516,38.1497531030124
"29",35.2705116062763,32.4058493929885,29.6906348336461,31.1685469137818,30.2510025899684
"30",40.6921083088963,42.4185199501061,41.4465841567885,47.2100108810416,34.7885471912813
"31",0,2.53601198394533,0,0,0
"32",0,3.29539361306646,0,0,0
"33",31.4829634224177,31.2906735699822,32.2462816535119,38.1262442621876,35.2596639673848
"34",36.9067948217029,38.6491778171563,36.0789703618948,36.6146173351941,36.9067948217029
"35",32.4144328010615,34.9048141943767,32.4144328010615,30.031193283923,31.8498000253081
"36",0,0.422842059006325,0,0,0
"37",49.7530258343987,53.7950770847078,50.5499791328329,47.8188246549108,51.4768368410788
"38",0,5.48258826915037,0,0,0
"39",0,0,0,0,0
"40",0,12.2944298106726,0,0,0
"41",29.0626451382291,32.1468175145716,26.6006028043499,32.5748255901463,28.9177170774919
"42",27.532556891509,27.4815405435657,26.6887128114945,31.012302689009,25.0618179803538
"43",33.8912206030636,32.7843086231649,32.1300652824009,28.8960537797502,34.7085684800811
"44",39.9767984508471,39.9903869735401,37.1604830806049,42.196267947326,39.1699390470645
"45",43.5757881669927,45.9956511477104,43.1078538783319,45.1041903299052,42.4544070118241
"46",43.1817545579041,44.9956751794071,46.8781321806586,44.9956751794071,44.4165729965523
"47",42.9628078201055,47.146862308327,41.1467063178283,52.5674897474442,41.4689156072624
"48",57.9587588089792,56.7551830849936,56.7551830849936,57.2569482620658,56.9102755211476
"49",31.6294890832389,35.3712701915203,33.992294377753,35.6034368401336,35.2235205314298
"50",35.6688247220094,36.302387083956,33.2614285819271,35.5602756585219,39.7086461393754
"51",0,1.44440957970768,0,0,0
"52",36.2557943103048,37.9355592770421,38.2598862239887,41.4552874765394,33.1800079529217
"53",34.1178132597175,34.5884637135797,34.1041335742107,38.3498034823534,34.5049901330753
"54",37.8995510992515,40.1296574116333,44.391497848577,34.9837550101818,41.3275962330938
"55",36.0213506212486,41.683148669171,38.7168560965489,42.0988178998089,34.6108959921441
"56",46.5531912738753,48.3276473217215,49.3819896714147,54.1614787324804,49.581211774094
"57",54.608827550957,56.2985866484104,48.2916513813566,59.8476851218431,57.5879257645332
"58",36.0790544216019,42.3484800845638,37.741823882769,36.6969147280145,43.5787953854451
"59",44.0825757973141,44.5835239931395,48.0098831095112,44.8666018011408,49.2576655256954
"60",0,2.09312536207101,0,0,0
"61",62.2242882637499,63.1614108837725,61.3022042472184,62.3799426220554,64.0570151070865
"62",33.3461608588432,38.7883502837626,35.1112649337066,35.8084687089434,32.4158185889222
"63",10.4997108138275,2.5334920798882,0,0,0
"64",50.9232435298834,55.4619736091516,51.3964461141377,50.7226928015374,50.9448651409356
"65",36.4326759908078,37.4013522258068,35.3852160309206,40.5621908322817,36.6762912550643
"66",42.0134680563583,43.7808630439022,39.5816078728423,45.5848071052005,40.0494391507609
"67",30.4500791025682,28.0165294163334,29.6695843397461,30.6528631680568,27.8307087350843
"68",32.5576190363734,32.7271935614479,30.3170282575409,31.0552283625988,30.4680686461665
"69",38.0321989525437,36.9884764923975,40.0704663089324,38.6166180901902,33.0176935878196
