"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",48,41,10,5,5
"2",51,49,10,3,5
"3",45,42,8,5,7
"4",51,41,9,4,7
"5",48,52,7,5,5
"6",0,0,0,0,0
"7",43,42,10,6,4
"8",40,42,9,3,6
"9",42,51,7,4,6
"10",44,39,7,3,6
"11",37,42,10,5,5
"12",53,47,12,5,6
"13",40,43,10,4,5
"14",44,50,9,4,5
"15",47,51,13,5,6
"16",2,2,0,0,0
"17",0,1,0,0,0
"18",46,48,12,5,6
"19",41,35,7,4,6
"20",0,1,0,0,0
"21",1,1,0,0,0
"22",53,48,9,4,4
"23",45,59,10,4,8
"24",54,49,9,3,8
"25",43,43,9,4,5
"26",50,46,8,4,6
"27",47,43,8,5,5
"28",52,49,9,4,6
"29",0,1,0,0,0
"30",0,1,0,0,0
"31",52,51,9,3,6
"32",49,50,10,4,5
"33",45,43,9,3,6
"34",1,1,0,0,0
"35",45,40,8,4,5
"36",0,1,0,0,0
"37",41,45,9,8,8
"38",46,52,9,5,8
"39",0,1,0,0,0
"40",51,49,9,4,4
"41",56,49,10,4,6
"42",48,46,9,3,7
"43",49,48,10,3,5
"44",46,47,9,4,4
"45",49,54,11,3,7
"46",42,45,11,4,6
"47",39,43,11,4,6
"48",41,45,6,3,6
"49",51,45,11,4,5
"50",0,1,0,0,0
"51",53,62,8,3,7
"52",42,47,8,4,5
"53",47,50,9,4,6
"54",48,50,9,5,8
"55",59,48,8,4,6
"56",49,49,9,4,7
"57",44,45,9,6,5
"58",0,1,0,0,0
"59",50,42,8,3,6
"60",53,47,8,4,5
"61",50,41,11,3,6
"62",0,1,0,0,0
"63",57,43,11,4,7
"64",51,54,10,3,5
"65",0,1,0,0,0
"66",51,48,11,6,8
"67",44,53,11,4,5
"68",0,1,0,0,0
"69",47,41,12,5,6
"70",0,1,0,0,0
"71",48,40,8,3,6
"72",48,50,8,4,5
"73",0,1,0,0,0
"74",52,52,12,3,9
"75",48,50,7,4,7
"76",1,1,0,0,0
"77",0,1,0,0,0
"78",44,42,8,5,6
"79",40,43,8,4,5
"80",0,1,0,0,0
"81",0,0,0,0,0
"82",40,49,8,4,7
"83",42,43,9,5,6
"84",1,1,0,0,0
"85",44,53,9,3,6
"86",41,48,11,4,5
"87",0,1,0,0,0
"88",44,48,8,3,7
"89",0,1,0,0,0
"90",0,1,0,0,0
"91",0,1,0,0,0
"92",0,1,0,0,0
"93",50,49,9,4,7
"94",0,1,0,0,0
"95",0,1,0,0,0
"96",50,44,10,5,5
"97",0,1,0,0,0
"98",43,42,9,5,6
"99",0,1,1,0,0
"100",0,1,0,0,0
"101",52,51,11,5,10
"102",47,48,10,4,6
"103",42,41,9,5,6
"104",45,46,10,4,5
"105",43,44,10,5,5
"106",41,47,9,4,4
"107",0,1,0,0,0
"108",56,57,11,4,8
"109",47,44,9,3,5
"110",44,42,9,3,5
"111",45,42,9,2,6
"112",48,48,8,3,4
"113",48,53,8,3,6
"114",0,1,0,0,0
"115",40,46,10,4,8
"116",0,1,0,0,0
"117",41,50,8,3,6
"118",0,1,0,0,0
"119",0,1,0,0,0
"120",39,40,10,3,7
"121",0,1,0,0,0
"122",46,51,9,3,6
"123",44,35,11,5,5
"124",46,47,10,4,6
"125",0,1,0,0,0
"126",45,49,12,4,5
"127",47,53,10,4,7
"128",49,56,8,4,6
"129",47,45,7,5,7
"130",0,1,0,0,0
"131",0,1,0,0,0
"132",44,47,9,4,9
"133",41,41,7,4,6
"134",49,51,11,5,6
"135",48,43,11,3,9
"136",1,1,0,0,0
"137",0,1,0,0,0
"138",44,47,9,4,6
"139",40,42,9,4,4
"140",43,45,10,5,6
"141",45,49,13,4,4
"142",47,44,8,5,5
"143",41,40,8,4,7
"144",52,46,9,3,7
"145",0,1,0,0,0
"146",1,1,0,0,0
"147",54,39,9,3,4
"148",49,45,11,4,5
"149",0,0,0,0,0
"150",50,38,9,5,6
"151",39,44,11,4,4
"152",40,38,8,4,6
"153",38,42,6,5,6
"154",48,53,10,3,7
"155",52,48,7,5,5
"156",39,39,8,5,6
"157",0,1,0,0,0
"158",0,1,1,0,0
"159",48,51,10,5,10
"160",0,1,0,0,0
"161",47,49,7,5,6
"162",38,39,8,3,6
"163",46,50,7,4,5
"164",43,38,7,5,4
"165",42,43,10,6,6
"166",0,1,0,0,0
"167",56,54,11,3,5
"168",56,49,7,3,5
"169",47,51,10,4,7
"170",47,40,8,4,4
"171",51,48,9,4,6
"172",44,45,9,2,6
"173",48,40,7,3,8
"174",39,51,8,4,5
"175",1,1,0,0,0
"176",54,48,10,4,6
"177",0,1,0,0,0
"178",0,1,0,0,0
"179",45,51,11,6,6
"180",59,51,10,8,6
"181",47,50,9,4,6
"182",49,46,8,5,7
"183",48,47,8,4,8
"184",44,45,11,4,5
"185",44,50,8,5,8
"186",54,60,10,4,7
"187",47,43,10,4,8
"188",52,46,13,5,6
"189",56,46,9,3,6
"190",1,1,0,0,0
"191",0,1,0,0,0
"192",0,1,0,0,0
"193",47,46,8,5,8
"194",54,44,7,4,7
"195",43,48,6,3,6
"196",1,0,0,0,0
"197",38,39,9,3,7
"198",0,1,0,0,0
"199",1,2,0,0,0
"200",1,1,0,0,0
"201",44,43,8,4,8
"202",45,43,10,5,7
"203",45,43,10,4,6
"204",57,48,10,4,6
"205",43,40,8,3,8
"206",46,45,9,4,5
"207",1,1,1,0,0
"208",49,55,8,5,6
"209",1,1,0,0,0
"210",46,39,8,4,5
"211",0,1,0,0,0
"212",0,1,0,0,0
"213",0,1,0,0,0
"214",2,1,0,0,0
"215",47,46,9,5,6
"216",48,52,10,3,6
"217",40,44,9,3,4
"218",49,47,10,5,5
"219",1,1,0,0,0
"220",42,46,10,5,5
"221",49,46,9,5,7
"222",0,0,0,0,0
"223",47,59,14,5,6
"224",51,53,16,4,8
"225",41,41,7,4,5
