"","age1_orange.I","age1_green.I","age2_no_comorbid_orange.I","age2_no_comorbid_green.I","age2_comorbid_green.I","age3_no_comorbid_green.I","age3_comorbid_green.I"
"1",44.5064578452647,0,41.8147591655768,0,0,0,0
"2",31.0701695322743,67.3137129032979,35.5757518381103,74.5143770536479,72.7931500980717,75.0464722220735,71.8008051360708
"3",38.9058352755378,80.7617679150291,40.4454038355509,78.8835667582849,82.5404791177027,80.5232638624445,81.0590527431172
"4",42.6406094954739,0,48.8023696322945,0,47.740632841857,0,0
"5",46.6749125759716,74.2800862261539,47.1366926690902,0,0,55.8976644591075,65.9718410654653
"6",40.9184696995902,75.4160100202939,46.9467091563223,82.8061080548224,81.2555749883195,92.3330723935551,84.8918275194407
"7",45.2482049025232,0,46.0061113359862,0,40.8911549210728,0,0
"8",35.4443745656373,57.9322386107703,35.3959965303689,66.2982658044373,71.1233123811105,65.9832614935429,64.5131818195492
"9",0,0,3.16537872642353,0,0,0,0
"10",32.3930808665775,46.5126640836782,37.6352709496848,59.6295947875375,53.9584424801658,60.2770445851049,51.3675919821877
"11",46.1074791250647,75.6324599573991,46.7182835084247,103.035449344254,94.1068140716283,85.8456249867474,96.7311895470399
"12",41.0677785448688,68.1269324313837,42.8530027411522,73.6910048169213,74.7443139000247,78.3481251821789,65.8692039837109
"13",50.8359381675634,68.3994733797117,56.4641562889211,79.0602417343034,73.1755731422591,69.2631118540118,66.8916555410117
"14",44.4625292342392,69.0904338382533,47.3767907899673,66.8638069411813,63.6957749935844,77.1445038003593,70.9678606835992
"15",33.1365027563274,76.7886595240047,37.4429362467392,94.4112720609887,84.6447040412296,67.7183225806681,75.8175582502564
"16",0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0
"18",56.2090201146295,79.6145121495925,56.9394266344487,69.6921392290087,79.1109922944394,88.3919596783707,73.8254011928351
"19",45.0332716104248,0,43.3902187783469,0,0,0,0
"20",44.6786840320978,0,49.9261175781725,0,0,0,0
"21",59.4555374220744,71.7139237646756,56.964292977263,74.9194122683856,89.7798386163289,74.2561501712717,79.871519520556
"22",34.4535742172633,51.4746054624599,40.7995719020637,52.9689569784234,51.7316391288123,57.7270697942445,47.0338497509315
"23",56.9896176105995,86.559344391211,60.1866731696623,86.5336496539575,88.0992029456368,93.884546494954,83.6383971887393
"24",30.5998521976606,52.2834374214533,30.4688810321811,48.4055693289869,57.5736656313549,52.8049221245311,56.0257761845789
