"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",689,56,724,80,81,25,26
"2",689,59,715,82,76,29,27
"3",682,59,715,79,86,31,29
"4",690,58,725,77,88,23,20
"5",680,56,699,76,75,32,27
"6",696,57,715,82,94,30,20
"7",688,56,717,76,89,28,25
"8",685,60,723,81,85,28,28
"9",684,59,714,79,86,24,22
"10",681,59,707,76,78,25,16
"11",692,55,715,70,73,23,30
"12",694,57,733,79,81,33,22
"13",0,0,2,0,0,0,0
"14",677,58,717,81,88,28,32
"15",699,58,692,78,83,27,14
"16",671,53,729,73,86,23,20
"17",0,0,1,0,0,0,0
"18",690,53,724,84,84,30,23
"19",0,0,1,0,0,0,0
"20",683,61,721,75,88,24,23
"21",689,55,723,70,78,23,22
"22",691,57,731,74,79,26,23
"23",686,55,708,74,89,31,25
"24",0,0,1,0,0,0,0
"25",1,0,1,0,0,0,0
"26",680,58,709,72,72,30,19
"27",675,57,703,81,79,25,22
"28",695,54,690,83,80,26,22
"29",686,59,715,75,80,26,29
"30",694,53,726,80,88,29,26
"31",690,58,717,85,94,29,26
"32",705,54,714,82,91,23,29
"33",685,56,713,76,81,26,24
"34",690,59,720,75,83,30,26
"35",690,55,723,75,84,24,23
"36",695,56,709,73,88,17,27
"37",0,0,1,0,0,0,0
"38",688,56,726,75,87,28,20
"39",701,54,700,77,95,22,21
"40",0,0,1,0,0,0,0
"41",702,55,711,79,84,28,22
"42",0,0,1,0,0,0,0
"43",693,58,726,88,88,26,23
"44",682,56,717,77,83,26,24
"45",0,0,1,0,0,0,0
"46",677,57,715,82,67,29,33
"47",697,55,706,82,86,25,29
"48",0,0,1,0,0,0,0
"49",703,56,722,79,83,21,32
"50",0,0,1,0,0,0,0
"51",0,0,1,0,0,0,0
"52",696,54,727,74,86,27,28
"53",0,0,1,0,0,0,0
"54",678,58,711,85,72,29,31
"55",684,54,718,78,80,37,29
"56",692,60,714,76,84,24,25
"57",686,52,711,77,78,24,25
"58",674,54,740,80,83,26,21
"59",684,56,696,76,79,28,26
"60",679,56,724,82,80,25,26
"61",694,53,731,81,77,31,28
"62",0,0,1,0,0,0,0
"63",0,0,1,0,0,0,0
"64",704,57,713,81,80,31,22
"65",0,0,2,0,0,0,0
"66",687,55,710,84,85,31,26
"67",692,58,714,76,89,24,19
"68",689,59,719,84,93,28,20
"69",0,0,1,0,0,0,0
"70",677,57,713,83,86,27,29
"71",0,0,1,0,0,0,0
"72",689,57,708,82,88,29,25
"73",695,57,711,75,81,29,28
"74",698,60,725,79,81,34,26
"75",696,56,723,77,80,21,19
"76",688,58,726,75,86,29,18
"77",0,0,1,0,0,0,0
"78",691,57,712,80,87,27,28
"79",697,56,720,81,81,26,21
